date,GBPUSD,GBPAUD,EURAUD,empty,sum
2016.10.17,-60.99999999999994,-234.00000000000088,-90.99999999999665,,-385.99999999999744
2016.10.17,-212.00000000001216,-485.0000000000021,-137.9999999999937,,-835.000000000008
2016.10.17,-249.99999999999466,-458.00000000000284,-89.99999999999008,,-797.9999999999876
2016.10.17,-222.00000000001108,-509.99999999998823,-340.9999999999913,,-1072.9999999999907
2016.10.17,-95.00000000000064,-591.0000000000082,-434.000000000001,,-1120.00000000001
2016.10.17,-253.99999999999866,-958.9999999999987,-510.00000000001046,,-1723.000000000008
2016.10.17,-246.00000000001288,-991.9999999999928,-567.0000000000064,,-1805.000000000012
2016.10.17,-188.9999999999947,-852.9999999999926,-513.0000000000078,,-1554.999999999995
2016.10.17,-114.0000000000141,-1011.9999999999907,-794.0000000000058,,-1920.0000000000105
2016.10.17,-70.0000000000145,-968.9999999999976,-778.9999999999964,,-1818.0000000000084
2016.10.17,-53.999999999998494,-922.0000000000006,-783.0000000000003,,-1758.9999999999995
2016.10.17,-148.00000000001478,-856.9999999999967,-678.0000000000008,,-1683.0000000000123
2016.10.17,-174.00000000000747,-856.9999999999967,-696.999999999992,,-1727.9999999999961
2016.10.17,-146.00000000000168,-744.9999999999957,-649.999999999995,,-1540.9999999999923
2016.10.17,-126.0000000000039,-741.9999999999982,-646.9999999999976,,-1514.9999999999995
2016.10.17,-114.0000000000141,-714.999999999999,-668.0000000000019,,-1497.000000000015
2016.10.17,-69.00000000000794,-598.999999999994,-686.9999999999932,,-1354.999999999995
2016.10.17,-92.00000000000318,-665.9999999999889,-652.0000000000082,,-1410.0000000000002
2016.10.17,-164.00000000000858,-729.0000000000018,-652.0000000000082,,-1545.0000000000186
2016.10.17,-344.99999999999534,-1007.0000000000024,-737.0000000000099,,-2089.0000000000077
2016.10.17,-412.00000000001234,-1204.9999999999893,-856.9999999999967,,-2473.999999999998
2016.10.17,-293.0000000000099,-1058.9999999999877,-828.9999999999909,,-2180.9999999999886
2016.10.17,-90.99999999999665,-872.0000000000061,-773.0000000000015,,-1736.000000000004
2016.10.17,-279.00000000000705,-936.9999999999878,-761.999999999996,,-1977.999999999991
2016.10.17,-243.99999999999977,-853.9999999999992,-825.0000000000091,,-1923.0000000000082
2016.10.17,-151.9999999999966,-777.0000000000055,-831.000000000004,,-1760.000000000006
2016.10.17,-156.00000000000057,-663.999999999998,-687.9999999999998,,-1507.9999999999982
2016.10.17,-182.0000000000155,-673.9999999999968,-689.0000000000063,,-1545.0000000000186
2016.10.17,-97.9999999999981,-431.0000000000036,-601.9999999999915,,-1130.9999999999932
2016.10.17,-63.000000000013046,-347.0000000000084,-598.999999999994,,-1009.0000000000155
2016.10.17,21.00000000000435,-219.99999999999798,-550.000000000006,,-748.9999999999997
2016.10.17,-119.00000000000244,-303.9999999999932,-611.9999999999903,,-1034.999999999986
2016.10.17,-154.0000000000097,-302.0000000000023,-540.0000000000072,,-996.0000000000191
2016.10.17,-173.00000000000094,-385.99999999999744,-506.9999999999908,,-1065.999999999989
2016.10.17,-77.00000000001594,-258.0000000000027,-509.00000000000387,,-844.0000000000225
2016.10.17,-76.0000000000094,-245.0000000000063,-472.00000000000574,,-793.0000000000214
2016.10.17,-344.00000000001097,-489.0000000000061,-407.0000000000018,,-1240.0000000000189
2016.10.17,-429.00000000001273,-551.9999999999969,-370.00000000000364,,-1351.0000000000132
2016.10.17,-350.00000000000585,-499.000000000005,-384.9999999999909,,-1234.0000000000018
2016.10.17,-412.9999999999967,-536.0000000000032,-365.99999999999966,,-1314.9999999999995
2016.10.17,-451.0000000000014,-561.9999999999958,-438.9999999999894,,-1451.9999999999868
2016.10.17,-434.000000000001,-628.9999999999907,-455.0000000000054,,-1517.9999999999973
2016.10.17,-432.9999999999945,-652.0000000000082,-442.9999999999934,,-1527.9999999999961
2016.10.17,-429.99999999999704,-591.0000000000082,-354.0000000000099,,-1375.000000000015
2016.10.17,-419.0000000000138,-487.99999999999955,-375.9999999999986,,-1283.000000000012
