date,AUDUSD,NZDUSD,GBPCHF,CADCHF,EURCAD,EURNZD,CADJPY,NZDJPY,empty,sum
2019.05.13,-95.00000000000064,-87.00000000000374,-1.0000000000065512,0.0,0.0,-207.00000000000162,-50.00000000001137,-84.00000000000318,,-524.0000000000271
2019.05.13,-104.00000000000409,-110.99999999999443,-259.9999999999936,-168.00000000000148,12.999999999996348,-147.00000000000824,-91.00000000000819,-155.9999999999917,,-1024.0000000000055
2019.05.13,-85.00000000000173,-120.99999999999334,17.000000000000348,19.00000000000235,12.999999999996348,-65.00000000000395,-108.00000000000409,-153.99999999999636,,-484.00000000000045
2019.05.13,-22.999999999995246,-75.00000000000284,127.99999999999478,11.00000000000545,161.99999999999548,102.00000000000209,-27.000000000001023,-63.00000000000239,,214.9999999999963
2019.05.13,-7.9999999999968985,-70.0000000000034,109.00000000000354,-14.999999999998348,167.00000000000603,137.00000000000932,-16.000000000005343,-63.99999999999295,,240.00000000002194
2019.05.13,-2.000000000002,-53.999999999998494,76.0000000000094,-91.99999999999208,188.9999999999947,157.00000000000713,-1.0000000000047748,-48.99999999999238,,224.0000000000215
2019.05.13,68.00000000000139,2.999999999997449,76.99999999999375,-98.99999999999353,211.00000000000563,272.00000000000557,53.999999999987836,34.000000000006025,,620.0000000000041
2019.05.13,71.99999999999429,14.000000000002899,112.000000000001,-37.99999999999359,173.00000000000094,292.9999999999877,43.99999999999693,45.000000000001705,,714.9999999999919
2019.05.13,48.000000000003595,31.000000000003247,96.99999999999153,-36.999999999998145,150.99999999999002,316.99999999998954,-5.000000000009663,37.9999999999967,,639.9999999999668
2019.05.13,54.999999999993946,21.00000000000435,96.99999999999153,-52.99999999999194,165.9999999999995,313.99999999999204,16.999999999995907,31.00000000000591,,647.9999999999912
2019.05.13,85.00000000000173,58.99999999999794,117.00000000001154,-63.99999999999739,214.00000000000307,411.99999999999017,7.999999999995566,57.00000000000216,,888.0000000000048
2019.05.13,110.99999999999443,73.00000000000084,151.00000000001222,-68.99999999999685,208.99999999999253,419.9999999999982,35.99999999998715,90.00000000000341,,1020.9999999999919
2019.05.13,117.00000000000044,78.00000000000028,158.99999999999804,-54.999999999993946,217.0000000000005,432.9999999999945,48.99999999999238,97.00000000000841,,1095.0000000000005
2019.05.13,144.99999999999514,80.00000000000229,147.99999999999258,-56.99999999999594,201.99999999999108,404.0000000000044,31.999999999996476,85.99999999999852,,1039.9999999999845
2019.05.13,121.99999999999989,70.99999999999883,144.99999999999514,-47.9999999999925,174.00000000000747,370.00000000000364,32.99999999998704,76.99999999999818,,943.9999999999977
2019.05.13,110.99999999999443,63.99999999999739,151.00000000001222,-41.9999999999976,146.00000000000168,356.00000000000074,12.999999999991019,69.00000000000261,,868.0000000000025
2019.05.13,116.00000000000499,85.00000000000173,156.00000000000057,-29.000000000001247,139.00000000000023,419.9999999999982,15.000000000000568,85.99999999999852,,988.0000000000035
2019.05.13,153.00000000000313,102.99999999999754,157.00000000000713,-37.99999999999359,147.00000000000824,459.99999999999375,21.000000000000796,124.00000000000944,,1127.0000000000264
2019.05.13,138.00000000000477,80.99999999999774,120.99999999999334,-109.99999999999899,165.9999999999995,429.99999999999704,33.999999999991815,112.00000000000898,,971.9999999999942
2019.05.13,153.00000000000313,114.00000000000298,79.00000000000685,-121.99999999999989,207.00000000000162,551.9999999999969,43.99999999999693,130.00000000000966,,1157.0000000000182
2019.05.13,148.0000000000037,80.99999999999774,-139.00000000000023,-165.9999999999995,130.99999999999224,452.00000000000796,46.999999999997044,127.00000000000955,,681.0000000000085
