date,EURUSD,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPCAD,EURCAD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2016.09.19,-35.999999999991594,-106.00000000000875,-77.00000000001594,-2.999999999997449,-9.999999999998899,0.0,-65.99999999998829,-14.000000000002899,-54.99999999999261,-127.00000000000955,0.0,-45.000000000006146,,-539.0000000000122
2016.09.19,-35.999999999991594,-192.00000000000728,-120.00000000000898,18.0000000000069,14.000000000002899,30.000000000007798,-68.99999999998573,-9.999999999998899,-99.99999999999432,-136.0000000000099,4.999999999999449,-96.00000000000719,,-691.9999999999868
2016.09.19,-45.000000000006146,-152.00000000000102,-168.0000000000126,-59.99999999999339,48.99999999999905,19.00000000000235,-15.999999999993797,4.999999999988347,-148.9999999999867,-174.0000000000066,35.999999999991594,-94.00000000001629,,-749.0000000000352
2016.09.19,-62.99999999999084,-153.0000000000058,-209.9999999999991,99.00000000000463,74.00000000000739,-21.999999999999797,74.0000000000185,28.000000000005798,-177.99999999999727,-236.0000000000042,93.99999999999409,-95.00000000000064,,-587.9999999999673
2016.09.19,-56.99999999999594,-239.00000000000432,-208.00000000000819,119.00000000000244,128.00000000000588,-26.999999999999247,-45.99999999999049,-66.99999999999484,-352.99999999999443,-343.0000000000035,146.99999999999713,-160.00000000000458,,-1105.9999999999902
2016.09.19,-70.99999999999883,-299.0000000000066,-228.00000000000597,140.0000000000068,204.00000000000418,-15.999999999993797,-75.99999999998718,-144.0000000000108,-444.9999999999932,-405.00000000000114,83.9999999999952,-200.00000000000017,,-1455.9999999999914
2016.09.19,-69.00000000000794,-257.000000000005,-270.00000000001467,121.99999999999989,224.000000000002,-29.999999999996696,-60.99999999999994,-134.99999999999625,-390.99999999999113,-359.99999999999943,121.99999999999989,-180.0000000000024,,-1285.0000000000114
2016.09.19,-42.0000000000087,-197.00000000000273,-310.0000000000103,140.99999999999113,269.00000000000813,-64.99999999999284,-36.999999999998145,-198.99999999999363,-373.9999999999952,-335.00000000000796,120.99999999999334,-190.00000000000128,,-1218.0000000000182
2016.09.19,-89.00000000000574,-136.0000000000099,-341.99999999999784,153.00000000000313,265.0000000000041,-84.99999999999064,17.000000000000348,-197.00000000000273,-421.99999999999704,-375.0,140.99999999999113,-214.00000000000307,,-1284.0000000000082
2016.09.19,-120.99999999999334,-128.0000000000001,-370.00000000000364,156.00000000000057,343.00000000000443,-104.99999999999955,-97.9999999999981,-300.99999999999574,-480.99999999999454,-439.00000000000716,174.99999999999181,-229.00000000001253,,-1598.000000000008
2016.09.19,-124.99999999999733,-35.0000000000108,-348.00000000001495,144.99999999999514,435.0000000000076,-81.9999999999932,-224.99999999998633,-387.000000000004,-493.9999999999998,-436.00000000000705,161.00000000000003,-226.99999999999943,,-1618.00000000001
2016.09.19,-180.0000000000024,28.999999999996362,-364.00000000000875,123.00000000000644,458.00000000000284,-116.99999999998934,-254.999999999983,-458.00000000000284,-512.999999999991,-478.9999999999992,175.99999999999838,-219.00000000001364,,-1798.9999999999861
2016.09.19,-192.99999999999872,28.999999999996362,-354.0000000000099,139.00000000000023,456.00000000000085,-96.99999999999153,-225.99999999999287,-419.0000000000138,-492.999999999995,-489.0000000000043,242.99999999999324,-151.9999999999966,,-1556.0000000000123
2016.09.19,-157.00000000000713,59.99999999998806,-341.99999999999784,144.99999999999514,460.00000000000483,-89.99999999999008,-215.99999999999397,-404.0000000000044,-466.99999999999875,-451.0000000000076,241.99999999999778,-174.00000000000747,,-1394.0000000000216
