date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2020.08.17,-83.9999999999952,-42.999999999993044,234.99999999998522,-128.00000000000588,-73.00000000000084,-95.00000000000064,-64.99999999998174,-120.99999999999511,100.99999999999554,-2.000000000002,-207.9999999999984,137.9999999999937,-208.99999999998897,-99.00000000000375,-206.00000000000307,309.99999999999915,-207.99999999999707,,-756.999999999992
2020.08.17,-154.99999999999403,-46.999999999997044,276.9999999999939,-74.00000000000739,-4.000000000004,69.9999999999923,-66.99999999999484,-82.99999999999841,34.99999999999615,-3.999999999992898,-218.9999999999941,-49.99999999999449,-212.99999999999386,-13.999999999995794,-121.00000000000932,307.99999999999716,-216.0000000000051,,-577.0000000000017
2020.08.17,-121.99999999999989,-51.000000000001044,285.99999999998624,-131.99999999999878,-14.000000000002899,-7.0000000000014495,-70.99999999999883,-141.9999999999959,102.99999999999754,-78.00000000000028,-187.00000000001182,109.00000000000354,-232.99999999998988,-43.99999999999693,-184.0000000000117,375.9999999999986,-202.9999999999976,,-594.0000000000211
2020.08.17,-125.99999999998168,-36.999999999998145,271.99999999998334,-128.00000000000588,40.99999999999105,17.000000000000348,-64.99999999998174,-102.00000000000387,107.99999999999699,-65.99999999999939,-171.99999999999704,86.99999999999264,-197.9999999999933,-40.00000000000625,-171.00000000000648,368.00000000000165,-139.00000000000023,,-351.000000000008
2020.08.17,-173.99999999998528,-103.00000000000864,243.99999999999977,-206.00000000000617,51.99999999999649,36.999999999998145,-104.99999999999955,-111.0000000000042,156.99999999999602,-81.9999999999932,-185.00000000000227,205.99999999999508,-230.99999999999454,-40.99999999999682,-232.00000000001353,453.99999999999886,-107.99999999999699,,-428.00000000001677
2020.08.17,-217.0000000000005,-140.0000000000068,222.99999999999542,-289.0000000000059,12.999999999996348,70.99999999999883,-131.99999999999878,-102.99999999999443,234.99999999999633,-78.99999999999574,-217.9999999999893,363.0000000000022,-256.9999999999908,-43.99999999999693,-314.00000000000716,551.9999999999969,-146.99999999999713,,-482.99999999999727
2020.08.17,-137.9999999999937,-59.99999999999339,296.9999999999917,-229.00000000000142,90.99999999999665,79.00000000000685,-133.99999999998968,-49.99999999999716,226.00000000000398,-74.99999999999174,-162.00000000000614,312.00000000000114,-196.99999999998852,-16.000000000005343,-265.00000000000057,525.9999999999932,-89.00000000000574,,116.00000000002007
2020.08.17,-185.99999999999727,-96.00000000000719,254.999999999983,-322.00000000000006,125.99999999999278,113.99999999999189,-156.99999999998494,1.9999999999953388,300.99999999999574,-68.99999999999685,-139.00000000001,479.99999999999153,-163.99999999998727,1.9999999999953388,-322.00000000000273,617.9999999999964,-14.999999999998348,,427.9999999999573
2020.08.17,-121.99999999999989,-86.0000000000083,279.99999999999136,-272.00000000000557,136.99999999999824,65.00000000000395,-157.99999999999147,31.00000000000591,265.0000000000041,-107.00000000000153,-45.99999999999227,439.99999999999596,-131.9999999999908,30.9999999999917,-256.0000000000002,565.9999999999999,-16.0000000000049,,619.9999999999961
2020.08.17,-144.99999999999514,-83.00000000001084,270.99999999999903,-233.00000000000543,78.99999999999574,82.99999999998863,-151.9999999999966,37.9999999999967,222.99999999999542,-88.99999999999464,-58.9999999999975,307.99999999999716,-118.99999999999977,30.9999999999917,-205.0000000000125,507.0000000000019,-92.99999999999864,,361.9999999999552
2020.08.17,-203.99999999998198,-218.00000000000708,200.99999999998454,-281.00000000000904,-3.0000000000085514,93.99999999999409,-234.99999999998522,-70.99999999999795,244.99999999999523,-148.99999999999915,-200.9999999999934,350.00000000000585,-332.9999999999984,-57.00000000000216,-300.00000000001137,524.0000000000023,-153.99999999999858,,-792.0000000000109
2020.08.17,-209.9999999999991,-198.00000000000927,170.99999999998784,-290.00000000000136,-3.0000000000085514,109.00000000000354,-226.99999999999943,-51.9999999999925,261.99999999999557,-130.99999999999224,-195.99999999999795,364.9999999999931,-301.9999999999925,-67.99999999999784,-306.0000000000116,514.9999999999987,-133.00000000000534,,-694.0000000000289
2020.08.17,-165.9999999999995,-217.0000000000005,209.9999999999991,-250.00000000000577,66.99999999999484,79.99999999999119,-252.99999999999213,-55.999999999997385,229.00000000000142,-174.99999999999181,-165.99999999999682,324.9999999999975,-337.99999999999386,-55.00000000000682,-272.00000000000557,488.999999999995,-63.00000000000195,,-611.0000000000133
2020.08.17,-153.9999999999875,-222.99999999999542,226.99999999999943,-201.00000000000674,112.99999999999643,65.99999999998829,-256.99999999999613,-15.000000000000568,183.99999999999528,-186.99999999999272,-103.00000000000864,212.99999999999653,-300.9999999999877,-16.000000000005343,-192.00000000000728,434.9999999999965,-14.999999999998348,,-426.00000000001404
2020.08.17,-103.99999999999298,-181.9999999999933,223.99999999997976,-137.00000000000932,134.99999999999625,42.0000000000087,-239.99999999999577,-30.000000000001137,138.00000000000477,-190.99999999999673,-92.99999999998931,124.99999999999733,-293.99999999999693,-42.00000000000159,-149.0000000000009,349.99999999999477,17.999999999995797,,-430.00000000000057
2020.08.17,-64.99999999998174,-184.99999999999073,234.99999999998522,-126.0000000000039,125.99999999999278,-2.999999999997449,-231.99999999998778,-85.99999999999852,121.00000000000443,-220.99999999999343,-104.99999999998977,146.00000000000168,-347.999999999999,-67.00000000000728,-164.00000000000148,341.0000000000024,-0.999999999995449,,-633.99999999996
2020.08.17,-51.99999999998539,-188.00000000001037,207.99999999998596,-150.00000000000568,100.99999999999554,-36.999999999998145,-213.99999999998087,-81.99999999999363,134.0000000000008,-230.99999999999233,-63.99999999999295,228.00000000000597,-322.9999999999933,-64.99999999999773,-175.00000000001137,356.00000000000074,-19.999999999997797,,-573.9999999999706
2020.08.17,-103.99999999999298,-232.00000000000998,189.99999999997908,-161.00000000000003,84.99999999999064,-65.00000000000395,-186.99999999998164,-153.99999999999636,102.99999999999754,-227.99999999999488,-115.99999999998545,187.00000000000384,-368.9999999999998,-75.00000000000284,-188.0000000000024,358.9999999999982,-29.999999999996696,,-984.9999999999976
