date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDCAD,AUDNZD,empty,sum
2015.09.07,-67.00000000000594,-28.000000000005798,40.00000000000625,-9.999999999998899,-61.999999999995396,78.00000000000028,-116.99999999998934,-75.9999999999934,-64.99999999998174,-250.00000000003908,31.999999999987594,75.9999999999983,7.0000000000014495,,-442.0000000000157
2015.09.07,-12.999999999996348,-43.999999999999595,61.99999999999761,-42.0000000000087,-80.99999999999774,-1.999999999990898,-68.99999999998573,-143.99999999997704,-103.99999999997078,-333.0000000000055,21.00000000000435,95.00000000000064,34.000000000000696,,-619.9999999999291
2015.09.07,-63.99999999999739,-96.00000000000719,151.00000000001046,-160.00000000000458,-7.9999999999968985,141.99999999999767,5.000000000010552,-343.9999999999941,-329.99999999998585,-229.99999999999687,62.000000000006494,-85.00000000000173,147.00000000000824,,-809.9999999999511
2015.09.07,-65.00000000000395,-113.00000000000753,285.0000000000108,-92.00000000000318,-26.999999999999247,161.00000000001114,-7.999999999985796,-568.9999999999884,-262.999999999991,-313.00000000000773,117.99999999999588,-17.000000000000348,141.99999999999767,,-760.9999999999718
2015.09.07,-63.00000000000195,-180.0000000000024,215.0000000000034,-144.0000000000108,46.999999999997044,226.00000000001506,-58.99999999998684,-542.999999999978,-407.99999999996396,-181.00000000003115,-21.00000000000435,-156.00000000000057,224.000000000002,,-1042.9999999999625
2015.09.07,-55.000000000005045,-197.00000000000273,255.00000000000966,-255.00000000000523,133.00000000000534,232.00000000000998,-80.99999999999774,-622.9999999999905,-606.9999999999798,52.99999999999194,-182.99999999999983,-343.00000000000443,424.00000000000216,,-1246.999999999966
2015.09.07,7.9999999999968985,-164.99999999999292,70.00000000000739,-300.00000000001137,19.999999999997797,114.0000000000141,-132.99999999998312,-304.00000000000205,-625.999999999971,-245.0000000000063,-394.00000000000546,-226.99999999999943,544.9999999999955,,-1636.99999999996
2015.09.07,9.00000000000345,-120.99999999999334,237.00000000000898,-256.00000000001177,117.00000000000044,59.000000000009045,-129.00000000000134,-506.0000000000002,-495.99999999996317,119.99999999998678,-346.0000000000019,-322.9999999999955,599.0000000000161,,-1035.9999999999422
2015.09.07,-36.999999999998145,-181.00000000000892,302.99999999999727,-147.00000000000824,163.00000000000205,195.9999999999962,-122.99999999998423,-673.0000000000018,-414.9999999999654,171.99999999997218,-144.0000000000108,-305.99999999999517,690.9999999999972,,-501.00000000000784
2015.09.07,-146.00000000000168,-147.99999999999258,523.0000000000103,-121.99999999999989,170.99999999999892,343.00000000000443,-201.99999999999108,-972.9999999999848,-334.9999999999742,231.99999999996555,-36.999999999998145,-302.0000000000023,587.0000000000042,,-408.99999999996123
2015.09.07,-36.999999999998145,-109.00000000000354,364.0000000000043,-115.00000000002063,131.99999999999878,126.0000000000039,-55.99999999998939,-687.9999999999882,-278.00000000000045,166.99999999998383,-5.999999999994898,-241.00000000000233,587.0000000000042,,-154.00000000000261
2015.09.07,-53.00000000000304,-147.00000000000824,493.0000000000092,-97.00000000001374,129.00000000000134,191.00000000000784,-73.99999999999629,-925.9999999999877,-299.999999999967,107.99999999999699,12.999999999996348,-227.99999999999488,625.0000000000089,,-265.9999999999503
2015.09.07,-60.99999999999994,-168.0000000000126,541.000000000011,-43.00000000001525,141.99999999999767,226.00000000001506,-58.000000000002494,-1021.9999999999914,-240.9999999999801,114.99999999999844,116.99999999998934,-210.99999999999451,676.0000000000099,,13.000000000025125
2015.09.07,-61.999999999995396,-157.99999999999147,552.9999999999973,-150.00000000000568,83.9999999999952,219.00000000001364,-18.999999999991246,-1036.0000000000014,-392.9999999999989,-58.0000000000247,51.000000000001044,-204.00000000000418,733.0000000000059,,-439.9999999999998
2015.09.07,-80.99999999999774,-129.00000000000134,375.0,-177.00000000000495,-53.999999999998494,206.00000000001728,-58.99999999998684,-722.9999999999848,-393.99999999996106,-448.000000000004,-17.000000000000348,-38.0000000000047,629.0000000000128,,-909.9999999999142
2015.09.07,-153.00000000000313,-131.99999999999878,537.0000000000061,-133.00000000000534,-27.999999999994696,324.0000000000132,-90.99999999999665,-973.9999999999895,-335.9999999999808,-369.0000000000193,109.99999999998789,-46.00000000000159,541.9999999999981,,-748.9999999999847
2015.09.07,-112.000000000001,-104.99999999999955,406.0000000000059,-112.000000000001,41.9999999999976,240.00000000001796,-100.99999999999554,-741.9999999999902,-261.9999999999845,-110.00000000001009,53.999999999998494,-124.00000000000189,585.0000000000133,,-340.99999999995043
2015.09.07,-143.00000000000423,5.999999999994898,436.9999999999976,-152.0000000000188,-41.000000000002146,181.00000000000892,-92.99999999998754,-652.9999999999916,-177.9999999999671,-199.00000000001583,66.99999999999484,-38.0000000000047,595.9999999999966,,-209.99999999999898
2015.09.07,-202.0000000000022,-96.99999999999153,445.0000000000074,-128.000000000017,58.99999999999794,364.00000000000875,-37.99999999998249,-798.0000000000018,-288.99999999998374,-57.00000000001815,243.99999999999977,-158.0000000000026,519.0000000000028,,-135.99999999998295
2015.09.07,-141.99999999999767,-120.99999999999334,381.0000000000002,-121.99999999999989,99.00000000000463,290.9999999999968,-28.999999999990145,-731.9999999999993,-295.99999999998516,48.99999999996574,181.00000000000892,-205.99999999999508,625.0000000000089,,-21.99999999997533
2015.09.07,-170.00000000000347,-466.9999999999952,384.00000000000034,-170.00000000000347,-34.000000000000696,663.999999999998,-163.9999999999864,-1143.999999999977,-839.9999999999964,-873.999999999997,-29.00000000001235,-63.00000000000195,544.9999999999955,,-2361.99999999998
2015.09.07,-139.99999999999568,-245.0000000000063,403.0000000000058,-82.00000000000429,127.99999999999478,406.00000000001745,-195.9999999999962,-900.999999999982,-400.00000000000034,-30.0000000000189,-19.999999999997797,-216.0000000000051,587.0000000000042,,-705.9999999999842
2015.09.07,-192.99999999999872,-543.0000000000045,495.00000000000455,-62.000000000006494,163.99999999999747,778.9999999999964,-194.99999999998963,-1402.9999999999916,-760.9999999999673,-356.00000000002296,99.00000000000463,-246.00000000000176,744.0000000000114,,-1477.9999999999686
2015.09.07,-163.99999999999747,-842.0000000000094,378.0000000000001,-119.00000000000244,143.9999999999997,1026.0000000000157,-287.9999999999994,-1581.9999999999936,-1256.9999999999748,-857.0000000000189,-137.9999999999937,-263.0000000000021,868.000000000002,,-3093.9999999999745
2015.09.07,-61.999999999995396,-808.9999999999931,404.0000000000106,-182.0000000000155,163.00000000000205,846.0000000000134,-195.9999999999962,-1579.999999999984,-1303.9999999999718,-738.0000000000387,-235.00000000000742,-331.0000000000035,946.0000000000024,,-3077.9999999999773
2015.09.07,-145.00000000000622,-865.0000000000047,459.0000000000032,-237.00000000002052,273.9999999999965,1019.9999999999986,-303.9999999999932,-1732.9999999999757,-1461.9999999999854,-462.0000000000068,-327.00000000001063,-517.9999999999962,1001.0000000000074,,-3298.9999999999936
2015.09.07,-195.9999999999962,-899.0000000000053,460.00000000000796,-359.0000000000204,156.00000000000057,1128.000000000018,-271.99999999998334,-1772.9999999999961,-1696.9999999999707,-880.9999999999984,-341.99999999999784,-451.9999999999969,939.0000000000009,,-4187.999999999938
