date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.10.22,-11.999999999989797,-24.000000000001798,19.999999999997797,12.999999999991019,45.99999999999049,86.0000000000083,29.999999999996696,15.00000000000945,-75.00000000000284,-6.0000000000060005,-41.9999999999976,44.99999999999504,-46.00000000000648,148.0000000000037,192.99999999999872,,390.9999999999867
2018.10.22,-42.999999999993044,-1.0000000000065512,24.000000000001798,49.99999999999716,122.99999999998423,93.00000000000975,82.99999999999974,108.00000000001918,-1.0000000000047748,-13.00000000000745,-92.00000000000318,24.000000000001798,-126.99999999999534,200.00000000000017,175.99999999999838,,604.0000000000019
2018.10.22,118.00000000000699,-95.00000000000064,21.00000000000435,118.99999999999977,106.99999999999044,65.99999999999939,101.99999999999099,274.00000000001864,110.99999999999,124.99999999999733,-9.999999999998899,14.999999999998348,-192.99999999999784,148.99999999999915,146.00000000000168,,1054.9999999999995
2018.10.22,140.0000000000068,-18.999999999991246,49.99999999999449,115.99999999999966,139.00000000000023,-7.9999999999968985,94.99999999998954,274.00000000001864,135.99999999999568,124.99999999999733,9.999999999998899,-17.000000000000348,-182.00000000000216,84.0000000000063,175.99999999999838,,1119.000000000015
2018.10.22,135.00000000000733,-25.999999999992696,49.99999999999449,125.0,129.00000000000134,4.999999999999449,133.99999999998968,267.0000000000172,132.99999999999557,126.99999999999933,-29.999999999996696,-16.0000000000049,-234.99999999999943,90.0000000000012,117.00000000000044,,1005.0000000000125
2018.10.22,127.00000000001043,-28.999999999990145,58.000000000002494,115.99999999999966,107.99999999999699,-1.999999999990898,143.9999999999997,247.00000000001944,114.99999999999488,132.99999999999423,-51.99999999999649,-4.999999999999449,-242.999999999995,62.000000000006494,81.9999999999932,,861.0000000000455
2018.10.22,167.00000000000603,43.999999999999595,123.00000000000644,164.99999999999204,194.99999999998963,-197.99999999999818,240.99999999999122,232.00000000000998,207.9999999999984,115.99999999999389,-117.00000000000044,-6.0000000000060005,-382.99999999999557,-131.99999999999878,14.999999999998348,,669.9999999999867
2018.10.22,170.00000000000347,73.00000000001194,133.00000000000534,137.00000000000045,149.9999999999835,-190.99999999999673,236.99999999999832,225.00000000000853,186.9999999999976,141.00000000000225,-109.99999999999899,-18.0000000000069,-358.0000000000041,-154.99999999999403,-2.999999999997449,,618.000000000013
2018.10.22,167.00000000000603,65.00000000000395,121.99999999999989,99.00000000000375,157.99999999999147,-174.99999999999181,250.9999999999901,232.00000000000998,144.99999999999602,135.99999999999167,-127.99999999999478,-21.00000000000435,-352.00000000000387,-125.99999999999278,-23.00000000000635,,549.9999999999991
2018.10.22,152.00000000000767,63.000000000013046,102.00000000000209,60.000000000002274,132.99999999998312,-108.99999999999244,212.99999999999653,235.00000000000742,86.99999999998909,137.9999999999937,-100.00000000000009,-36.999999999998145,-283.00000000000125,-59.99999999999339,9.999999999998899,,604.0000000000084
2018.10.22,148.0000000000037,2.0000000000131024,76.99999999999375,36.000000000001364,126.0000000000039,-75.9999999999983,214.99999999999852,256.00000000001177,59.99999999998806,137.9999999999937,-102.99999999999754,-12.999999999996348,-266.00000000000534,-21.999999999999797,10.999999999994348,,589.0000000000049
2018.10.22,181.00000000000892,-25.999999999992696,85.00000000000173,-33.00000000000125,87.99999999999919,-41.9999999999976,189.99999999999017,283.000000000011,24.999999999991473,188.9999999999947,-54.999999999993946,12.000000000000899,-192.00000000000728,-2.999999999997449,12.999999999996348,,715.0000000000042
2018.10.22,124.00000000000189,-79.99999999999119,35.999999999991594,-4.0000000000048885,19.999999999997797,-51.000000000001044,169.99999999999238,267.0000000000172,-8.000000000009777,182.99999999999983,-73.00000000000084,10.999999999994348,-189.00000000000716,-63.99999999999739,-2.000000000002,,339.99999999998084
2018.10.22,101.00000000000664,-96.99999999999153,17.999999999984695,-40.00000000000625,-33.00000000001635,26.999999999999247,106.99999999999044,262.00000000000665,-70.00000000000739,195.00000000000074,-26.000000000003798,7.9999999999968985,-93.00000000000352,1.0000000000065512,44.99999999999504,,404.999999999958
2018.10.22,134.0000000000008,-75.99999999998718,24.000000000001798,-19.000000000005457,-5.000000000010552,-41.9999999999976,163.99999999999747,293.0000000000099,-12.000000000000455,202.9999999999976,-65.00000000000395,-1.0000000000065512,-174.0000000000066,-68.99999999999685,-14.000000000002899,,340.9999999999895
2018.10.22,142.00000000000878,-35.999999999991594,51.99999999998539,-25.000000000005684,21.999999999988695,-78.99999999999574,188.9999999999947,275.000000000003,-10.000000000005116,195.00000000000074,-80.00000000000229,-6.0000000000060005,-195.0000000000074,-98.99999999999353,-26.000000000003798,,318.99999999997016
2018.10.22,161.00000000000003,-66.99999999999484,17.999999999984695,-55.00000000000682,-46.999999999997044,-39.00000000000014,178.99999999999582,330.0000000000081,-20.000000000010232,249.99999999999466,-56.99999999999594,-12.000000000000899,-165.00000000000625,-91.99999999999208,-58.000000000002494,,325.9999999999765
2018.10.22,173.00000000000094,-25.999999999992696,34.000000000000696,-88.99999999999864,-15.00000000000945,-56.99999999999594,200.00000000000017,324.0000000000132,-38.000000000010914,239.0000000000003,-71.99999999999429,-26.000000000003798,-168.00000000000637,-95.00000000000064,-67.00000000000594,,316.9999999999966
2018.10.22,63.00000000000195,-234.99999999998522,-195.9999999999962,-118.99999999999977,-56.000000000011596,92.00000000000318,122.99999999999534,431.0000000000036,-194.00000000000261,180.99999999999784,-66.99999999999484,-63.99999999999739,-57.00000000000216,69.00000000000794,7.0000000000014495,,-21.999999999978584
2018.10.22,103.00000000000864,-205.99999999999508,-266.0000000000107,-159.00000000000603,-22.0000000000109,65.00000000000395,139.00000000000023,544.0000000000111,-187.00000000001182,190.99999999999673,-56.99999999999594,-136.00000000000279,-52.00000000000671,62.000000000006494,7.9999999999968985,,26.999999999984123
2018.10.22,-76.99999999999375,-174.99999999999181,-307.99999999999716,-135.00000000000512,-129.00000000000134,87.00000000000374,117.99999999999588,378.00000000001165,-371.9999999999999,114.99999999999844,-153.99999999999858,-190.00000000000128,-43.99999999999693,14.000000000002899,-31.999999999998696,,-903.9999999999719
2018.10.22,-40.99999999999105,-133.00000000000534,-154.0000000000097,-176.00000000000193,-95.00000000000064,-34.000000000000696,185.99999999999727,268.0000000000016,-370.00000000000455,124.00000000000189,-200.00000000000017,-97.9999999999981,-96.00000000000364,-122.99999999999534,-102.99999999999754,,-1045.000000000008
2018.10.22,154.0000000000097,43.999999999999595,-34.000000000000696,-165.00000000000625,-89.00000000000574,-82.99999999999974,237.99999999999378,369.0000000000193,-140.00000000000057,268.0000000000016,-122.99999999999534,-128.00000000000588,-159.00000000000603,-183.99999999999528,-167.00000000000603,,-198.99999999999767
2018.10.22,188.00000000001037,130.0000000000079,9.999999999998899,-186.9999999999976,-97.9999999999981,-56.0000000000005,222.99999999999542,367.0000000000062,-120.00000000000455,298.9999999999937,-85.99999999999719,-151.00000000000114,-129.0000000000049,-151.00000000000114,-153.00000000000313,,86.00000000000438
