date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,NZDCHF,EURGBP,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.10.22,-67.9999999999903,-53.999999999998494,-5.000000000010552,-22.00000000000557,-4.000000000004,0.0,-15.00000000000945,-15.999999999993797,-97.99999999999898,-41.9999999999976,-72.0000000000054,-85.99999999999852,-7.0000000000014495,0.0,,-489.0000000000141
2018.10.22,-52.99999999999194,-112.99999999998533,4.000000000004,-7.000000000005002,35.999999999991594,74.00000000000739,26.999999999999247,7.0000000000014495,-115.0000000000091,-117.00000000000044,-55.000000000005045,-180.99999999999739,146.00000000000168,114.99999999999844,,-231.99999999999042
2018.10.22,-24.999999999997247,-99.00000000000463,-15.00000000000945,37.9999999999967,62.99999999999084,65.00000000000395,63.99999999999739,108.00000000001918,-19.000000000005457,-90.99999999999665,-45.000000000006146,-200.00000000000284,129.00000000000134,122.99999999999534,,95.99999999998235
2018.10.22,117.00000000000044,-97.9999999999981,19.999999999997797,96.9999999999942,92.99999999998754,-7.9999999999968985,52.99999999999194,257.0000000000183,95.99999999998943,-27.999999999994696,-21.999999999999797,-221.00000000000364,79.00000000000685,119.99999999999788,,554.9999999999912
2018.10.22,134.0000000000008,-31.999999999987594,22.999999999995246,109.99999999999943,126.99999999998823,-9.999999999998899,94.99999999998954,262.00000000000665,125.99999999999056,-36.0000000000027,-31.000000000003247,-242.00000000000443,84.0000000000063,114.00000000000298,,723.9999999999827
2018.10.22,121.99999999999989,-34.000000000000696,42.999999999993044,75.9999999999934,92.00000000000318,-23.999999999990695,98.99999999999353,230.00000000001907,75.9999999999934,-60.00000000000449,-26.000000000003798,-250.0,43.999999999999595,63.00000000000195,,450.99999999999756
2018.10.22,99.00000000000463,-65.00000000000395,24.000000000001798,114.00000000000432,51.000000000001044,-204.99999999999963,119.99999999999788,207.00000000000162,112.99999999999955,-134.99999999999625,-21.00000000000435,-400.0000000000057,-152.99999999999204,-9.00000000000345,,-259.9999999999945
2018.10.22,154.0000000000097,43.00000000001525,119.00000000000244,123.00000000000466,116.99999999998934,-257.9999999999916,234.99999999999633,197.00000000000273,180.99999999999739,-149.99999999999457,-24.999999999997247,-450.00000000000284,-230.99999999999233,-68.00000000000139,,-12.999999999962114
2018.10.22,160.00000000000458,49.00000000001015,114.99999999999844,81.99999999999363,140.99999999999113,-231.99999999999886,214.99999999999852,224.000000000002,122.99999999999045,-139.99999999999568,-29.000000000001247,-390.00000000000057,-181.9999999999933,-34.000000000000696,,101.99999999999851
2018.10.22,150.00000000000568,53.999999999998494,96.99999999999153,15.999999999991132,115.99999999998278,-174.99999999999181,191.99999999999218,228.00000000000597,59.99999999998806,-127.99999999999478,-53.00000000000304,-349.9999999999943,-127.99999999999478,-24.000000000001798,,54.99999999997522
2018.10.22,141.00000000000225,-8.999999999992347,38.99999999998904,6.000000000000227,89.99999999999008,-108.99999999999244,150.99999999999002,235.00000000000742,50.99999999998772,-102.99999999999754,-40.00000000000669,-283.00000000000125,-58.000000000002494,5.999999999994898,,116.99999999996881
2018.10.22,138.00000000000477,-31.999999999987594,51.000000000001044,-40.00000000000625,62.99999999999084,-78.99999999999574,166.99999999999494,241.00000000000233,0.0,-104.00000000000409,-24.000000000001798,-272.00000000000557,-29.999999999996696,2.000000000002,,80.9999999999982
2018.10.22,120.00000000000898,-92.00000000000318,21.00000000000435,-39.00000000000148,1.999999999990898,-56.99999999999594,142.99999999999312,256.00000000001177,-16.000000000005343,-73.00000000000084,-2.999999999997449,-198.0000000000075,-74.99999999999174,-6.0000000000060005,,-17.00000000000036
2018.10.22,92.00000000000318,-120.99999999999334,-12.999999999996348,-73.99999999999807,-51.000000000001044,-51.99999999999649,85.99999999999719,262.00000000000665,-97.00000000000841,-73.99999999999629,-7.0000000000014495,-191.0000000000025,-65.99999999999939,-4.000000000004,,-309.9999999999903
