date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.24,0.0,-21.999999999988695,-10.999999999994348,-21.999999999999797,0.0,0.0,0.0,-40.99999999999682,-62.99999999999084,-780.9999999999873,-7.999999999995566,-4.9999999999954525,0.0,,-952.9999999999487
2021.05.24,4.000000000004,29.999999999996696,-19.00000000000235,15.00000000000945,170.99999999999227,107.99999999999699,70.99999999999795,-22.999999999996135,-1.999999999990898,-763.9999999999869,16.999999999995907,4.0000000000048885,24.00000000000091,,-363.99999999997726
2021.05.24,-26.999999999999247,-110.99999999999443,-14.000000000002899,-2.999999999997449,225.9999999999991,151.9999999999966,116.99999999999022,-9.000000000014552,-124.99999999999733,-858.0000000000032,49.99999999999716,43.00000000000637,66.0000000000025,,-493.00000000001717
2021.05.24,-14.999999999987246,-112.000000000001,9.00000000000345,39.00000000000014,322.9999999999933,194.0000000000053,123.99999999999523,76.99999999999818,-168.99999999999693,-785.9999999999978,39.00000000000148,77.00000000001239,126.00000000000477,,-73.99999999996885
2021.05.24,2.999999999997449,-102.99999999998644,14.000000000002899,87.00000000000374,339.9999999999892,209.00000000000364,104.99999999998977,68.9999999999884,-164.99999999999292,-764.9999999999934,48.00000000000182,77.00000000001239,147.00000000000557,,66.00000000002206
2021.05.24,-15.999999999993797,-45.99999999999049,0.999999999995449,90.0000000000012,342.9999999999893,192.00000000000327,72.00000000000273,74.99999999998863,-125.99999999998168,-756.0000000000011,73.99999999999807,43.00000000000637,135.00000000000512,,81.00000000002296
2021.05.24,-39.999999999995595,-54.99999999998284,-10.999999999994348,62.000000000006494,347.999999999999,192.00000000000327,66.0000000000025,73.99999999998386,-119.99999999998678,-828.0000000000065,66.0000000000025,46.00000000000648,130.00000000000966,,-69.99999999995237
2021.05.24,1.0000000000065512,-68.99999999998573,-7.9999999999968985,9.00000000000345,361.99999999999477,139.00000000000023,163.0000000000109,111.99999999999477,-143.99999999998857,-950.9999999999908,96.9999999999942,76.00000000000762,90.00000000000341,,-122.999999999946
2021.05.24,-51.000000000001044,-116.99999999998934,-107.00000000000153,-16.999999999989246,325.9999999999934,124.00000000000189,63.0000000000166,55.999999999983174,-173.00000000000094,-971.9999999999951,33.999999999991815,-61.99999999999761,35.0000000000108,,-860.9999999999771
2021.05.24,-42.999999999993044,-95.00000000000064,-70.0000000000034,11.00000000000545,335.9999999999985,141.00000000000225,63.99999999999295,63.99999999999295,-159.99999999998238,-926.999999999989,57.999999999992724,-25.99999999999625,69.00000000000261,,-577.9999999999773
2021.05.24,-41.99999999998649,-75.99999999998718,-61.999999999995396,8.000000000008,298.9999999999924,144.99999999999514,55.00000000000682,61.00000000000705,-144.99999999999514,-953.0000000000039,52.99999999999727,-24.999999999991473,47.000000000011255,,-634.9999999999416
2021.05.24,-9.999999999998899,-112.000000000001,-38.0000000000047,26.000000000003798,245.9999999999951,165.00000000000404,60.000000000002274,-4.9999999999954525,-168.99999999999693,-912.0000000000017,4.9999999999954525,4.0000000000048885,56.000000000011596,,-683.9999999999815
2021.05.24,1.0000000000065512,-93.99999999999409,-38.0000000000047,11.00000000000545,205.99999999998886,165.9999999999995,1.0000000000047748,-70.99999999999795,-142.99999999998204,-865.999999999989,-16.000000000005343,-47.99999999998761,6.000000000000227,,-884.9999999999553
