date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,NZDCAD,empty,sum
2016.08.15,-158.99999999999804,-22.0000000000109,-9.999999999998899,-56.0000000000005,-96.00000000000719,-153.9999999999875,-197.9999999999933,-134.0000000000008,-128.00000000000588,0.0,-163.0000000000109,-59.99999999999339,-90.99999999999665,-158.00000000000125,-11.999999999989797,-156.99999999999648,-102.00000000000387,-7.9999999999968985,,-1707.999999999992
2016.08.15,-156.99999999999602,-24.000000000001798,35.00000000000725,-48.99999999999905,-94.00000000000519,-129.99999999998568,-191.0000000000025,-132.99999999999423,-148.99999999999915,99.00000000000463,-157.0000000000107,-69.9999999999923,-56.99999999999594,-143.99999999999125,25.00000000000835,-156.99999999999648,97.99999999999898,48.99999999999905,,-1205.9999999999518
2016.08.15,-197.00000000000273,-22.0000000000109,19.999999999997797,-26.999999999999247,-113.00000000000753,39.999999999995595,-182.99999999999272,-146.99999999999713,-200.00000000000017,106.00000000000608,-146.000000000015,-152.99999999998093,-121.00000000001555,-167.99999999999216,21.00000000000435,-155.9999999999917,194.99999999999318,99.00000000000463,,-1152.000000000004
2016.08.15,-195.00000000000074,17.000000000000348,99.00000000000463,-78.99999999999574,-149.00000000001023,28.000000000005798,-156.99999999999648,-143.9999999999997,-241.99999999999778,160.00000000000458,-31.00000000000591,-5.999999999994898,-249.00000000001032,-109.99999999999943,39.999999999995595,-129.99999999999545,191.0000000000025,180.99999999999784,,-775.9999999999956
2016.08.15,-237.99999999999378,46.999999999997044,130.99999999999224,-41.9999999999976,-132.0000000000099,-11.999999999989797,-224.00000000000375,-126.99999999999933,-229.00000000000142,153.99999999999858,-133.00000000000978,-38.99999999998904,-147.00000000000824,-176.9999999999925,42.0000000000087,-161.99999999999193,203.00000000000296,182.99999999999983,,-901.9999999999877
2016.08.15,-214.00000000000307,9.999999999998899,137.00000000000932,-29.000000000001247,-117.00000000000044,2.999999999997449,-325.00000000000284,-124.99999999999733,-202.9999999999976,160.00000000000458,-242.00000000001864,-34.000000000000696,-100.0000000000112,-278.99999999999636,69.9999999999923,-237.99999999999955,209.99999999999375,155.00000000000514,,-1161.0000000000275
2016.08.15,-210.99999999999451,18.0000000000069,82.00000000000429,-17.999999999995797,-104.99999999999955,22.0000000000109,-265.99999999999113,-170.00000000000347,-217.0000000000005,129.00000000000134,-236.00000000001842,-79.99999999999119,-51.000000000001044,-239.00000000000432,25.00000000000835,-234.99999999999943,173.00000000000182,77.00000000000485,,-1301.9999999999611
2016.08.15,-251.00000000000122,32.999999999994145,161.00000000001114,31.999999999998696,-115.00000000000954,109.00000000000354,-266.9999999999959,-134.0000000000008,-223.00000000000654,90.0000000000012,-276.00000000001046,-238.99999999998923,68.99999999998573,-227.99999999999443,83.9999999999952,-182.00000000000216,162.9999999999967,89.00000000000574,,-1085.000000000018
2016.08.15,-253.0000000000032,75.00000000000284,208.00000000000819,73.00000000000084,-70.0000000000034,154.0000000000097,-286.9999999999919,-125.99999999999278,-197.99999999999818,-9.00000000000345,-469.0000000000225,-403.99999999998215,248.00000000000378,-268.0000000000007,87.99999999999919,-220.99999999998943,191.99999999999307,111.00000000000554,,-1155.9999999999645
2016.08.15,-244.99999999999523,75.00000000000284,181.00000000000892,53.999999999998494,-111.00000000000554,317.0000000000117,-289.0000000000015,-146.00000000000168,-241.00000000000233,-92.99999999999864,-541.0000000000252,-507.9999999999973,378.999999999996,-274.0000000000009,36.999999999998145,-225.9999999999991,214.9999999999892,109.00000000000354,,-1307.0000000000186
2016.08.15,-248.99999999999923,89.99999999999008,177.00000000000495,51.000000000001044,-103.00000000000864,304.9999999999997,-230.99999999999454,-148.99999999999915,-241.00000000000233,-92.99999999999864,-521.000000000015,-473.99999999999665,394.9999999999898,-179.00000000000205,31.000000000003247,-200.9999999999934,156.99999999999648,133.00000000000534,,-1102.000000000019
2016.08.15,-275.000000000003,96.00000000000719,236.99999999999832,82.99999999999974,11.999999999989797,279.00000000000705,-227.00000000000387,-129.9999999999968,-133.00000000000534,-12.000000000000899,-399.0000000000009,-425.99999999999307,367.99999999999056,-176.9999999999925,99.00000000000463,-143.99999999999125,6.000000000000227,-82.00000000000429,,-824.9999999999944
2016.08.15,-266.999999999995,66.99999999999484,225.99999999999287,78.99999999999574,62.99999999999084,317.9999999999961,-168.99999999999693,-139.99999999999568,-84.0000000000063,-24.999999999997247,-392.00000000002433,-430.9999999999814,375.9999999999986,-159.9999999999966,106.00000000000608,-141.9999999999959,79.9999999999983,2.000000000002,,-493.00000000001404
2016.08.15,-256.99999999999613,70.99999999999883,180.0000000000024,39.00000000000014,71.99999999999429,374.0000000000077,-164.00000000000148,-148.99999999999915,-75.9999999999983,-43.999999999999595,-379.0000000000191,-432.9999999999945,381.99999999999346,-152.9999999999916,69.00000000000794,-143.00000000000068,30.9999999999917,-39.00000000000014,,-619.0000000000043
2016.08.15,-244.99999999999523,49.99999999999449,143.00000000000423,-4.000000000004,6.999999999990347,310.0000000000103,-147.99999999999613,-168.00000000000148,-124.99999999999733,-34.99999999999615,-338.0000000000223,-393.99999999998323,241.00000000000233,-140.00000000000057,42.0000000000087,-149.99999999999147,43.99999999999693,-19.999999999997797,,-929.9999999999783
2016.08.15,-261.0000000000001,55.000000000005045,167.9999999999904,43.999999999999595,56.0000000000005,255.00000000000523,-152.9999999999916,-164.99999999999292,-90.99999999999665,21.00000000000435,-291.00000000002524,-285.99999999998624,272.99999999998994,-146.99999999999136,63.99999999999739,-158.00000000000125,79.9999999999983,-21.00000000000435,,-556.999999999999
