date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.11.21,-130.0000000000079,-1118.9999999999998,-15.00000000000945,-29.000000000001247,-14.999999999998348,-92.00000000000318,-28.999999999996362,-79.00000000000685,-91.99999999999208,-66.99999999999484,-1310.0000000000023,-154.0000000000097,-1003.9999999999907,-11.999999999989797,-52.99999999999727,0.0,-82.00000000000429,-12.000000000000899,,-4294.0000000000055
2016.11.21,-91.00000000001884,-1091.0000000000082,1.999999999990898,-26.000000000003798,-59.99999999999339,-31.999999999987594,31.00000000000591,-29.000000000001247,-35.999999999991594,-66.99999999999484,-1183.9999999999975,69.9999999999923,-1034.9999999999966,-69.00000000000794,-51.00000000000193,66.0000000000025,-70.0000000000034,-17.000000000000348,,-3689.0000000000155
2016.11.21,-68.00000000000139,-1111.000000000004,45.000000000006146,-41.000000000002146,-24.999999999997247,-15.999999999993797,-7.999999999995566,-45.000000000006146,-81.9999999999932,-185.00000000000182,-1338.9999999999986,-145.00000000001734,-1036.0000000000014,76.99999999999375,-61.99999999999761,91.99999999999875,-77.00000000000485,17.999999999995797,,-4008.0000000000214
2016.11.21,144.99999999999514,-1072.0000000000027,89.00000000000574,49.99999999999449,-67.9999999999903,-39.999999999995595,-24.00000000000091,-48.000000000003595,-17.999999999995797,-178.99999999999582,-1465.0000000000034,-139.00000000000023,-1043.9999999999968,-19.999999999997797,-64.00000000000716,45.99999999999227,0.0,-26.999999999999247,,-3878.0000000000014
2016.11.21,-71.00000000002105,-1231.0000000000086,-120.99999999999334,-41.9999999999976,54.00000000000959,-68.99999999998573,-107.99999999998988,-73.00000000000084,-37.99999999999359,-190.00000000000128,-1597.0000000000084,-150.00000000000568,-1144.999999999996,256.99999999999613,-132.99999999999557,81.00000000000307,-36.0000000000027,158.0000000000026,,-4453.999999999989
2016.11.21,-221.00000000000452,-1256.0000000000002,-197.00000000000273,-92.00000000000318,201.00000000000674,-102.99999999998644,-3.9999999999906777,-92.99999999999864,-39.00000000000014,-185.00000000000182,-1393.0000000000007,-141.99999999999767,-1010.9999999999957,249.00000000001032,-46.00000000000648,156.0000000000059,-2.000000000002,141.99999999999767,,-4035.9999999999695
2016.11.21,-125.00000000001954,-1228.999999999999,-191.99999999999218,-73.00000000000084,175.00000000000293,-95.00000000000064,-31.999999999996476,-111.00000000000554,-44.99999999999504,-158.0000000000026,-1349.9999999999943,-141.99999999999767,-984.9999999999994,296.0000000000074,18.000000000000682,158.00000000000125,53.999999999998494,132.99999999999423,,-3702.9999999999977
2016.11.21,-145.00000000001734,-1361.000000000004,-300.00000000001137,-141.99999999999767,165.00000000000404,-92.99999999998754,-53.999999999987836,-114.00000000000298,-51.000000000001044,-215.99999999999397,-1480.9999999999945,-273.0000000000121,-1028.9999999999964,174.99999999999181,-24.00000000000091,90.99999999999397,42.999999999993044,46.999999999997044,,-4762.000000000029
2016.11.21,-68.00000000000139,-1216.0000000000082,-283.99999999999534,-53.00000000000304,109.00000000000354,-59.99999999999339,43.00000000000637,-125.00000000000844,9.999999999998899,-256.0000000000007,-1391.0000000000196,-360.0000000000048,-944.9999999999932,12.000000000012001,75.9999999999934,75.9999999999934,149.99999999999457,-58.99999999999794,,-4341.000000000023
2016.11.21,-31.000000000003247,-1230.000000000004,-280.9999999999979,-39.999999999995595,35.00000000000725,-69.9999999999923,61.00000000000705,-128.00000000000588,52.000000000007596,-258.9999999999981,-1414.999999999992,-324.0000000000132,-917.0000000000016,-72.0000000000054,87.99999999999386,61.99999999999761,180.99999999999784,-84.0000000000063,,-4372.000000000005
2016.11.21,-7.0000000000014495,-1088.9999999999986,-229.99999999999687,9.00000000000345,55.000000000005045,-75.00000000000284,149.0000000000009,-131.99999999999878,45.000000000006146,-241.00000000000233,-1274.000000000001,-324.0000000000132,-823.9999999999981,-60.99999999999994,150.00000000000568,114.99999999999488,185.99999999999727,-73.00000000000084,,-3621.0000000000005
2016.11.21,27.999999999983594,-1006.0000000000002,-129.00000000000134,73.99999999999629,52.000000000007596,-58.000000000002494,166.00000000001103,-134.0000000000008,82.00000000000429,-209.9999999999991,-1206.0000000000173,-280.0000000000136,-808.9999999999975,141.00000000001333,143.00000000000068,197.00000000000273,195.9999999999962,7.9999999999968985,,-2745.0000000000196
2016.11.21,14.999999999987246,-971.0000000000036,-204.00000000000418,51.99999999999649,86.0000000000083,-58.000000000002494,209.00000000000318,-164.00000000000858,60.00000000000449,-191.99999999999218,-1151.0000000000105,-282.0000000000045,-783.9999999999918,154.0000000000097,194.00000000000261,234.99999999999943,212.99999999999653,24.000000000001798,,-2564.000000000008
2016.11.21,18.999999999991246,-981.0000000000088,-218.99999999999142,51.99999999999649,101.00000000000664,-42.999999999993044,200.00000000000284,-165.9999999999995,56.0000000000005,-192.99999999999872,-1198.0000000000075,-354.0000000000099,-793.9999999999969,191.99999999999218,197.9999999999933,224.99999999999432,235.99999999999176,-21.00000000000435,,-2690.000000000041
2016.11.21,3.999999999981796,-969.9999999999989,-222.00000000001108,19.999999999997797,135.00000000000733,-46.999999999997044,215.0000000000034,-153.00000000000313,30.000000000007798,-178.99999999999582,-1155.0000000000011,-331.0000000000146,-771.9999999999914,246.99999999999721,221.9999999999942,269.00000000000546,201.99999999999108,31.999999999998696,,-2453.0000000000286
2016.11.21,-36.0000000000138,-1059.0000000000118,-283.99999999999534,-24.999999999997247,148.0000000000037,-75.00000000000284,179.00000000000205,-148.99999999999915,0.0,-214.99999999999852,-1182.9999999999927,-338.0000000000161,-777.9999999999916,190.00000000000128,215.99999999999397,283.00000000000125,180.99999999999784,46.00000000000159,,-2899.0000000000164
2016.11.21,-6.000000000017103,-998.0000000000047,-293.99999999999426,7.0000000000014495,152.00000000000767,-87.99999999999919,201.00000000000762,-186.00000000000838,14.999999999998348,-241.00000000000233,-1224.000000000018,-455.0000000000054,-742.999999999995,202.9999999999976,263.00000000000523,274.0000000000009,236.99999999999832,-7.0000000000014495,,-2890.0000000000277
2016.11.21,-13.000000000018552,-1117.0000000000045,-333.0000000000055,-75.00000000000284,145.00000000000622,-102.00000000000209,155.00000000000114,-175.00000000000293,-25.999999999992696,-304.9999999999997,-1289.0000000000157,-473.0000000000123,-783.9999999999918,113.99999999999189,203.99999999999352,216.99999999999875,165.9999999999995,-9.00000000000345,,-3700.000000000062
2016.11.21,-228.00000000000597,-1060.0000000000023,-483.99999999999557,-165.9999999999995,155.00000000000514,-187.00000000000384,251.00000000000477,-216.0000000000051,-85.99999999999719,-307.99999999999716,-1181.0000000000116,-453.0000000000145,-637.999999999991,55.000000000005045,256.0000000000002,313.99999999999295,80.99999999999774,0.0,,-3895.0000000000177
