date,USDCHF,GBPUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.05.18,33.9999999999896,-85.00000000000173,14.999999999998348,57.00000000000705,-134.99999999999625,63.99999999999739,-165.99999999999682,-1.0000000000065512,-56.99999999999594,129.00000000000134,-241.99999999999778,-87.99999999999386,-100.0000000000112,24.000000000001798,28.000000000005798,207.00000000000162,499.000000000005,609.0000000000151,28.999999999996362,122.99999999999756,36.999999999998145,112.99999999999643,31.000000000003247,,1125.0000000000146
2020.05.18,13.999999999991797,-58.000000000002494,-41.9999999999976,99.00000000000463,-66.99999999999484,51.000000000001044,-168.99999999999693,-4.999999999999449,-73.00000000000084,141.99999999999767,-217.99999999999596,-16.999999999995907,-25.00000000000835,-150.00000000000568,24.00000000000091,181.9999999999933,524.9999999999977,693.0000000000102,48.00000000000182,140.99999999999824,65.99999999999939,142.99999999999312,93.00000000000975,,1397.0000000000016
2020.05.18,-11.00000000000545,55.000000000005045,41.9999999999976,-66.99999999999484,70.99999999999883,83.9999999999952,-278.99999999999636,68.99999999999685,36.0000000000027,-48.000000000003595,-163.99999999999747,230.0000000000182,-12.000000000012001,-53.00000000001415,-121.99999999999989,148.99999999999915,383.0,285.00000000000193,-111.99999999999477,-101.0000000000062,2.000000000002,-35.00000000000725,-35.999999999991594,,365.99999999999386
2020.05.18,-17.000000000000348,46.999999999997044,73.99999999999629,-27.999999999994696,65.00000000000395,107.00000000001265,-325.9999999999934,104.99999999999955,65.99999999999939,-17.999999999995797,-192.99999999999872,279.0000000000248,-91.00000000001884,42.999999999993044,-200.9999999999934,104.99999999999955,333.0000000000055,435.0000000000076,-183.9999999999975,-87.0000000000033,-4.999999999999449,44.99999999999504,69.00000000000794,,623.0000000000468
2020.05.18,0.0,59.99999999999339,92.99999999999864,-59.99999999999339,52.000000000007596,106.00000000000608,-290.9999999999968,107.00000000000153,73.00000000000084,-36.999999999998145,-197.00000000000273,219.99999999999886,-109.00000000000354,80.99999999999774,-156.0000000000059,107.99999999999699,323.0000000000066,394.00000000000546,-167.0000000000016,-90.00000000000341,-14.999999999998348,14.999999999998348,62.000000000006494,,572.0000000000147
2020.05.18,-34.000000000000696,-2.999999999997449,84.0000000000063,11.00000000000545,30.0000000000189,106.00000000000608,-248.99999999999523,119.99999999999788,90.0000000000012,13.00000000000745,-211.00000000000563,154.00000000002478,-177.00000000000495,150.99999999999002,-111.0000000000042,73.99999999999629,278.00000000000045,544.0000000000111,-159.00000000000603,-12.000000000000455,-19.999999999997797,102.99999999999754,177.00000000000495,,959.0000000000559
2020.05.18,-10.000000000010001,41.99999999998649,102.00000000000209,-12.000000000000899,47.00000000001925,96.00000000000719,-316.99999999999307,102.00000000000209,90.99999999999665,6.0000000000060005,-194.0000000000053,256.0000000000002,-108.00000000001918,119.99999999998678,-176.00000000000193,100.99999999999554,266.0000000000107,504.0000000000156,-203.00000000000296,-60.000000000002274,-44.99999999999504,74.99999999999174,165.9999999999995,,848.9999999999891
2020.05.18,-41.000000000002146,80.99999999999774,85.00000000000173,-15.999999999993797,121.00000000001555,93.00000000000975,-222.99999999999898,134.0000000000008,90.99999999999665,-15.999999999993797,-138.00000000000477,223.0000000000132,-78.00000000000028,0.0,-73.99999999999807,26.999999999999247,259.9999999999936,436.9999999999985,-144.00000000000546,-29.000000000003467,-2.999999999997449,78.99999999999574,129.00000000000134,,998.0000000000255
2020.05.18,-10.000000000010001,167.9999999999904,221.00000000000452,-105.99999999999498,177.00000000000495,96.00000000000719,-227.99999999999443,153.00000000000313,204.99999999999963,-78.99999999999574,-102.99999999999754,283.00000000001546,-54.0000000000207,285.99999999998624,-82.99999999999841,-11.00000000000545,-48.000000000003595,219.99999999999798,-272.00000000000557,-106.00000000000165,-141.00000000000225,20.999999999993246,194.0000000000053,,782.9999999999777
2020.05.18,17.999999999995797,221.99999999998886,248.99999999999923,-142.99999999999312,190.00000000000128,86.0000000000083,-200.9999999999934,153.99999999999858,216.0000000000051,-102.99999999999754,-78.99999999999574,266.00000000001955,-24.000000000001798,273.9999999999965,-40.00000000000625,-22.999999999995246,-82.99999999998863,150.00000000000568,-263.00000000000523,-111.0000000000042,-154.99999999999403,-23.00000000000635,175.99999999999838,,753.0000000000355
2020.05.18,43.999999999999595,270.99999999999903,351.0000000000013,-244.99999999999523,197.00000000000273,85.00000000000173,-240.99999999999966,192.00000000000327,295.0000000000008,-187.9999999999993,-68.99999999999685,329.00000000000773,-100.0000000000112,493.99999999999443,-84.99999999999375,-109.99999999998789,-299.99999999998914,-113.99999999999189,-381.0000000000002,-231.00000000000165,-225.99999999999287,-99.00000000000463,161.99999999999548,,31.00000000004215
2020.05.18,36.999999999998145,224.000000000002,287.0000000000039,-178.00000000000037,167.00000000000603,86.99999999999264,-220.99999999998943,180.0000000000024,239.99999999999577,-129.9999999999968,-100.00000000000009,274.0000000000009,-103.00000000000864,383.0,-69.00000000000261,-62.000000000006494,-139.00000000000023,79.00000000000685,-305.0000000000068,-152.00000000000102,-163.99999999999747,-36.0000000000027,174.99999999999181,,473.9999999999875
2020.05.18,21.999999999999797,221.99999999998886,300.0000000000003,-212.00000000000108,189.00000000001694,86.0000000000083,-215.99999999999397,188.9999999999947,260.00000000000466,-170.99999999999892,-87.00000000000374,286.00000000000136,-106.00000000000608,411.99999999999017,-60.000000000002274,-86.99999999999264,-204.00000000000418,-52.99999999999194,-326.9999999999982,-195.00000000000028,-185.99999999999727,-82.00000000000429,137.00000000000932,,117.00000000001953
2020.05.18,23.999999999990695,222.99999999999542,251.00000000000122,-173.00000000000094,184.00000000000637,86.99999999999264,-240.99999999999966,163.00000000000205,216.0000000000051,-131.99999999999878,-90.99999999999665,305.0000000000068,-49.00000000001015,268.9999999999859,-84.00000000000318,-29.999999999996696,-69.9999999999923,73.00000000001194,-287.00000000000614,-163.0000000000038,-149.99999999999457,-55.000000000005045,126.0000000000039,,395.9999999999941
