date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,AUDCAD,NZDCAD,empty,sum
2016.07.11,-24.000000000001798,-26.0000000000149,-1.999999999990898,-48.99999999999238,-38.0000000000047,-42.00000000000159,-104.99999999999955,-116.00000000000499,-118.99999999999133,-111.99999999999477,-79.00000000000685,-39.999999999995595,-63.00000000000239,0.0,-19.999999999997797,-82.99999999999974,,-917.9999999999993
2016.07.11,114.99999999999844,-35.00000000000725,0.0,-25.99999999999625,92.00000000000318,-7.999999999995566,-104.99999999999955,-82.00000000000429,-142.99999999999312,-141.9999999999959,-28.999999999990145,57.00000000001815,-46.999999999997044,45.99999999999049,-100.00000000000009,-37.99999999999359,,-444.99999999996254
2016.07.11,116.00000000000499,-53.00000000001415,15.00000000000945,-188.0000000000024,96.99999999999153,-122.99999999999045,-114.99999999999844,-173.00000000000094,-178.00000000000037,-110.99999999999,-11.00000000000545,-36.999999999998145,-222.0000000000084,119.00000000000244,-34.99999999999615,-170.99999999999892,,-1069.9999999999955
2016.07.11,136.99999999999824,-123.00000000000644,-17.999999999984695,-183.9999999999975,76.0000000000094,-128.0000000000001,-182.99999999999983,-219.99999999999798,-183.99999999999528,-62.00000000001182,-218.99999999999142,-54.99999999998284,-231.99999999999932,-21.00000000000435,-61.999999999995396,-139.99999999999568,,-1617.9999999999552
2016.07.11,129.9999999999968,-66.00000000001049,-7.0000000000014495,-125.99999999999056,89.00000000000574,-67.99999999999784,-209.9999999999991,-234.00000000000088,-166.99999999999494,-70.99999999999795,-178.99999999999582,-44.99999999998394,-132.000000000005,-70.99999999999883,-51.99999999999649,-141.99999999999767,,-1350.9999999999686
2016.07.11,146.99999999999713,-43.00000000001525,-35.999999999991594,-146.99999999999136,180.0000000000024,-86.99999999998909,-175.00000000000293,-224.9999999999974,-104.99999999999955,50.99999999998772,-9.999999999998899,152.0000000000188,-155.00000000000114,-2.999999999997449,-54.999999999993946,-141.99999999999767,,-652.9999999999702
2016.07.11,156.99999999999602,-104.99999999999955,-68.99999999998573,-237.99999999999955,114.99999999999844,-187.99999999998818,-165.9999999999995,-172.00000000000549,-117.99999999999588,-15.999999999991132,-63.99999999999739,124.99999999999733,-197.00000000000273,-52.000000000007596,-124.99999999999733,-70.99999999999883,,-1183.9999999999773
2016.07.11,156.99999999999602,-109.00000000000354,-112.000000000001,-253.0000000000001,83.00000000001084,-180.99999999999739,-140.0000000000068,-107.99999999999699,-135.99999999999167,69.99999999999318,-66.99999999999484,140.0000000000068,-195.99999999999795,-8.000000000008,-95.00000000000064,-76.99999999999375,,-1031.999999999986
2016.07.11,119.99999999999788,-180.0000000000024,-75.99999999998718,-265.99999999999113,-42.0000000000087,-217.9999999999893,-99.00000000000463,-117.00000000000044,-179.99999999999127,-38.000000000010914,-110.99999999999443,135.00000000001845,-201.99999999999818,4.999999999988347,-175.00000000000293,-122.99999999999534,,-1566.9999999999723
2016.07.11,100.99999999999554,-175.99999999999838,-42.999999999993044,-143.00000000000068,-45.99999999999049,-140.00000000000057,-80.99999999999774,-36.999999999998145,-184.99999999999073,-60.000000000002274,-131.99999999999878,250.00000000001688,-114.00000000000432,39.999999999995595,-214.99999999999852,-26.999999999999247,,-1007.9999999999649
2016.07.11,53.00000000000304,-39.00000000001125,-5.999999999994898,-137.99999999999102,45.99999999999049,-150.99999999999625,-95.00000000000064,-92.99999999999864,-157.99999999999147,-52.99999999999727,-2.999999999997449,285.00000000000193,-133.00000000000978,52.99999999999194,-119.99999999999788,-97.9999999999981,,-649.9999999999973
2016.07.11,50.0000000000056,-2.0000000000131024,45.000000000006146,-97.99999999999898,70.99999999999883,-137.99999999999102,-116.00000000000499,-67.00000000000594,-134.0000000000008,32.00000000001069,-19.999999999997797,182.99999999999983,-146.0000000000008,44.99999999998394,-114.99999999999844,-30.999999999992145,,-440.99999999999886
2016.07.11,46.00000000000159,9.999999999998899,49.00000000001015,-113.99999999999011,68.00000000000139,-161.99999999999193,-124.99999999999733,-100.00000000000009,-136.99999999999824,91.00000000000819,-15.999999999993797,128.000000000017,-171.00000000000648,15.999999999993797,-70.0000000000034,-59.99999999999339,,-546.9999999999437
2016.07.11,80.00000000000229,-2.999999999997449,26.999999999999247,-155.00000000000114,117.00000000001154,-156.99999999999648,-134.0000000000008,-78.99999999999574,-130.99999999999224,64.99999999999773,-39.999999999995595,145.00000000001734,-195.99999999999795,15.999999999993797,-59.99999999999339,0.0,,-504.99999999994884
2016.07.11,85.00000000000173,62.99999999999084,6.000000000017103,-403.99999999999636,174.00000000000747,-366.9999999999902,-234.00000000000088,-65.00000000000395,-102.99999999999754,163.99999999998727,-63.99999999999739,-15.999999999993797,-435.0000000000023,-107.99999999999699,-63.99999999999739,101.00000000000664,,-1266.999999999966
2016.07.11,141.00000000000225,66.99999999999484,2.0000000000131024,-644.999999999996,249.00000000001032,-591.9999999999987,-236.99999999999832,-58.000000000002494,-49.99999999999449,474.9999999999943,-59.000000000009045,-58.99999999998684,-737.000000000009,-121.99999999999989,-34.000000000000696,153.00000000000313,,-1505.9999999999775
2016.07.11,177.00000000000495,85.00000000000173,-27.999999999983594,-932.0000000000022,313.00000000000773,-819.9999999999932,-229.99999999999687,-7.9999999999968985,-31.999999999998696,866.9999999999902,46.999999999997044,185.00000000001293,-975.9999999999991,-84.0000000000174,-59.99999999999339,217.0000000000005,,-1278.9999999999661
2016.07.11,178.99999999999582,64.99999999998174,-12.999999999996348,-921.999999999997,275.000000000003,-852.9999999999944,-202.0000000000022,68.00000000000139,-48.99999999999905,1088.9999999999986,121.99999999999989,195.00000000001182,-998.0000000000047,-35.00000000000725,-17.000000000000348,245.0000000000063,,-851.000000000003
2016.07.11,165.9999999999995,75.99999999998718,-34.000000000000696,-1257.9999999999955,306.9999999999906,-1220.9999999999895,-196.00000000000728,90.99999999999665,-29.999999999996696,1170.9999999999923,218.00000000000708,296.0000000000074,-1441.0000000000025,39.999999999995595,-31.000000000003247,231.99999999999886,,-1614.00000000002
2016.07.11,128.00000000000588,-235.00000000000742,-119.99999999998678,-1341.9999999999986,19.999999999997797,-1271.000000000001,-209.00000000000364,102.99999999999754,-174.99999999999181,1348.0000000000132,-153.00000000000313,49.00000000001015,-1411.0000000000014,-136.00000000000279,-183.99999999999528,295.0000000000008,,-3292.9999999999663
2016.07.11,122.99999999999534,-226.99999999999943,-253.99999999999866,-1402.9999999999916,83.9999999999952,-1317.9999999999977,-182.00000000000438,187.9999999999993,-103.99999999999298,1424.0000000000066,-95.00000000000064,280.9999999999979,-1378.0,-137.00000000000932,-192.99999999999872,365.99999999999966,,-2825.0
2016.07.11,317.0000000000006,-526.0000000000042,-295.0000000000008,-1531.9999999999964,-99.00000000000463,-1312.9999999999882,-182.99999999999983,151.9999999999966,-285.9999999999974,1098.0000000000132,-184.00000000000637,19.00000000001345,-1424.9999999999973,-62.000000000006494,-159.9999999999935,272.00000000000557,,-4206.999999999965
2016.07.11,226.00000000000398,-707.0000000000132,-245.99999999999068,-1530.9999999999918,-309.0000000000037,-1364.999999999995,-94.00000000000519,204.99999999999963,-403.99999999999324,894.0000000000055,-395.99999999999636,-325.99999999998187,-1567.9999999999977,132.99999999998312,-75.00000000000284,265.99999999999955,,-5296.99999999998
2016.07.11,229.00000000000142,-904.0000000000159,-197.99999999998707,-1606.9999999999993,-411.99999999999017,-1368.9999999999998,-60.00000000000449,248.00000000000378,-545.9999999999909,1009.9999999999909,-533.99999999999,-512.9999999999857,-1585.000000000008,287.9999999999994,24.000000000001798,273.000000000001,,-5655.999999999974
2016.07.11,353.0000000000033,-948.9999999999999,-241.99999999998667,-1588.9999999999986,-462.9999999999912,-1337.9999999999939,-113.00000000000753,204.00000000000418,-562.9999999999912,947.0000000000027,-585.9999999999976,-541.9999999999981,-1531.000000000006,170.99999999998784,4.000000000004,326.0000000000041,,-5910.999999999964
2016.07.11,282.99999999999994,-755.0000000000168,-185.99999999999727,-1625.9999999999905,-251.00000000000122,-1439.9999999999977,-131.99999999999878,195.00000000000074,-446.9999999999974,1175.0000000000114,-445.0000000000065,-407.0000000000018,-1643.0000000000007,204.99999999998852,-4.999999999999449,331.0000000000035,,-5148.000000000004
2016.07.11,185.00000000000182,-802.0000000000139,-167.9999999999904,-1738.99999999999,-536.0000000000032,-1670.9999999999923,-48.99999999999905,270.0000000000036,-520.9999999999936,1370.0000000000045,-411.99999999999017,-566.9999999999842,-1777.000000000001,220.99999999998232,51.99999999999649,272.00000000000557,,-5871.999999999964
2016.07.11,126.99999999999933,-797.0000000000033,-124.99999999999733,-1783.9999999999918,-580.0000000000027,-1789.999999999992,14.999999999998348,243.00000000000432,-546.9999999999975,1373.9999999999952,-408.00000000000836,-598.999999999994,-1965.0000000000034,329.00000000000153,139.00000000000023,239.0000000000003,,-6128.999999999991
2016.07.11,117.99999999999588,61.99999999998429,-14.999999999987246,-1875.0,266.999999999995,-1878.9999999999907,-12.000000000000899,232.99999999999432,-32.999999999994145,2413.9999999999873,577.0000000000052,339.0000000000004,-2118.000000000009,340.9999999999913,180.0000000000024,263.99999999999756,,-1137.000000000028
2016.07.11,102.00000000000209,149.9999999999835,-27.999999999983594,-1819.0000000000027,354.0000000000099,-1858.9999999999945,-90.99999999999665,253.0000000000032,-0.999999999995449,2300.9999999999877,516.9999999999897,412.00000000001234,-2114.0000000000045,174.99999999999181,85.00000000000173,322.00000000000006,,-1240.9999999999957
2016.07.11,146.00000000000168,68.00000000000139,-3.999999999981796,-1902.9999999999916,296.0000000000074,-1862.9999999999995,-84.0000000000063,265.0000000000041,-67.9999999999903,2332.999999999998,344.99999999999534,286.00000000000847,-2171.9999999999973,210.99999999998343,65.00000000000395,362.00000000000676,,-1716.9999999999563
2016.07.11,170.00000000000347,-224.000000000002,-30.999999999981043,-2054.000000000002,11.00000000000545,-2010.9999999999957,-141.00000000000225,319.0000000000026,-231.99999999999886,2188.9999999999927,19.999999999997797,6.000000000017103,-2310.0000000000023,120.99999999999334,-34.000000000000696,480.0000000000027,,-3720.999999999969
2016.07.11,19.999999999997797,193.99999999998306,41.000000000002146,-2016.999999999996,388.0000000000106,-2095.9999999999895,-116.00000000000499,343.00000000000443,-29.999999999996696,2766.999999999996,411.0000000000058,511.000000000017,-2424.0000000000064,175.99999999999838,7.9999999999968985,440.00000000000705,,-1383.9999999999745
2016.07.11,21.999999999999797,175.99999999999838,157.00000000000713,-1909.9999999999966,262.999999999991,-2021.000000000001,64.99999999999284,460.00000000000483,-95.99999999999609,2515.999999999991,774.9999999999924,721.000000000016,-2323.999999999998,523.9999999999911,34.99999999999615,207.99999999999707,,-429.0000000000141
2016.07.11,53.999999999998494,123.99999999999079,100.0000000000112,-1989.999999999995,259.0000000000092,-2013.999999999996,251.99999999999667,480.0000000000027,-122.99999999999534,2550.9999999999877,1188.9999999999957,951.000000000013,-2295.000000000002,907.9999999999977,78.00000000000028,101.00000000000664,,625.0000000000218
2016.07.11,129.00000000000134,4.999999999988347,-8.999999999992347,-2091.9999999999986,241.00000000000233,-2060.0000000000023,114.00000000000298,453.99999999999886,-134.99999999999625,2578.0000000000027,961.9999999999961,835.000000000008,-2386.00000000001,539.0000000000006,80.00000000000229,229.00000000000142,,-515.9999999999943
2016.07.11,144.99999999999514,242.99999999999324,-48.99999999998794,-2099.9999999999945,527.9999999999951,-2012.999999999991,90.99999999999665,412.00000000000125,99.00000000000463,2900.0000000000055,1079.0000000000077,1107.999999999998,-2257.000000000005,517.9999999999962,33.000000000005244,299.00000000000483,,1036.000000000025
2016.07.11,160.00000000000458,356.00000000000074,-96.99999999999153,-2092.999999999989,553.0000000000035,-2068.999999999988,156.00000000000057,478.9999999999961,148.99999999999915,2997.9999999999905,1404.0000000000052,1295.0000000000018,-2269.0000000000055,655.9999999999899,80.00000000000229,322.00000000000006,,2080.0000000000196
2016.07.11,160.00000000000458,343.99999999998875,-7.999999999985796,-2135.9999999999955,543.0000000000045,-2101.9999999999895,248.99999999999923,570.0000000000039,117.00000000000044,2955.0000000000127,1424.000000000003,1246.0000000000139,-2369.0,846.9999999999977,151.9999999999966,324.9999999999975,,2317.000000000052
2016.07.11,119.99999999999788,156.00000000000057,18.0000000000069,-2204.999999999998,312.00000000000114,-2230.9999999999945,239.99999999999577,554.9999999999944,-39.999999999995595,2979.0000000000136,1178.9999999999968,1061.000000000001,-2492.0000000000045,853.9999999999992,112.000000000001,322.00000000000006,,940.0000000000157
2016.07.11,129.00000000000134,98.99999999998244,62.000000000006494,-2253.999999999991,276.9999999999939,-2263.999999999996,317.9999999999961,614.9999999999989,-83.9999999999952,2955.0000000000127,1258.0000000000036,1025.0000000000093,-2558.9999999999973,990.9999999999864,175.00000000000293,335.0000000000075,,1078.0000000000223
2016.07.11,107.00000000000153,194.99999999998963,92.00000000000318,-2274.000000000001,347.9999999999928,-2323.999999999998,309.99999999999915,627.9999999999952,-39.00000000000014,3043.0000000000064,1307.999999999998,1053.9999999999993,-2619.0,969.999999999982,189.00000000000583,378.00000000000057,,1365.9999999999748
2016.07.11,75.9999999999983,304.9999999999997,95.00000000000064,-2224.9999999999945,407.0000000000018,-2290.999999999997,304.9999999999997,621.0000000000049,21.999999999999797,3119.0,1411.0000000000066,1219.9999999999989,-2561.9999999999977,957.9999999999922,175.00000000000293,363.0000000000022,,1999.0000000000189
