date,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.08.24,-101.99999999997988,-48.000000000003595,-0.999999999995449,-144.0000000000108,-114.99999999999844,-63.99999999999295,-4.999999999999449,-199.99999999997797,-130.99999999997004,-183.9999999999975,-185.99999999999727,-101.00000000001774,-12.000000000000455,-10.99999999999568,,-1303.9999999999372
2015.08.24,-99.99999999998899,-66.99999999999484,21.999999999999797,-392.00000000001455,-217.0000000000005,-114.00000000000432,19.00000000000235,-201.99999999999108,-271.9999999999612,-186.00000000000705,-188.9999999999947,-97.9999999999981,70.99999999999795,88.00000000000807,,-1636.9999999999472
2015.08.24,-107.99999999999699,-103.00000000000864,-14.000000000002899,-309.0000000000037,-147.99999999999258,-104.99999999998977,3.999999999992898,-361.99999999997345,-471.9999999999835,-198.0000000000075,-252.99999999999213,35.999999999991594,0.999999999990564,-18.000000000000682,,-2048.9999999999764
2015.08.24,-173.99999999998528,-253.99999999999866,-346.0000000000019,-171.99999999999437,-181.00000000000892,-283.9999999999918,-79.00000000000685,-444.9999999999843,-1330.9999999999711,-167.0000000000016,-507.9999999999973,-890.9999999999974,-359.99999999999943,-606.9999999999993,,-5798.999999999937
2015.08.24,-207.99999999998596,-581.9999999999936,-485.99999999999756,-52.000000000007596,-150.00000000000568,-544.9999999999875,-302.9999999999977,-871.9999999999839,-1639.999999999997,114.99999999998067,-913.9999999999926,-1815.0000000000111,-826.9999999999982,-1072.0000000000027,,-9350.999999999982
2015.08.24,-117.99999999999588,-472.9999999999901,-458.00000000000284,-170.00000000000347,-160.00000000000458,-316.0000000000025,-148.0000000000037,-710.999999999995,-1529.9999999999868,-81.99999999999363,-608.9999999999928,-1294.0000000000173,-463.99999999999864,-679.000000000002,,-7211.999999999989
2015.08.24,-68.99999999998573,-459.99999999999375,-485.99999999999756,-185.99999999999727,-187.99999999998818,-247.99999999999045,-90.0000000000012,-588.9999999999951,-1554.9999999999732,-55.00000000000682,-547.999999999993,-1391.0000000000089,-353.9999999999992,-719.9999999999989,,-6938.999999999929
2015.08.24,-117.99999999999588,-519.0000000000028,-534.9999999999966,-140.0000000000068,-226.99999999999943,-301.9999999999925,-140.0000000000068,-605.9999999999732,-1642.9999999999723,-52.99999999999727,-709.9999999999884,-1489.000000000007,-438.0000000000024,-728.9999999999992,,-7648.999999999942
2015.08.24,-646.9999999999976,-533.99999999999,-487.99999999999955,-51.000000000001044,-434.000000000001,-353.00000000000864,-346.9999999999973,-761.9999999999739,-1597.9999999999884,-341.0000000000082,-1382.9999999999786,-2380.0000000000045,-646.0000000000008,-929.9999999999926,,-10893.999999999942
2015.08.24,-798.9999999999942,-665.0000000000044,-613.9999999999924,173.00000000000094,-513.0000000000078,-437.9999999999882,-404.0000000000044,-913.9999999999926,-1944.9999999999968,-328.00000000000296,-1624.9999999999875,-2527.0000000000127,-861.0000000000042,-1237.9999999999995,,-12697.999999999985
