date,USDCHF,USDJPY,AUDUSD,CADCHF,AUDCHF,NZDCHF,EURGBP,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2019.11.11,-19.999999999997797,-21.000000000000796,14.999999999998348,17.999999999995797,-22.999999999995246,108.00000000000809,95.00000000000064,62.99999999999084,-78.00000000000028,-45.99999999999049,-1.0000000000047748,-43.00000000000637,-100.99999999999554,,-33.99999999999757
2019.11.11,-14.999999999998348,-5.000000000009663,4.999999999999449,24.999999999997247,-12.000000000000899,34.000000000000696,75.9999999999983,15.999999999993797,-133.99999999998968,140.0000000000068,25.99999999999625,-33.00000000000125,-4.000000000004,,118.99999999998869
2019.11.11,14.000000000002899,7.999999999995566,54.999999999993946,24.999999999997247,50.0000000000056,87.00000000000374,82.00000000000429,-60.99999999999994,-52.99999999999194,129.00000000000134,15.999999999991132,27.999999999991587,35.999999999991594,,415.99999999998704
2019.11.11,7.0000000000014495,-24.00000000000091,24.999999999997247,23.999999999990695,14.000000000002899,86.0000000000083,87.00000000000374,-54.0000000000207,-120.00000000000898,117.99999999999588,-6.000000000000227,-27.000000000001023,-21.00000000000435,,108.99999999996402
2019.11.11,37.99999999999359,-4.0000000000048885,24.999999999997247,43.999999999999595,33.000000000005244,121.00000000000443,92.99999999999864,-52.000000000007596,-120.00000000000898,68.00000000000139,-3.0000000000001137,-14.000000000010004,-49.99999999999449,,178.99999999997405
2019.11.11,48.000000000003595,-114.00000000000432,-2.000000000002,41.9999999999976,16.0000000000049,177.00000000000495,136.00000000000279,-25.00000000000835,-126.0000000000039,-114.99999999999844,-88.99999999999864,-118.00000000000921,-173.00000000000094,,-343.00000000001194
2019.11.11,22.999999999995246,-118.00000000000921,24.000000000001798,15.999999999993797,21.00000000000435,218.00000000000708,108.00000000000809,-67.00000000001705,-103.99999999999298,-282.9999999999888,-97.99999999999898,-93.00000000000352,-226.99999999999943,,-579.9999999999997
2019.11.11,9.00000000000345,-87.0000000000033,-24.999999999997247,1.999999999990898,-36.0000000000027,175.00000000000293,90.0000000000012,-51.000000000001044,-187.99999999998818,-180.0000000000024,-76.99999999999818,-125.0,-243.99999999999977,,-736.9999999999943
2019.11.11,12.000000000000899,-131.00000000000023,-41.000000000002146,3.999999999992898,-51.000000000001044,186.00000000000838,51.000000000001044,-66.00000000001049,-246.99999999999721,-184.99999999999073,-112.99999999999955,-173.00000000000182,-292.00000000000335,,-1046.0000000000034
2019.11.11,-48.99999999999905,-210.00000000000796,-29.000000000001247,-39.00000000000014,-82.99999999999974,168.00000000000148,75.00000000000284,-107.00000000001265,-269.00000000000813,-190.99999999998562,-167.0000000000016,-215.0000000000034,-310.0000000000103,,-1426.0000000000255
2019.11.11,-31.999999999998696,-170.0000000000017,7.9999999999968985,-23.00000000000635,-31.000000000003247,229.00000000000142,68.00000000000139,-88.0000000000214,-165.9999999999995,-331.999999999999,-135.00000000000512,-146.0000000000008,-333.0000000000055,,-1151.0000000000416
2019.11.11,-24.000000000001798,-168.99999999999693,2.999999999997449,-23.00000000000635,-29.999999999996696,215.00000000000963,48.99999999999905,-109.00000000000354,-192.99999999999872,-271.99999999998334,-141.00000000000534,-151.00000000001046,-312.00000000000114,,-1156.9999999999982
2019.11.11,-34.000000000000696,-215.0000000000034,-12.000000000000899,-25.00000000000835,-51.99999999999649,208.00000000000819,34.000000000000696,-106.00000000000608,-228.00000000000597,-268.9999999999859,-170.0000000000017,-199.00000000001228,-329.00000000000153,,-1397.0000000000143
2019.11.11,-39.00000000000014,-195.0000000000074,-21.999999999999797,-36.0000000000027,-66.99999999999484,204.00000000000418,68.00000000000139,-125.00000000001954,-259.0000000000092,-263.99999999999756,-159.9999999999966,-195.0000000000074,-347.0000000000084,,-1437.000000000038
2019.11.11,-36.999999999998145,-168.99999999999693,-4.000000000004,-29.000000000001247,-46.00000000000159,212.00000000000108,67.00000000000594,-121.99999999999989,-225.99999999999287,-271.99999999998334,-138.9999999999958,-159.00000000000603,-333.0000000000055,,-1256.9999999999784
2019.11.11,-51.99999999999649,-209.00000000000318,17.999999999995797,-13.00000000000745,-48.000000000003595,226.00000000000398,84.0000000000063,-84.0000000000174,-190.00000000000128,-310.9999999999946,-138.00000000000523,-162.00000000000614,-337.0000000000095,,-1216.0000000000389
2019.11.11,-89.00000000000574,-298.0000000000018,-53.999999999998494,-79.00000000000685,-131.99999999999878,148.0000000000037,94.00000000000519,-126.0000000000039,-319.0000000000026,-204.00000000000418,-246.00000000000932,-302.0000000000067,-356.00000000000074,,-1963.0000000000302
2019.11.11,-111.00000000000554,-266.00000000000534,-19.00000000000235,-83.00000000001084,-117.99999999999588,162.0000000000066,75.00000000000284,-120.00000000000898,-280.9999999999979,-248.00000000000378,-201.00000000000762,-243.0000000000092,-358.9999999999982,,-1812.0000000000364
2019.11.11,-97.00000000000264,-270.00000000001023,7.9999999999968985,-74.00000000000739,-90.0000000000012,181.00000000000892,114.99999999999844,-104.99999999999955,-225.00000000000853,-255.99999999998957,-186.9999999999976,-214.00000000001285,-329.00000000000153,,-1543.0000000000268
2019.11.11,-92.99999999999864,-270.00000000001023,29.999999999996696,-29.000000000001247,-48.99999999999905,204.99999999999963,96.00000000000719,-120.00000000000898,-228.99999999999034,-251.99999999998556,-167.0000000000016,-190.00000000001194,-324.9999999999975,,-1393.0000000000016
2019.11.11,-55.000000000005045,-230.00000000000398,17.999999999995797,-21.00000000000435,-34.99999999999615,229.00000000000142,108.00000000000809,-59.000000000009045,-140.99999999999113,-368.9999999999971,-161.00000000000136,-176.00000000000193,-341.99999999999784,,-1234.0000000000027
2019.11.11,-68.99999999999685,-254.0000000000049,64.99999999999284,-21.999999999999797,-2.999999999997449,282.99999999999994,106.00000000000608,-118.00000000001809,-131.99999999999878,-438.00000000000506,-162.00000000000614,-140.00000000000057,-375.9999999999986,,-1260.0000000000273
2019.11.11,-148.0000000000037,-237.00000000000898,63.99999999999739,-86.0000000000083,-58.000000000002494,291.0000000000079,75.9999999999983,-153.00000000000313,-164.99999999999292,-571.9999999999948,-153.0000000000058,-131.00000000000023,-480.00000000001376,,-1752.0000000000305
2019.11.11,-175.99999999999838,-265.00000000000057,63.00000000000195,-85.00000000000173,-75.9999999999983,289.0000000000059,84.0000000000063,-104.99999999999955,-147.99999999999258,-627.9999999999841,-156.0000000000059,-153.0000000000058,-507.000000000013,,-1862.9999999999857
2019.11.11,-212.00000000000108,-258.0000000000098,78.99999999999574,-97.00000000000264,-81.9999999999932,313.00000000000773,63.99999999999739,-115.00000000002063,-150.99999999999002,-703.9999999999935,-135.00000000000512,-129.0000000000049,-553.0000000000035,,-1980.0000000000236
2019.11.11,-219.00000000000253,-265.00000000000057,58.000000000002494,-115.00000000000954,-109.00000000000354,286.00000000000847,160.00000000000458,-155.00000000001623,-222.99999999999542,-625.9999999999932,-152.00000000000102,-157.0000000000107,-554.00000000001,,-2071.0000000000273
2019.11.11,-206.00000000000617,-287.00000000000614,26.999999999999247,-123.00000000000644,-131.99999999999878,262.00000000000665,248.00000000000378,-132.00000000002098,-231.0000000000034,-602.999999999998,-189.00000000000716,-206.00000000000307,-548.0000000000151,,-2120.0000000000555
2019.11.11,-212.00000000000108,-284.000000000006,-17.000000000000348,-172.00000000000549,-180.0000000000024,242.00000000000887,290.00000000000136,-136.00000000000279,-286.99999999999284,-604.9999999999889,-212.0000000000033,-253.0000000000001,-590.0000000000016,,-2415.9999999999945
2019.11.11,-290.00000000000136,-304.00000000000205,-9.00000000000345,-207.00000000000162,-224.9999999999974,226.99999999999943,545.0000000000066,-220.00000000002018,-370.999999999988,-594.99999999999,-222.0000000000084,-256.0000000000002,-635.0000000000077,,-2562.0000000000146
2019.11.11,-326.9999999999995,-293.00000000000637,-14.000000000002899,-232.00000000000998,-253.99999999999866,167.00000000000603,529.0000000000017,-284.00000000001756,-456.9999999999963,-414.9999999999876,-212.0000000000033,-253.0000000000001,-578.9999999999961,,-2624.000000000011
2019.11.11,-338.00000000000495,-289.0000000000015,-12.000000000000899,-269.00000000000813,-259.9999999999936,200.00000000000017,524.9999999999977,-371.00000000001023,-486.999999999993,-492.9999999999879,-243.99999999999977,-249.00000000000944,-646.9999999999976,,-2934.000000000009
2019.11.11,-383.0,-265.00000000000057,10.999999999994348,-270.0000000000036,-268.99999999999704,189.00000000000583,470.9999999999992,-278.00000000000045,-401.00000000000693,-577.9999999999897,-186.9999999999976,-208.00000000001262,-642.0000000000092,,-2810.000000000018
2019.11.11,-348.9999999999993,-236.0000000000042,-6.0000000000060005,-246.00000000000176,-263.0000000000021,200.00000000000017,514.9999999999987,-233.00000000001654,-390.0000000000015,-601.9999999999915,-165.00000000000625,-207.00000000000784,-649.999999999995,,-2632.0000000000327
2019.11.11,-345.0000000000064,-222.99999999999898,-29.000000000001247,-217.0000000000005,-282.99999999999994,184.00000000000637,563.9999999999978,-184.00000000000637,-461.0000000000003,-532.9999999999835,-120.00000000000455,-224.00000000000375,-653.0000000000147,,-2524.000000000016
2019.11.11,-256.0000000000007,-159.00000000000603,-57.00000000000705,-153.00000000000313,-253.99999999999866,194.0000000000053,489.0000000000061,-147.00000000000824,-469.0000000000083,-470.9999999999992,-82.99999999999841,-211.00000000001273,-622.0000000000115,,-2199.0000000000427
2019.11.11,-261.0000000000001,-135.00000000000512,-58.000000000002494,-105.00000000001064,-256.99999999999613,223.00000000000654,521.0000000000048,-89.00000000000574,-513.9999999999923,-507.9999999999973,-7.999999999995566,-195.0000000000074,-675.0000000000034,,-2061.0000000000045
2019.11.11,-319.0000000000026,-174.0000000000066,-53.00000000000304,-166.00000000001057,-287.9999999999994,204.99999999999963,436.9999999999985,-154.0000000000097,-530.9999999999926,-517.9999999999962,-60.000000000002274,-215.0000000000034,-687.9999999999998,,-2524.000000000028
2019.11.11,-294.00000000000534,-146.0000000000008,-58.99999999999794,-178.00000000000037,-276.9999999999939,201.00000000000674,396.00000000000745,-206.00000000001728,-540.0000000000072,-478.0000000000006,-67.99999999999784,-203.00000000000296,-673.0000000000125,,-2525.0000000000227
2019.11.11,-331.0000000000035,-157.0000000000107,-46.999999999997044,-201.00000000000674,-292.00000000000335,185.00000000000182,373.00000000000114,-178.00000000001148,-493.99999999999443,-522.9999999999845,-73.0000000000075,-198.0000000000075,-668.0000000000019,,-2604.000000000026
2019.11.11,-387.99999999999943,-210.00000000000796,-9.999999999998899,-209.00000000000364,-290.9999999999968,182.99999999999983,380.00000000000256,-153.00000000000313,-453.99999999999886,-575.9999999999987,-76.00000000000762,-193.00000000001205,-673.9999999999968,,-2671.000000000022
2019.11.11,-392.9999999999989,-227.00000000000387,-9.999999999998899,-220.00000000000907,-297.00000000000284,187.00000000000384,358.9999999999982,-149.00000000002134,-439.99999999999596,-608.9999999999928,-91.99999999999875,-206.00000000000307,-680.9999999999983,,-2778.000000000022
2019.11.11,-400.00000000000034,-228.00000000000864,9.999999999998899,-228.00000000000597,-278.9999999999959,217.0000000000005,365.99999999999966,-148.00000000001478,-381.0000000000091,-716.9999999999899,-99.00000000000375,-182.00000000000216,-707.9999999999975,,-2777.000000000029
2019.11.11,-412.00000000000125,-219.99999999999886,25.999999999992696,-267.00000000000614,-273.9999999999965,219.00000000000253,338.00000000000495,-231.0000000000034,-364.9999999999931,-702.9999999999869,-126.00000000000477,-161.00000000000136,-700.999999999996,,-2876.9999999999877
2019.11.11,-383.0,-197.00000000000273,-18.0000000000069,-251.00000000000122,-297.9999999999983,188.00000000001037,397.0000000000029,-173.00000000000094,-400.00000000000034,-653.999999999999,-112.99999999999955,-193.00000000001205,-695.0000000000011,,-2790.000000000009
2019.11.11,-385.99999999999744,-209.00000000000318,-28.000000000005798,-256.0000000000007,-309.99999999999915,154.0000000000097,375.9999999999986,-176.00000000002058,-418.9999999999916,-581.9999999999936,-128.0000000000001,-213.00000000000807,-659.0000000000095,,-2836.0000000000214
2019.11.11,-373.99999999999653,-180.99999999999739,-33.000000000005244,-256.0000000000007,-317.0000000000006,142.00000000000878,399.0000000000049,-173.00000000000094,-417.0000000000007,-540.9999999999915,-114.00000000000432,-199.00000000001228,-634.0000000000013,,-2697.9999999999977
2019.11.11,-375.0000000000031,-180.00000000000682,-51.000000000001044,-269.00000000000813,-324.9999999999975,140.0000000000068,394.00000000000546,-188.00000000001037,-439.99999999999596,-549.9999999999839,-129.99999999999545,-215.0000000000034,-653.0000000000147,,-2842.000000000008
