date,EURCHF,EURJPY,empty,sum
2020.05.25,-7.999999999985796,0.0,,-7.999999999985796
2020.05.25,-11.999999999989797,33.999999999991815,,22.000000000002018
2020.05.25,11.00000000000545,76.99999999999818,,88.00000000000364
2020.05.25,100.99999999999554,222.99999999999898,,323.99999999999454
2020.05.25,102.00000000000209,277.9999999999916,,379.9999999999937
2020.05.25,114.0000000000141,364.9999999999949,,479.000000000009
2020.05.25,107.00000000001265,319.9999999999932,,427.0000000000058
2020.05.25,85.00000000000173,244.99999999999034,,329.99999999999204
2020.05.25,80.00000000001339,182.99999999999272,,263.00000000000614
2020.05.25,49.00000000001015,120.99999999999511,,170.00000000000526
2020.05.25,60.000000000015596,138.9999999999958,,199.0000000000114
2020.05.25,29.999999999996696,114.99999999999488,,144.9999999999916
2020.05.25,29.00000000001235,134.00000000000034,,163.00000000001268
2020.05.25,29.999999999996696,149.99999999999147,,179.99999999998818
2020.05.25,36.0000000000138,171.99999999999704,,208.00000000001086
2020.05.25,52.000000000007596,117.999999999995,,170.0000000000026
2020.05.25,59.000000000009045,129.99999999999545,,189.0000000000045
2020.05.25,77.00000000001594,116.99999999999022,,194.00000000000617
2020.05.25,59.000000000009045,-1.0000000000047748,,58.00000000000427
2020.05.25,42.0000000000087,-27.000000000001023,,15.000000000007674
2020.05.25,-0.9999999999843467,-38.000000000010914,,-38.99999999999526
2020.05.25,-11.999999999989797,-4.0000000000048885,,-15.999999999994685
2020.05.25,26.0000000000149,45.99999999999227,,72.00000000000716
2020.05.25,35.00000000000725,118.99999999999977,,154.00000000000702
2020.05.25,66.00000000001049,191.0000000000025,,257.00000000001296
2020.05.25,75.00000000000284,253.99999999999068,,328.9999999999935
2020.05.25,97.00000000001374,254.99999999999545,,352.0000000000092
2020.05.25,100.0000000000112,263.9999999999958,,364.000000000007
2020.05.25,87.00000000001484,211.9999999999891,,299.0000000000039
2020.05.25,131.99999999999878,242.999999999995,,374.99999999999375
2020.05.25,85.00000000000173,321.9999999999885,,406.9999999999902
2020.05.25,45.000000000006146,293.99999999999693,,339.00000000000307
2020.05.25,5.999999999994898,238.9999999999901,,244.999999999985
2020.05.25,-14.999999999987246,183.9999999999975,,169.00000000001026
2020.05.25,-12.999999999996348,161.00000000000136,,148.000000000005
2020.05.25,-46.999999999997044,176.9999999999925,,129.99999999999545
2020.05.25,4.000000000004,183.9999999999975,,188.0000000000015
2020.05.25,-11.00000000000545,195.99999999999795,,184.9999999999925
2020.05.25,-49.99999999999449,195.99999999999795,,146.00000000000347
2020.05.25,-21.999999999988695,186.9999999999976,,165.00000000000892
2020.05.25,-24.999999999986144,185.99999999999284,,161.0000000000067
2020.05.25,-11.999999999989797,236.99999999999477,,225.00000000000497
2020.05.25,-4.000000000004,243.99999999999977,,239.99999999999577
2020.05.25,-2.999999999997449,232.99999999998988,,229.99999999999244
2020.05.25,-1.999999999990898,218.9999999999941,,217.00000000000318
2020.05.25,9.000000000014552,234.99999999999943,,244.00000000001398
2020.05.25,14.000000000002899,225.9999999999991,,240.000000000002
2020.05.25,21.00000000000435,177.99999999999727,,199.00000000000162
2020.05.26,-17.999999999984695,152.9999999999916,,135.00000000000688
2020.05.26,-11.00000000000545,185.99999999999284,,174.99999999998738
2020.05.26,-7.0000000000014495,200.9999999999934,,193.99999999999196
2020.05.26,16.000000000016,227.99999999999443,,244.00000000001043
2020.05.26,38.0000000000047,244.99999999999034,,282.99999999999505
2020.05.26,59.000000000009045,254.99999999999545,,314.0000000000045
2020.05.26,66.99999999999484,259.9999999999909,,326.99999999998573
2020.05.26,87.99999999999919,307.9999999999927,,395.9999999999919
2020.05.26,104.99999999999955,414.0000000000015,,519.000000000001
2020.05.26,106.00000000000608,546.999999999997,,653.0000000000032
2020.05.26,106.00000000000608,531.9999999999965,,638.0000000000025
2020.05.26,116.00000000000499,516.9999999999959,,633.0000000000009
2020.05.26,117.99999999999588,521.9999999999914,,639.9999999999873
2020.05.26,107.99999999999699,545.9999999999923,,653.9999999999893
2020.05.26,124.99999999999733,546.999999999997,,671.9999999999943
2020.05.26,141.99999999999767,605.9999999999945,,747.9999999999923
2020.05.26,146.00000000000168,607.9999999999899,,753.9999999999916
2020.05.26,168.0000000000126,579.9999999999983,,748.0000000000109
2020.05.26,190.00000000000128,667.0000000000016,,857.0000000000028
2020.05.26,224.000000000002,640.0000000000006,,864.0000000000025
2020.05.26,195.9999999999962,593.9999999999941,,789.9999999999902
2020.05.26,151.00000000001222,741.9999999999902,,893.0000000000025
2020.05.26,127.99999999999478,762.999999999991,,890.9999999999858
2020.05.26,245.0000000000063,801.9999999999925,,1046.9999999999989
2020.05.26,270.99999999999903,932.9999999999927,,1203.9999999999918
2020.05.26,286.00000000000847,884.0000000000003,,1170.0000000000089
2020.05.26,245.0000000000063,833.999999999989,,1078.9999999999952
2020.05.26,175.00000000001404,768.9999999999912,,944.0000000000052
2020.05.26,100.0000000000112,671.999999999997,,772.0000000000082
2020.05.26,104.99999999999955,661.0000000000014,,766.0000000000009
2020.05.26,153.00000000000313,724.9999999999943,,877.9999999999975
2020.05.26,148.00000000001478,697.9999999999933,,846.0000000000081
2020.05.26,126.0000000000039,751.9999999999953,,877.9999999999992
2020.05.26,150.00000000000568,862.9999999999995,,1013.0000000000052
2020.05.26,154.0000000000097,969.9999999999989,,1124.0000000000086
2020.05.26,219.99999999999798,932.9999999999927,,1152.9999999999907
2020.05.26,331.0000000000146,968.9999999999941,,1300.0000000000086
2020.05.26,243.99999999999977,942.9999999999978,,1186.9999999999977
2020.05.26,209.9999999999991,851.9999999999897,,1061.9999999999886
2020.05.26,208.00000000000819,862.9999999999995,,1071.0000000000077
2020.05.26,219.99999999999798,888.9999999999958,,1108.9999999999939
2020.05.26,219.00000000001364,957.9999999999984,,1177.000000000012
2020.05.26,229.00000000001253,1006.0000000000002,,1235.0000000000127
2020.05.26,245.0000000000063,1048.0000000000018,,1293.0000000000082
2020.05.26,231.0000000000034,1057.9999999999927,,1288.9999999999961
2020.05.26,185.00000000001293,884.0000000000003,,1069.0000000000132
2020.05.26,195.9999999999962,899.0000000000009,,1094.999999999997
2020.05.26,195.9999999999962,926.9999999999925,,1122.9999999999886
2020.05.27,141.99999999999767,911.0000000000014,,1052.999999999999
2020.05.27,161.99999999999548,896.9999999999914,,1058.9999999999868
2020.05.27,188.00000000001037,902.9999999999916,,1091.000000000002
2020.05.27,195.9999999999962,908.0000000000013,,1103.9999999999975
2020.05.27,198.00000000000927,917.9999999999922,,1116.0000000000014
2020.05.27,175.99999999999838,876.9999999999953,,1052.9999999999936
2020.05.27,137.00000000000932,686.9999999999976,,824.0000000000069
2020.05.27,144.99999999999514,721.9999999999942,,866.9999999999893
2020.05.27,139.00000000000023,837.9999999999939,,976.9999999999941
2020.05.27,136.00000000000279,760.9999999999957,,896.9999999999984
2020.05.27,104.00000000001519,634.0000000000003,,738.0000000000156
