date,NZDCAD,empty,sum
2017.10.16,-119.99999999999788,,-119.99999999999788
2017.10.16,-66.99999999999484,,-66.99999999999484
2017.10.16,-39.999999999995595,,-39.999999999995595
2017.10.16,37.00000000000925,,37.00000000000925
2017.10.16,74.00000000000739,,74.00000000000739
2017.10.16,82.99999999999974,,82.99999999999974
2017.10.16,86.0000000000083,,86.0000000000083
2017.10.16,94.00000000000519,,94.00000000000519
2017.10.16,82.00000000000429,,82.00000000000429
2017.10.16,68.00000000000139,,68.00000000000139
2017.10.16,60.99999999999994,,60.99999999999994
2017.10.16,74.00000000000739,,74.00000000000739
2017.10.16,53.999999999998494,,53.999999999998494
2017.10.16,64.0000000000085,,64.0000000000085
2017.10.16,102.00000000000209,,102.00000000000209
2017.10.16,69.00000000000794,,69.00000000000794
2017.10.16,69.00000000000794,,69.00000000000794
2017.10.16,104.00000000000409,,104.00000000000409
2017.10.16,116.00000000000499,,116.00000000000499
2017.10.16,91.00000000000774,,91.00000000000774
2017.10.16,58.000000000002494,,58.000000000002494
2017.10.16,153.99999999999858,,153.99999999999858
2017.10.16,219.00000000000253,,219.00000000000253
2017.10.16,226.00000000000398,,226.00000000000398
2017.10.16,269.00000000000813,,269.00000000000813
2017.10.16,287.9999999999994,,287.9999999999994
2017.10.16,362.00000000000676,,362.00000000000676
2017.10.16,435.0000000000076,,435.0000000000076
2017.10.16,463.0000000000023,,463.0000000000023
2017.10.16,603.0000000000091,,603.0000000000091
2017.10.16,561.0000000000003,,561.0000000000003
2017.10.16,542.0000000000091,,542.0000000000091
2017.10.16,618.0000000000074,,618.0000000000074
2017.10.16,567.0000000000064,,567.0000000000064
2017.10.16,578.0000000000007,,578.0000000000007
2017.10.16,482.00000000000466,,482.00000000000466
2017.10.16,500.00000000000045,,500.00000000000045
2017.10.16,502.00000000000244,,502.00000000000244
2017.10.16,492.0000000000035,,492.0000000000035
2017.10.16,518.0000000000074,,518.0000000000074
2017.10.16,419.00000000000273,,419.00000000000273
2017.10.16,340.00000000000693,,340.00000000000693
2017.10.16,307.0000000000017,,307.0000000000017
2017.10.16,250.00000000000577,,250.00000000000577
2017.10.16,251.00000000000122,,251.00000000000122
2017.10.16,309.99999999999915,,309.99999999999915
2017.10.16,282.99999999999994,,282.99999999999994
2017.10.16,273.000000000001,,273.000000000001
2017.10.17,256.0000000000007,,256.0000000000007
2017.10.17,348.00000000000387,,348.00000000000387
2017.10.17,451.0000000000014,,451.0000000000014
2017.10.17,492.999999999999,,492.999999999999
2017.10.17,508.00000000000847,,508.00000000000847
2017.10.17,470.00000000000375,,470.00000000000375
2017.10.17,504.9999999999999,,504.9999999999999
2017.10.17,500.00000000000045,,500.00000000000045
2017.10.17,448.000000000004,,448.000000000004
2017.10.17,360.0000000000048,,360.0000000000048
2017.10.17,331.999999999999,,331.999999999999
2017.10.17,317.0000000000006,,317.0000000000006
2017.10.17,355.0000000000053,,355.0000000000053
2017.10.17,316.0000000000052,,316.0000000000052
2017.10.17,325.00000000000864,,325.00000000000864
2017.10.17,297.00000000000284,,297.00000000000284
2017.10.17,292.9999999999988,,292.9999999999988
2017.10.17,350.00000000000585,,350.00000000000585
2017.10.17,362.00000000000676,,362.00000000000676
2017.10.17,348.9999999999993,,348.9999999999993
2017.10.17,387.000000000004,,387.000000000004
2017.10.17,443.99999999999994,,443.99999999999994
2017.10.17,497.000000000003,,497.000000000003
2017.10.17,516.0000000000053,,516.0000000000053
2017.10.17,516.0000000000053,,516.0000000000053
2017.10.17,499.000000000005,,499.000000000005
2017.10.17,497.000000000003,,497.000000000003
2017.10.17,492.999999999999,,492.999999999999
2017.10.17,565.9999999999999,,565.9999999999999
2017.10.17,562.0000000000069,,562.0000000000069
2017.10.17,506.0000000000064,,506.0000000000064
2017.10.17,342.000000000009,,342.000000000009
2017.10.17,338.00000000000495,,338.00000000000495
2017.10.17,338.00000000000495,,338.00000000000495
2017.10.17,342.000000000009,,342.000000000009
2017.10.17,330.0000000000081,,330.0000000000081
2017.10.17,492.0000000000035,,492.0000000000035
2017.10.17,529.0000000000017,,529.0000000000017
