date,USDJPY,AUDCHF,NZDCHF,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.11.09,-44.999999999987494,-136.99999999999824,0.0,-151.00000000001222,-14.000000000002899,-124.99999999999733,,-471.9999999999982
2020.11.09,6.000000000000227,-185.99999999999727,0.999999999995449,-198.00000000000927,-31.999999999998696,-161.99999999999548,,-571.000000000005
2020.11.09,-6.999999999990791,-220.99999999999343,86.99999999999264,-168.99999999999693,-12.999999999996348,-163.00000000000205,,-485.9999999999869
2020.11.09,-6.000000000000227,-247.99999999999267,180.99999999999784,2.999999999997449,30.000000000007798,-139.9999999999846,,-179.99999999997442
2020.11.09,-34.99999999999659,-232.99999999999432,174.99999999999181,-58.000000000002494,-12.000000000000899,-120.99999999999334,,-283.99999999999585
2020.11.09,-68.9999999999884,-202.9999999999976,184.99999999999073,-45.000000000006146,-12.999999999996348,-38.0000000000047,,-183.00000000000247
2020.11.09,-113.99999999999011,-232.99999999999432,202.9999999999976,17.000000000000348,-17.999999999995797,22.0000000000109,,-122.99999999997137
2020.11.09,-43.99999999999693,-257.9999999999916,245.99999999999068,148.99999999999915,51.000000000001044,29.00000000001235,,173.00000000001472
2020.11.09,-59.99999999998806,-239.0000000000003,297.9999999999983,283.99999999999534,82.00000000000429,39.999999999995595,,405.0000000000051
2020.11.09,-110.99999999999,-263.0000000000021,337.99999999999386,374.999999999992,141.99999999999767,107.00000000001265,,588.0000000000041
2020.11.09,-101.99999999998965,-274.9999999999919,339.99999999999585,374.999999999992,126.0000000000039,97.00000000001374,,561.0000000000239
2020.11.09,-95.99999999998943,-285.9999999999974,344.99999999999534,411.99999999999017,124.00000000000189,77.00000000001594,,576.0000000000165
2020.11.09,-100.99999999999909,-324.00000000000205,358.9999999999982,456.9999999999963,151.00000000000114,36.0000000000138,,578.0000000000083
2020.11.09,-181.99999999998795,-336.9999999999984,325.99999999999295,393.99999999998323,121.99999999999989,-28.000000000005798,,294.9999999999839
