date,GBPUSD,EURUSD,CADCHF,EURCAD,EURAUD,empty,sum
2018.03.05,-185.99999999999727,-321.0000000000157,-65.99999999999939,-442.9999999999934,-327.99999999999494,,-1344.0000000000007
2018.03.05,-177.00000000000495,-222.00000000001108,53.00000000000304,-352.9999999999811,-195.9999999999962,,-894.9999999999902
2018.03.05,-167.9999999999904,-145.00000000001734,87.00000000000374,-275.000000000003,-165.9999999999995,,-667.0000000000065
2018.03.05,9.999999999998899,142.99999999998204,118.00000000000699,30.0000000000189,34.000000000000696,,335.0000000000075
2018.03.05,-65.00000000000395,50.99999999997884,126.99999999999933,-49.99999999999449,22.999999999995246,,85.99999999997497
2018.03.05,-103.99999999999298,-56.000000000011596,69.00000000000794,-161.99999999999548,29.00000000001235,,-223.99999999997976
2018.03.05,-117.99999999999588,-46.0000000000127,68.00000000000139,-121.99999999999989,-26.999999999999247,,-245.0000000000063
2018.03.05,-85.00000000000173,-32.0000000000098,85.00000000000173,-88.99999999998354,-105.99999999998388,,-226.99999999997723
2018.03.05,-11.999999999989797,18.999999999991246,41.000000000002146,-123.99999999999079,-166.99999999998383,,-242.999999999971
2018.03.05,0.0,33.99999999997849,21.999999999999797,-157.99999999999147,-262.999999999991,,-365.0000000000042
2018.03.05,33.00000000001635,69.9999999999923,25.00000000000835,-163.00000000000205,-192.99999999999872,,-227.99999999998377
2018.03.05,18.0000000000069,42.999999999993044,14.000000000002899,-156.00000000000057,-177.99999999998929,,-258.99999999998704
2018.03.05,16.000000000016,48.99999999998794,42.0000000000087,-143.99999999998857,-143.00000000000423,,-179.99999999998016
2018.03.05,21.00000000000435,71.99999999998319,40.00000000000669,-132.99999999998312,-137.9999999999937,,-137.99999999998258
2018.03.05,-46.999999999997044,65.99999999998829,23.00000000000635,-126.99999999998823,-126.99999999998823,,-211.99999999997885
2018.03.05,12.999999999996348,110.99999999999443,26.999999999999247,-102.00000000000209,-107.99999999999699,,-59.00000000000905
2018.03.05,9.999999999998899,114.99999999999844,21.999999999999797,-62.99999999999084,-89.99999999999008,,-5.9999999999838
2018.03.05,-1.999999999990898,209.9999999999991,16.0000000000049,-14.000000000002899,-65.99999999998829,,144.00000000002188
2018.03.05,46.0000000000127,349.99999999998363,29.000000000001247,148.00000000001478,82.00000000000429,,655.0000000000166
2018.03.05,94.00000000001629,372.9999999999789,57.00000000000705,158.99999999999804,49.00000000001015,,732.0000000000105
2018.03.05,2.999999999997449,173.99999999998528,-7.0000000000014495,-120.99999999999334,-221.00000000000452,,-172.0000000000166
2018.03.05,-226.99999999999943,-8.000000000008,12.000000000000899,-160.99999999998892,-211.99999999998997,,-595.9999999999854
2018.03.05,-133.99999999998968,-21.00000000000435,-24.999999999997247,-234.00000000000088,-346.0000000000019,,-759.9999999999941
2018.03.05,-275.000000000003,63.99999999999739,-9.999999999998899,-129.99999999998568,-214.00000000000307,,-564.9999999999933
2018.03.05,-384.9999999999909,40.99999999997994,26.999999999999247,-110.99999999999443,-141.99999999999767,,-570.0000000000039
2018.03.05,-395.99999999999636,7.999999999985796,23.00000000000635,-153.9999999999875,-190.99999999998562,,-709.9999999999773
2018.03.05,-307.99999999999716,164.99999999999292,65.00000000000395,-34.99999999998504,-8.999999999992347,,-121.99999999997769
2018.03.05,-227.99999999998377,227.99999999998377,72.0000000000054,-49.99999999999449,45.000000000006146,,67.00000000001705
2018.03.05,-268.9999999999859,262.999999999991,6.0000000000060005,-255.99999999998957,36.999999999998145,,-218.9999999999803
2018.03.05,-211.00000000000563,275.9999999999874,-27.999999999994696,-376.9999999999829,19.00000000001345,,-320.9999999999824
2018.03.05,-234.99999999998522,198.99999999999363,-85.00000000000173,-551.9999999999969,-41.99999999998649,,-714.9999999999767
2018.03.05,-207.99999999998596,201.99999999999108,-187.9999999999993,-771.9999999999949,-214.99999999998744,,-1180.9999999999766
2018.03.05,-170.99999999998784,125.99999999998168,-309.99999999999915,-1102.9999999999873,-404.9999999999887,,-1862.9999999999811
2018.03.05,-256.99999999999613,87.99999999999919,-300.0000000000003,-1127.9999999999957,-427.99999999998397,,-2024.9999999999768
2018.03.05,-299.00000000000483,37.99999999998249,-300.0000000000003,-1153.9999999999884,-469.99999999999267,,-2185.0000000000036
2018.03.05,-632.9999999999947,27.999999999983594,-278.00000000000045,-1118.9999999999811,-285.00000000000193,,-2286.9999999999945
2018.03.05,-817.9999999999854,-164.00000000000858,-204.99999999999963,-1315.9999999999839,-225.99999999999287,,-2728.99999999997
2018.03.05,-712.0000000000015,-113.00000000000753,-182.99999999999983,-1381.9999999999943,-78.00000000000028,,-2468.0000000000036
2018.03.05,-634.9999999999856,-80.00000000001339,-241.99999999999778,-1370.9999999999889,-106.99999999999044,,-2434.999999999976
2018.03.05,-564.9999999999933,-20.000000000020002,-205.99999999999508,-1322.9999999999852,-116.00000000000499,,-2229.9999999999986
2018.03.05,-573.9999999999857,-30.0000000000189,-129.00000000000134,-1281.9999999999832,-126.99999999998823,,-2141.9999999999773
2018.03.05,-475.99999999998755,4.999999999988347,-163.00000000000205,-1257.9999999999814,25.00000000000835,,-1866.9999999999743
2018.03.05,-459.99999999999375,-18.0000000000069,-214.99999999999852,-1461.0000000000011,-25.999999999992696,,-2179.9999999999927
2018.03.05,-449.9999999999948,-3.0000000000196536,-202.0000000000022,-1430.9999999999823,-24.999999999986144,,-2110.9999999999854
