date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2021.03.15,-53.00000000000304,-6.000000000017103,-60.000000000002274,-54.999999999993946,-218.00000000000708,-78.00000000000028,-28.000000000005798,-95.00000000000064,-100.00000000000009,-12.999999999996348,-169.00000000001114,-251.99999999998556,-151.00000000001046,0.0,-246.99999999999721,-103.9999999999992,-85.99999999999852,-77.00000000000485,,-1792.0000000000334
2021.03.15,-78.99999999999574,-36.999999999998145,-85.99999999999852,-17.999999999995797,-269.9999999999925,-75.00000000000284,46.999999999997044,-100.00000000000009,-102.99999999999754,-31.000000000003247,-215.0000000000034,-261.9999999999845,-130.00000000002387,0.0,-242.00000000000887,-102.00000000000387,-96.9999999999942,-69.00000000000794,,-1869.0000000000139
2021.03.15,-82.99999999999974,0.0,-137.99999999999102,-75.9999999999983,-280.9999999999979,-87.99999999999919,104.99999999998977,-114.99999999999844,-147.99999999999258,-34.000000000000696,-358.0000000000041,-210.99999999998343,-233.0000000000041,5.000000000010552,-208.99999999999253,-164.99999999999204,-179.9999999999926,-125.00000000000844,,-2333.999999999955
2021.03.15,-97.9999999999981,-24.000000000001798,-149.0000000000009,-75.9999999999983,-299.99999999998914,-89.00000000000574,116.99999999999022,-137.9999999999937,-149.99999999999457,-29.999999999996696,-352.00000000000387,-100.99999999999554,-219.0000000000225,-44.99999999998394,-73.99999999999629,-191.99999999999307,-188.0000000000024,-96.00000000000719,,-2203.999999999993
2021.03.15,-71.99999999999429,25.999999999992696,-128.99999999999068,-119.00000000000244,-299.00000000000483,-89.99999999999008,123.99999999999523,-136.99999999999824,-174.99999999999181,-41.000000000002146,-350.9999999999991,-118.99999999998023,-204.00000000000773,-49.99999999999449,-5.999999999994898,-192.99999999999784,-219.99999999999886,-143.00000000000423,,-2197.999999999964
2021.03.15,-19.999999999997797,24.999999999986144,-67.99999999999784,-158.99999999999804,-295.0000000000008,-49.99999999999449,112.99999999999955,-130.99999999999224,-202.9999999999976,-58.99999999999794,-333.00000000002683,-96.99999999999153,-165.00000000002046,-83.9999999999952,21.00000000000435,-191.0000000000025,-253.0000000000001,-208.00000000000819,,-2157.000000000032
2021.03.15,-19.00000000000235,29.999999999996696,-74.99999999998863,-197.00000000000273,-275.000000000003,-43.999999999999595,153.99999999999636,-112.000000000001,-296.9999999999917,-46.00000000000159,-362.0000000000232,-93.99999999999409,-200.00000000001705,-46.999999999997044,168.99999999999693,-192.99999999999784,-388.9999999999958,-334.00000000000097,,-2331.0000000000264
2021.03.15,-10.999999999994348,98.99999999998244,-64.99999999999773,-200.99999999999562,-296.0000000000074,-78.00000000000028,106.99999999999932,-115.99999999999389,-309.99999999999915,-41.9999999999976,-332.00000000002206,-265.99999999998846,-218.00000000001774,-9.999999999998899,320.9999999999935,-182.00000000000216,-371.9999999999999,-337.0000000000095,,-2309.0000000000496
2021.03.15,-102.00000000000209,-5.000000000010552,-198.99999999999807,-82.99999999999974,-293.99999999999426,-93.00000000000975,161.00000000000136,-139.00000000000023,-329.00000000000153,-22.999999999995246,-375.0,-335.9999999999808,-267.00000000002433,-31.999999999987594,296.0000000000074,-225.9999999999991,-427.99999999999727,-343.00000000000443,,-2816.999999999997
2021.03.15,-109.00000000000354,-40.0000000000178,-185.00000000000227,26.999999999999247,-280.9999999999979,-89.00000000000574,114.99999999999488,-136.99999999999824,-298.9999999999937,-21.00000000000435,-362.0000000000232,-393.99999999998323,-250.0,-39.999999999995595,306.00000000000625,-219.99999999999886,-388.9999999999958,-302.0000000000023,,-2670.000000000022
