date,GBPUSD,EURUSD,EURCHF,CADCHF,EURCAD,EURAUD,EURNZD,empty,sum
2018.03.26,26.0000000000149,49.00000000001015,13.000000000018552,7.0000000000014495,110.99999999999443,209.9999999999991,69.00000000000794,,485.0000000000465
2018.03.26,161.99999999999548,83.00000000001084,36.0000000000138,-29.999999999996696,103.00000000000864,170.00000000000347,143.00000000000423,,667.0000000000397
2018.03.26,190.00000000000128,156.00000000000057,136.00000000000279,-54.999999999993946,170.00000000000347,192.99999999999872,38.0000000000047,,828.0000000000175
2018.03.26,205.99999999999508,173.00000000000094,140.0000000000068,-54.999999999993946,181.00000000000892,184.99999999999073,66.00000000001049,,896.0000000000189
2018.03.26,207.00000000000162,139.00000000000023,152.0000000000188,-107.99999999999699,73.99999999999629,21.00000000000435,-49.99999999999449,,435.00000000002973
2018.03.26,155.00000000001623,46.0000000000127,121.99999999999989,-117.99999999999588,18.0000000000069,-36.999999999998145,-48.000000000003595,,138.00000000003809
2018.03.26,221.00000000000452,103.00000000000864,158.0000000000137,-132.99999999999423,36.999999999998145,-94.00000000001629,-187.00000000000384,,105.0000000000106
2018.03.26,287.000000000015,196.0000000000184,215.00000000000963,-169.99999999999238,31.000000000003247,-117.00000000001154,-190.00000000000128,,252.00000000004118
2018.03.26,245.0000000000063,158.0000000000137,213.00000000001873,-176.99999999999383,5.000000000010552,-110.00000000001009,-133.00000000000534,,201.00000000004002
2018.03.26,307.99999999999716,204.00000000000418,229.00000000001253,-202.9999999999976,-22.999999999995246,-229.00000000001253,-198.99999999999363,,87.0000000000149
2018.03.26,290.00000000001245,194.0000000000053,228.00000000000597,-188.9999999999947,8.000000000008,-130.0000000000079,-381.0000000000091,,20.00000000001984
2018.03.26,310.9999999999946,256.00000000001177,251.00000000000122,-165.9999999999995,90.99999999999665,-96.00000000000719,-502.00000000000244,,144.99999999999517
2018.03.26,341.00000000001353,238.0000000000049,233.00000000001654,-164.99999999999292,63.000000000013046,-124.00000000001299,-537.0000000000097,,49.000000000032514
2018.03.26,329.00000000000153,235.00000000000742,236.00000000001398,-164.99999999999292,68.00000000000139,-182.0000000000155,-469.99999999999267,,51.00000000002325
2018.03.26,330.0000000000081,247.00000000001944,255.00000000000523,-165.9999999999995,97.00000000001374,-89.00000000000574,-453.99999999999886,,220.0000000000423
2018.03.26,273.0000000000121,236.00000000001398,254.00000000002086,-158.99999999999804,107.99999999999699,-38.0000000000047,-391.9999999999924,,282.0000000000489
2018.03.26,273.0000000000121,216.00000000001617,257.0000000000183,-178.00000000000037,73.99999999999629,-109.00000000000354,-504.9999999999999,,28.00000000003911
2018.03.26,212.00000000001216,161.00000000001114,256.00000000001177,-185.99999999999727,55.000000000005045,-97.9999999999981,-432.0000000000102,,-31.999999999965496
2018.03.26,242.00000000000887,150.00000000000568,316.0000000000052,-274.9999999999919,-62.000000000006494,-289.0000000000059,-767.9999999999909,,-685.9999999999754
2018.03.26,304.00000000001535,123.00000000000644,374.0000000000077,-374.999999999992,-197.99999999998707,-483.0000000000112,-893.9999999999948,,-1148.9999999999557
2018.03.26,497.99999999999847,377.0000000000051,349.0000000000215,-267.99999999999045,2.999999999997449,-232.00000000000998,-624.0000000000023,,103.00000000001978
2018.03.26,578.9999999999961,331.999999999999,403.00000000002,-274.9999999999919,63.000000000013046,-165.00000000001512,-696.0000000000077,,241.0000000000133
2018.03.26,534.9999999999966,367.0000000000062,402.0000000000135,-266.999999999995,76.0000000000094,-202.9999999999976,-680.9999999999983,,229.00000000003456
2018.03.26,634.0000000000013,425.0000000000087,357.00000000000733,-171.99999999999437,219.00000000001364,-97.9999999999981,-565.9999999999999,,799.0000000000385
2018.03.26,700.0000000000117,547.0000000000086,448.000000000004,-182.99999999999983,322.00000000000006,82.00000000000429,-455.0000000000054,,1461.0000000000236
