date,GBPUSD,EURUSD,EURCHF,CADCHF,EURCAD,EURAUD,EURNZD,empty,sum
2018.03.26,-19.999999999997797,-11.999999999989797,0.0,-92.99999999999864,-5.999999999994898,-12.999999999996348,-200.00000000000017,,-343.99999999997766
2018.03.26,-14.999999999987246,43.999999999999595,-29.999999999996696,-66.99999999999484,78.00000000000028,79.99999999999119,-116.99999999998934,,-26.999999999977064
2018.03.26,136.00000000000279,74.0000000000185,7.0000000000014495,-70.99999999999883,85.00000000000173,79.99999999999119,-25.999999999992696,,285.0000000000241
2018.03.26,157.00000000000713,129.00000000000134,108.00000000001918,-68.00000000000139,148.00000000001478,109.99999999998789,34.000000000000696,,618.0000000000296
2018.03.26,195.9999999999962,134.00000000001188,135.00000000001845,-117.99999999999588,53.00000000001415,21.00000000000435,-49.99999999999449,,371.0000000000546
2018.03.26,137.00000000000932,37.00000000002035,118.00000000001809,-119.99999999999788,5.999999999994898,-42.0000000000087,-68.00000000000139,,68.00000000003465
2018.03.26,127.99999999999478,20.000000000020002,112.000000000001,-179.99999999999127,-49.99999999999449,-150.00000000000568,-224.000000000002,,-343.9999999999776
2018.03.26,217.0000000000005,97.00000000001374,154.0000000000097,-191.99999999999218,-38.0000000000047,-173.00000000000094,-225.99999999999287,,-160.99999999996666
2018.03.26,242.00000000000887,152.0000000000188,163.00000000000205,-212.99999999999653,-59.99999999999339,-219.99999999999798,-249.99999999999466,,-185.9999999999529
2018.03.26,229.00000000001253,143.00000000000423,199.00000000001583,-203.99999999999307,-24.999999999986144,-251.00000000000122,-219.99999999999798,,-128.99999999994577
2018.03.26,279.00000000000705,174.00000000000747,201.00000000000674,-207.99999999999707,-29.999999999996696,-255.00000000000523,-425.0000000000087,,-263.9999999999864
2018.03.26,277.00000000001614,180.0000000000024,220.00000000002018,-207.99999999999707,-9.999999999998899,-161.99999999999548,-548.9999999999995,,-251.99999999995237
2018.03.26,312.00000000000114,235.00000000000742,214.00000000000307,-170.99999999999892,59.99999999999339,-139.00000000000023,-591.9999999999925,,-80.99999999998658
2018.03.26,312.00000000000114,223.00000000001762,215.00000000000963,-179.99999999999127,41.000000000002146,-185.99999999999727,-558.9999999999984,,-133.99999999995634
2018.03.26,310.9999999999946,215.00000000000963,236.00000000001398,-182.99999999999983,49.99999999999449,-191.00000000000784,-539.0000000000006,,-100.99999999999545
2018.03.26,272.00000000000557,226.00000000001506,248.00000000000378,-175.99999999999838,73.99999999999629,-110.99999999999443,-499.9999999999893,,33.00000000003854
2018.03.26,241.00000000000233,185.00000000001293,245.0000000000063,-190.00000000000128,46.0000000000127,-124.99999999999733,-526.9999999999886,,-124.99999999995288
2018.03.26,198.00000000000927,151.00000000001222,251.00000000000122,-208.99999999999253,29.999999999996696,-153.00000000000313,-520.0000000000093,,-251.9999999999855
2018.03.26,202.00000000001327,119.00000000000244,243.00000000001543,-280.9999999999979,-68.99999999998573,-300.00000000001137,-958.9999999999987,,-1044.9999999999627
2018.03.26,209.9999999999991,121.99999999999989,314.00000000001427,-391.9999999999924,-234.00000000000088,-516.0000000000053,-899.0000000000053,,-1394.999999999991
2018.03.26,241.00000000000233,93.00000000000975,323.0000000000066,-388.9999999999949,-221.99999999998886,-507.000000000013,-913.9999999999926,,-1374.9999999999707
2018.03.26,456.9999999999963,294.0000000000165,340.00000000000693,-306.9999999999906,-18.999999999991246,-280.0000000000136,-706.0000000000066,,-220.99999999998255
2018.03.26,465.0000000000043,245.0000000000063,349.0000000000215,-326.9999999999995,-55.99999999998939,-256.00000000001177,-770.000000000004,,-349.99999999997243
2018.03.26,480.99999999999807,341.00000000001353,332.00000000002115,-283.99999999999534,32.999999999994145,-248.00000000000378,-739.0000000000008,,-83.99999999997294
2018.03.26,622.0000000000115,421.0000000000047,314.00000000001427,-184.99999999999073,207.00000000000162,-120.00000000000898,-601.9999999999915,,657.0000000000408
2018.03.26,696.0000000000077,522.0000000000002,412.00000000001234,-248.99999999999923,204.00000000000418,-110.99999999999443,-588.9999999999951,,885.0000000000354
