date,EURUSD,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPCAD,EURCAD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2016.09.19,-22.0000000000109,-7.999999999995566,-61.99999999998429,-160.00000000000458,-70.0000000000034,-71.00000000000995,-74.0000000000185,-93.99999999999409,-46.00000000000648,-6.999999999990791,-121.99999999999989,-149.9999999999835,,-886.0000000000019
2016.09.19,-19.999999999997797,47.000000000011255,-75.00000000000284,-221.00000000000452,-104.00000000000409,-79.00000000000685,-97.00000000001374,-124.99999999999733,12.000000000000455,40.00000000000625,-135.99999999999167,-55.99999999998939,,-813.9999999999903
2016.09.19,-15.999999999993797,69.00000000000261,43.00000000001525,-198.00000000000927,-131.00000000000333,-58.000000000002494,-116.00000000000499,-76.99999999999375,61.99999999999761,33.00000000000125,-156.99999999999602,7.0000000000014495,,-538.9999999999854
2016.09.19,5.999999999994898,97.00000000000841,110.99999999999443,-146.00000000000168,-141.00000000000225,-35.00000000000725,-243.00000000001543,-99.00000000000463,116.99999999999022,144.00000000000546,-198.99999999999363,19.999999999997797,,-368.0000000000337
2016.09.19,22.999999999995246,129.0000000000049,103.00000000000864,-154.0000000000097,-253.0000000000032,-60.00000000000449,-169.00000000001913,-41.99999999998649,167.99999999999216,225.00000000000853,-221.99999999999997,2.999999999997449,,-249.00000000001606
2016.09.19,31.999999999987594,184.0000000000117,93.00000000000975,-165.9999999999995,-284.0000000000065,-73.00000000000084,-50.0000000000167,-32.999999999994145,296.99999999999704,291.000000000011,-209.9999999999991,83.9999999999952,,164.9999999999956
2016.09.19,1.0000000000065512,173.00000000000182,150.00000000000568,-175.99999999999838,-309.0000000000037,-33.000000000005244,-64.0000000000196,63.000000000013046,317.99999999999784,306.0000000000116,-190.00000000000128,112.000000000001,,351.00000000000927
2016.09.19,8.999999999992347,60.000000000002274,249.99999999999466,-178.99999999999582,-334.00000000000097,18.999999999991246,-69.00000000000794,102.00000000000209,270.9999999999866,262.00000000000045,-185.99999999999727,117.00000000001154,,321.99999999997925
2016.09.19,31.999999999987594,50.00000000001137,253.00000000001432,-163.00000000000205,-396.00000000000745,28.999999999990145,-148.00000000001478,42.0000000000087,257.99999999999557,252.00000000000955,-234.99999999999633,120.00000000000898,,94.00000000000566
2016.09.19,65.00000000000395,-24.999999999991473,297.9999999999983,-178.00000000001148,-476.0000000000098,56.99999999999594,-90.00000000001229,154.0000000000097,378.9999999999907,334.0000000000032,-261.99999999999557,124.00000000001299,,379.9999999999942
2016.09.19,99.00000000000463,-64.99999999999773,273.9999999999965,-180.0000000000024,-487.0000000000041,44.99999999999504,52.99999999999194,259.0000000000092,409.9999999999966,353.00000000000864,-271.9999999999945,175.00000000001404,,664.000000000018
