date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,GBPCAD,EURJPY,EURCAD,CADJPY,AUDCAD,empty,sum
2015.06.15,-56.99999999999594,-99.00000000000463,85.99999999999852,-12.999999999996348,-120.99999999999334,-18.999999999991246,96.99999999999153,-186.9999999999834,-158.99999999999804,84.00000000000318,-24.000000000001798,,-411.9999999999716
2015.06.15,-26.000000000003798,4.999999999988347,40.00000000000625,-1.999999999990898,-34.99999999999615,46.0000000000127,153.00000000000313,4.000000000019099,-45.000000000006146,31.999999999996476,68.99999999999685,,241.00000000002586
2015.06.15,-7.9999999999968985,-53.00000000001415,129.0000000000049,31.000000000003247,51.000000000001044,-17.000000000000348,188.00000000001037,-165.99999999999682,-133.99999999998968,122.99999999999045,166.99999999999494,,311.00000000000705
2015.06.15,-44.99999999999504,-130.0000000000079,123.00000000000466,-9.999999999998899,75.9999999999983,-41.99999999998649,188.00000000001037,-256.0000000000002,-178.99999999999582,149.0000000000009,230.99999999999233,,105.00000000002217
2015.06.15,0.999999999995449,-49.00000000001015,141.00000000000534,41.000000000002146,79.00000000000685,-34.000000000000696,209.9999999999991,-187.99999999998818,-143.00000000000423,123.99999999999523,190.00000000000128,,372.0000000000021
2015.06.15,-17.999999999995797,-102.00000000000209,123.00000000000466,-2.999999999997449,94.00000000000519,-58.99999999998684,211.00000000000563,-219.99999999999886,-160.00000000000458,146.0000000000008,246.99999999999721,,259.00000000002785
2015.06.15,305.99999999999517,-33.00000000001635,267.0000000000101,75.00000000000284,184.00000000000637,-350.9999999999902,157.99999999999147,-293.9999999999827,-157.99999999999147,200.9999999999934,290.9999999999968,,646.0000000000153
2015.06.15,165.9999999999995,-85.00000000000173,308.00000000000693,76.99999999999375,219.99999999999798,-256.99999999999613,167.00000000000603,-402.9999999999916,-228.00000000000597,231.99999999999932,339.99999999999585,,537.0000000000039
2015.06.15,243.99999999999977,-2.999999999997449,355.000000000004,148.99999999999915,209.9999999999991,-259.9999999999936,123.99999999999079,-359.9999999999852,-209.9999999999991,210.99999999999852,268.0000000000016,,728.0000000000175
2015.06.15,378.999999999996,79.99999999999119,310.0000000000023,161.00000000001114,169.00000000000804,-328.9999999999793,205.99999999999508,-203.00000000000296,-123.99999999999079,167.99999999999216,212.00000000000108,,1029.0000000000239
2015.06.15,297.00000000000284,48.000000000003595,317.99999999999784,163.00000000000205,189.00000000000583,-273.9999999999965,173.00000000000094,-251.99999999998113,-168.99999999999693,167.99999999999216,234.99999999999633,,896.0000000000271
2015.06.15,278.00000000000045,58.99999999998684,326.9999999999982,181.00000000000892,216.0000000000051,-235.99999999999176,175.99999999999838,-247.99999999999045,-170.00000000000347,161.99999999999193,246.99999999999721,,992.0000000000011
2015.06.15,211.00000000000563,-26.0000000000149,296.0000000000065,164.00000000000858,182.00000000000438,-238.99999999998923,200.00000000000017,-319.9999999999932,-256.99999999999613,152.00000000000102,219.00000000000253,,582.0000000000354
2015.06.15,214.00000000000307,-34.000000000000696,269.00000000000546,188.9999999999947,202.9999999999976,-248.99999999998812,242.00000000000887,-298.9999999999782,-296.9999999999917,107.99999999998988,227.99999999999488,,574.0000000000358
2015.06.15,226.00000000000398,-7.0000000000014495,269.00000000000546,171.00000000001003,196.00000000000728,-238.99999999998923,175.99999999999838,-262.00000000000045,-242.99999999999324,121.99999999999989,239.0000000000003,,648.0000000000409
2015.06.15,195.9999999999962,-11.00000000000545,290.00000000000625,188.9999999999947,263.99999999999756,-223.99999999997976,184.99999999999073,-293.9999999999827,-270.99999999999903,121.99999999999989,295.0000000000008,,741.0000000000191
2015.06.15,251.99999999999667,131.99999999999878,326.0000000000076,188.9999999999947,274.00000000000756,-145.99999999997948,171.00000000001003,-165.99999999999682,-96.00000000000719,149.99999999999147,312.00000000000114,,1398.0000000000243
2015.06.15,343.00000000000443,221.00000000000452,343.0000000000035,202.9999999999976,282.99999999999994,-171.99999999999437,103.99999999999298,-72.00000000000273,7.0000000000014495,155.9999999999917,324.9999999999975,,1740.9999999999966
2015.06.15,265.0000000000041,48.000000000003595,204.9999999999983,104.99999999999955,155.00000000000514,-227.99999999998377,171.00000000001003,-129.99999999999545,-96.99999999999153,126.99999999999534,226.99999999999943,,848.0000000000447
2015.06.15,90.99999999999665,-143.00000000000423,263.00000000000523,51.000000000001044,114.99999999999844,-213.99999999998087,1.999999999990898,-429.9999999999784,-279.00000000000705,220.99999999998943,217.99999999999596,,-104.9999999999929
