date,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.20,-43.999999999999595,-611.9999999999948,-534.9999999999966,0.0,-21.999999999999797,-122.99999999999045,-133.00000000000534,-69.9999999999923,-245.0000000000063,0.0,-96.99999999999153,-80.99999999999774,0.0,-68.00000000000139,-106.99999999999044,-93.99999999999409,,-2230.99999999996
2016.06.20,-153.00000000000313,-670.9999999999923,-459.0000000000094,360.0000000000048,-21.00000000000435,-265.99999999999113,-36.999999999998145,148.99999999999915,-195.00000000001182,1103.999999999999,-106.99999999999044,-5.000000000010552,807.0000000000022,-77.00000000000485,-105.99999999999498,-139.9999999999846,,183.00000000000944
2016.06.20,-229.00000000001253,-686.9999999999976,-461.0000000000003,179.00000000000693,-193.00000000000983,-444.9999999999932,-124.99999999999733,68.00000000000139,-622.0000000000115,840.0000000000034,-78.99999999998464,-303.0000000000088,472.999999999999,-213.00000000000762,-61.999999999995396,-146.00000000000168,,-2005.0000000000098
2016.06.20,-175.00000000001404,-700.9999999999934,-472.9999999999901,190.00000000000128,-101.00000000000664,-298.0000000000018,-146.00000000000168,123.00000000000644,-690.0000000000128,963.0000000000081,42.0000000000087,-185.99999999999727,533.9999999999918,-218.00000000000708,-232.99999999999432,-278.9999999999848,,-1647.9999999999875
2016.06.20,-83.00000000001084,-688.999999999993,-472.00000000000574,201.00000000000674,8.999999999992347,-274.0000000000009,-265.99999999999955,116.00000000000499,-940.0000000000075,957.0000000000078,78.00000000000028,-196.0000000000184,460.9999999999985,-210.00000000001017,-273.9999999999965,-295.99999999998516,,-1878.0000000000175
2016.06.20,10.999999999983245,-677.9999999999973,-522.0000000000002,204.99999999999963,3.999999999992898,-174.99999999999716,-256.99999999999613,111.00000000000554,-2052.0000000000095,1039.0000000000014,196.0000000000184,-196.0000000000184,471.00000000000364,-193.00000000000983,-262.999999999991,-302.9999999999866,,-2602.000000000002
2016.06.20,83.9999999999952,-653.9999999999964,-425.0000000000087,362.00000000000676,112.000000000001,54.000000000002046,-236.00000000000287,78.00000000000028,-1883.9999999999968,1237.000000000009,223.00000000001762,-212.00000000001216,703.000000000003,-12.000000000000899,-381.99999999999346,-278.9999999999848,,-1230.9999999999607
2016.06.20,201.99999999999108,-731.9999999999993,-483.99999999999557,434.000000000001,135.99999999999167,250.0,-187.9999999999993,89.00000000000574,-1533.0000000000066,1457.9999999999984,133.00000000000534,-217.0000000000005,885.0000000000051,88.99999999999464,-378.999999999996,-207.00000000000162,,-64.00000000000583
2016.06.20,166.99999999998383,-739.9999999999949,-492.9999999999879,424.00000000000216,132.99999999999423,251.00000000000477,-184.00000000000637,92.00000000000318,-1463.9999999999986,1456.0000000000032,210.0000000000213,-194.0000000000053,871.9999999999999,-4.000000000004,-300.99999999999574,-207.00000000000162,,18.00000000001822
2016.06.20,180.0000000000024,-679.000000000002,-506.9999999999908,364.00000000000875,144.99999999999514,170.0000000000017,-251.99999999999667,117.00000000000044,-1672.0000000000068,1343.0000000000036,253.00000000001432,-131.00000000001444,757.000000000005,-69.00000000000794,-367.99999999999056,-288.99999999998374,,-637.9999999999619
