date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,AUDNZD,empty,sum
2016.10.03,-17.000000000000348,-109.00000000000354,-49.99999999999449,-126.0000000000039,-48.99999999999905,110.00000000001009,-17.000000000000348,-7.9999999999968985,-30.999999999992145,-341.99999999999784,-312.00000000000114,-189.99999999999773,-293.99999999999426,-211.99999999998997,-45.000000000006146,103.00000000000864,-3.999999999981796,,-1592.9999999999409
2016.10.03,-129.00000000000134,-241.00000000000233,-139.00000000000023,-51.000000000001044,-55.000000000005045,103.00000000000864,60.00000000000449,9.999999999998899,-12.999999999996348,-441.0000000000025,-463.9999999999977,-266.00000000000534,-326.0000000000041,-286.00000000000847,87.99999999999919,75.00000000000284,-117.99999999999588,,-2193.000000000007
2016.10.03,63.99999999999739,-188.00000000001037,-112.000000000001,-154.0000000000097,-56.0000000000005,287.000000000015,-81.9999999999932,148.0000000000037,0.0,-487.99999999999955,-451.99999999998573,-307.00000000000216,-398.9999999999938,-306.00000000000625,72.0000000000054,144.0000000000108,-100.99999999999554,,-1929.999999999965
2016.10.03,56.99999999999594,-160.00000000000458,-90.00000000001229,-202.9999999999976,-9.999999999998899,246.00000000001288,-30.999999999992145,80.99999999999774,9.00000000000345,-517.9999999999962,-534.9999999999966,-381.0000000000002,-421.99999999998903,-375.9999999999986,-29.00000000001235,114.99999999999844,-80.99999999999774,,-2327.9999999999877
2016.10.03,34.000000000000696,-119.00000000000244,-75.00000000000284,-280.9999999999979,17.999999999995797,209.00000000001472,11.00000000000545,7.0000000000014495,26.999999999999247,-571.9999999999948,-543.999999999989,-358.99999999999466,-489.99999999999045,-414.00000000000324,-157.00000000000713,144.0000000000108,-15.999999999993797,,-2576.9999999999477
2016.10.03,80.99999999999774,-114.99999999999844,-63.99999999999739,-251.00000000000122,107.99999999999699,246.99999999999721,67.00000000000594,-61.999999999995396,23.00000000000635,-524.9999999999977,-724.9999999999978,-427.99999999999727,-448.9999999999883,-563.0000000000024,-340.00000000000693,2.999999999997449,-0.9999999999843467,,-2993.999999999966
2016.10.03,78.00000000000028,-163.00000000000205,-32.999999999994145,-18.0000000000069,15.999999999993797,222.00000000001108,-24.999999999997247,-64.99999999999284,-31.999999999998696,-280.9999999999979,-595.9999999999966,-314.9999999999977,-139.9999999999846,-356.00000000000074,-324.9999999999975,-58.99999999998684,134.00000000001188,,-1957.9999999999368
2016.10.03,82.99999999999974,-97.9999999999981,-39.999999999995595,-93.00000000000975,-1.0000000000065512,231.0000000000034,-39.999999999995595,-19.00000000000235,17.000000000000348,-293.99999999999426,-482.00000000000466,-153.0000000000058,-236.99999999999832,-337.99999999999386,-246.99999999999721,24.000000000001798,97.00000000001374,,-1589.9999999999832
2016.10.03,88.99999999999464,-160.00000000000458,-39.999999999995595,-89.00000000000574,37.99999999999359,238.0000000000049,-10.999999999994348,-52.99999999999194,-24.000000000001798,-371.00000000001023,-644.0000000000001,-117.00000000000443,-232.99999999999432,-408.9999999999927,-323.99999999999096,-28.999999999990145,103.00000000000864,,-2035.999999999975
2016.10.03,43.999999999999595,-158.99999999999804,-103.00000000000864,-85.00000000000173,-1.0000000000065512,250.00000000001688,-14.999999999998348,-52.99999999999194,29.000000000001247,-361.9999999999957,-558.9999999999984,-308.9999999999975,-307.99999999999716,-418.0000000000073,-343.00000000000443,16.000000000016,114.0000000000141,,-2261.999999999958
2016.10.03,97.9999999999981,-161.00000000001114,-90.00000000001229,-76.99999999999375,-25.00000000000835,296.0000000000074,-78.99999999999574,-7.0000000000014495,14.000000000002899,-354.0000000000099,-506.9999999999908,-358.0000000000041,-280.9999999999979,-353.0000000000033,-303.9999999999932,43.00000000001525,129.00000000000134,,-2015.9999999999968
2016.10.03,130.99999999999224,-151.00000000001222,-51.000000000001044,-80.00000000001339,-31.000000000003247,296.0000000000074,-112.99999999999643,41.000000000002146,-9.999999999998899,-346.0000000000019,-475.0000000000032,-289.0000000000015,-238.0000000000049,-287.9999999999994,-200.00000000000017,56.99999999999594,102.00000000000209,,-1645.0000000000366
2016.10.03,105.99999999999498,-269.00000000000813,-69.00000000000794,-38.0000000000047,-43.999999999999595,286.00000000000847,-101.99999999999099,35.00000000000725,-75.9999999999983,-446.9999999999974,-605.9999999999955,-352.99999999999443,-210.99999999998343,-289.9999999999903,-201.00000000000674,39.00000000001125,102.00000000000209,,-2137.999999999953
2016.10.03,82.99999999999974,-274.00000000001864,-73.99999999999629,-55.000000000005045,-4.000000000004,262.00000000000665,-43.999999999999595,11.00000000000545,-73.99999999999629,-472.00000000000574,-700.999999999996,-319.0000000000026,-238.0000000000049,-374.999999999992,-219.99999999999798,-2.999999999997449,52.000000000007596,,-2444.999999999997
2016.10.03,101.99999999999099,-197.00000000000273,-68.00000000000139,-113.99999999999189,76.99999999999375,279.00000000000705,18.0000000000069,-56.99999999999594,-27.999999999994696,-452.99999999999227,-781.9999999999939,-305.9999999999974,-297.9999999999983,-522.0000000000002,-391.9999999999924,-61.99999999998429,70.99999999999883,,-2731.9999999999477
2016.10.03,95.00000000000064,-228.00000000000597,-75.00000000000284,-110.00000000001009,44.99999999999504,278.00000000000045,-2.999999999997449,-59.99999999999339,-40.99999999999105,-483.99999999999557,-744.9999999999957,-230.00000000000398,-302.0000000000023,-469.0000000000083,-394.00000000000546,-24.000000000001798,101.00000000001774,,-2646.0
2016.10.03,120.99999999999334,-266.0000000000107,-63.99999999999739,-86.99999999999264,4.999999999999449,297.9999999999983,-68.00000000000139,-52.99999999999194,-73.00000000000084,-496.99999999999187,-702.9999999999869,-280.00000000000114,-259.9999999999936,-380.00000000000256,-411.0000000000058,9.999999999998899,184.00000000000637,,-2523.9999999999804
2016.10.03,115.99999999999389,-205.00000000001074,-18.0000000000069,-96.00000000000719,36.999999999998145,249.00000000001032,-31.999999999998696,-75.9999999999983,-66.99999999999484,-435.9999999999919,-702.9999999999869,-320.99999999999795,-207.99999999998596,-380.00000000000256,-395.000000000012,-24.000000000001798,168.0000000000126,,-2390.9999999999804
2016.10.03,100.00000000000009,-148.99999999999915,-79.00000000000685,-133.00000000000534,-13.00000000000745,287.9999999999994,-65.99999999999939,-26.999999999999247,16.0000000000049,-409.99999999999926,-522.9999999999845,-218.9999999999941,-329.99999999998585,-367.99999999999056,-331.999999999999,66.99999999999484,141.00000000001333,,-2036.999999999958
2016.10.03,95.99999999999609,140.99999999999113,-28.000000000005798,-181.00000000000892,-24.000000000001798,236.00000000001398,-73.00000000000084,18.0000000000069,175.00000000000293,-90.99999999999665,-105.99999999998388,-161.00000000000136,-319.0000000000026,-276.9999999999939,-158.99999999999804,117.99999999999588,86.0000000000083,,-548.9999999999786
2016.10.03,103.99999999999298,607.9999999999864,-4.000000000004,-106.00000000000608,-24.000000000001798,219.00000000001364,-80.99999999999774,17.000000000000348,469.0000000000083,617.0000000000009,493.0000000000101,-84.00000000000318,-204.00000000000418,-248.00000000000378,-131.99999999999878,63.000000000013046,87.99999999999919,,1795.0000000000052
