date,USDCAD,AUDUSD,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.03.28,-22.999999999995246,-11.999999999989797,-57.00000000000705,-141.9999999999959,-73.00000000001194,-130.99999999999224,-99.99999999998899,-7.000000000005002,-54.99999999999261,-97.00000000000264,-202.0000000000022,-127.99999999999478,,-1026.9999999999784
2016.03.28,76.0000000000094,43.00000000000415,-63.99999999999739,-68.9999999999884,43.999999999999595,154.0000000000097,-194.0000000000053,-52.99999999999727,-0.999999999990564,-0.999999999995449,46.999999999997044,14.000000000002899,,-3.999999999951598
2016.03.28,-21.999999999988695,-106.99999999999044,-53.00000000000304,129.0000000000191,-21.00000000000435,-21.999999999988695,-38.0000000000047,-176.00000000000193,118.99999999999977,-166.99999999999494,30.000000000007798,-25.999999999992696,,-353.9999999999428
2016.03.28,2.0000000000131024,21.999999999999797,-51.99999999999649,242.999999999995,11.999999999989797,282.0000000000045,34.000000000000696,-111.99999999999477,195.99999999999795,9.00000000000345,85.99999999999719,52.000000000007596,,774.0000000000177
2016.03.28,-22.999999999995246,-26.999999999999247,-31.000000000003247,235.00000000001364,48.000000000003595,205.99999999999508,-89.99999999999008,-153.0000000000058,156.0000000000059,-27.999999999994696,36.0000000000027,-86.99999999999264,,242.00000000003988
2016.03.28,-7.0000000000014495,-26.999999999999247,-36.0000000000027,292.0000000000016,-4.000000000004,212.99999999999653,-117.99999999999588,-168.99999999999693,162.00000000000614,-26.999999999999247,31.000000000003247,-89.00000000000574,,221.00000000000222
2016.03.28,46.0000000000127,16.0000000000049,-45.000000000006146,298.0000000000018,75.00000000000284,234.00000000000088,-265.99999999998846,-135.00000000000512,109.00000000000887,-2.000000000002,-5.999999999994898,-93.99999999999409,,230.00000000004127
2016.03.28,-7.999999999985796,57.00000000000705,-60.99999999999994,311.00000000000705,-73.00000000001194,276.9999999999939,-190.99999999998562,-192.99999999999784,174.0000000000066,41.000000000002146,1.0000000000065512,-36.999999999998145,,298.00000000004405
2016.03.28,-26.999999999999247,21.00000000000435,-67.00000000000594,412.00000000000614,-96.99999999999153,161.00000000001114,-45.000000000006146,-236.99999999999477,262.00000000000045,22.999999999995246,34.000000000000696,18.999999999991246,,459.0000000000116
2016.03.28,-100.99999999999554,12.000000000000899,-67.00000000000594,396.000000000015,-161.00000000001114,154.99999999999403,-72.0000000000054,-233.0000000000041,239.00000000000432,46.00000000000159,-12.000000000000899,-25.00000000000835,,176.99999999998448
2016.03.28,-86.99999999999264,6.0000000000060005,-41.000000000002146,501.0000000000048,-198.00000000000927,106.00000000000608,-85.99999999998609,-322.00000000000273,277.000000000001,29.999999999996696,-41.9999999999976,-60.99999999999994,,83.00000000002416
2016.03.28,-87.99999999999919,12.000000000000899,-55.000000000005045,575.9999999999934,-165.9999999999995,144.0000000000108,-188.9999999999947,-329.9999999999983,301.00000000000193,60.00000000000449,-25.999999999992696,-49.00000000001015,,190.00000000001194
2016.03.28,-64.99999999998174,20.0000000000089,-60.00000000000449,614.0000000000043,-99.00000000000463,205.00000000001074,-217.99999999998488,-314.9999999999977,281.9999999999965,63.99999999999739,-29.000000000001247,-39.999999999995595,,359.00000000004763
2016.03.28,-146.99999999998602,-64.99999999999284,-58.99999999999794,608.0000000000041,-120.99999999999334,22.0000000000109,-139.00000000000023,-402.000000000001,319.0000000000026,-4.999999999999449,-29.000000000001247,-95.00000000000064,,-112.99999999995512
