date,USDCAD,AUDUSD,AUDJPY,empty,sum
2021.01.11,-65.99999999998829,-56.0000000000005,-11.00000000000989,,-132.9999999999987
2021.01.11,-36.999999999998145,-36.999999999998145,21.99999999999136,,-52.00000000000493
2021.01.11,-173.00000000000094,-111.00000000000554,12.000000000000455,,-272.000000000006
2021.01.11,-350.9999999999902,-392.00000000000347,-204.9999999999983,,-947.9999999999919
2021.01.11,-309.99999999998806,-333.0000000000055,-154.00000000001057,,-797.0000000000042
2021.01.11,-341.99999999999784,-357.00000000000733,-171.99999999999704,,-871.0000000000023
2021.01.11,-394.00000000000546,-413.0000000000078,-183.00000000000693,,-990.0000000000201
2021.01.11,-490.999999999997,-463.9999999999977,-204.00000000000773,,-1159.0000000000025
2021.01.11,-570.0000000000039,-574.0000000000078,-316.0000000000025,,-1460.0000000000143
2021.01.11,-510.99999999999477,-506.0000000000064,-264.00000000001,,-1281.0000000000111
2021.01.11,-543.0000000000045,-479.0000000000072,-228.9999999999992,,-1251.000000000011
2021.01.11,-570.0000000000039,-477.0000000000052,-222.0000000000084,,-1269.0000000000175
2021.01.11,-615.9999999999943,-556.0000000000009,-270.00000000001023,,-1442.0000000000055
2021.01.11,-649.999999999995,-587.0000000000042,-311.9999999999976,,-1548.9999999999968
2021.01.11,-628.9999999999907,-580.0000000000027,-302.99999999999727,,-1511.9999999999907
2021.01.11,-632.9999999999947,-574.0000000000078,-302.99999999999727,,-1509.9999999999998
2021.01.11,-648.0000000000041,-580.0000000000027,-331.00000000000307,,-1559.00000000001
2021.01.11,-574.9999999999922,-507.0000000000019,-268.0000000000007,,-1349.9999999999948
2021.01.11,-584.9999999999911,-482.00000000000466,-258.0000000000098,,-1325.0000000000057
2021.01.11,-670.9999999999993,-535.0000000000077,-277.000000000001,,-1483.0000000000082
2021.01.11,-663.999999999998,-529.0000000000017,-269.00000000000546,,-1462.000000000005
2021.01.11,-658.9999999999874,-486.00000000000864,-290.00000000000625,,-1435.0000000000023
2021.01.11,-591.0000000000082,-414.9999999999987,-239.00000000000432,,-1245.0000000000111
2021.01.11,-689.9999999999907,-426.00000000000415,-228.00000000000864,,-1344.0000000000034
2021.01.11,-751.9999999999972,-426.00000000000415,-230.00000000000398,,-1408.0000000000055
2021.01.11,-777.0000000000055,-397.99999999999835,-162.9999999999967,,-1338.0000000000005
2021.01.11,-848.0000000000043,-467.0000000000063,-233.0000000000041,,-1548.0000000000148
2021.01.11,-845.9999999999912,-468.00000000000176,-236.0000000000042,,-1549.9999999999973
2021.01.11,-865.0000000000047,-531.0000000000036,-240.99999999999966,,-1637.0000000000077
2021.01.11,-797.9999999999876,-483.0000000000001,-210.99999999999852,,-1491.9999999999864
2021.01.11,-998.9999999999943,-570.9999999999993,-240.99999999999966,,-1810.9999999999932
2021.01.11,-1363.9999999999875,-746.9999999999976,-424.0000000000066,,-2534.999999999992
2021.01.11,-1354.999999999995,-806.0000000000067,-481.00000000000875,,-2642.0000000000105
2021.01.11,-1316.9999999999905,-852.0000000000083,-451.9999999999982,,-2620.999999999997
2021.01.11,-1273.9999999999973,-839.0000000000009,-444.0000000000026,,-2557.000000000001
2021.01.11,-1192.9999999999995,-687.0000000000043,-367.00000000000443,,-2247.000000000008
2021.01.11,-1046.999999999998,-653.999999999999,-356.9999999999993,,-2057.9999999999964
2021.01.11,-873.999999999997,-569.0000000000084,-287.9999999999967,,-1731.0000000000023
2021.01.11,-739.0000000000008,-411.0000000000058,-185.00000000000227,,-1335.0000000000089
2021.01.11,-760.9999999999894,-411.0000000000058,-171.99999999999704,,-1343.9999999999923
2021.01.11,-720.9999999999939,-421.0000000000047,-195.99999999999795,,-1337.9999999999966
2021.01.11,-795.9999999999967,-485.0000000000021,-227.00000000000387,,-1508.0000000000027
2021.01.11,-797.9999999999876,-422.00000000000017,-207.00000000000784,,-1426.9999999999955
2021.01.11,-780.000000000003,-443.99999999999994,-210.00000000000796,,-1434.000000000011
2021.01.11,-811.9999999999905,-506.0000000000064,-275.0000000000057,,-1593.0000000000025
2021.01.11,-841.0000000000028,-516.0000000000053,-302.99999999999727,,-1660.0000000000055
2021.01.11,-825.9999999999934,-519.0000000000028,-276.00000000001046,,-1621.0000000000068
2021.01.11,-872.9999999999905,-565.0000000000044,-290.00000000000625,,-1728.0000000000014
2021.01.12,-849.9999999999952,-573.0000000000013,-335.9999999999985,,-1758.999999999995
2021.01.12,-836.9999999999989,-575.0000000000033,-293.00000000000637,,-1705.0000000000086
2021.01.12,-832.9999999999949,-562.0000000000069,-289.0000000000015,,-1684.0000000000032
2021.01.12,-780.000000000003,-486.00000000000864,-245.00000000000455,,-1511.0000000000161
2021.01.12,-848.0000000000043,-543.0000000000045,-290.00000000000625,,-1681.000000000015
2021.01.12,-851.9999999999861,-543.0000000000045,-276.00000000001046,,-1671.0000000000011
2021.01.12,-909.9999999999886,-602.0000000000025,-263.00000000000523,,-1774.9999999999964
2021.01.12,-926.0000000000045,-621.0000000000049,-277.000000000001,,-1824.0000000000105
2021.01.12,-892.0000000000039,-587.9999999999997,-280.00000000000114,,-1760.0000000000048
2021.01.12,-886.9999999999934,-582.0000000000048,-239.00000000000432,,-1708.0000000000025
2021.01.12,-882.9999999999893,-570.0000000000039,-219.0000000000083,,-1672.0000000000014
2021.01.12,-842.9999999999937,-543.0000000000045,-204.00000000000773,,-1590.000000000006
2021.01.12,-868.9999999999865,-596.0000000000076,-260.0000000000051,,-1724.999999999999
2021.01.12,-912.999999999986,-646.0000000000022,-296.99999999999704,,-1855.9999999999852
2021.01.12,-873.999999999997,-634.0000000000013,-280.00000000000114,,-1787.9999999999993
2021.01.12,-798.9999999999942,-578.0000000000007,-230.00000000000398,,-1606.999999999999
2021.01.12,-706.0000000000066,-482.00000000000466,-185.00000000000227,,-1373.0000000000136
2021.01.12,-658.9999999999874,-431.99999999999903,-140.00000000000057,,-1230.9999999999868
2021.01.12,-571.9999999999948,-373.00000000000114,-118.00000000000921,,-1063.000000000005
2021.01.12,-503.99999999999335,-323.0000000000066,-73.0000000000075,,-900.0000000000075
2021.01.12,-604.9999999999889,-345.0000000000064,-43.00000000000637,,-993.0000000000016
2021.01.12,-631.9999999999882,-387.99999999999943,-75.00000000000284,,-1094.9999999999905
2021.01.12,-563.0000000000024,-361.0000000000002,-55.999999999997385,,-980.0
2021.01.12,-485.0000000000021,-231.99999999999886,45.99999999999227,,-671.0000000000086
2021.01.12,-533.0000000000057,-214.99999999999852,66.0000000000025,,-682.0000000000017
2021.01.12,-571.9999999999948,-314.99999999999864,3.0000000000001137,,-883.9999999999933
2021.01.12,-624.9999999999867,-350.00000000000585,-42.00000000000159,,-1016.9999999999941
2021.01.12,-645.0000000000067,-301.0000000000068,-10.000000000005116,,-956.0000000000186
2021.01.12,-629.9999999999973,-319.0000000000026,-10.000000000005116,,-959.000000000005
2021.01.12,-496.99999999999187,-274.00000000000756,30.9999999999917,,-740.0000000000077
2021.01.12,-646.9999999999976,-355.0000000000053,-32.00000000001069,,-1034.0000000000136
2021.01.12,-758.9999999999985,-519.0000000000028,-191.0000000000025,,-1469.0000000000039
2021.01.12,-750.0000000000063,-541.0000000000026,-210.00000000000796,,-1501.0000000000168
2021.01.12,-790.0000000000018,-544.0,-179.00000000000205,,-1513.0000000000039
2021.01.12,-790.9999999999861,-441.99999999999795,-97.00000000000841,,-1329.9999999999925
2021.01.12,-716.0000000000056,-335.0000000000075,-37.9999999999967,,-1089.00000000001
2021.01.12,-686.9999999999932,-275.000000000003,-5.000000000009663,,-967.0000000000058
2021.01.12,-609.9999999999994,-302.9999999999977,-43.99999999999693,,-956.9999999999941
2021.01.12,-655.0000000000056,-348.00000000000387,-121.00000000000932,,-1124.0000000000186
2021.01.12,-502.9999999999868,-253.0000000000032,-58.000000000006935,,-813.9999999999969
2021.01.12,-482.999999999989,-197.99999999999818,-14.000000000010004,,-694.9999999999972
2021.01.12,-377.0000000000051,-31.999999999998696,33.999999999991815,,-375.000000000012
2021.01.12,-350.9999999999902,26.999999999999247,101.99999999998965,,-222.0000000000013
2021.01.12,-265.0000000000041,114.99999999999844,140.00000000000057,,-10.000000000005087
2021.01.12,-279.00000000000705,158.99999999999804,152.00000000000102,,31.999999999992013
2021.01.12,-194.99999999998963,190.00000000000128,164.00000000000148,,159.00000000001313
2021.01.12,-205.99999999999508,214.99999999999852,161.00000000000136,,170.0000000000048
2021.01.12,-153.9999999999875,190.00000000000128,156.99999999999648,,193.00000000001026
2021.01.13,-163.00000000000205,144.99999999999514,91.99999999999875,,73.99999999999184
2021.01.13,-160.99999999998892,148.99999999999915,112.99999999999955,,101.00000000000978
2021.01.13,-156.00000000000057,159.9999999999935,134.9999999999909,,138.99999999998383
2021.01.13,-157.99999999999147,170.99999999999892,141.9999999999959,,155.00000000000335
2021.01.13,-104.99999999999955,234.00000000000088,161.99999999999193,,290.9999999999933
2021.01.13,-167.9999999999904,136.99999999999824,-2.0000000000095497,,-33.000000000001705
2021.01.13,-194.0000000000053,124.00000000000189,-32.00000000001069,,-102.00000000001408
2021.01.13,-109.99999999998789,180.0000000000024,-11.00000000000989,,59.000000000004604
2021.01.13,-123.99999999999079,135.99999999999167,-63.00000000000239,,-51.000000000001506
2021.01.13,-133.99999999998968,95.00000000000064,-75.00000000000284,,-113.99999999999189
2021.01.13,-119.99999999998678,127.99999999999478,-45.000000000001705,,-36.999999999993705
2021.01.13,-109.99999999998789,126.99999999999933,-61.00000000000705,,-43.99999999999561
2021.01.13,-140.99999999999113,97.9999999999981,-75.00000000000284,,-117.99999999999588
2021.01.13,-190.00000000000128,92.99999999999864,-48.00000000000182,,-145.00000000000446
2021.01.13,-201.00000000000674,74.99999999999174,-51.00000000000193,,-177.00000000001694
2021.01.13,-228.99999999999034,66.99999999999484,-46.00000000000648,,-208.000000000002
2021.01.13,-215.99999999999397,87.99999999999919,-14.000000000010004,,-142.00000000000477
2021.01.13,-194.0000000000053,136.99999999999824,42.999999999992156,,-14.000000000014893
2021.01.13,-192.99999999999872,168.99999999999693,63.99999999999295,,39.99999999999116
2021.01.13,-255.00000000000523,97.9999999999981,-6.000000000000227,,-163.00000000000736
2021.01.13,-319.999999999987,14.999999999998348,-58.9999999999975,,-363.99999999998613
2021.01.13,-346.0000000000019,-43.999999999999595,-55.00000000000682,,-445.0000000000083
2021.01.13,-353.99999999998766,-31.000000000003247,-39.00000000000148,,-423.9999999999924
2021.01.13,-317.9999999999961,-6.0000000000060005,9.999999999990905,,-314.0000000000112
2021.01.13,-419.9999999999982,-79.00000000000685,-13.00000000000523,,-512.0000000000102
2021.01.13,-455.99999999998977,-116.00000000000499,-36.000000000001364,,-607.9999999999961
2021.01.13,-397.0000000000029,-106.00000000000608,6.000000000000227,,-497.00000000000875
2021.01.13,-421.0000000000047,-161.00000000000003,-40.99999999999682,,-623.0000000000016
2021.01.13,-331.999999999999,-155.00000000000514,-73.99999999999807,,-561.0000000000022
2021.01.13,-303.9999999999932,-167.00000000000603,-154.00000000001057,,-625.0000000000098
2021.01.13,-354.9999999999942,-213.00000000000762,-144.00000000000546,,-712.0000000000073
2021.01.13,-258.99999999998704,-197.00000000000273,-162.00000000000614,,-617.9999999999959
2021.01.13,-452.00000000000796,-253.0000000000032,-180.99999999999739,,-886.0000000000085
2021.01.13,-478.0000000000006,-299.00000000000483,-212.0000000000033,,-989.0000000000088
2021.01.13,-475.0000000000032,-236.99999999999832,-189.99999999999773,,-901.9999999999992
