date,USDCAD,AUDUSD,AUDJPY,empty,sum
2021.01.13,-302.9999999999866,-158.0000000000026,-132.000000000005,,-592.9999999999942
2021.01.13,-295.0000000000008,-199.00000000000472,-91.99999999999875,,-586.0000000000043
2021.01.13,-246.99999999999721,-168.00000000000148,-87.0000000000033,,-502.000000000002
2021.01.13,-245.0000000000063,-248.00000000000378,-154.00000000001057,,-647.0000000000207
2021.01.13,-119.00000000000244,-148.99999999999915,-97.00000000000841,,-365.00000000001
2021.01.13,70.99999999999883,-62.000000000006494,-37.00000000000614,,-28.0000000000138
2021.01.13,97.00000000001374,-65.00000000000395,-28.000000000005798,,4.000000000003993
2021.01.13,89.00000000000574,-74.00000000000739,-29.000000000010573,,-14.000000000012221
2021.01.13,5.999999999994898,-97.00000000000264,-55.999999999997385,,-147.00000000000512
2021.01.13,-65.00000000000395,-153.00000000000313,-120.00000000000455,,-338.0000000000116
2021.01.13,-79.99999999999119,-194.0000000000053,-138.00000000000523,,-412.0000000000017
2021.01.13,-8.999999999992347,-164.00000000000858,-131.00000000000023,,-304.00000000000114
2021.01.13,-90.99999999999665,-204.00000000000418,-162.9999999999967,,-457.9999999999975
2021.01.14,-14.000000000002899,-213.00000000000762,-207.9999999999984,,-435.0000000000089
2021.01.14,-19.999999999997797,-204.99999999999963,-189.99999999999773,,-414.99999999999517
2021.01.14,-72.99999999998974,-191.00000000000784,-174.99999999999716,,-438.99999999999477
2021.01.14,-18.0000000000069,-121.99999999999989,-100.99999999999909,,-241.00000000000588
2021.01.14,-18.999999999991246,-69.00000000000794,-75.00000000000284,,-163.00000000000205
2021.01.14,45.000000000006146,-63.00000000000195,-19.000000000005457,,-37.00000000000126
2021.01.14,73.00000000001194,-60.99999999999994,-7.000000000005002,,5.000000000006992
2021.01.14,65.00000000000395,-36.0000000000027,-20.000000000010232,,8.999999999991019
2021.01.14,2.0000000000131024,-124.00000000000189,-51.00000000000193,,-172.99999999999073
2021.01.14,-86.99999999999264,-226.00000000000398,18.999999999991246,,-294.00000000000534
2021.01.14,19.00000000001345,-124.00000000000189,57.999999999992724,,-46.99999999999571
2021.01.14,0.0,-148.99999999999915,45.99999999999227,,-103.00000000000688
2021.01.14,35.00000000000725,-114.00000000000298,60.99999999999284,,-18.0000000000029
2021.01.14,73.99999999999629,-56.0000000000005,101.99999999998965,,119.99999999998545
2021.01.14,56.000000000011596,-47.00000000000814,78.00000000000296,,87.00000000000641
2021.01.14,46.0000000000127,-24.000000000001798,101.99999999998965,,124.00000000000055
2021.01.14,103.99999999999298,63.00000000000195,204.9999999999983,,371.99999999999324
2021.01.14,93.99999999999409,22.999999999995246,200.00000000000284,,316.99999999999216
2021.01.14,-4.000000000004,-85.00000000000173,117.999999999995,,28.999999999989257
2021.01.14,76.0000000000094,-19.999999999997797,173.00000000000182,,229.00000000001342
2021.01.14,137.00000000000932,9.999999999998899,170.0000000000017,,317.0000000000099
2021.01.14,212.99999999999653,0.999999999995449,173.99999999999238,,387.99999999998437
2021.01.14,153.00000000000313,3.999999999992898,162.9999999999967,,319.9999999999927
2021.01.14,161.00000000001114,17.000000000000348,173.00000000000182,,351.0000000000133
2021.01.14,208.99999999999253,107.00000000000153,254.99999999999545,,570.9999999999895
2021.01.14,215.99999999999397,104.99999999999955,233.99999999999466,,554.9999999999882
2021.01.14,178.00000000001148,112.99999999999643,253.0000000000001,,544.000000000008
2021.01.14,178.00000000001148,73.99999999999629,221.9999999999942,,474.000000000002
2021.01.14,177.00000000000495,85.00000000000173,225.9999999999991,,488.0000000000058
2021.01.14,140.0000000000068,12.999999999996348,214.9999999999892,,367.9999999999923
2021.01.14,73.99999999999629,-103.00000000000864,121.99999999999989,,92.99999999998754
2021.01.14,-52.000000000007596,-103.00000000000864,81.99999999999363,,-73.0000000000226
2021.01.14,-43.999999999999595,-100.00000000000009,85.99999999999852,,-58.000000000001165
2021.01.14,83.9999999999952,-104.00000000000409,84.99999999999375,,64.99999999998485
2021.01.14,131.99999999999878,-104.99999999999955,108.99999999999466,,135.9999999999939
2021.01.14,341.00000000001353,29.999999999996696,152.00000000000102,,523.0000000000113
2021.01.14,405.9999999999952,161.00000000000003,180.99999999999739,,747.9999999999926
2021.01.14,489.0000000000061,280.9999999999979,216.99999999999875,,987.0000000000027
2021.01.14,625.9999999999932,379.9999999999915,268.99999999999125,,1274.999999999976
2021.01.14,588.0000000000107,383.99999999999545,295.0000000000017,,1267.0000000000077
2021.01.14,554.9999999999944,310.9999999999946,295.99999999999227,,1161.9999999999814
2021.01.14,567.0000000000064,315.9999999999941,292.0000000000016,,1175.000000000002
2021.01.14,558.9999999999984,310.9999999999946,319.0000000000026,,1188.9999999999955
2021.01.14,595.9999999999966,315.9999999999941,301.9999999999925,,1213.9999999999832
2021.01.14,557.0000000000075,290.00000000000136,256.0000000000002,,1103.000000000009
2021.01.14,574.9999999999922,310.9999999999946,246.9999999999999,,1132.9999999999868
2021.01.14,602.0000000000136,335.99999999999187,266.9999999999959,,1205.0000000000014
2021.01.14,547.999999999993,254.99999999999412,241.99999999999022,,1044.9999999999773
2021.01.15,529.0000000000017,231.99999999999886,201.99999999999818,,962.9999999999987
2021.01.15,519.0000000000028,222.99999999999542,207.9999999999984,,949.9999999999967
2021.01.15,529.0000000000017,243.99999999999977,238.9999999999901,,1011.9999999999916
2021.01.15,507.000000000013,221.99999999999997,235.99999999999,,965.000000000003
2021.01.15,503.99999999999335,229.99999999999687,219.99999999999886,,953.9999999999891
2021.01.15,514.9999999999987,243.99999999999977,222.99999999999898,,981.9999999999975
2021.01.15,482.00000000000466,173.00000000000094,113.99999999999011,,768.9999999999957
2021.01.15,486.999999999993,173.9999999999964,109.99999999999943,,770.9999999999889
2021.01.15,452.99999999999227,131.99999999999878,98.99999999998954,,683.9999999999806
2021.01.15,485.0000000000021,146.99999999999713,106.99999999999932,,738.9999999999985
2021.01.15,499.000000000005,153.99999999999858,140.99999999999113,,793.9999999999948
2021.01.15,448.000000000004,112.99999999999643,73.99999999999807,,634.9999999999985
2021.01.15,414.00000000000324,69.9999999999923,54.99999999999261,,538.9999999999882
2021.01.15,449.9999999999948,91.99999999999208,69.00000000000261,,610.9999999999895
2021.01.15,404.0000000000044,24.999999999997247,0.0,,429.00000000000165
2021.01.15,351.99999999999676,-11.00000000000545,-17.000000000010118,,323.9999999999812
2021.01.15,353.0000000000033,0.0,-37.9999999999967,,315.0000000000066
2021.01.15,280.9999999999979,-87.99999999999919,-130.00000000000966,,62.99999999998903
2021.01.15,290.00000000001245,-65.00000000000395,-120.00000000000455,,105.00000000000395
2021.01.15,221.00000000000452,-50.0000000000056,-148.00000000001035,,22.999999999988574
2021.01.15,96.00000000000719,-187.9999999999993,-284.000000000006,,-375.9999999999981
2021.01.15,93.99999999999409,-223.00000000000654,-316.0000000000025,,-445.00000000001495
2021.01.15,60.99999999999994,-170.99999999999892,-227.00000000000387,,-337.00000000000284
2021.01.15,7.0000000000014495,-109.00000000000354,-213.99999999999864,,-316.00000000000074
2021.01.15,69.9999999999923,-79.00000000000685,-203.00000000000296,,-212.0000000000175
2021.01.15,9.999999999998899,-91.00000000000774,-209.00000000000318,,-290.00000000001205
2021.01.15,-5.999999999994898,-124.00000000000189,-243.99999999999977,,-373.9999999999966
2021.01.15,-11.00000000000545,-190.00000000000128,-341.99999999999875,,-543.0000000000055
2021.01.15,-156.00000000000057,-245.0000000000063,-352.00000000000387,,-753.0000000000107
2021.01.15,-136.00000000000279,-226.00000000000398,-320.0000000000074,,-682.0000000000141
2021.01.15,-207.00000000000162,-263.99999999999756,-328.00000000000296,,-799.0000000000022
2021.01.15,-256.99999999999613,-306.00000000000625,-386.0000000000099,,-949.0000000000123
2021.01.15,-331.999999999999,-457.0000000000074,-502.00000000000955,,-1291.000000000016
2021.01.15,-385.99999999999744,-450.00000000000597,-436.00000000000705,,-1272.0000000000105
2021.01.15,-652.9999999999925,-697.0000000000032,-757.000000000005,,-2107.000000000001
2021.01.15,-649.999999999995,-631.0000000000038,-685.0000000000023,,-1966.000000000001
2021.01.15,-624.9999999999867,-558.9999999999984,-539.0000000000015,,-1722.9999999999864
2021.01.15,-364.9999999999931,-341.0000000000024,-376.0000000000048,,-1082.0000000000002
2021.01.15,-146.00000000000168,-341.99999999999784,-367.00000000000443,,-855.000000000004
2021.01.15,-212.99999999999653,-368.00000000000165,-383.0000000000098,,-964.000000000008
2021.01.15,-289.9999999999903,-389.000000000006,-387.00000000000045,,-1065.9999999999968
2021.01.15,-351.99999999999676,-408.00000000000836,-396.0000000000008,,-1156.000000000006
2021.01.15,-367.0000000000062,-404.0000000000044,-406.0000000000059,,-1177.0000000000164
2021.01.15,-290.9999999999968,-429.0000000000016,-415.00000000000625,,-1135.0000000000045
2021.01.15,-392.9999999999989,-435.0000000000076,-430.9999999999974,,-1259.000000000004
2021.01.15,-411.0000000000058,-458.00000000000284,-451.9999999999982,,-1321.0000000000068
2021.01.15,-404.0000000000044,-470.9999999999992,-441.0000000000025,,-1316.0000000000061
2021.01.15,-452.00000000000796,-501.000000000007,-475.0000000000085,,-1428.0000000000236
