date,USDCAD,AUDUSD,AUDJPY,empty,sum
2021.01.15,-123.00000000000644,-196.00000000000728,-287.9999999999967,,-607.0000000000105
2021.01.15,-136.99999999998712,-206.00000000000617,-310.0000000000023,,-652.9999999999956
2021.01.15,-243.99999999999977,-304.9999999999997,-370.00000000000455,,-919.0000000000041
2021.01.15,-255.00000000000523,-378.00000000000057,-430.9999999999974,,-1064.0000000000032
2021.01.15,-333.9999999999899,-428.00000000000614,-403.0000000000058,,-1165.0000000000018
2021.01.15,-570.0000000000039,-602.0000000000025,-657.0000000000107,,-1829.000000000017
2021.01.15,-578.9999999999961,-487.99999999999955,-478.00000000000864,,-1545.0000000000043
2021.01.15,-361.9999999999957,-339.0000000000004,-373.00000000000466,,-1074.000000000001
2021.01.15,-110.99999999999443,-295.0000000000008,-323.0000000000075,,-729.0000000000027
2021.01.15,-129.00000000000134,-304.00000000000426,-343.0000000000035,,-776.0000000000091
2021.01.15,-146.00000000000168,-304.9999999999997,-326.9999999999982,,-777.9999999999995
2021.01.15,-276.9999999999939,-360.0000000000048,-350.9999999999991,,-987.9999999999977
2021.01.15,-336.9999999999873,-383.0,-376.0000000000048,,-1095.999999999992
2021.01.15,-275.9999999999874,-356.00000000000074,-359.00000000000887,,-990.999999999997
2021.01.15,-282.9999999999888,-429.0000000000016,-415.00000000000625,,-1126.9999999999968
2021.01.15,-388.9999999999949,-435.0000000000076,-421.99999999999704,,-1245.9999999999995
2021.01.15,-346.0000000000019,-435.0000000000076,-415.9999999999968,,-1197.0000000000064
2021.01.15,-346.9999999999862,-430.00000000000813,-409.000000000006,,-1186.0000000000005
2021.01.15,-412.9999999999967,-482.00000000000466,-465.0000000000034,,-1360.0000000000048
