date,USDCAD,AUDUSD,AUDJPY,empty,sum
2021.01.11,-4.999999999988347,0.0,55.999999999997385,,51.00000000000904
2021.01.11,22.999999999995246,26.999999999999247,109.99999999999943,,159.99999999999392
2021.01.11,-160.00000000000458,-87.99999999999919,31.999999999996476,,-216.00000000000728
2021.01.11,-280.9999999999979,-308.00000000000824,-115.99999999999966,,-705.0000000000058
2021.01.11,-290.9999999999968,-297.00000000000284,-109.00000000000887,,-697.0000000000085
2021.01.11,-279.00000000000705,-322.00000000000006,-152.00000000000102,,-753.0000000000081
2021.01.11,-354.9999999999942,-369.0000000000082,-126.00000000000477,,-850.0000000000072
2021.01.11,-473.99999999999665,-439.0000000000005,-185.00000000000227,,-1097.9999999999995
2021.01.11,-486.999999999993,-494.00000000000557,-263.00000000000523,,-1244.0000000000039
2021.01.11,-428.00000000000614,-386.0000000000086,-165.00000000000625,,-979.000000000021
2021.01.11,-522.0000000000002,-452.00000000000796,-221.00000000000364,,-1195.0000000000118
2021.01.11,-523.9999999999911,-443.0000000000045,-191.0000000000025,,-1157.9999999999982
2021.01.11,-601.000000000007,-536.9999999999986,-264.00000000001,,-1402.0000000000157
2021.01.11,-607.0000000000019,-538.0000000000051,-275.0000000000057,,-1420.0000000000127
2021.01.11,-601.000000000007,-539.0000000000006,-271.0000000000008,,-1411.0000000000086
2021.01.11,-594.99999999999,-507.0000000000019,-243.99999999999977,,-1345.9999999999916
2021.01.11,-550.9999999999903,-478.0000000000006,-259.00000000000034,,-1287.9999999999914
2021.01.11,-529.999999999986,-440.00000000000705,-234.00000000000887,,-1204.0000000000018
2021.01.11,-524.9999999999977,-426.00000000000415,-203.00000000000296,,-1154.0000000000048
2021.01.11,-663.999999999998,-526.0000000000042,-264.00000000001,,-1454.0000000000123
2021.01.11,-517.9999999999962,-336.00000000000296,-130.00000000000966,,-984.0000000000089
2021.01.11,-519.9999999999872,-396.00000000000745,-225.00000000000853,,-1141.0000000000032
2021.01.11,-536.9999999999875,-375.0000000000031,-192.99999999999784,,-1104.9999999999886
2021.01.11,-683.9999999999957,-404.0000000000044,-203.00000000000296,,-1291.000000000003
2021.01.11,-692.0000000000038,-307.0000000000017,-93.00000000000352,,-1092.000000000009
2021.01.11,-686.9999999999932,-339.0000000000004,-131.00000000000023,,-1156.9999999999939
2021.01.11,-828.0000000000065,-458.00000000000284,-228.9999999999992,,-1515.0000000000086
2021.01.11,-740.9999999999917,-419.9999999999982,-201.00000000000762,,-1361.9999999999977
2021.01.11,-783.0000000000003,-453.99999999999886,-189.00000000000716,,-1426.0000000000064
2021.01.11,-768.9999999999975,-409.99999999999926,-150.00000000000568,,-1329.0000000000025
2021.01.11,-990.9999999999864,-568.0000000000018,-240.0000000000091,,-1798.9999999999973
2021.01.11,-1349.0000000000002,-731.9999999999993,-412.00000000000614,,-2493.0000000000055
2021.01.11,-1211.999999999991,-701.0000000000072,-412.00000000000614,,-2325.0000000000045
2021.01.11,-1211.999999999991,-823.000000000007,-436.9999999999976,,-2471.9999999999955
2021.01.11,-1095.0000000000016,-604.0000000000045,-277.000000000001,,-1976.0000000000073
2021.01.11,-1044.0000000000005,-585.0000000000022,-251.00000000000477,,-1880.0000000000075
2021.01.11,-821.9999999999894,-523.0000000000068,-257.000000000005,,-1602.0000000000014
2021.01.11,-707.9999999999975,-384.00000000000654,-138.00000000000523,,-1230.0000000000093
2021.01.11,-695.0000000000011,-387.99999999999943,-162.00000000000614,,-1245.0000000000066
2021.01.11,-689.0000000000063,-409.99999999999926,-151.00000000001046,,-1250.000000000016
2021.01.11,-692.9999999999881,-411.0000000000058,-195.99999999999795,,-1299.9999999999918
2021.01.11,-746.0000000000023,-401.00000000000693,-155.00000000000114,,-1302.0000000000102
2021.01.11,-770.9999999999884,-408.00000000000836,-192.99999999999784,,-1371.9999999999945
2021.01.11,-777.9999999999898,-439.0000000000005,-198.99999999999807,,-1415.9999999999882
2021.01.11,-804.9999999999891,-504.9999999999999,-272.00000000000557,,-1581.9999999999945
2021.01.11,-784.9999999999912,-513.0000000000078,-258.0000000000098,,-1556.0000000000089
2021.01.11,-818.0000000000076,-509.00000000000387,-271.0000000000008,,-1598.0000000000123
2021.01.11,-836.9999999999989,-557.0000000000075,-239.00000000000432,,-1633.0000000000107
2021.01.12,-767.0000000000066,-561.0000000000003,-272.00000000000557,,-1600.0000000000123
2021.01.12,-831.9999999999883,-553.999999999999,-267.0000000000101,,-1652.9999999999973
2021.01.12,-736.0000000000033,-448.9999999999994,-180.99999999999739,,-1366.0
2021.01.12,-743.9999999999891,-440.00000000000705,-213.00000000000807,,-1397.000000000004
2021.01.12,-809.9999999999997,-484.00000000000665,-231.00000000000875,,-1525.000000000015
2021.01.12,-790.0000000000018,-462.0000000000068,-177.99999999999727,,-1430.000000000006
2021.01.12,-909.0000000000042,-599.0000000000051,-260.0000000000051,,-1768.0000000000146
2021.01.12,-821.000000000005,-480.99999999999807,-180.00000000000682,,-1482.00000000001
2021.01.12,-858.9999999999875,-538.0000000000051,-207.9999999999984,,-1604.9999999999911
2021.01.12,-870.9999999999995,-560.0000000000049,-210.00000000000796,,-1641.0000000000125
2021.01.12,-828.0000000000065,-513.0000000000078,-168.99999999999693,,-1510.0000000000114
2021.01.12,-835.000000000008,-535.0000000000077,-200.00000000000284,,-1570.0000000000186
2021.01.12,-865.999999999989,-595.0000000000011,-258.0000000000098,,-1718.9999999999998
2021.01.12,-842.9999999999937,-596.0000000000076,-246.9999999999999,,-1686.0000000000014
2021.01.12,-800.0000000000007,-572.0000000000058,-222.0000000000084,,-1594.0000000000148
2021.01.12,-655.9999999999899,-447.0000000000085,-145.00000000001023,,-1248.0000000000086
2021.01.12,-658.9999999999874,-433.0000000000056,-134.00000000000034,,-1225.9999999999932
2021.01.12,-547.999999999993,-325.00000000000864,-79.00000000000773,,-952.0000000000093
2021.01.12,-438.00000000000506,-241.99999999999778,-13.00000000000523,,-693.0000000000081
2021.01.12,-455.99999999998977,-253.0000000000032,1.9999999999953388,,-706.9999999999976
2021.01.12,-550.9999999999903,-309.0000000000037,-23.000000000010346,,-883.0000000000044
2021.01.12,-520.9999999999936,-341.0000000000024,-46.999999999997044,,-908.9999999999931
2021.01.12,-404.0000000000044,-153.99999999999858,105.99999999999454,,-452.0000000000084
2021.01.12,-407.99999999998613,-139.00000000000023,117.999999999995,,-428.99999999999136
2021.01.12,-503.99999999999335,-189.00000000000583,102.99999999999443,,-590.0000000000048
2021.01.12,-556.0000000000009,-312.00000000000114,10.99999999999568,,-857.0000000000064
2021.01.12,-577.9999999999897,-296.0000000000074,-3.0000000000001137,,-876.9999999999972
2021.01.12,-631.0000000000038,-286.00000000000847,6.000000000000227,,-911.000000000012
2021.01.12,-445.0000000000065,-245.0000000000063,40.99999999999682,,-649.0000000000159
2021.01.12,-470.9999999999992,-224.000000000002,75.9999999999934,,-619.0000000000077
2021.01.12,-575.9999999999987,-319.0000000000026,-6.000000000000227,,-901.0000000000016
2021.01.12,-676.9999999999943,-455.0000000000054,-143.00000000000068,,-1275.0000000000005
2021.01.12,-672.9999999999902,-435.0000000000076,-109.99999999999943,,-1217.9999999999973
2021.01.12,-770.000000000004,-402.9999999999978,-66.0000000000025,,-1239.0000000000043
2021.01.12,-690.9999999999972,-331.0000000000035,-36.000000000001364,,-1058.000000000002
2021.01.12,-680.9999999999983,-258.9999999999981,28.999999999996362,,-911.0
2021.01.12,-601.000000000007,-269.00000000000813,0.0,,-870.0000000000152
2021.01.12,-465.99999999998863,-194.0000000000053,7.999999999995566,,-651.9999999999983
2021.01.12,-463.9999999999977,-212.00000000000108,-8.000000000009777,,-684.0000000000086
2021.01.12,-452.00000000000796,-177.00000000000495,12.000000000000455,,-617.0000000000125
2021.01.12,-353.0000000000033,-4.999999999999449,81.99999999999363,,-276.0000000000091
2021.01.12,-341.99999999999784,29.000000000001247,118.99999999999977,,-193.99999999999682
2021.01.12,-253.99999999999866,118.99999999999133,150.99999999999625,,15.999999999988916
2021.01.12,-241.00000000000233,186.99999999999272,197.00000000000273,,142.99999999999312
2021.01.12,-157.99999999999147,196.99999999999162,165.99999999999682,,204.99999999999696
2021.01.12,-143.99999999998857,227.99999999999488,176.00000000000193,,260.00000000000824
2021.01.12,-150.99999999999002,247.99999999999267,188.99999999999295,,285.99999999999557
2021.01.12,-96.00000000000719,190.00000000000128,156.99999999999648,,250.99999999999056
2021.01.13,-131.99999999999878,191.99999999999218,165.99999999999682,,225.99999999999022
2021.01.13,-140.99999999999113,178.99999999999582,153.99999999999636,,192.00000000000105
2021.01.13,-156.00000000000057,180.99999999999784,155.00000000000114,,179.9999999999984
2021.01.13,-85.00000000000173,243.99999999999977,194.99999999999318,,353.99999999999125
2021.01.13,-92.00000000000318,264.999999999993,179.9999999999926,,352.99999999998244
2021.01.13,-167.9999999999904,143.9999999999997,19.99999999999602,,-3.999999999994685
2021.01.13,-96.99999999999153,236.99999999999832,39.99999999999204,,179.99999999999883
2021.01.13,-79.99999999999119,200.99999999999562,3.0000000000001137,,124.00000000000455
2021.01.13,-72.0000000000054,205.99999999999508,21.000000000000796,,154.99999999999048
2021.01.13,-121.99999999999989,130.99999999999224,-42.00000000000159,,-33.00000000000924
2021.01.13,-62.000000000006494,183.99999999999528,3.0000000000001137,,124.9999999999889
2021.01.13,-97.9999999999981,141.00000000000225,-37.9999999999967,,5.0000000000074465
2021.01.13,-137.9999999999937,130.99999999999224,-26.00000000001046,,-33.00000000001191
2021.01.13,-188.9999999999947,92.99999999999864,-43.00000000000637,,-139.00000000000244
2021.01.13,-181.9999999999933,110.99999999999443,-23.000000000010346,,-94.00000000000921
2021.01.13,-197.99999999998707,105.99999999999498,1.9999999999953388,,-89.99999999999675
2021.01.13,-151.9999999999966,174.99999999999181,84.00000000000318,,106.99999999999841
2021.01.13,-182.99999999999983,178.00000000000037,73.99999999999807,,68.99999999999861
2021.01.13,-137.9999999999937,232.99999999999432,85.99999999999852,,180.99999999999915
2021.01.13,-246.99999999999721,107.99999999999699,9.000000000000341,,-129.9999999999999
2021.01.13,-265.0000000000041,47.9999999999925,-23.000000000010346,,-240.00000000002194
2021.01.13,-316.0000000000052,21.999999999999797,3.9999999999906777,,-290.0000000000147
2021.01.13,-258.99999999998704,58.99999999999794,63.99999999999295,,-135.99999999999613
2021.01.13,-314.99999999999864,8.999999999992347,24.00000000000091,,-282.0000000000054
2021.01.13,-407.99999999998613,-70.0000000000034,-2.0000000000095497,,-479.9999999999991
2021.01.13,-363.0000000000022,-48.000000000003595,33.00000000000125,,-378.00000000000455
2021.01.13,-354.9999999999942,-75.9999999999983,16.999999999995907,,-413.9999999999966
2021.01.13,-299.99999999998914,-128.00000000000588,-11.00000000000989,,-439.0000000000049
2021.01.13,-265.0000000000041,-141.00000000000225,-72.00000000000273,,-478.0000000000091
2021.01.13,-278.00000000000045,-147.00000000000824,-117.00000000000443,,-542.0000000000132
2021.01.13,-224.99999999998633,-148.99999999999915,-88.99999999999864,,-462.9999999999841
2021.01.13,-246.99999999999721,-180.0000000000024,-150.00000000000568,,-577.0000000000052
2021.01.13,-441.0000000000025,-245.0000000000063,-170.0000000000017,,-856.0000000000106
2021.01.13,-432.9999999999945,-170.00000000000347,-139.00000000001,,-742.000000000008
2021.01.13,-204.99999999998852,7.9999999999968985,-20.000000000010232,,-217.00000000000185
2021.01.13,-207.00000000000162,-117.00000000000044,-46.00000000000648,,-370.0000000000085
2021.01.13,-236.99999999999832,-152.00000000000767,-76.99999999999818,,-466.0000000000042
2021.01.13,-114.99999999999844,-119.00000000000244,-60.000000000002274,,-294.0000000000032
2021.01.13,-86.99999999999264,-131.00000000000333,-93.00000000000352,,-310.9999999999995
2021.01.13,73.99999999999629,-62.000000000006494,-22.00000000000557,,-10.000000000015774
2021.01.13,114.99999999999844,-19.00000000000235,-6.000000000000227,,89.99999999999586
2021.01.13,97.9999999999981,-64.0000000000085,-9.000000000000341,,24.999999999989257
2021.01.13,113.99999999999189,-41.9999999999976,-2.0000000000095497,,69.99999999998474
2021.01.13,9.999999999998899,-94.00000000000519,-49.99999999999716,,-134.00000000000344
2021.01.13,-53.999999999998494,-143.9999999999997,-109.00000000000887,,-307.00000000000705
2021.01.13,-4.999999999988347,-143.9999999999997,-108.00000000000409,,-256.99999999999216
2021.01.13,12.999999999996348,-164.00000000000858,-127.00000000000955,,-278.00000000002177
2021.01.13,42.0000000000087,-199.00000000000472,-160.0000000000108,,-317.0000000000068
2021.01.14,18.0000000000069,-200.00000000000017,-180.00000000000682,,-362.0000000000001
2021.01.14,12.000000000012001,-187.9999999999993,-173.00000000000182,,-348.9999999999891
2021.01.14,-17.000000000000348,-121.00000000000443,-82.00000000000784,,-220.00000000001262
2021.01.14,15.00000000000945,-50.0000000000056,-46.999999999997044,,-81.9999999999932
2021.01.14,86.99999999999264,-26.999999999999247,-3.0000000000001137,,56.99999999999328
2021.01.14,90.99999999999665,-55.000000000005045,24.00000000000091,,59.99999999999251
2021.01.14,82.00000000000429,-6.0000000000060005,13.999999999995794,,89.99999999999409
2021.01.14,86.99999999999264,-18.0000000000069,0.0,,68.99999999998573
2021.01.14,7.0000000000014495,-111.00000000000554,72.00000000000273,,-32.000000000001364
2021.01.14,59.000000000009045,-69.00000000000794,94.99999999999886,,84.99999999999997
2021.01.14,21.00000000000435,-124.00000000000189,57.999999999992724,,-45.00000000000482
2021.01.14,42.999999999993044,-104.99999999999955,67.99999999999784,,5.9999999999913385
2021.01.14,93.99999999999409,-38.0000000000047,109.99999999999943,,165.99999999998883
2021.01.14,127.99999999999478,-7.0000000000014495,150.99999999999625,,271.9999999999896
2021.01.14,66.00000000001049,-6.0000000000060005,107.99999999998988,,167.99999999999437
2021.01.14,130.0000000000079,83.9999999999952,213.99999999999864,,428.0000000000017
2021.01.14,112.000000000001,98.99999999999353,283.9999999999918,,494.99999999998636
2021.01.14,106.00000000000608,36.999999999998145,217.9999999999893,,360.9999999999935
2021.01.14,141.99999999999767,37.99999999999359,226.99999999998965,,406.9999999999809
2021.01.14,173.00000000000094,39.999999999995595,200.9999999999934,,413.99999999998994
2021.01.14,243.99999999999977,22.999999999995246,189.99999999999773,,456.9999999999927
2021.01.14,256.99999999999613,137.9999999999937,259.00000000000034,,653.9999999999902
2021.01.14,163.00000000000205,20.999999999993246,174.99999999999716,,358.99999999999244
2021.01.14,309.0000000000037,168.00000000000148,292.0000000000016,,769.0000000000068
2021.01.14,235.00000000000742,126.99999999999933,269.999999999996,,632.0000000000027
2021.01.14,262.00000000000665,122.99999999999534,257.99999999999557,,642.9999999999975
2021.01.14,188.9999999999947,147.99999999999258,286.00000000000136,,622.9999999999886
2021.01.14,201.00000000000674,124.00000000000189,260.9999999999957,,586.0000000000043
2021.01.14,290.00000000001245,105.99999999999498,244.99999999999034,,640.9999999999977
2021.01.14,140.0000000000068,20.999999999993246,222.99999999999898,,383.999999999999
2021.01.14,104.99999999999955,-73.00000000000084,155.9999999999917,,187.9999999999904
2021.01.14,-43.999999999999595,-85.00000000000173,98.99999999998954,,-30.000000000011795
2021.01.14,86.99999999999264,5.999999999994898,170.0000000000017,,262.99999999998926
2021.01.14,185.00000000001293,-80.00000000000229,119.99999999999034,,225.00000000000097
2021.01.14,341.00000000001353,46.999999999997044,207.9999999999984,,596.000000000009
2021.01.14,455.0000000000054,185.99999999999727,206.99999999999363,,847.9999999999964
2021.01.14,571.0000000000103,331.999999999999,226.99999999998965,,1129.999999999999
2021.01.14,644.0000000000001,379.9999999999915,269.999999999996,,1293.9999999999877
2021.01.14,642.0000000000092,391.9999999999924,331.99999999999363,,1365.9999999999952
2021.01.14,693.9999999999947,463.9999999999977,347.999999999999,,1505.9999999999914
2021.01.14,578.9999999999961,339.0000000000004,314.9999999999977,,1232.9999999999943
2021.01.14,585.0000000000133,334.00000000000097,326.9999999999982,,1246.0000000000125
2021.01.14,617.0000000000009,347.9999999999928,334.99999999999375,,1299.9999999999873
2021.01.14,618.9999999999918,322.9999999999955,308.9999999999975,,1250.9999999999848
2021.01.14,601.000000000007,317.9999999999961,289.0000000000015,,1208.0000000000045
2021.01.14,622.0000000000115,373.99999999999653,298.0000000000018,,1294.0000000000098
2021.01.14,642.0000000000092,356.9999999999962,331.99999999999363,,1330.999999999999
2021.01.14,612.0000000000125,261.0000000000001,262.00000000000045,,1135.0000000000132
2021.01.15,529.0000000000017,266.999999999995,237.99999999999955,,1033.9999999999964
2021.01.15,595.9999999999966,257.9999999999916,262.999999999991,,1116.999999999979
2021.01.15,541.9999999999981,246.99999999999721,242.999999999995,,1031.9999999999902
2021.01.15,514.9999999999987,241.00000000000233,265.00000000000057,,1021.0000000000017
2021.01.15,600.0000000000006,342.9999999999933,298.0000000000018,,1240.9999999999957
2021.01.15,520.9999999999936,248.99999999999923,231.99999999999932,,1001.9999999999922
2021.01.15,539.0000000000006,243.99999999999977,185.99999999999284,,968.9999999999932
2021.01.15,502.00000000000244,185.00000000000182,128.0000000000001,,815.0000000000044
2021.01.15,483.99999999999557,146.99999999999713,109.99999999999943,,740.9999999999922
2021.01.15,547.999999999993,205.99999999999508,167.99999999999216,,921.9999999999802
2021.01.15,507.9999999999973,161.99999999999548,158.00000000000125,,827.9999999999941
2021.01.15,451.0000000000014,129.9999999999968,90.99999999999397,,671.9999999999922
2021.01.15,463.9999999999977,124.99999999999733,105.99999999999454,,694.9999999999895
2021.01.15,480.00000000001376,149.99999999999457,106.99999999999932,,737.0000000000076
2021.01.15,415.99999999999415,41.000000000002146,13.999999999995794,,470.9999999999921
2021.01.15,378.00000000001165,27.999999999994696,15.000000000000568,,421.00000000000693
2021.01.15,385.00000000001313,29.000000000001247,-16.000000000005343,,398.00000000000904
2021.01.15,312.00000000000114,-53.999999999998494,-94.99999999999886,,163.00000000000375
2021.01.15,336.00000000000296,24.999999999997247,-91.00000000000819,,269.99999999999204
2021.01.15,226.99999999999943,-47.00000000000814,-146.0000000000008,,33.99999999999051
2021.01.15,97.9999999999981,-179.00000000000693,-284.000000000006,,-365.0000000000149
2021.01.15,141.00000000001333,-155.00000000000514,-221.00000000000364,,-234.99999999999545
2021.01.15,63.99999999999739,-79.00000000000685,-177.0000000000067,,-192.00000000001617
2021.01.15,76.0000000000094,-75.00000000000284,-201.99999999999818,,-200.99999999999164
2021.01.15,117.99999999999588,-21.00000000000435,-144.00000000000546,,-47.00000000001393
2021.01.15,52.000000000007596,-68.00000000000139,-198.0000000000075,,-214.0000000000013
2021.01.15,46.0000000000127,-87.00000000000374,-222.99999999999898,,-263.99999999999
2021.01.15,-1.999999999990898,-150.00000000000568,-281.0000000000059,,-433.0000000000025
2021.01.15,-21.00000000000435,-175.99999999999838,-263.00000000000523,,-460.00000000000796
