date,GBPUSD,GBPCHF,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,AUDJPY,empty,sum
2019.03.11,-99.00000000000463,-116.00000000000499,-48.99999999999905,-87.99999999999919,-56.0000000000005,-234.00000000000088,-136.00000000000279,-12.999999999991019,-14.000000000002899,0.0,-52.99999999999727,,-858.0000000000032
2019.03.11,-69.00000000000794,-123.00000000000644,-46.00000000000159,-68.00000000000139,-53.999999999998494,-191.00000000000784,-252.0000000000078,73.0000000000075,17.000000000000348,45.99999999999227,12.000000000000455,,-655.000000000031
2019.03.11,-79.99999999999119,-133.99999999998968,-64.99999999999284,-100.00000000000009,-29.000000000001247,-116.00000000000499,-104.99999999999955,-18.999999999991246,-11.00000000000545,-17.000000000010118,-55.999999999997385,,-731.9999999999839
2019.03.11,-100.99999999999554,-140.0000000000068,-66.99999999999484,-107.00000000000153,-30.999999999992145,-126.0000000000039,-94.00000000001629,5.000000000009663,-25.00000000000835,-6.000000000000227,-58.9999999999975,,-751.0000000000074
2019.03.11,-11.00000000000545,-99.99999999998899,-56.99999999999594,-75.9999999999983,-17.000000000000348,-90.00000000001229,-100.0000000000112,97.00000000000841,-43.00000000001525,51.9999999999925,24.00000000000091,,-321.0000000000259
2019.03.11,110.99999999999443,32.0000000000098,-35.999999999991594,-19.00000000000235,24.000000000001798,34.99999999998504,-75.00000000000284,219.99999999999886,-53.999999999998494,126.99999999999534,132.000000000005,,496.999999999995
2019.03.11,102.00000000000209,-1.0000000000065512,-48.99999999999905,-82.99999999999974,30.000000000007798,-22.0000000000109,-97.9999999999981,194.00000000000261,-39.00000000001125,133.99999999998613,73.99999999999807,,241.99999999997112
2019.03.11,110.99999999999443,-26.999999999999247,-80.99999999999774,-121.00000000000443,31.000000000003247,-9.000000000014552,60.99999999999994,88.99999999999864,-19.00000000001345,50.99999999998772,-15.999999999991132,,69.99999999996342
2019.03.11,113.99999999999189,-24.000000000001798,-85.00000000000173,-126.0000000000039,47.00000000000814,14.000000000002899,85.00000000000173,90.00000000000341,-28.000000000005798,42.999999999992156,-19.99999999999602,,109.99999999999096
2019.03.11,92.00000000000318,-31.999999999987594,-47.9999999999925,-78.00000000000028,62.000000000006494,-12.999999999996348,29.999999999996696,84.00000000000318,58.99999999998684,91.99999999999875,46.999999999997044,,295.00000000001546
2019.03.11,83.9999999999952,-19.999999999997797,-43.999999999999595,-107.00000000000153,60.99999999999994,-9.999999999998899,15.999999999993797,26.00000000001046,61.99999999998429,48.99999999999238,-25.99999999999625,,90.99999999998201
2019.03.11,99.99999999998899,-5.999999999994898,-43.999999999999595,-104.99999999999955,69.00000000000794,11.00000000000545,80.99999999999774,35.0000000000108,61.99999999998429,51.9999999999925,-24.999999999991473,,230.0000000000022
2019.03.11,78.00000000000028,-36.999999999998145,-53.999999999998494,-129.00000000000134,56.0000000000005,-22.999999999995246,75.00000000000284,31.00000000000591,58.000000000002494,54.99999999999261,-33.999999999991815,,76.00000000001961
2019.03.11,51.000000000001044,-76.99999999999375,-52.99999999999194,-161.00000000000003,41.000000000002146,-83.9999999999952,137.9999999999937,49.000000000006594,63.99999999999739,66.99999999999307,-67.99999999999784,,-32.999999999984816
2019.03.11,45.99999999999049,-76.99999999999375,-49.99999999999449,-179.00000000000693,41.000000000002146,-109.00000000000354,117.99999999999588,50.00000000001137,82.99999999998863,70.99999999999795,-88.99999999999864,,-95.00000000001083
2019.03.11,11.999999999989797,-113.00000000000753,-59.99999999999339,-131.99999999999878,18.0000000000069,-97.9999999999981,48.000000000003595,39.00000000000148,68.99999999998573,58.9999999999975,-31.999999999996476,,-190.00000000000932
2019.03.11,-42.0000000000087,-171.99999999999437,-88.99999999999464,-160.00000000000458,11.00000000000545,-109.00000000000354,25.999999999992696,-74.99999999998863,42.999999999993044,-4.0000000000048885,-96.00000000000364,,-667.0000000000117
2019.03.11,-24.000000000001798,-148.99999999999915,-86.99999999999264,-160.00000000000458,24.000000000001798,-161.99999999999548,17.999999999984695,-85.99999999999852,95.999999999985,3.0000000000001137,-96.9999999999942,,-624.0000000000148
2019.03.11,-151.00000000001222,-224.99999999998633,-56.99999999999594,-130.0000000000079,-19.999999999997797,-319.0000000000026,-116.00000000000499,-159.9999999999966,98.99999999998244,-16.000000000005343,-155.00000000000114,,-1250.0000000000284
2019.03.11,-313.00000000000773,-418.0000000000073,-100.99999999999554,-223.00000000000654,-81.9999999999932,-428.00000000000614,-207.00000000000162,-326.9999999999982,167.9999999999904,-123.00000000000466,-280.00000000000114,,-2334.000000000032
2019.03.11,-341.99999999999784,-445.0000000000065,-134.0000000000008,-219.99999999999798,-107.99999999999699,-436.9999999999985,-173.00000000000094,-307.00000000000216,22.999999999995246,-154.00000000001057,-256.9999999999908,,-2554.0000000000077
2019.03.11,-198.00000000000927,-256.99999999999613,-119.99999999999788,-195.00000000000074,-22.999999999995246,-177.00000000000495,2.999999999997449,-256.0000000000002,34.99999999998504,-147.00000000000557,-240.99999999999966,,-1576.0000000000273
2019.03.11,-201.00000000000674,-228.00000000000597,-85.99999999999719,-180.99999999999784,-22.999999999995246,-192.99999999999872,-16.000000000016,-222.99999999999898,85.00000000000173,-102.00000000000387,-212.0000000000033,,-1380.0000000000223
2019.03.11,-1.999999999990898,18.0000000000069,-64.99999999999284,-175.99999999999838,172.00000000000549,34.000000000000696,253.99999999999866,-301.00000000000193,131.99999999999878,-84.00000000000318,-200.9999999999934,,-218.99999999997013
2019.03.11,-80.99999999999774,-262.999999999991,-156.99999999999602,-202.9999999999976,7.0000000000014495,-114.99999999999844,44.99999999998394,-277.9999999999916,27.999999999983594,-90.00000000000341,-168.99999999999693,,-1276.0000000000036
2019.03.11,-285.00000000000193,-492.0000000000035,-165.9999999999995,-204.99999999999963,-121.99999999999989,-392.00000000001455,-321.0000000000157,-235.99999999999,13.999999999980695,-91.00000000000819,-161.99999999999193,,-2458.0000000000437
2019.03.11,-263.99999999999756,-470.9999999999992,-141.99999999999767,-226.99999999999943,-102.99999999999754,-385.99999999999744,-181.00000000000892,-259.00000000000034,95.00000000000064,-79.00000000000773,-164.00000000000148,,-2181.000000000007
2019.03.11,-394.00000000000546,-604.9999999999889,-170.99999999999892,-252.0000000000078,-166.99999999999494,-635.0000000000077,-304.00000000001535,-162.9999999999967,42.999999999993044,-72.00000000000273,-173.99999999999238,,-2894.0000000000177
2019.03.11,-537.0000000000097,-730.9999999999927,-112.000000000001,-265.0000000000041,-281.99999999999335,-924.9999999999981,-510.00000000001046,-117.999999999995,176.99999999998272,25.99999999999625,-150.99999999999625,,-3428.0000000000214
2019.03.11,-767.9999999999909,-1017.0000000000013,-142.99999999999312,-343.9999999999999,-444.9999999999954,-1139.0000000000011,-666.000000000011,-134.00000000000034,108.99999999998133,44.999999999987494,-197.9999999999933,,-4700.000000000018
2019.03.11,-798.0000000000098,-1052.9999999999927,-193.99999999999417,-378.00000000000057,-449.9999999999948,-1088.0,-653.999999999999,-73.99999999999807,102.99999999998644,21.99999999999136,-194.00000000000261,,-4758.000000000014
2019.03.11,-1109.0000000000043,-1356.0000000000016,-246.99999999999721,-419.00000000000273,-656.9999999999965,-1317.0000000000125,-960.0000000000053,-100.99999999999909,-30.0000000000189,-63.00000000000239,-254.99999999999545,,-6514.000000000036
2019.03.11,-1127.0000000000114,-1377.9999999999905,-290.9999999999968,-441.0000000000025,-625.9999999999932,-1271.0,-955.0000000000169,-137.99999999999102,-73.00000000001194,-134.00000000000034,-313.99999999999295,,-6748.000000000007
