date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2016.12.19,-109.00000000000354,-15.999999999993797,-19.99999999999602,0.0,-87.00000000000374,-19.99999999999602,-0.999999999995449,-93.99999999999409,-14.999999999987246,-180.00000000000682,-69.9999999999923,-7.999999999995566,-117.00000000000443,-95.00000000000064,-117.99999999999588,,-949.9999999999657
2016.12.19,-110.99999999999443,34.000000000000696,12.000000000000455,-49.00000000001015,-56.99999999999594,114.99999999999488,88.99999999999464,-25.000000000005684,-6.999999999979245,-168.99999999999693,45.000000000006146,-44.999999999987494,-4.0000000000048885,-97.9999999999981,-65.99999999999939,,-335.9999999999754
2016.12.19,-104.99999999999955,84.0000000000174,66.0000000000025,-43.999999999999595,-17.000000000000348,108.00000000000409,73.00000000000084,-67.00000000000728,55.000000000005045,-134.00000000000034,121.99999999999989,8.000000000009777,-39.00000000000148,-66.99999999999484,-68.99999999999685,,-25.999999999960707
2016.12.19,-93.99999999999409,85.00000000000173,106.00000000000875,-53.00000000001415,72.0000000000054,138.9999999999958,63.00000000000195,-37.00000000000614,149.00000000002134,-72.00000000000273,143.00000000000423,24.00000000000091,-76.00000000000762,50.0000000000056,-82.99999999999974,,416.00000000002115
2016.12.19,-110.00000000001009,48.000000000003595,101.0000000000133,-2.999999999997449,48.000000000003595,167.0000000000016,63.00000000000195,-8.000000000009777,223.00000000001762,-58.000000000006935,148.99999999999915,88.00000000000807,-17.000000000010118,89.00000000000574,-14.000000000002899,,766.0000000000173
2016.12.19,-14.000000000002899,175.00000000001404,233.0000000000041,-49.00000000001015,85.99999999999719,200.00000000000284,132.99999999999423,111.99999999999477,170.00000000000347,-55.00000000000682,73.99999999999629,149.0000000000009,36.99999999999193,85.99999999999719,85.00000000000173,,1421.999999999979
2016.12.19,-11.00000000000545,172.0000000000166,281.0000000000059,-134.99999999999625,109.00000000000354,248.00000000000466,153.00000000000313,224.99999999999432,65.00000000000395,12.999999999991019,-70.99999999999883,160.0000000000108,-62.00000000001182,136.00000000000279,95.00000000000064,,1378.0000000000248
2016.12.19,45.99999999999049,209.00000000001472,358.0000000000041,-156.00000000000057,224.9999999999974,248.99999999999523,158.99999999999804,271.99999999999136,81.00000000001995,19.99999999999602,-76.99999999999375,160.0000000000108,-48.00000000000182,185.99999999999727,141.99999999999767,,1826.0000000000173
2016.12.19,59.000000000009045,209.00000000001472,368.0000000000092,-139.00000000000023,178.00000000000037,219.99999999999886,161.99999999999548,252.00000000000955,75.00000000000284,3.9999999999906777,-56.99999999999594,155.00000000000114,-10.000000000005116,151.9999999999966,138.00000000000477,,1766.0000000000323
2016.12.19,21.999999999988695,177.00000000000495,276.00000000001046,-63.99999999999739,134.0000000000008,201.00000000000762,180.0000000000024,271.000000000015,51.000000000001044,3.9999999999906777,-109.00000000000354,158.00000000000125,-23.000000000010346,165.00000000000404,182.00000000000438,,1625.0000000000198
2016.12.19,1.0000000000065512,147.00000000000824,287.00000000000614,28.000000000005798,105.99999999999498,242.00000000000443,209.00000000000364,350.9999999999991,72.0000000000054,40.99999999999682,-154.99999999999403,196.00000000001216,24.999999999991473,145.00000000000622,226.99999999999943,,1922.000000000046
2016.12.19,2.999999999997449,167.00000000000603,289.0000000000015,21.999999999988695,128.00000000000588,245.00000000000455,214.00000000000307,352.00000000000387,71.00000000002105,33.999999999991815,-146.99999999998602,200.00000000000284,45.99999999999227,177.00000000000495,205.99999999999508,,2007.0000000000332
2016.12.19,25.00000000000835,180.0000000000024,373.00000000000466,11.999999999989797,117.99999999999588,292.0000000000016,219.99999999999798,426.9999999999925,-47.99999999998139,81.99999999999363,-58.000000000002494,261.0000000000099,60.99999999999284,156.00000000000057,180.99999999999784,,2282.0000000000036
2016.12.19,21.00000000000435,180.0000000000024,523.0000000000103,51.99999999998539,90.0000000000012,445.0000000000074,270.99999999999903,742.999999999995,-36.999999999998145,263.9999999999958,45.000000000006146,394.00000000000546,260.9999999999957,135.00000000000733,197.00000000000273,,3584.00000000002
2016.12.19,48.000000000003595,200.00000000000017,596.0000000000036,22.999999999995246,90.99999999999665,481.9999999999993,248.00000000000378,711.9999999999891,90.00000000001229,301.00000000000193,68.00000000000139,425.00000000001137,314.9999999999977,119.00000000000244,173.9999999999964,,3892.000000000015
2016.12.19,49.99999999999449,195.00000000001182,605.000000000004,51.99999999998539,58.000000000002494,498.00000000000466,236.00000000000287,716.0000000000082,113.00000000000753,317.99999999999784,117.99999999999588,458.0000000000126,310.99999999999284,92.99999999999864,122.99999999999534,,3944.0000000000146
2016.12.19,66.00000000001049,200.00000000000017,523.0000000000103,49.99999999999449,70.99999999999883,403.99999999999636,210.99999999999451,605.9999999999945,145.00000000001734,212.0000000000033,43.00000000001525,404.0000000000106,301.9999999999925,111.00000000000554,126.99999999999933,,3475.000000000044
2016.12.19,76.0000000000094,200.00000000000017,611.0000000000042,-18.0000000000069,119.00000000000244,468.0000000000035,193.99999999999417,629.9999999999955,148.00000000001478,284.9999999999966,38.0000000000047,466.0000000000082,304.00000000000205,163.99999999999747,175.00000000000293,,3860.000000000028
2016.12.19,55.99999999998939,226.00000000001506,691.0000000000025,-25.00000000000835,80.99999999999774,539.0000000000015,226.99999999999943,760.9999999999957,74.0000000000185,331.99999999999363,109.00000000000354,526.0000000000105,354.99999999998977,129.9999999999968,146.00000000000168,,4228.000000000007
