date,GBPUSD,EURUSD,USDJPY,NZDUSD,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,empty,sum
2021.11.15,-139.00000000000023,22.0000000000109,49.000000000006594,-78.00000000000028,-69.9999999999923,78.99999999999574,72.0000000000054,-17.000000000000348,-221.00000000000364,-136.99999999998712,-33.999999999991815,-80.99999999999774,112.000000000001,-17.000000000000348,-141.99999999999767,,-601.9999999999518
2021.11.15,-109.00000000000354,29.999999999996696,55.999999999997385,-43.999999999999595,-76.99999999999375,92.00000000000318,119.00000000000244,-36.0000000000027,-218.9999999999941,-76.99999999999375,-49.99999999998295,-103.99999999999298,116.00000000000499,-28.999999999990145,-137.9999999999937,,-469.9999999999425
2021.11.15,-123.00000000000644,35.999999999991594,126.00000000000477,-114.00000000000298,-62.000000000006494,134.0000000000008,169.00000000000804,-29.000000000001247,-324.0000000000123,12.999999999996348,-109.00000000000887,-80.99999999999774,212.00000000001216,85.00000000000173,-225.99999999999287,,-293.0000000000135
2021.11.15,-95.00000000000064,45.000000000006146,73.0000000000075,-77.00000000000485,-42.0000000000087,131.00000000000333,151.00000000000114,-34.000000000000696,-235.00000000001364,-25.999999999992696,-37.00000000000614,-58.99999999998684,172.0000000000166,12.999999999996348,-191.99999999999218,,-211.99999999997533
2021.11.15,-82.00000000000429,18.999999999991246,25.000000000005684,14.000000000002899,-58.000000000002494,68.99999999999685,81.00000000000884,-65.99999999999939,-139.00000000001,-173.99999999998528,-7.999999999981355,-201.00000000000674,-6.999999999979245,-238.99999999998923,-178.00000000000037,,-943.9999999999528
2021.11.15,-164.00000000000858,-2.999999999997449,88.00000000000807,-68.99999999999685,-38.99999999998904,73.99999999999629,130.0000000000079,-36.0000000000027,-318.00000000001205,-75.99999999998718,-103.999999999985,-170.00000000000347,136.00000000000279,-73.99999999999629,-240.99999999999122,,-865.9999999999548
2021.11.15,-168.99999999999693,-8.000000000008,-27.999999999991587,-51.000000000001044,-22.999999999995246,53.999999999998494,106.00000000000608,-34.000000000000696,-169.00000000001114,-116.99999999998934,21.99999999999136,-187.00000000000384,107.00000000001265,-123.99999999999079,-230.99999999999233,,-851.9999999999725
2021.11.15,-320.9999999999935,-143.00000000000423,-128.0000000000001,-127.99999999999478,24.000000000001798,-29.999999999996696,69.00000000000794,-39.00000000000014,-209.00000000000318,-112.99999999998533,-16.999999999995907,-272.99999999998994,104.00000000001519,-126.0000000000039,-284.9999999999908,,-1614.9999999999336
2021.11.15,-283.99999999999534,-117.99999999999588,-63.99999999999295,-124.99999999999733,42.0000000000087,7.9999999999968985,78.00000000000028,-43.999999999999595,-247.99999999999045,-46.999999999997044,-62.99999999998818,-185.99999999999727,139.00000000000023,-106.99999999999044,-253.99999999999866,,-1272.999999999937
2021.11.15,-252.0000000000078,-141.99999999999767,-67.99999999999784,-127.99999999999478,32.999999999994145,10.999999999994348,56.0000000000005,-82.99999999999974,-207.9999999999984,-42.999999999993044,-88.99999999999864,-187.99999999998818,75.00000000000284,-136.99999999998712,-215.99999999999397,,-1378.999999999965
2021.11.15,-239.99999999999577,-133.00000000000534,-69.00000000000261,-134.0000000000008,15.00000000000945,24.999999999997247,85.00000000000173,-82.00000000000429,-198.0000000000075,11.00000000000545,-78.00000000000296,-177.99999999998929,120.00000000000898,-112.000000000001,-239.0000000000003,,-1206.999999999987
2021.11.15,-228.00000000000597,-120.99999999999334,-54.000000000002046,-138.00000000000477,8.000000000008,44.99999999999504,86.0000000000083,-80.99999999999774,-199.00000000001228,-5.999999999994898,-80.99999999998886,-150.99999999999002,107.00000000001265,-85.99999999998609,-213.99999999999199,,-1112.999999999944
2021.11.15,-249.00000000001032,-127.99999999999478,-58.9999999999975,-151.00000000000114,-17.000000000000348,68.00000000000139,135.00000000000733,-75.00000000000284,-212.99999999999386,69.00000000000794,-84.00000000000318,-140.0000000000068,183.00000000002203,-65.00000000000395,-251.99999999999667,,-977.9999999999727
2021.11.15,-225.00000000000853,-97.9999999999981,-45.99999999999227,-134.99999999999625,7.0000000000014495,53.999999999998494,121.99999999999989,-67.00000000000594,-206.99999999999363,58.000000000002494,-64.99999999999773,-137.9999999999937,190.00000000000128,-62.99999999999084,-253.99999999999866,,-866.9999999999718
2021.11.15,-261.0000000000001,-109.99999999998789,-78.00000000000296,-149.99999999999457,-28.999999999990145,82.00000000000429,146.00000000000168,-53.00000000000304,-199.00000000001228,32.999999999994145,-37.99999999998249,-130.99999999999224,194.0000000000053,-41.000000000002146,-249.99999999999466,,-884.9999999999573
2021.11.15,-323.0000000000066,-144.99999999999514,-85.99999999999852,-207.99999999999707,-36.999999999998145,95.00000000000064,174.00000000000747,-43.00000000000415,-259.9999999999909,70.99999999999883,-67.00000000000728,-120.99999999999334,249.00000000001032,39.00000000001125,-276.9999999999939,,-938.9999999999563
2021.11.15,-269.00000000000813,-109.00000000000354,-30.000000000001137,-209.00000000000364,-18.999999999991246,100.00000000000009,186.00000000000838,-46.999999999997044,-272.99999999999613,146.00000000000168,-91.99999999998454,-82.99999999998863,299.00000000000483,92.00000000000318,-282.99999999999994,,-590.9999999999557
2021.11.15,-286.99999999999284,-130.99999999999224,40.99999999999682,-182.99999999999983,-25.00000000000835,72.0000000000054,155.00000000000514,-53.999999999998494,-385.9999999999957,73.99999999999629,-193.9999999999884,-153.00000000000313,220.00000000002018,0.0,-280.9999999999979,,-1131.9999999999532
2021.11.15,-273.0000000000121,-113.99999999999189,61.99999999999761,-200.99999999999562,-21.999999999988695,116.00000000000499,195.00000000000074,-48.000000000003595,-400.0000000000057,160.00000000000458,-200.9999999999934,-55.000000000005045,308.0000000000194,70.99999999999883,-270.99999999999903,,-672.9999999999691
2021.11.15,-218.00000000000708,-45.99999999999049,40.99999999999682,-246.00000000000176,-2.999999999997449,161.00000000000003,271.0000000000101,-29.000000000001247,-311.00000000000705,365.99999999999966,-99.99999999999432,53.999999999998494,521.0000000000159,279.00000000000705,-322.00000000000006,,418.0000000000287
2021.11.15,-129.00000000000134,-52.99999999999194,-21.000000000000796,-238.0000000000049,21.00000000000435,119.00000000000244,256.0000000000007,-94.00000000000519,-123.99999999999523,506.0000000000064,-37.00000000000614,8.000000000008,526.0000000000042,258.0000000000027,-356.9999999999962,,641.0000000000271
2021.11.15,-95.00000000000064,-32.999999999994145,51.00000000000193,-327.99999999999494,-45.000000000006146,175.00000000000293,316.0000000000052,-102.00000000000209,-186.00000000000705,568.000000000013,-97.99999999998477,29.00000000001235,564.000000000009,490.999999999997,-368.9999999999971,,938.0000000000546
2021.11.15,-139.00000000000023,-25.00000000000835,21.000000000000796,-322.9999999999955,-55.000000000005045,175.99999999999838,337.0000000000095,-67.00000000000594,-197.00000000000273,531.9999999999991,-55.999999999983174,14.000000000002899,594.0000000000057,483.99999999999557,-395.99999999999636,,900.0000000000146
2021.11.15,-92.00000000000318,-28.999999999990145,-84.99999999999375,-332.99999999999443,-9.999999999998899,156.99999999999602,345.0000000000064,-99.00000000000463,-3.9999999999906777,697.9999999999986,63.99999999999295,42.0000000000087,679.0000000000074,506.0000000000064,-425.99999999999307,,1413.0000000000477
2021.11.15,-131.99999999999878,-49.99999999999449,-63.00000000000239,-339.0000000000004,-25.00000000000835,156.00000000000057,384.00000000000654,-91.00000000000774,-69.00000000001683,761.0000000000117,15.00000000001478,15.999999999993797,741.0000000000139,483.99999999999557,-480.99999999999807,,1307.0000000000095
2021.11.15,-177.00000000000495,-22.999999999995246,-27.000000000001023,-326.9999999999995,18.999999999991246,180.0000000000024,376.00000000000966,-40.00000000000669,-170.99999999999227,710.999999999995,3.9999999999906777,120.99999999999334,790.0000000000018,499.000000000005,-439.99999999999596,,1494.9999999999936
2021.11.15,-144.0000000000108,29.00000000001235,-42.999999999992156,-322.9999999999955,-14.999999999987246,202.0000000000022,397.0000000000029,-21.999999999999797,-110.00000000001364,665.0000000000044,85.00000000000796,117.00000000001154,788.0000000000109,557.0000000000075,-436.9999999999985,,1746.0000000000618
2021.11.15,-353.0000000000033,-42.0000000000087,-79.9999999999983,-431.99999999999903,11.00000000000545,160.00000000000458,376.00000000000966,51.000000000001044,-300.00000000001137,500.9999999999959,39.99999999999204,70.0000000000145,789.0000000000175,697.0000000000143,-473.99999999999665,,1014.0000000000377
2021.11.15,-243.99999999999977,-48.99999999998794,-39.99999999999204,-390.0000000000015,-12.999999999996348,158.99999999999804,378.00000000000057,-19.00000000000235,-233.0000000000041,604.0000000000045,-9.999999999990905,32.0000000000098,748.0000000000153,605.9999999999955,-470.9999999999992,,1058.0000000000496
2021.11.15,-282.0000000000045,46.999999999997044,-24.999999999991473,-397.99999999999835,32.999999999994145,170.99999999999892,382.00000000000455,75.9999999999983,-301.9999999999925,495.000000000001,81.00000000001728,123.00000000000644,831.000000000004,761.999999999996,-465.9999999999998,,1528.0000000000312
2021.11.15,-296.0000000000074,-8.999999999992347,-57.00000000000216,-366.9999999999951,9.999999999998899,165.00000000000404,367.0000000000062,49.99999999999449,-272.99999999999613,478.0000000000006,52.99999999999727,73.99999999999629,762.0000000000182,608.0000000000085,-447.99999999999284,,1117.0000000000387
