date,GBPUSD,EURUSD,USDJPY,NZDUSD,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,empty,sum
2021.11.15,-147.99999999999258,0.0,0.0,-102.99999999999754,-70.99999999999883,0.0,0.0,-84.0000000000063,-239.00000000000432,-158.99999999999804,-55.00000000000682,-116.00000000000499,-0.9999999999843467,-86.99999999999264,-175.99999999999838,,-1238.9999999999848
2021.11.15,-143.00000000000423,14.000000000002899,43.00000000000637,-87.99999999999919,-76.99999999999375,72.0000000000054,51.000000000001044,-65.00000000000395,-257.000000000005,-192.99999999999872,-49.99999999998295,-178.99999999999582,40.0000000000178,-158.99999999999804,-179.99999999999127,,-1170.9999999999393
2021.11.15,-137.9999999999937,11.00000000000545,12.000000000000455,-121.00000000000443,-79.00000000000685,51.99999999999649,114.00000000000298,-62.000000000006494,-332.9999999999984,-58.000000000002494,-121.00000000000932,-148.99999999999915,109.00000000000354,-65.00000000000395,-236.99999999999832,,-1065.0000000000143
2021.11.15,-124.99999999999733,28.000000000005798,73.0000000000075,-122.99999999999534,-63.99999999999739,107.00000000000153,126.0000000000039,-53.999999999998494,-324.0000000000123,-69.9999999999923,-109.00000000000887,-109.99999999998789,125.00000000001954,1.0000000000065512,-230.99999999999233,,-749.9999999999372
2021.11.15,-136.00000000000279,2.0000000000131024,17.000000000010118,-80.99999999999774,-90.99999999999665,68.99999999999685,75.00000000000284,-68.00000000000139,-265.99999999999113,-187.99999999998818,-69.99999999999318,-201.99999999999108,-19.999999999997797,-249.99999999999466,-201.99999999999108,,-1410.999999999923
2021.11.15,-173.00000000000094,-12.999999999996348,4.0000000000048885,-92.99999999999864,-59.99999999999339,56.0000000000005,60.00000000000449,-70.0000000000034,-330.99999999998886,-211.00000000000563,-111.99999999999477,-207.00000000000162,-39.999999999995595,-238.99999999998923,-243.99999999999977,,-1672.9999999999584
2021.11.15,-178.99999999999582,-8.999999999992347,-33.999999999991815,-68.99999999999685,-42.999999999993044,38.0000000000047,56.0000000000005,-50.0000000000056,-317.0000000000073,-225.99999999999287,-112.99999999999955,-190.00000000000128,-7.999999999985796,-212.99999999999653,-249.99999999999466,,-1606.9999999999482
2021.11.15,-324.9999999999975,-144.99999999999514,-158.00000000000125,-134.0000000000008,-31.000000000003247,-36.0000000000027,52.000000000007596,-89.00000000000574,-231.99999999999932,-147.99999999999258,-44.999999999987494,-296.0000000000074,51.000000000001044,-218.99999999999142,-297.9999999999983,,-2052.999999999974
2021.11.15,-343.00000000000443,-184.99999999999073,-137.00000000000045,-165.9999999999995,-2.999999999997449,-39.999999999995595,60.99999999999994,-62.000000000006494,-289.99999999999204,-123.99999999999079,-91.00000000000819,-299.99999999998914,77.00000000001594,-151.9999999999966,-310.9999999999946,,-2065.9999999999504
2021.11.15,-310.9999999999946,-143.99999999998857,-88.99999999999864,-144.99999999999514,29.999999999996696,-0.999999999995449,41.000000000002146,-84.0000000000063,-276.00000000001046,-117.99999999999588,-103.00000000000864,-190.99999999998562,45.000000000006146,-221.00000000000452,-266.999999999995,,-1833.9999999999739
2021.11.15,-270.99999999999903,-146.00000000000168,-73.99999999999807,-151.00000000000114,2.999999999997449,4.999999999999449,55.000000000005045,-87.99999999999919,-264.00000000001,-48.99999999998794,-129.99999999999545,-194.99999999998963,69.00000000000794,-143.00000000000423,-244.99999999999523,,-1623.9999999999716
2021.11.15,-275.000000000003,-157.99999999999147,-81.00000000000307,-151.00000000000114,2.0000000000131024,19.999999999997797,74.00000000000739,-90.0000000000012,-229.99999999998977,-39.999999999995595,-103.00000000000864,-198.99999999999363,81.00000000001995,-141.99999999999767,-265.99999999999955,,-1557.9999999999463
2021.11.15,-255.00000000000523,-133.99999999998968,-69.00000000000261,-153.00000000000313,-19.999999999997797,19.00000000000235,71.00000000000995,-85.00000000000173,-230.99999999999454,-29.999999999996696,-100.99999999999909,-168.99999999999693,85.00000000000173,-113.00000000000753,-253.99999999999866,,-1438.9999999999793
2021.11.15,-263.99999999999756,-133.99999999998968,-64.99999999999773,-156.00000000000057,-17.000000000000348,14.000000000002899,89.00000000000574,-82.99999999999974,-239.00000000000432,-21.00000000000435,-106.99999999999932,-202.9999999999976,105.00000000002174,-120.99999999999334,-275.99999999999847,,-1477.9999999999527
2021.11.15,-292.00000000000335,-117.99999999999588,-84.00000000000318,-168.00000000000148,-32.999999999994145,33.000000000005244,120.00000000000898,-68.00000000000139,-247.99999999999045,-24.000000000001798,-69.99999999999318,-150.00000000000568,170.00000000000347,-65.99999999998829,-278.9999999999959,,-1276.9999999999573
2021.11.15,-353.0000000000033,-174.99999999999181,-102.99999999999443,-212.99999999999653,-66.99999999999484,80.00000000000229,131.00000000000333,-57.00000000000705,-300.00000000001137,-58.000000000002494,-102.00000000000387,-151.9999999999966,160.00000000000458,-55.99999999998939,-276.9999999999939,,-1541.9999999999754
2021.11.15,-347.9999999999928,-164.99999999999292,-96.9999999999942,-224.000000000002,-48.99999999998794,78.99999999999574,150.00000000000568,-60.00000000000449,-302.99999999999727,36.999999999998145,-102.00000000000387,-146.00000000000168,214.00000000000307,21.00000000000435,-305.99999999999517,,-1298.9999999999652
2021.11.15,-300.00000000001137,-136.99999999998712,-36.000000000001364,-210.99999999999451,-28.000000000005798,58.99999999999794,141.00000000000225,-60.00000000000449,-387.00000000000045,51.000000000001044,-199.99999999998863,-161.99999999999548,201.00000000000674,-28.999999999990145,-297.9999999999983,,-1395.99999999997
2021.11.15,-344.99999999999534,-158.99999999999804,9.000000000000341,-232.99999999999432,-35.00000000000725,55.000000000005045,150.00000000000568,-60.99999999999994,-450.9999999999934,43.999999999999595,-227.00000000000387,-153.00000000000313,214.00000000000307,5.000000000010552,-314.99999999999864,,-1501.99999999997
2021.11.15,-273.0000000000121,-116.99999999998934,19.000000000005457,-256.0000000000007,-52.99999999999194,105.99999999999498,190.00000000000128,-97.9999999999981,-400.0000000000057,165.00000000001512,-207.9999999999984,-68.99999999998573,301.0000000000179,63.99999999999739,-326.9999999999995,,-955.9999999999493
2021.11.15,-219.99999999999798,-72.99999999998974,-28.999999999996362,-248.99999999999923,-21.00000000000435,80.99999999999774,210.00000000001017,-118.00000000000699,-308.9999999999975,367.0000000000062,-131.00000000000023,-56.99999999999594,442.00000000000904,120.99999999999334,-381.99999999999346,,-367.99999999996527
2021.11.15,-174.00000000000747,-90.99999999999665,-36.000000000001364,-339.0000000000004,-55.99999999998939,95.00000000000064,239.0000000000003,-123.00000000000644,-235.99999999999,459.0000000000094,-102.00000000000387,-14.999999999987246,506.0000000000064,241.00000000000233,-386.9999999999929,,-18.99999999995657
2021.11.15,-170.00000000000347,-58.000000000002494,-1.9999999999953388,-353.99999999999875,-90.99999999999665,158.99999999999804,311.00000000000574,-106.00000000000608,-235.99999999999,495.000000000001,-103.00000000000864,-32.999999999994145,528.0000000000174,435.0000000000076,-406.9999999999907,,368.00000000004366
