date,EURUSD,GBPCHF,EURCHF,CADCHF,GBPCAD,AUDCAD,AUDNZD,empty,sum
2019.08.05,-73.99999999999629,-211.99999999998997,27.00000000002145,-8.999999999992347,-428.00000000000614,-40.99999999999105,-49.99999999999449,,-786.9999999999488
2019.08.05,-38.0000000000047,-195.9999999999962,91.00000000001884,-15.999999999993797,-363.0000000000022,26.999999999999247,-76.99999999999375,,-571.9999999999725
2019.08.05,-55.000000000005045,-207.00000000000162,125.00000000001954,-12.999999999996348,-449.9999999999948,30.000000000007798,-51.000000000001044,,-620.9999999999715
2019.08.05,-25.999999999992696,-171.99999999999437,139.00000000000023,-21.999999999999797,-370.00000000000364,60.00000000000449,-96.00000000000719,,-486.99999999999295
2019.08.05,-49.99999999999449,-207.99999999998596,131.00000000001444,-41.9999999999976,-384.00000000000654,57.00000000000705,-137.9999999999937,,-633.9999999999568
2019.08.05,-45.000000000006146,-200.99999999998454,116.00000000000499,-36.999999999998145,-388.9999999999949,70.0000000000034,-151.9999999999966,,-637.9999999999719
2019.08.05,-252.0000000000078,-34.99999999998504,196.0000000000184,121.99999999999989,-496.99999999999187,36.0000000000027,-231.0000000000034,,-660.9999999999671
2019.08.05,-225.00000000000853,-236.99999999999832,164.00000000000858,92.00000000000318,-703.0000000000092,-2.999999999997449,-293.0000000000099,,-1205.0000000000118
2019.08.05,-202.00000000001327,-85.00000000000173,282.0000000000045,209.00000000000364,-774.9999999999924,163.00000000000205,-139.00000000000023,,-546.9999999999975
2019.08.05,-187.00000000000384,19.00000000001345,260.0000000000158,257.0000000000072,-723.9999999999914,153.00000000000313,-154.99999999999403,,-376.99999999994964
2019.08.05,-175.99999999999838,219.00000000001364,311.0000000000168,373.00000000000114,-693.9999999999947,154.0000000000097,-75.00000000000284,,112.00000000004539
2019.08.05,-191.00000000000784,246.00000000001288,359.0000000000204,392.9999999999989,-717.000000000012,95.00000000000064,43.999999999999595,,229.0000000000125
2019.08.05,-266.0000000000107,175.00000000001404,342.00000000002007,396.00000000000745,-817.000000000001,25.00000000000835,83.00000000001084,,-61.9999999999509
2019.08.05,-222.99999999999542,242.00000000000887,316.0000000000052,365.99999999999966,-659.999999999994,-12.999999999996348,48.000000000003595,,76.00000000003158
2019.08.05,-248.00000000000378,187.00000000000384,323.0000000000066,370.00000000000364,-740.9999999999917,65.00000000000395,78.00000000000028,,34.000000000022766
2019.08.05,-243.99999999999977,168.0000000000126,292.00000000000335,357.00000000000733,-743.0000000000048,25.00000000000835,1.0000000000065512,,-143.99999999996635
2019.08.05,-256.99999999999613,280.9999999999979,319.0000000000026,383.0,-628.0000000000064,120.00000000000898,56.99999999999594,,275.0000000000029
2019.08.05,-222.99999999999542,419.0000000000138,322.00000000000006,375.0000000000031,-451.0000000000014,181.00000000000892,79.99999999999119,,703.0000000000202
2019.08.05,-239.99999999999577,574.0000000000078,375.0000000000142,418.0000000000073,-295.0000000000008,190.00000000000128,117.99999999999588,,1140.00000000003
2019.08.05,-181.00000000000892,572.0000000000169,404.0000000000044,385.99999999999744,-263.99999999999756,129.00000000000134,150.00000000000568,,1196.0000000000193
2019.08.05,-207.00000000000162,633.0000000000168,368.00000000001273,433.0000000000056,-283.99999999999534,119.00000000000244,79.00000000000685,,1141.0000000000475
2019.08.05,-268.0000000000016,743.0000000000048,395.000000000012,507.9999999999973,-280.9999999999979,203.00000000000873,130.99999999999224,,1431.0000000000155
2019.08.05,-357.00000000000733,944.0000000000115,520.0000000000093,636.0000000000032,-289.0000000000059,340.00000000000693,241.00000000000233,,2035.00000000002
2019.08.05,-435.0000000000076,836.9999999999989,557.0000000000075,719.000000000003,-622.9999999999958,300.0000000000003,238.99999999998923,,1593.9999999999955
2019.08.05,-441.0000000000025,629.9999999999973,545.0000000000177,726.9999999999999,-929.000000000002,270.0000000000036,204.00000000000418,,1006.0000000000181
2019.08.05,-453.99999999999886,849.0000000000109,550.000000000006,719.000000000003,-612.9999999999969,260.00000000000466,191.99999999999218,,1503.000000000021
2019.08.05,-524.0000000000133,914.0000000000148,526.0000000000042,712.0000000000015,-503.000000000009,259.0000000000092,175.99999999999838,,1560.0000000000057
2019.08.05,-670.9999999999993,631.0000000000038,411.0000000000058,724.0000000000024,-920.9999999999941,231.99999999999886,202.9999999999976,,609.0000000000151
2019.08.05,-695.0000000000011,667.0000000000176,362.00000000001785,704.0000000000047,-829.9999999999974,265.99999999999955,222.99999999999542,,697.0000000000367
2019.08.05,-764.0000000000091,653.999999999999,313.00000000000773,633.0000000000058,-689.9999999999907,296.0000000000074,208.00000000000819,,650.0000000000283
2019.08.05,-697.9999999999986,626.0000000000155,330.0000000000081,609.000000000004,-676.9999999999943,308.00000000000824,228.00000000000597,,726.0000000000488
2019.08.05,-737.0000000000099,557.0000000000075,294.0000000000165,626.9999999999998,-805.9999999999956,282.99999999999994,248.00000000000378,,466.00000000002206
2019.08.05,-676.9999999999943,550.000000000006,304.00000000001535,579.0000000000073,-710.0000000000106,282.0000000000045,280.9999999999979,,609.0000000000261
2019.08.05,-747.9999999999931,522.0000000000002,215.00000000000963,490.00000000000153,-520.9999999999936,337.0000000000095,336.00000000000296,,631.0000000000371
