date,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2017.07.31,-43.999999999999595,-106.99999999999044,-106.00000000000608,-95.00000000000064,-165.9999999999995,-161.99999999999548,-16.0000000000049,-130.99999999999224,-122.0000000000141,-36.999999999998145,-75.99999999998718,0.0,-58.9999999999975,,-1120.999999999986
2017.07.31,-41.99999999998649,-126.0000000000039,-28.000000000005798,36.999999999998145,-211.00000000000563,-148.99999999999915,5.999999999994898,-222.99999999999542,32.00000000001069,-15.999999999993797,-134.99999999999625,48.99999999999238,6.000000000000227,,-799.99999999999
2017.07.31,-27.999999999983594,-150.99999999999002,-9.999999999998899,62.99999999999084,-280.9999999999979,51.99999999999649,-21.999999999999797,-384.9999999999909,-86.00000000001273,-70.99999999999883,-95.00000000000064,54.000000000002046,22.00000000000557,,-937.9999999999784
2017.07.31,-14.999999999987246,-170.00000000000347,0.0,96.99999999999153,-246.99999999999721,56.0000000000005,0.999999999995449,-360.0000000000048,31.00000000000591,-82.99999999998863,-17.999999999984695,84.99999999999375,63.00000000000239,,-559.9999999999765
2017.07.31,-6.999999999979245,-283.99999999999534,-8.000000000008,176.99999999999383,-258.0000000000027,-29.000000000001247,-11.00000000000545,-551.9999999999969,-43.00000000000637,-224.000000000002,-7.999999999985796,-42.00000000000159,85.99999999999852,,-1202.9999999999923
2017.07.31,-66.99999999999484,-378.999999999996,-11.00000000000545,193.99999999999417,-273.0000000000121,-93.99999999999409,-62.000000000006494,-690.9999999999972,-146.000000000015,-268.0000000000016,-93.99999999999409,-135.00000000000512,117.00000000000443,,-1909.0000000000232
2017.07.31,-176.99999999998272,-553.0000000000035,-204.00000000000418,166.99999999999494,-280.9999999999979,-139.99999999999568,-75.00000000000284,-798.0000000000098,-234.00000000000887,-337.99999999999386,-11.999999999989797,-246.9999999999999,63.00000000000239,,-2828.9999999999923
2017.07.31,-136.99999999998712,-601.9999999999915,-218.00000000000708,186.99999999999272,-155.00000000001623,-319.0000000000026,-64.0000000000085,-886.000000000009,-390.99999999999113,-444.9999999999843,186.0000000000195,-373.00000000000466,-19.99999999999602,,-3236.9999999999854
2017.07.31,-144.99999999999514,-539.999999999985,-253.99999999999866,170.99999999999892,-60.99999999999994,-312.00000000000114,-48.99999999999905,-794.9999999999901,-360.99999999999,-398.9999999999938,108.00000000001918,-343.0000000000035,-21.000000000000796,,-3000.999999999939
2017.07.31,-132.99999999998312,-507.9999999999973,-119.00000000000244,189.99999999999017,-63.99999999999739,-217.0000000000005,-35.00000000000725,-724.9999999999978,-270.00000000001023,-383.99999999998437,-70.99999999999883,-308.9999999999975,40.00000000000625,,-2604.99999999998
2017.07.31,-134.99999999999625,-500.9999999999959,-43.999999999999595,225.99999999999287,-66.99999999999484,-229.00000000000142,-41.000000000002146,-741.9999999999982,-310.0000000000023,-336.00000000000296,-165.9999999999995,-289.0000000000015,69.00000000000261,,-2564.999999999999
2017.07.31,-168.99999999999693,-448.000000000004,-43.00000000000415,150.99999999999002,-25.00000000000835,-180.99999999999784,-55.000000000005045,-609.9999999999994,-342.00000000001296,-211.99999999998997,-129.99999999998568,-222.99999999999898,9.000000000000341,,-2278.0000000000127
