date,GBPUSD,USDCAD,AUDUSD,CHFJPY,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,AUDCAD,empty,sum
2021.05.31,-136.99999999998712,0.0,0.0,-203.00000000000296,0.0,-92.00000000000318,-338.99999999999864,-126.99999999998113,-75.00000000000284,-201.99999999999108,-44.99999999999504,,-1219.999999999962
2021.05.31,-161.99999999999548,25.999999999992696,39.00000000000014,-68.00000000001205,95.00000000000064,-95.00000000000064,-366.00000000001387,-49.99999999998295,-43.999999999999595,-188.9999999999947,-19.999999999997797,,-834.0000000000035
2021.05.31,-178.99999999999582,49.99999999999449,17.999999999995797,-158.00000000000125,91.99999999999208,-56.0000000000005,-433.9999999999975,-90.00000000000341,21.00000000000435,-235.99999999999176,6.0000000000060005,,-965.9999999999976
2021.05.31,-129.00000000000134,90.00000000001229,46.00000000000159,-152.00000000000102,130.99999999999224,-1.0000000000065512,-387.00000000000045,-93.99999999999409,93.00000000000975,-214.00000000000307,77.00000000000485,,-539.9999999999858
2021.05.31,-140.0000000000068,85.00000000000173,50.0000000000056,-166.00000000001103,136.99999999999824,8.999999999992347,-406.0000000000059,-116.99999999999022,97.9999999999981,-208.00000000000819,92.00000000000318,,-566.000000000023
2021.05.31,-104.99999999999955,114.99999999999844,31.000000000003247,-176.00000000000193,159.9999999999935,17.000000000000348,-425.00000000001137,-137.00000000000045,99.00000000000463,-208.99999999999253,85.00000000000173,,-545.0000000000039
2021.05.31,-58.99999999998684,127.99999999999478,0.0,-148.00000000001035,142.99999999999312,15.999999999993797,-391.00000000001955,-103.999999999985,68.00000000000139,-235.99999999999176,63.00000000000195,,-520.0000000000085
2021.05.31,-106.99999999999044,150.00000000000568,-39.999999999995595,-137.00000000000045,117.99999999999588,0.0,-364.0000000000043,-84.00000000000318,79.00000000000685,-287.9999999999994,30.000000000007798,,-642.9999999999771
2021.05.31,-200.00000000000017,87.99999999999919,51.99999999999649,-54.000000000002046,163.00000000000205,-12.000000000000899,-233.0000000000041,16.000000000019554,117.99999999999588,-170.00000000000347,131.00000000000333,,-100.9999999999942
2021.05.31,-228.99999999999034,100.99999999999554,119.99999999999788,-55.00000000000682,175.99999999999838,-19.999999999997797,-282.0000000000107,32.00000000001069,134.00000000001188,-95.00000000000064,185.99999999999727,,68.00000000000536
