timeframe,profit,0,timeframe1,drawup,1,timeframe2,drawdown
2021.10.08 23:30,-3558.9999999999736,,2021.10.04 07:30,622.9999999999902,,2021.10.08 23:30,-3558.9999999999736
2021.10.08 23:00,-3540.0000000000255,,2021.10.04 07:00,562.9999999999727,,2021.10.08 21:30,-3545.9999999999995
2021.10.08 22:30,-3459.999999999968,,2021.10.05 14:00,556.0000000000107,,2021.10.08 23:00,-3540.0000000000255
2021.10.08 22:00,-3405.9999999999823,,2021.10.04 02:00,555.0000000000424,,2021.10.08 21:00,-3460.999999999985
2021.10.08 21:30,-3545.9999999999995,,2021.10.04 00:00,532.0000000000324,,2021.10.08 22:30,-3459.999999999968
2021.10.08 21:00,-3460.999999999985,,2021.10.05 13:30,510.9999999999945,,2021.10.08 20:00,-3452.9999999999654
2021.10.08 20:30,-3307.9999999999923,,2021.10.04 08:00,509.00000000001063,,2021.10.08 22:00,-3405.9999999999823
2021.10.08 20:00,-3452.9999999999654,,2021.10.04 02:30,505.0000000000159,,2021.10.08 19:00,-3354.0000000000023
2021.10.08 19:30,-3341.0000000000095,,2021.10.04 03:00,477.9999999999761,,2021.10.08 19:30,-3341.0000000000095
2021.10.08 19:00,-3354.0000000000023,,2021.10.04 03:30,464.0000000000093,,2021.10.08 20:30,-3307.9999999999923
2021.10.08 18:30,-3104.9999999999886,,2021.10.04 09:00,456.0000000000368,,2021.10.08 18:30,-3104.9999999999886
2021.10.08 18:00,-2761.000000000015,,2021.10.04 09:30,455.999999999995,,2021.10.08 18:00,-2761.000000000015
2021.10.08 17:30,-2659.000000000019,,2021.10.04 10:30,445.0000000000061,,2021.10.08 17:30,-2659.000000000019
2021.10.08 17:00,-2315.999999999955,,2021.10.04 12:30,422.99999999999386,,2021.10.07 13:30,-2503.0
2021.10.08 16:30,-1988.0000000000168,,2021.10.04 01:00,422.00000000002416,,2021.10.08 10:30,-2423.0000000000023
2021.10.08 16:00,-2044.9999999999884,,2021.10.04 01:30,418.9999999999961,,2021.10.08 15:00,-2408.000000000012
2021.10.08 15:30,-1855.0000000000123,,2021.10.04 04:00,393.0000000000211,,2021.10.07 13:00,-2319.9999999999773
2021.10.08 15:00,-2408.000000000012,,2021.10.04 04:30,389.00000000000864,,2021.10.08 17:00,-2315.999999999955
2021.10.08 14:30,-1668.000000000003,,2021.10.04 05:00,302.0000000000631,,2021.10.07 11:00,-2304.999999999962
2021.10.08 14:00,-1693.9999999999661,,2021.10.04 05:30,283.999999999987,,2021.10.07 16:00,-2301.999999999972
2021.10.08 13:30,-1737.000000000014,,2021.10.04 06:30,281.99999999997027,,2021.10.08 10:00,-2288.000000000014
2021.10.08 13:00,-1732.0000000000043,,2021.10.04 08:30,270.0000000000151,,2021.10.07 16:30,-2272.000000000002
2021.10.08 12:30,-2007.0000000000068,,2021.10.04 10:00,262.0000000000316,,2021.10.07 17:00,-2261.9999999999964
2021.10.08 12:00,-1793.0000000000039,,2021.10.04 06:00,248.00000000002169,,2021.10.08 11:00,-2182.999999999978
2021.10.08 11:30,-2091.999999999992,,2021.10.05 15:00,243.99999999998937,,2021.10.07 14:30,-2147.999999999996
2021.10.08 11:00,-2182.999999999978,,2021.10.04 00:30,232.00000000002194,,2021.10.07 11:30,-2144.0000000000114
2021.10.08 10:30,-2423.0000000000023,,2021.10.05 15:30,227.00000000000392,,2021.10.07 14:00,-2142.000000000025
2021.10.08 10:00,-2288.000000000014,,2021.10.05 12:30,225.00000000003376,,2021.10.07 12:30,-2137.9999999999777
2021.10.08 09:30,-2123.999999999981,,2021.10.05 14:30,127.99999999997173,,2021.10.08 09:30,-2123.999999999981
2021.10.08 09:00,-2005.000000000004,,2021.10.05 12:00,125.00000000003278,,2021.10.07 08:00,-2120.9999999999595
2021.10.08 08:30,-1923.999999999942,,2021.10.04 11:00,56.0000000000214,,2021.10.08 11:30,-2091.999999999992
2021.10.08 08:00,-2019.9999999999618,,2021.10.05 13:00,34.00000000003763,,2021.10.07 17:30,-2089.0000000000027
2021.10.08 07:30,-1911.999999999989,,2021.10.04 11:30,-17.999999999992355,,2021.10.07 05:00,-2052.0000000000055
2021.10.08 07:00,-1898.0000000000002,,2021.10.05 16:00,-23.99999999996507,,2021.10.07 12:00,-2048.9999999999964
2021.10.08 06:30,-1921.9999999999723,,2021.10.05 17:00,-31.999999999987665,,2021.10.08 16:00,-2044.9999999999884
2021.10.08 06:00,-1982.9999999999845,,2021.10.04 13:00,-64.0000000000263,,2021.10.08 08:00,-2019.9999999999618
2021.10.08 05:30,-1914.9999999999843,,2021.10.05 20:30,-65.00000000002966,,2021.10.07 09:00,-2015.9999999999623
2021.10.08 05:00,-1980.999999999974,,2021.10.05 18:30,-69.00000000000321,,2021.10.08 12:30,-2007.0000000000068
2021.10.08 04:30,-1959.9999999999548,,2021.10.05 19:30,-78.00000000001674,,2021.10.08 09:00,-2005.000000000004
2021.10.08 04:00,-1888.9999999999704,,2021.10.04 12:00,-78.00000000003675,,2021.10.07 06:00,-2002.9999999999577
2021.10.08 03:30,-1819.000000000004,,2021.10.05 11:30,-82.99999999998585,,2021.10.07 06:30,-1996.9999999999886
2021.10.08 03:00,-1941.0000000000014,,2021.10.04 13:30,-86.99999999996254,,2021.10.07 05:30,-1991.9999999999957
2021.10.08 02:30,-1831.0000000000055,,2021.10.05 16:30,-89.99999999999096,,2021.10.08 16:30,-1988.0000000000168
2021.10.08 02:00,-1795.9999999999811,,2021.10.05 17:30,-90.99999999996149,,2021.10.07 15:30,-1984.9999999999786
2021.10.08 01:30,-1881.9999999999682,,2021.10.05 20:00,-96.99999999999805,,2021.10.08 06:00,-1982.9999999999845
2021.10.08 01:00,-1873.0000000000366,,2021.10.05 10:30,-99.9999999999659,,2021.10.08 05:00,-1980.999999999974
2021.10.08 00:30,-1874.0000000000107,,2021.10.05 18:00,-112.00000000000523,,2021.10.07 10:30,-1968.9999999999723
2021.10.08 00:00,-1929.9999999999798,,2021.10.05 11:00,-126.99999999998592,,2021.10.07 04:30,-1967.000000000001
2021.10.07 23:30,-1774.0000000000064,,2021.10.05 10:00,-127.00000000000873,,2021.10.07 07:30,-1963.0000000000057
2021.10.07 23:00,-1685.9999999999804,,2021.10.04 19:00,-130.99999999996865,,2021.10.08 04:30,-1959.9999999999548
2021.10.07 22:30,-1536.9999999999936,,2021.10.04 20:00,-139.0000000000065,,2021.10.07 07:00,-1953.0000000000161
2021.10.07 22:00,-1511.0000000000116,,2021.10.04 20:30,-147.9999999999771,,2021.10.08 03:00,-1941.0000000000014
2021.10.07 21:30,-1458.0000000000175,,2021.10.05 21:00,-174.99999999995592,,2021.10.07 01:30,-1939.000000000006
2021.10.07 21:00,-1780.999999999985,,2021.10.05 22:30,-198.99999999996922,,2021.10.07 01:00,-1934.999999999998
2021.10.07 20:30,-1749.9999999999748,,2021.10.05 19:00,-222.9999999999776,,2021.10.08 00:00,-1929.9999999999798
2021.10.07 20:00,-1867.9999999999934,,2021.10.05 23:30,-234.99999999999264,,2021.10.06 23:30,-1927.0000000000132
2021.10.07 19:30,-1806.9999999999825,,2021.10.06 02:30,-241.99999999998855,,2021.10.08 08:30,-1923.999999999942
2021.10.07 19:00,-1570.999999999981,,2021.10.06 01:00,-264.9999999999741,,2021.10.08 06:30,-1921.9999999999723
2021.10.07 18:30,-1518.9999999999793,,2021.10.06 02:00,-265.99999999998875,,2021.10.08 05:30,-1914.9999999999843
2021.10.07 18:00,-1732.000000000026,,2021.10.04 14:00,-271.9999999999627,,2021.10.07 15:00,-1913.9999999999745
2021.10.07 17:30,-2089.0000000000027,,2021.10.06 00:30,-280.99999999997704,,2021.10.08 07:30,-1911.999999999989
2021.10.07 17:00,-2261.9999999999964,,2021.10.05 22:00,-280.9999999999974,,2021.10.08 07:00,-1898.0000000000002
2021.10.07 16:30,-2272.000000000002,,2021.10.04 14:30,-297.99999999997647,,2021.10.08 04:00,-1888.9999999999704
2021.10.07 16:00,-2301.999999999972,,2021.10.06 01:30,-305.99999999999443,,2021.10.08 01:30,-1881.9999999999682
2021.10.07 15:30,-1984.9999999999786,,2021.10.04 19:30,-320.99999999999613,,2021.10.08 00:30,-1874.0000000000107
2021.10.07 15:00,-1913.9999999999745,,2021.10.04 21:00,-329.00000000001154,,2021.10.08 01:00,-1873.0000000000366
2021.10.07 14:30,-2147.999999999996,,2021.10.06 03:00,-341.999999999978,,2021.10.06 22:00,-1871.9999999999943
2021.10.07 14:00,-2142.000000000025,,2021.10.05 21:30,-350.99999999998204,,2021.10.07 20:00,-1867.9999999999934
2021.10.07 13:30,-2503.0,,2021.10.05 23:00,-365.9999999999829,,2021.10.07 09:30,-1861.9999999999777
2021.10.07 13:00,-2319.9999999999773,,2021.10.04 23:30,-401.00000000002285,,2021.10.06 23:00,-1859.9999999999927
2021.10.07 12:30,-2137.9999999999777,,2021.10.04 21:30,-413.0000000000189,,2021.10.08 15:30,-1855.0000000000123
2021.10.07 12:00,-2048.9999999999964,,2021.10.06 00:00,-414.99999999998295,,2021.10.08 02:30,-1831.0000000000055
2021.10.07 11:30,-2144.0000000000114,,2021.10.04 22:00,-436.9999999999868,,2021.10.07 10:00,-1829.0
2021.10.07 11:00,-2304.999999999962,,2021.10.05 03:30,-458.99999999997397,,2021.10.07 08:30,-1828.9999999999636
2021.10.07 10:30,-1968.9999999999723,,2021.10.04 18:30,-458.999999999989,,2021.10.08 03:30,-1819.000000000004
