,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,20,"['NZDCAD', 'AUDCAD', 'NZDUSD', 'GBPAUD', 'GBPUSD', 'EURUSD', 'USDCHF', 'EURNZD']",100.0,-0.6256,S
1,1,AUDUSD,10,"['USDCHF', 'NZDCHF']",80.0,0.49533111111111167,B
2,2,GBPCHF,10,['EURGBP'],80.0,0.9910499999999997,B
3,3,EURCHF,10,"['EURGBP', 'CADCHF']",100.0,0.8123,B
4,4,CHFJPY,10,"['GBPJPY', 'EURGBP', 'EURAUD']",80.0,-0.0006,S
5,5,CADCHF,15,['USDJPY'],100.0,0.6342089688090025,B
6,6,AUDCHF,10,['EURGBP'],80.0,0.9928700000000003,B
7,7,EURGBP,10,"['GBPCHF', 'NZDCHF']",80.0,-0.9885600000000011,S
8,8,GBPCAD,15,"['GBPUSD', 'EURUSD']",100.0,-0.3369373912198853,S
9,9,GBPAUD,30,['AUDCAD'],80.0,0.5720506159994326,B
10,10,EURAUD,30,"['USDCHF', 'NZDCHF', 'NZDCAD', 'AUDCAD']",80.0,0.9352752849927846,B
11,11,EURNZD,20,"['CHFJPY', 'NZDCHF', 'NZDJPY']",80.0,-0.0035787229437229313,S
12,12,CADJPY,20,"['NZDCAD', 'AUDCAD', 'CHFJPY', 'GBPCHF']",100.0,-0.6849791305916293,S
13,13,AUDJPY,50,"['USDCHF', 'NZDCHF', 'AUDCAD']",100.0,-0.9115784637876766,S
14,14,AUDCAD,10,['EURAUD'],100.0,0.99225,B
