date,GBPUSD,EURCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,empty,sum
2020.03.09,-158.99999999999804,59.000000000009045,-58.000000000002494,-269.00000000000813,120.99999999999511,-39.999999999995595,,-346.0000000000001
2020.03.09,-136.00000000000279,86.99999999999264,172.00000000000549,-42.999999999993044,379.99999999999545,-838.9999999999898,,-378.99999999999204
2020.03.09,-168.0000000000126,164.00000000000858,257.0000000000072,8.999999999992347,155.00000000000114,-675.9999999999877,,-258.999999999991
2020.03.09,-206.00000000001728,181.00000000000892,212.00000000000108,-72.99999999998974,120.99999999999511,-948.9999999999999,,-714.0000000000018
2020.03.09,-7.0000000000014495,-12.999999999996348,-109.00000000000354,-638.9999999999895,80.99999999998886,-368.9999999999971,,-1055.999999999999
2020.03.09,28.999999999990145,63.99999999999739,-53.00000000000304,-360.0000000000048,185.99999999999284,-371.99999999999454,,-506.000000000022
2020.03.09,-97.00000000001374,-83.9999999999952,58.000000000002494,209.9999999999991,208.99999999998897,-710.999999999995,,-415.00000000001336
2020.03.09,-39.00000000001125,170.00000000000347,1494.0000000000064,3912.0000000000045,1664.999999999992,-2295.0000000000027,,4906.999999999993
2020.03.09,-139.00000000000023,217.0000000000005,1144.0000000000007,2936.0000000000055,1670.9999999999923,-2000.9999999999861,,3828.000000000012
2020.03.09,78.99999999998464,-197.00000000000273,546.000000000002,1461.0000000000011,1477.9999999999945,-1429.999999999998,,1936.9999999999816
2020.03.09,99.99999999998899,-32.999999999994145,446.9999999999974,1333.9999999999907,1482.99999999999,-957.9999999999922,,2372.9999999999804
2020.03.09,-29.00000000001235,181.00000000000892,1068.9999999999977,2378.9999999999977,1513.999999999996,-1384.9999999999918,,3728.9999999999955
2020.03.09,58.99999999998684,248.00000000000378,988.0,2063.000000000015,1350.999999999999,-1461.9999999999854,,3247.000000000019
2020.03.09,52.99999999999194,272.00000000000557,975.0000000000036,1924.9999999999989,1250.0,-1322.000000000001,,3152.999999999999
2020.03.09,161.99999999999548,207.00000000000162,907.0000000000023,1617.0000000000018,1242.999999999995,-1581.9999999999945,,2554.000000000002
2020.03.09,231.99999999998778,282.0000000000045,845.0000000000068,1492.0000000000045,1709.9999999999936,-1011.9999999999907,,3549.0000000000064
2020.03.09,182.99999999999983,202.9999999999976,766.0,1262.0000000000075,1411.9999999999918,-1009.9999999999998,,2815.9999999999973
2020.03.09,-182.0000000000155,280.9999999999979,867.0000000000067,2000.0000000000018,1363.99999999999,-1161.9999999999964,,3167.9999999999845
2020.03.09,-1058.0000000000034,312.00000000000114,1078.0000000000011,2919.999999999989,1527.9999999999916,-2332.000000000001,,2447.999999999979
2020.03.09,-1137.0000000000102,-126.99999999998823,829.0000000000019,3312.999999999988,1500.0,-1905.0000000000011,,2472.999999999991
2020.03.09,-789.0000000000175,72.0000000000054,814.9999999999991,2666.0000000000127,1580.9999999999889,-1563.0000000000032,,2781.999999999986
2020.03.09,-670.000000000015,46.999999999997044,251.99999999999667,1261.000000000001,1667.9999999999923,-973.999999999986,,1583.999999999986
2020.03.09,-448.000000000004,-112.000000000001,-42.999999999993044,883.9999999999959,1771.9999999999914,-289.0000000000059,,1763.9999999999832
2020.03.09,-567.0000000000064,-35.00000000000725,114.99999999999844,1205.0000000000116,1695.999999999998,-780.9999999999873,,1633.0000000000073
2020.03.09,-188.00000000001037,-147.00000000000824,65.00000000000395,53.999999999998494,1673.9999999999923,-1151.9999999999975,,305.9999999999786
2020.03.09,-119.00000000000244,-69.9999999999923,143.9999999999997,-7.0000000000014495,1554.9999999999927,-1410.0000000000002,,92.99999999999591
2020.03.09,78.00000000000028,-78.00000000000028,201.00000000000674,-19.999999999997797,1694.9999999999932,-1645.9999999999918,,230.00000000001023
2020.03.09,-198.00000000000927,-137.9999999999937,87.99999999999919,273.9999999999965,1637.0000000000005,-2041.9999999999882,,-378.999999999995
2020.03.09,-92.00000000000318,-253.99999999999866,-109.00000000000354,35.999999999991594,1706.9999999999936,-1358.999999999999,,-71.0000000000191
2020.03.09,-245.0000000000063,-200.00000000000017,-54.999999999993946,-69.00000000000794,1507.9999999999955,-1659.9999999999948,,-721.0000000000077
2020.03.09,-407.0000000000018,-18.0000000000069,168.99999999999693,361.0000000000113,1802.9999999999973,-1726.0000000000052,,181.9999999999916
2020.03.09,-238.0000000000049,-331.999999999999,-236.00000000000287,184.00000000000637,1679.9999999999927,-713.9999999999924,,343.9999999999999
