date,GBPUSD,EURCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,empty,sum
2020.03.09,-217.0000000000005,-76.0000000000094,-136.99999999999824,-431.0000000000036,-204.00000000000773,-175.99999999999838,,-1241.000000000018
2020.03.09,-297.0000000000139,31.000000000003247,-121.99999999999989,-489.0000000000061,-172.00000000001125,-849.9999999999952,,-1899.000000000023
2020.03.09,-168.0000000000126,56.99999999999594,87.00000000000374,-466.9999999999952,-67.00000000000728,-903.9999999999937,,-1462.000000000009
2020.03.09,-300.00000000001137,127.99999999999478,129.00000000000134,-171.99999999999437,36.000000000001364,-1038.99999999999,,-1217.9999999999982
2020.03.09,-229.99999999999687,-175.99999999999838,-126.99999999999933,-675.0000000000034,-83.00000000001262,-940.9999999999918,,-2232.0000000000023
2020.03.09,-69.00000000000794,-36.999999999998145,-114.00000000000298,-653.999999999999,24.999999999991473,-431.0000000000036,,-1280.0000000000202
2020.03.09,-191.00000000000784,-102.00000000000209,-90.99999999999665,-431.99999999998795,123.99999999999523,-792.9999999999993,,-1484.9999999999986
2020.03.09,-487.99999999999955,-174.99999999999181,26.999999999999247,160.00000000000458,170.99999999999227,-3980.99999999999,,-4285.999999999985
2020.03.09,-368.00000000001273,109.00000000000354,941.9999999999984,2129.000000000003,1085.9999999999986,-2736.000000000005,,1161.999999999986
2020.03.09,-260.0000000000158,-259.0000000000092,390.0000000000015,720.0000000000095,1364.999999999995,-2194.9999999999914,,-239.00000000001046
2020.03.09,-5.000000000010552,-212.99999999999653,334.00000000000097,880.9999999999984,1242.999999999995,-1594.999999999991,,644.9999999999964
2020.03.09,-117.00000000001154,-97.9999999999981,453.0000000000034,1296.9999999999925,1469.9999999999989,-1895.0000000000023,,1109.9999999999832
2020.03.09,-41.000000000002146,66.00000000001049,848.0000000000043,1581.0000000000102,1147.9999999999961,-1624.9999999999875,,1977.0000000000316
2020.03.09,21.999999999988695,234.00000000000088,929.000000000002,1705.000000000001,1196.9999999999886,-1563.9999999999877,,2522.9999999999936
2020.03.09,-21.00000000000435,194.0000000000053,741.0000000000027,1012.9999999999973,1197.9999999999932,-1692.0000000000045,,1432.9999999999895
2020.03.09,149.9999999999835,126.0000000000039,762.0000000000072,1411.9999999999911,1186.9999999999977,-1601.9999999999923,,2034.999999999991
2020.03.09,105.99999999998388,158.99999999999804,763.9999999999981,1163.000000000003,1301.9999999999925,-1251.9999999999864,,2241.999999999989
2020.03.09,-225.00000000000853,184.00000000000637,744.0000000000002,1011.9999999999907,1286.0000000000014,-1259.9999999999945,,1740.9999999999955
2020.03.09,-1117.9999999999968,258.0000000000027,865.0000000000047,1978.9999999999975,1231.9999999999993,-2337.9999999999955,,878.0000000000118
2020.03.09,-1243.0000000000164,-141.99999999999767,782.0000000000049,2870.999999999979,1274.000000000001,-2478.0000000000023,,1063.9999999999686
2020.03.09,-1146.0000000000025,-180.0000000000024,736.9999999999987,2510.0000000000123,1497.9999999999905,-1920.999999999995,,1498.0000000000014
2020.03.09,-909.0000000000042,-113.99999999999189,185.00000000000182,1079.0000000000077,1368.9999999999998,-1705.000000000001,,-94.99999999998772
2020.03.09,-751.0000000000127,-293.99999999999426,-190.99999999999673,502.00000000000244,1558.9999999999975,-1070.9999999999998,,-246.00000000000364
2020.03.09,-676.0000000000099,-154.99999999999403,-87.99999999999919,761.0000000000117,1545.9999999999923,-956.0000000000013,,431.99999999999966
