date,EURUSD,EURCHF,EURGBP,GBPJPY,EURNZD,AUDCAD,empty,sum
2021.11.29,132.99999999998312,-83.9999999999952,160.00000000000458,302.99999999999727,717.9999999999964,-90.0000000000012,,1139.999999999985
2021.11.29,18.999999999991246,-83.9999999999952,104.99999999999955,105.99999999999454,567.9999999999907,-95.00000000000064,,618.9999999999801
2021.11.29,-89.00000000000574,90.99999999999665,-26.999999999999247,-383.0000000000098,327.99999999999494,14.999999999998348,,-65.00000000002484
2021.11.29,-55.000000000005045,72.0000000000054,2.000000000002,-290.00000000002046,296.9999999999917,-31.999999999998696,,-6.000000000025128
2021.11.29,-80.00000000001339,117.99999999999588,49.00000000001015,-197.00000000000273,221.00000000000452,0.0,,110.99999999999443
2021.11.29,-85.00000000000173,157.99999999999147,43.999999999999595,-153.00000000002,256.99999999999613,19.00000000000235,,239.99999999996783
2021.11.29,-102.00000000000209,82.00000000000429,15.00000000000945,-1.0000000000047748,272.00000000000557,53.999999999998494,,320.0000000000109
2021.11.29,-138.0000000000159,150.99999999999002,-31.999999999998696,-155.00000000000114,-35.00000000000725,65.00000000000395,,-144.000000000029
2021.11.29,-182.0000000000155,83.9999999999952,-50.99999999998994,-100.99999999999909,75.00000000000284,65.99999999999939,,-109.00000000000709
2021.11.29,-151.00000000001222,92.99999999998754,-42.999999999993044,84.99999999997954,-4.999999999988347,82.99999999999974,,61.9999999999732
2021.11.29,-160.00000000000458,82.99999999998863,-53.999999999998494,-69.00000000001683,35.999999999991594,58.99999999999794,,-105.00000000004174
2021.11.29,-167.00000000000603,89.99999999999008,-39.00000000000014,-162.00000000000614,-106.00000000000608,114.99999999999844,,-269.0000000000299
2021.11.29,-208.00000000000819,92.00000000000318,-74.99999999999174,-131.00000000000023,-95.00000000000064,107.00000000000153,,-309.9999999999961
2021.11.29,-249.00000000001032,75.00000000000284,-69.9999999999923,-2.0000000000095497,-68.00000000000139,93.99999999999409,,-220.0000000000166
2021.11.29,-161.00000000001114,65.99999999998829,-56.0000000000005,176.9999999999925,106.00000000000608,41.9999999999976,,173.99999999997283
