date,USDCAD,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.08.31,-46.999999999997044,-124.99999999999733,-16.999999999989246,-131.00000000000023,-81.00000000001995,-72.0000000000054,-32.999999999994145,-73.00000000001194,-97.99999999999898,-42.999999999992156,-57.00000000001815,,-777.0000000000246
2020.08.31,-70.99999999999883,-67.9999999999903,7.0000000000014495,-169.00000000001114,-104.99999999999955,-46.999999999997044,-60.99999999999994,-39.00000000001125,-107.99999999998988,94.0000000000083,-7.0000000000014495,,-573.9999999999898
2020.08.31,-102.00000000000209,-107.99999999999699,17.000000000000348,-538.9999999999873,-6.000000000017103,-114.99999999999844,-41.000000000002146,-5.000000000010552,-347.999999999999,85.99999999999852,-31.000000000003247,,-1192.0000000000177
2020.08.31,-95.999999999985,-83.9999999999952,111.00000000000554,-550.9999999999877,-11.00000000000545,-73.00000000001194,-43.999999999999595,-87.99999999999919,-335.9999999999985,257.99999999999557,-90.00000000001229,,-1003.9999999999937
2020.08.31,-97.9999999999981,-60.99999999999994,120.00000000000898,-399.0000000000009,-64.0000000000196,-38.0000000000047,-55.000000000005045,-38.0000000000047,-275.99999999999625,219.0000000000083,-45.000000000006146,,-735.0000000000181
2020.08.31,-143.99999999998857,-90.99999999999665,139.00000000000023,-378.9999999999907,-56.000000000011596,-42.0000000000087,-89.00000000000574,18.0000000000069,-280.00000000000114,260.0000000000051,-1.0000000000065512,,-664.9999999999973
2020.08.31,-197.00000000000273,-108.99999999999244,123.00000000000644,-348.99999999998954,-102.00000000000209,-8.000000000008,-96.99999999999153,7.0000000000014495,-277.000000000001,134.00000000000034,-56.000000000011596,,-930.9999999999906
2020.08.31,-90.99999999999665,-67.9999999999903,56.0000000000005,-235.99999999999,-172.0000000000166,-14.000000000002899,-188.00000000001037,-25.999999999992696,-192.99999999999784,97.99999999999898,-33.00000000001635,,-867.0000000000142
2020.08.31,-14.000000000002899,-25.999999999992696,55.000000000005045,-243.99999999999977,-322.00000000000006,10.999999999983245,-333.9999999999899,-48.000000000003595,-143.00000000000068,78.00000000000296,56.99999999999594,,-930.0000000000025
2020.08.31,-85.99999999998609,-162.99999999999093,147.00000000000824,-272.99999999999613,-62.000000000006494,-63.000000000013046,-120.00000000000898,-19.999999999997797,-256.9999999999908,198.99999999999807,-53.00000000001415,,-750.9999999999981
2020.08.31,-143.99999999998857,-150.99999999999002,182.00000000000438,-246.00000000000932,116.99999999998934,-140.0000000000068,63.99999999999739,52.000000000007596,-242.999999999995,213.99999999999864,-70.99999999999883,,-365.99999999999125
2020.08.31,-204.00000000000418,-121.99999999999989,139.00000000000023,-299.0000000000066,20.999999999982144,-136.00000000000279,-38.0000000000047,-22.999999999995246,-260.9999999999957,177.0000000000067,-73.00000000001194,,-819.000000000032
2020.08.31,-214.99999999998744,-107.99999999999699,126.0000000000039,-301.9999999999925,-8.000000000008,-146.00000000000168,-45.99999999999049,-76.99999999999375,-260.9999999999957,224.00000000000375,-72.0000000000054,,-884.9999999999643
2020.08.31,-207.99999999998596,-66.99999999999484,127.00000000001043,-326.9999999999982,-60.99999999999994,-165.00000000001512,-70.99999999999883,-62.000000000006494,-207.9999999999984,183.00000000000693,-36.999999999998145,,-895.9999999999785
2020.08.31,-221.99999999998886,-58.99999999999794,109.00000000000354,-402.9999999999916,-192.99999999999872,-208.00000000000819,-161.99999999999548,-87.99999999999919,-204.9999999999983,222.99999999999898,-36.0000000000138,,-1243.9999999999893
