date,USDCAD,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.08.31,-42.999999999993044,-64.99999999999284,64.0000000000085,-116.99999999999022,-25.00000000000835,-17.000000000000348,32.999999999994145,-18.0000000000069,-58.9999999999975,135.99999999999568,14.000000000002899,,-96.99999999998798
2020.08.31,-31.000000000003247,-30.999999999992145,84.0000000000063,-135.99999999999568,-19.00000000001345,-8.000000000008,28.000000000005798,62.99999999999084,-107.99999999998988,132.99999999999557,1.999999999990898,,-23.000000000013024
2020.08.31,-27.999999999983594,-49.99999999999449,141.00000000000225,-513.0000000000052,9.999999999998899,-58.000000000002494,-41.000000000002146,-5.000000000010552,-328.9999999999935,358.0000000000041,-19.999999999997797,,-534.9999999999847
2020.08.31,-49.99999999999449,-37.99999999999359,125.00000000000844,-402.00000000001523,63.99999999999739,-7.0000000000014495,-11.00000000000545,-11.00000000000545,-277.9999999999916,305.9999999999974,-41.000000000002146,,-343.00000000000625
2020.08.31,-87.99999999999919,-48.99999999999905,168.00000000000148,-378.9999999999907,0.0,-17.000000000000348,-25.999999999992696,80.99999999999774,-239.99999999999488,316.0000000000025,34.000000000000696,,-199.99999999997442
2020.08.31,-123.99999999999079,-78.99999999999574,186.00000000000838,-348.0000000000132,81.9999999999821,21.999999999988695,9.999999999998899,72.0000000000054,-262.999999999991,325.00000000000284,5.999999999994898,,-111.00000000000954
2020.08.31,-51.000000000001044,-18.999999999991246,138.00000000000477,-115.0000000000091,-55.000000000005045,29.999999999996696,-66.99999999999484,14.000000000002899,-77.99999999998875,168.00000000000637,24.999999999986144,,-9.999999999993165
2020.08.31,-9.999999999998899,75.00000000000284,56.0000000000005,-73.0000000000075,-97.9999999999981,41.99999999998649,-165.9999999999995,143.99999999998857,-13.999999999995794,97.99999999999898,121.99999999999989,,175.9999999999775
2020.08.31,66.00000000001049,-23.999999999990695,154.0000000000097,-177.99999999999727,-42.0000000000087,14.999999999987246,-99.00000000000463,38.99999999998904,-107.99999999998988,215.0000000000034,60.99999999999994,,99.00000000000864
2020.08.31,-75.99999999998718,-150.99999999999002,223.00000000000654,-228.00000000000864,185.99999999999727,-35.00000000000725,134.99999999999625,131.99999999999878,-241.99999999999022,275.99999999999625,-36.0000000000138,,183.99999999999795
2020.08.31,-143.99999999998857,-108.99999999999244,199.00000000000472,-135.99999999999568,157.99999999999147,-128.000000000017,89.00000000000574,112.000000000001,-183.9999999999975,236.0000000000042,-21.00000000000435,,72.0000000000116
2020.08.31,-204.00000000000418,-103.99999999999298,164.00000000000858,-295.99999999999227,134.99999999999625,-107.00000000001265,72.99999999998974,15.999999999993797,-256.9999999999908,272.99999999999613,-68.00000000000139,,-375.0000000000098
