date,USDJPY,CADCHF,AUDCHF,GBPCAD,EURJPY,CADJPY,AUDJPY,empty,sum
2019.04.01,-60.000000000002274,-48.99999999999905,-24.000000000001798,-83.00000000001084,-15.000000000000568,-30.9999999999917,-10.99999999999568,,-273.00000000000193
2019.04.01,-46.999999999997044,-68.00000000000139,-9.999999999998899,28.000000000005798,-0.999999999990564,-21.000000000000796,20.000000000010232,,-98.99999999997266
2019.04.01,19.99999999999602,-73.00000000000084,34.99999999999615,18.999999999991246,74.00000000001228,-1.9999999999953388,100.00000000000853,,173.00000000000804
2019.04.01,9.000000000000341,-85.00000000000173,26.999999999999247,185.99999999999727,86.00000000001273,-25.99999999999625,100.00000000000853,,297.0000000000201
2019.04.01,21.000000000000796,-60.00000000000449,36.999999999998145,174.99999999999181,121.99999999999989,12.000000000000455,128.0000000000001,,434.9999999999867
2019.04.01,-1.9999999999953388,-65.00000000000395,-24.000000000001798,119.00000000000244,81.00000000000307,-4.9999999999954525,45.000000000001705,,149.0000000000107
2019.04.01,-46.999999999997044,-82.99999999999974,-29.000000000001247,188.00000000001037,15.000000000000568,-33.00000000000125,24.00000000000091,,35.00000000001256
2019.04.01,-87.0000000000033,-85.00000000000173,-85.99999999999719,160.00000000000458,-59.99999999998806,-40.99999999999682,-58.9999999999975,,-257.99999999998
2019.04.01,-132.99999999999557,-104.99999999999955,-148.0000000000037,76.99999999999375,-94.99999999999886,-82.99999999999841,-126.99999999999534,,-613.9999999999977
2019.04.01,-183.00000000000693,-119.00000000000244,-183.99999999999528,79.99999999999119,-167.99999999999216,-122.99999999999045,-184.99999999998806,,-881.9999999999842
2019.04.01,-186.00000000000705,-161.00000000000003,-204.00000000000418,123.99999999999079,-166.99999999998738,-161.99999999999193,-201.99999999999818,,-957.999999999998
2019.04.01,-183.00000000000693,-167.00000000000603,-202.0000000000022,124.99999999999733,-172.9999999999876,-158.00000000000125,-198.99999999999807,,-957.0000000000048
2019.04.01,-126.99999999999534,-157.00000000000713,-187.00000000000384,93.00000000000975,-155.9999999999917,-137.99999999999102,-168.99999999999693,,-840.9999999999762
2019.04.01,-93.99999999999409,-147.00000000000824,-158.0000000000026,11.00000000000545,-120.99999999999511,-73.99999999999807,-90.99999999999397,,-673.9999999999866
2019.04.01,-84.00000000000318,-139.00000000000023,-122.99999999999534,-31.000000000003247,-109.99999999999943,-66.99999999999307,-55.999999999997385,,-609.9999999999919
