date,USDCHF,USDCAD,AUDUSD,CADCHF,AUDCHF,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.11.07,-108.00000000000809,-432.9999999999945,-168.00000000000148,-569.0000000000084,-94.00000000000519,-848.9999999999886,-46.999999999997044,-28.000000000005798,-242.99999999999324,-275.99999999999847,,-2815.0000000000014
2016.11.07,129.00000000000134,-374.0000000000077,-131.00000000000333,-448.9999999999994,129.00000000000134,-693.9999999999947,81.00000000000307,61.99999999999761,-126.0000000000039,-226.99999999999943,,-1600.0000000000045
2016.11.07,131.99999999999878,-242.99999999999324,-55.000000000005045,-380.999999999998,126.0000000000039,-602.999999999998,-131.00000000000023,-19.000000000005457,-114.99999999999844,-154.99999999999403,,-1443.9999999999898
2016.11.07,120.99999999999334,-322.00000000000006,-70.0000000000034,-392.9999999999989,70.99999999999883,-739.9999999999851,-338.99999999999864,-215.0000000000034,-160.99999999998892,-212.00000000000108,,-2259.9999999999873
2016.11.07,135.99999999999167,-412.9999999999967,-39.999999999995595,-509.9999999999993,39.00000000000014,-1079.999999999992,-224.99999999999432,-25.000000000005684,-370.999999999988,-205.99999999999508,,-2694.999999999975
2016.11.07,218.99999999999142,-500.9999999999959,-70.99999999999883,-553.999999999999,141.00000000000225,-1112.9999999999861,-65.99999999998829,71.99999999998852,-371.99999999999454,-289.9999999999903,,-2534.999999999971
2016.11.07,200.99999999999562,-483.99999999999557,31.000000000003247,-502.00000000000244,75.00000000000284,-1071.999999999984,-58.9999999999975,94.99999999999886,-421.99999999998903,-361.9999999999957,,-2498.9999999999636
2016.11.07,186.99999999999272,-485.0000000000021,-26.999999999999247,-489.0000000000061,107.99999999999699,-1037.9999999999834,-161.99999999999193,-47.000000000011255,-373.99999999998545,-334.00000000000097,,-2660.999999999991
2016.11.07,105.99999999999498,-418.9999999999916,-9.999999999998899,-439.0000000000005,17.000000000000348,-874.9999999999814,-229.99999999998977,-43.00000000000637,-365.99999999999966,-295.0000000000008,,-2553.9999999999736
2016.11.07,1.999999999990898,-473.99999999999665,-7.9999999999968985,-369.0000000000082,-29.000000000001247,-735.9999999999811,-262.00000000000045,-79.9999999999983,-363.0000000000022,-284.9999999999908,,-2603.999999999985
2016.11.07,-4.000000000004,-472.00000000000574,-17.000000000000348,-348.9999999999993,-24.000000000001798,-708.9999999999818,-248.99999999999523,-50.00000000001137,-364.9999999999931,-258.9999999999981,,-2497.999999999991
2016.11.07,31.999999999998696,-442.00000000000904,21.00000000000435,-336.00000000000296,-48.99999999999905,-714.999999999999,-271.99999999999136,-26.00000000001046,-393.99999999998323,-204.99999999999963,,-2385.999999999992
2016.11.07,47.9999999999925,-419.9999999999982,31.000000000003247,-341.0000000000024,-44.99999999999504,-717.9999999999964,-297.9999999999876,-31.00000000000591,-383.99999999998437,-185.99999999999727,,-2343.9999999999714
2016.11.07,-19.00000000000235,-445.99999999999085,-7.0000000000014495,-345.0000000000064,-17.999999999995797,-769.9999999999818,-356.9999999999993,-51.00000000000193,-356.9999999999851,-157.99999999999147,,-2527.9999999999563
2016.11.07,-76.0000000000094,-526.0000000000042,-34.000000000000696,-319.0000000000026,-43.00000000000415,-676.9999999999943,-430.9999999999974,-128.0000000000001,-350.9999999999902,-105.99999999999498,,-2690.9999999999977
2016.11.07,-128.00000000000588,-540.0000000000072,-41.9999999999976,-296.0000000000074,-95.99999999999609,-695.0000000000011,-436.9999999999976,-135.00000000000512,-377.9999999999894,-136.99999999999824,,-2884.0000000000055
2016.11.07,-136.00000000000279,-485.0000000000021,-5.999999999994898,-243.99999999999977,-166.99999999999494,-639.9999999999961,-427.99999999999727,-124.00000000000944,-371.99999999999454,-142.99999999999312,,-2744.9999999999854
2016.11.07,-196.00000000000728,-480.99999999999807,2.999999999997449,-231.0000000000034,-192.00000000000327,-634.0000000000013,-406.9999999999965,-103.00000000000864,-388.9999999999949,-159.9999999999935,,-2790.0000000000095
2016.11.07,-175.00000000000293,-520.0000000000093,-34.99999999999615,-228.00000000000597,-194.0000000000053,-552.9999999999812,-418.99999999999693,-94.0000000000083,-391.9999999999924,-117.00000000000044,,-2726.9999999999986
2016.11.07,-173.00000000000094,-558.9999999999984,-9.999999999998899,-289.0000000000059,-222.99999999999542,-628.9999999999907,-475.9999999999991,-32.00000000001069,-476.9999999999941,-114.99999999999844,,-2982.9999999999927
2016.11.07,-220.00000000000907,-534.0000000000123,7.0000000000014495,-233.00000000000543,-317.9999999999961,-498.9999999999828,-572.9999999999933,-103.9999999999992,-505.99999999998425,-64.99999999999284,,-3044.999999999973
2016.11.07,-291.0000000000079,-573.0000000000013,27.999999999994696,-197.00000000000273,-329.999999999997,-506.9999999999908,-562.9999999999882,-123.00000000000466,-561.9999999999958,-121.99999999999989,,-3239.9999999999936
2016.11.07,-292.00000000000335,-580.0000000000027,21.00000000000435,-194.0000000000053,-304.9999999999997,-459.99999999999375,-595.9999999999894,-198.0000000000075,-487.99999999999955,-134.0000000000008,,-3225.9999999999977
2016.11.07,-272.00000000000557,-652.0000000000082,-19.00000000000235,-260.00000000000466,-285.00000000000193,-630.9999999999816,-571.9999999999885,-167.0000000000016,-469.99999999999267,-156.00000000000057,,-3483.9999999999877
2016.11.07,-169.00000000000804,-770.000000000004,-27.999999999994696,-435.0000000000076,-163.99999999999747,-919.9999999999875,-453.9999999999935,-82.00000000000784,-537.9999999999941,-234.00000000000088,,-3793.9999999999955
