date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPAUD,EURCAD,EURNZD,AUDCAD,AUDNZD,empty,sum
2021.10.11,-57.99999999999139,-21.00000000000435,36.999999999998145,-106.99999999999932,32.0000000000098,26.000000000003798,-79.00000000000685,250.99999999999056,-75.9999999999983,-4.999999999999449,106.00000000000608,25.00000000000835,120.99999999999334,53.999999999998494,0.999999999995449,-68.00000000000139,,239.00000000000293
2021.10.11,-61.999999999995396,-29.999999999996696,41.000000000002146,-145.00000000001023,32.999999999994145,-3.999999999992898,-48.99999999998794,274.9999999999915,-86.99999999999264,1.0000000000065512,98.0000000000092,18.0000000000069,132.99999999998312,124.99999999999733,-34.99999999999615,-12.000000000012001,,300.00000000000693
2021.10.11,-128.99999999999022,32.0000000000098,42.0000000000087,-204.00000000000773,18.0000000000069,42.0000000000087,-187.99999999998818,306.99999999998795,-153.99999999999858,-53.999999999998494,130.0000000000079,85.00000000000173,76.99999999999375,71.99999999998319,9.00000000000345,-32.999999999994145,,52.00000000003476
2021.10.11,-120.99999999999334,28.000000000005798,28.000000000005798,-166.00000000001103,60.99999999999994,-12.999999999996348,-181.00000000000892,286.00000000000136,-127.99999999999478,-5.999999999994898,121.00000000000443,209.9999999999991,109.99999999998789,192.99999999999872,-9.00000000000345,-16.000000000016,,396.9999999999843
2021.10.11,-138.99999999998914,22.999999999995246,15.00000000000945,-175.00000000001137,72.0000000000054,39.00000000000014,-197.00000000000273,283.00000000000125,-154.99999999999403,-7.9999999999968985,121.99999999999989,330.0000000000081,103.99999999999298,58.99999999998684,-55.000000000005045,-104.99999999999955,,213.0000000000005
2021.10.11,-174.99999999999181,12.999999999996348,-5.999999999994898,-170.0000000000017,143.00000000000423,31.999999999998696,-238.99999999998923,232.99999999998988,-141.99999999999767,6.0000000000060005,106.00000000000608,430.00000000001927,157.99999999999147,37.99999999998249,-56.99999999999594,-161.00000000001114,,209.0000000000121
2021.10.11,-81.9999999999932,209.9999999999991,100.99999999999554,-91.00000000000819,-9.999999999998899,174.00000000000747,-295.0000000000008,268.0000000000007,-158.99999999999804,-69.9999999999923,64.0000000000085,299.00000000000483,106.99999999999044,-144.0000000000108,24.999999999997247,-148.00000000001478,,248.9999999999868
2021.10.11,-132.99999999999423,241.00000000000233,87.99999999999919,-196.00000000001216,-26.999999999999247,198.00000000000927,-395.99999999999636,316.99999999999307,-207.00000000000162,-153.99999999999858,36.0000000000027,215.00000000000963,78.00000000000028,-228.00000000000597,80.00000000000229,-109.00000000000354,,-196.999999999993
2021.10.11,-154.99999999999403,296.9999999999917,83.9999999999952,-268.0000000000007,-73.99999999999629,229.00000000000142,-473.99999999999665,365.99999999999966,-253.99999999999866,-242.99999999999324,3.0000000000085514,89.00000000000574,14.999999999987246,-297.9999999999983,143.00000000000423,-41.000000000002146,,-580.9999999999864
2021.10.11,-147.99999999999258,286.00000000000847,79.00000000000685,-267.0000000000101,-78.00000000000028,211.00000000000563,-451.0000000000014,372.99999999999045,-252.99999999999213,-259.9999999999936,5.000000000010552,12.000000000012001,1.999999999990898,-258.0000000000027,161.00000000000003,21.999999999988695,,-563.9999999999792
2021.10.11,-214.99999999999852,280.9999999999979,53.999999999998494,-340.0000000000034,-58.000000000002494,197.00000000000273,-537.9999999999941,369.99999999999034,-290.00000000000136,-324.00000000000205,-14.999999999998348,-40.99999999997994,-4.000000000004,-263.00000000001324,204.00000000000418,69.9999999999923,,-912.0000000000115
2021.10.11,-235.99999999999176,273.9999999999965,49.00000000001015,-434.0000000000117,-49.99999999999449,170.00000000000347,-567.9999999999907,437.9999999999882,-305.99999999999517,-302.9999999999977,-10.999999999994348,56.000000000011596,-2.0000000000131024,-209.9999999999991,159.9999999999935,48.99999999998794,,-923.9999999999967
2021.10.11,-250.9999999999901,296.0000000000074,48.000000000003595,-574.0000000000123,-76.99999999999375,143.00000000000423,-601.9999999999915,570.999999999998,-331.999999999999,-314.0000000000032,-21.999999999999797,81.00000000001995,-36.0000000000138,-141.99999999999767,139.00000000000023,92.00000000000318,,-979.9999999999648
