date,EURUSD,USDCAD,EURGBP,EURCAD,NZDJPY,empty,sum
2016.05.16,-19.999999999997797,-81.9999999999821,-7.9999999999968985,-92.99999999998754,0.0,,-202.99999999996433
2016.05.16,-14.999999999987246,-92.99999999998754,-17.999999999995797,-72.99999999998974,58.9999999999975,,-139.99999999996282
2016.05.16,38.0000000000047,-188.9999999999947,24.000000000001798,-123.00000000000644,-105.00000000000398,,-354.99999999999864
2016.05.16,-68.99999999998573,-182.99999999999983,-62.000000000006494,-243.99999999999977,-73.99999999999807,,-631.9999999999899
2016.05.16,-95.00000000000064,-171.99999999999437,-65.00000000000395,-255.99999999998957,-34.99999999999659,,-622.9999999999851
2016.05.16,-87.99999999999919,-206.99999999997942,-99.00000000000463,-309.99999999998806,31.999999999996476,,-671.9999999999749
2016.05.16,-72.99999999998974,-229.99999999999687,-90.99999999999665,-312.00000000000114,30.9999999999917,,-674.9999999999926
2016.05.16,4.000000000004,-239.99999999999577,-31.999999999998696,-200.00000000000017,63.00000000000239,,-404.99999999998823
2016.05.16,0.0,-224.99999999998633,-16.0000000000049,-217.0000000000005,55.999999999997385,,-401.9999999999943
2016.05.16,-14.999999999987246,-218.99999999999142,4.000000000004,-229.99999999999687,-1.0000000000047748,,-460.9999999999763
2016.05.16,-51.99999999998539,-142.99999999998204,4.999999999999449,-167.00000000000603,21.99999999999136,,-334.9999999999826
2016.05.16,-15.999999999993797,-6.999999999979245,46.00000000000159,35.00000000000725,138.00000000000523,,196.00000000004104
2016.05.16,31.000000000003247,38.0000000000047,82.00000000000429,100.99999999999554,277.9999999999916,,529.9999999999993
2016.05.16,16.000000000016,67.00000000001705,80.00000000000229,112.000000000001,254.99999999999545,,530.0000000000318
2016.05.16,-0.9999999999843467,76.0000000000094,73.00000000000084,129.00000000000134,337.99999999999386,,615.000000000021
2016.05.16,-5.999999999994898,52.000000000007596,36.999999999998145,85.00000000000173,213.99999999999864,,382.0000000000112
2016.05.16,-26.999999999999247,24.000000000001798,17.000000000000348,22.0000000000109,141.9999999999959,,178.00000000000972
2016.05.16,-8.999999999992347,-6.999999999979245,15.999999999993797,12.000000000012001,161.99999999999193,,174.00000000002615
2016.05.16,-75.99999999998718,3.0000000000196536,-11.00000000000545,19.00000000001345,173.00000000000182,,108.00000000004229
2016.05.16,-85.99999999998609,67.00000000001705,-2.000000000002,66.99999999999484,242.999999999995,,289.0000000000188
2016.05.16,-159.99999999998238,121.99999999999989,-97.00000000000264,-11.999999999989797,268.0000000000007,,121.00000000002575
2016.05.16,-119.99999999998678,68.00000000000139,-114.00000000000298,11.00000000000545,242.00000000000443,,87.00000000002152
2016.05.16,-205.99999999999508,153.00000000000313,-62.000000000006494,59.99999999999339,358.0000000000041,,302.99999999999903
2016.05.16,-190.00000000000128,128.000000000017,-104.00000000000409,85.00000000000173,378.0000000000001,,297.0000000000135
2016.05.16,-137.9999999999937,165.9999999999995,-143.00000000000423,83.9999999999952,430.9999999999974,,399.99999999999415
