date,EURCHF,EURGBP,GBPCAD,EURCAD,EURNZD,AUDJPY,NZDJPY,empty,sum
2016.04.11,-51.000000000001044,-109.00000000000354,-113.00000000000753,-102.00000000000209,-170.99999999998784,-183.9999999999975,-180.99999999999739,,-910.9999999999969
2016.04.11,141.99999999999767,-92.00000000000318,177.99999999998929,14.000000000002899,-60.99999999999994,-187.99999999998818,-117.999999999995,,-124.99999999999645
2016.04.11,116.00000000000499,-134.0000000000008,182.99999999999983,-18.0000000000069,-187.99999999998818,-278.99999999999636,-228.9999999999992,,-548.9999999999866
2016.04.11,170.99999999998784,-124.00000000000189,127.99999999999478,-68.00000000000139,-312.9999999999855,-460.9999999999985,-379.0000000000049,,-1046.0000000000095
2016.04.11,171.99999999999437,-119.00000000000244,74.99999999998064,-120.00000000000898,-286.99999999999284,-563.999999999993,-376.99999999999534,,-1220.0000000000175
2016.04.11,156.99999999998494,-148.99999999999915,146.99999999998602,-109.00000000000354,-272.99999999998994,-508.99999999998613,-362.99999999999955,,-1099.0000000000073
2016.04.11,156.99999999998494,-154.99999999999403,156.00000000000057,-123.99999999999079,-268.0000000000016,-491.9999999999902,-362.99999999999955,,-1088.9999999999907
2016.04.11,114.99999999999844,-136.00000000000279,195.9999999999962,-43.999999999999595,-219.99999999999798,-168.99999999999693,-165.00000000000625,,-423.0000000000089
2016.04.11,112.000000000001,-134.0000000000008,246.99999999999721,5.000000000010552,-102.99999999998644,-60.99999999999284,-49.000000000006594,,17.000000000022084
2016.04.11,112.000000000001,-46.00000000000159,295.99999999998516,219.99999999999798,192.00000000001438,50.00000000001137,114.99999999999488,,939.0000000000031
2016.04.11,134.99999999999625,-64.99999999999284,183.99999999998417,133.00000000000534,25.00000000000835,-98.99999999998954,-27.000000000001023,,286.00000000001074
2016.04.11,151.9999999999966,-117.00000000000044,175.99999999999838,-26.999999999999247,-232.99999999999432,-288.99999999998727,-171.99999999999704,,-509.99999999998334
2016.04.11,131.99999999999878,-139.99999999999568,192.99999999999872,1.999999999990898,-224.000000000002,-271.99999999999136,-177.0000000000067,,-486.00000000000733
2016.04.11,122.99999999998423,-136.99999999999824,173.99999999998528,-26.999999999999247,-270.99999999999903,-290.9999999999968,-201.99999999999818,,-631.000000000022
2016.04.11,131.99999999999878,-105.99999999999498,135.9999999999806,-4.000000000004,-173.00000000000094,-221.9999999999942,-105.00000000000398,,-342.00000000001876
2016.04.11,143.00000000000423,-149.99999999999457,265.99999999998846,-2.999999999997449,-214.00000000000307,-210.99999999999852,-129.99999999999545,,-298.99999999999636
2016.04.11,157.99999999999147,-173.9999999999964,205.99999999999508,-106.00000000000608,-374.999999999992,-371.9999999999999,-225.00000000000853,,-888.0000000000163
2016.04.11,156.99999999998494,-158.99999999999804,110.99999999999443,-45.000000000006146,-353.0000000000033,-317.99999999999784,-206.00000000000307,,-813.000000000029
2016.04.11,177.00000000000495,-112.99999999999643,130.99999999999224,-49.99999999999449,-191.99999999999218,-159.9999999999966,-82.00000000000784,,-288.99999999999034
2016.04.11,190.99999999998562,-124.99999999999733,240.9999999999801,83.00000000001084,-202.9999999999976,-74.99999999998863,-105.00000000000398,,6.999999999989029
2016.04.11,153.00000000000313,-134.99999999999625,359.99999999998255,136.00000000000279,-367.99999999999056,-78.99999999999352,-112.99999999999955,,-45.99999999999136
2016.04.11,92.00000000000318,-408.9999999999927,112.99999999998533,-422.9999999999956,-783.9999999999848,-150.99999999999625,-269.00000000000546,,-1830.9999999999864
2016.04.11,112.99999999998533,-790.9999999999973,481.99999999998244,-340.9999999999913,-702.0000000000026,-433.9999999999975,-414.0000000000015,,-2087.0000000000223
2016.04.11,245.99999999999068,-785.0000000000024,1120.9999999999943,-282.0000000000045,-712.9999999999859,-432.9999999999927,-418.99999999999693,,-1264.9999999999973
2016.04.11,229.99999999999687,-668.0000000000019,1075.9999999999882,-160.00000000000458,-878.000000000001,-263.9999999999958,-373.9999999999952,,-1038.0000000000134
2016.04.11,310.9999999999946,-732.9999999999948,1139.9999999999854,-286.00000000000847,-977.99999999999,-311.9999999999976,-417.0000000000016,,-1275.0000000000123
2016.04.11,322.00000000000006,-878.9999999999965,1175.9999999999993,-314.99999999999864,-977.99999999999,-298.9999999999924,-439.9999999999977,,-1412.999999999976
2016.04.11,353.99999999998766,-893.9999999999948,1466.9999999999961,-330.0000000000081,-1092.9999999999884,-552.9999999999973,-646.0000000000008,,-1695.0000000000055
2016.04.11,343.99999999998875,-839.9999999999964,1357.9999999999925,-346.0000000000019,-1058.9999999999877,-511.99999999998624,-573.9999999999981,,-1628.999999999989
