date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURJPY,EURCAD,empty,sum
2018.07.02,-87.99999999999919,-53.00000000001415,0.0,-70.99999999999883,-19.999999999997797,-4.999999999988347,-106.99999999999932,-290.9999999999968,,-634.9999999999944
2018.07.02,-94.00000000000519,62.99999999999084,25.00000000000835,-36.0000000000027,25.999999999992696,-42.999999999993044,-141.9999999999959,-291.9999999999812,,-492.99999999998613
2018.07.02,-8.000000000008,110.99999999999443,65.00000000000395,-24.000000000001798,78.00000000000028,232.99999999999432,-115.0000000000091,-180.99999999998673,,158.99999999998735
2018.07.02,14.000000000002899,92.99999999998754,40.0000000000178,-46.00000000000159,20.999999999993246,279.00000000000705,-62.00000000001182,-137.9999999999937,,201.00000000000142
2018.07.02,17.999999999995797,17.000000000000348,-2.999999999997449,-68.99999999999685,58.000000000002494,297.9999999999983,3.0000000000143245,-121.99999999999989,,200.00000000001705
2018.07.02,8.999999999992347,45.99999999999049,46.0000000000127,-45.000000000006146,68.00000000000139,299.00000000000483,22.999999999996135,-109.99999999998789,,336.00000000000387
2018.07.02,12.999999999996348,51.99999999998539,72.0000000000054,-1.0000000000065512,88.99999999999464,295.0000000000008,-31.00000000000591,-144.99999999999514,,343.9999999999751
2018.07.02,48.99999999999905,163.9999999999864,91.00000000001884,27.999999999994696,178.99999999999582,261.0000000000001,-36.000000000001364,-162.99999999997982,,573.0000000000139
2018.07.02,83.9999999999952,151.9999999999966,102.00000000000209,22.999999999995246,98.99999999999353,286.99999999999284,86.00000000001273,-214.99999999998744,,618.0000000000007
2018.07.02,139.00000000000023,238.99999999998923,114.0000000000141,29.000000000001247,63.99999999999739,290.9999999999968,134.00000000001455,-236.99999999999832,,773.0000000000152
2018.07.02,132.99999999999423,197.99999999998707,107.00000000001265,20.999999999993246,54.999999999993946,309.0000000000037,153.99999999999636,-234.99999999998522,,741.9999999999959
2018.07.02,141.00000000000225,214.99999999998744,171.00000000001003,65.99999999999939,124.00000000000189,278.00000000000045,158.99999999999181,-137.9999999999937,,1015.9999999999995
2018.07.02,169.99999999999238,242.99999999999324,230.00000000001907,131.00000000000333,134.99999999999625,252.0000000000078,144.00000000000546,-120.99999999999334,,1184.000000000024
2018.07.02,141.99999999999767,229.99999999999687,229.00000000001253,136.99999999999824,112.99999999999643,214.00000000000307,-48.00000000000182,-109.99999999998789,,907.000000000015
2018.07.02,144.99999999999514,268.0000000000016,289.0000000000059,175.00000000000293,117.99999999999588,205.99999999999508,-129.99999999999545,-99.99999999998899,,971.0000000000122
2018.07.02,164.99999999999292,299.00000000000483,287.000000000015,173.9999999999964,107.00000000000153,239.00000000001143,-146.99999999999136,-146.99999999998602,,977.0000000000447
2018.07.02,182.99999999999983,336.9999999999873,297.9999999999983,165.9999999999995,107.99999999999699,215.00000000000963,-328.00000000000296,-174.99999999999181,,803.9999999999968
2018.07.02,186.99999999999272,361.9999999999957,314.99999999999864,159.9999999999935,93.99999999999409,239.00000000001143,-395.9999999999866,-205.99999999999508,,755.0000000000042
2018.07.02,202.0000000000022,339.0000000000004,325.0000000000197,148.0000000000037,127.99999999999478,215.99999999999397,-365.0000000000091,-209.9999999999991,,783.0000000000064
2018.07.02,136.00000000000279,286.99999999999284,352.000000000019,214.00000000000307,232.99999999999432,156.00000000000057,-275.0000000000057,-90.99999999999665,,1012.00000000001
2018.07.02,136.00000000000279,313.99999999999204,329.00000000000153,195.00000000000074,224.9999999999974,86.99999999999264,-530.0000000000011,-295.99999999998516,,460.00000000000097
2018.07.02,148.99999999999915,458.9999999999872,334.00000000001205,254.99999999999412,317.0000000000006,41.000000000002146,-576.9999999999982,-361.9999999999957,,616.0000000000014
2018.07.02,151.9999999999966,414.00000000000324,243.00000000001543,212.99999999999653,307.0000000000017,-32.999999999994145,-439.9999999999977,-391.9999999999924,,464.00000000002944
2018.07.02,95.00000000000064,363.0000000000022,212.00000000001216,183.99999999999528,273.9999999999965,48.000000000003595,-387.00000000000045,-308.9999999999815,,480.0000000000285
2018.07.02,129.00000000000134,370.00000000000364,230.00000000001907,198.99999999999363,302.0000000000023,90.99999999999665,-275.0000000000057,-351.99999999999676,,694.0000000000141
2018.07.02,200.00000000000017,363.9999999999866,259.0000000000092,268.99999999999704,380.999999999998,104.99999999999955,-253.99999999999068,-237.99999999998266,,1086.0000000000173
2018.07.02,217.99999999999596,401.99999999999125,358.9999999999982,307.99999999999716,400.9999999999958,120.00000000000898,-328.00000000000296,-219.99999999999798,,1259.9999999999868
2018.07.02,203.99999999999307,375.9999999999986,261.0000000000001,324.9999999999975,476.9999999999941,119.00000000000244,-305.0000000000068,-278.9999999999848,,1177.999999999994
2018.07.02,247.99999999999267,394.00000000000546,261.0000000000001,353.0000000000033,508.9999999999928,180.0000000000024,-344.99999999999886,-345.99999999997965,,1254.0000000000182
2018.07.02,298.9999999999937,414.9999999999876,339.0000000000004,392.9999999999989,592.9999999999991,72.0000000000054,-426.9999999999925,-289.9999999999903,,1394.0000000000023
