date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURAUD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.12.17,-143.99999999998857,69.00000000000794,-25.99999999999625,52.000000000007596,16.0000000000049,317.0000000000006,297.9999999999983,139.99999999998636,195.9999999999962,-81.00000000001728,-72.0000000000054,-39.00000000000148,-86.0000000000083,38.0000000000047,,677.9999999999892
2018.12.17,-191.99999999999218,56.99999999999594,20.000000000010232,38.0000000000047,5.999999999994898,298.9999999999937,241.99999999999778,227.99999999998022,229.99999999999687,-16.000000000019554,-86.0000000000083,12.000000000000455,-74.00000000000739,21.999999999999797,,785.999999999947
2018.12.17,-161.99999999999548,78.00000000000028,16.000000000005343,20.0000000000089,-46.999999999997044,297.9999999999983,226.99999999999943,204.99999999998408,136.00000000000279,-33.00000000001546,-164.00000000000858,-3.0000000000001137,-63.00000000000195,-32.999999999994145,,474.9999999999863
2018.12.17,-154.99999999999403,45.99999999999049,-67.99999999999784,34.000000000000696,-44.99999999999504,309.99999999999915,223.00000000000654,103.999999999985,161.00000000001114,-96.00000000000364,-93.00000000000975,-48.00000000000182,-99.00000000000463,-14.000000000002899,,259.99999999998334
2018.12.17,-234.99999999998522,73.99999999999629,-91.99999999999875,45.000000000006146,-2.999999999997449,346.0000000000019,289.0000000000059,150.99999999998204,297.9999999999983,-155.00000000000114,-106.00000000000608,-132.000000000005,-43.999999999999595,-24.999999999997247,,411.00000000000017
2018.12.17,-211.99999999998997,45.99999999999049,-87.0000000000033,-1.999999999990898,-56.0000000000005,297.9999999999983,235.00000000000742,132.99999999998136,145.00000000001734,-117.00000000001864,-176.00000000002058,-87.0000000000033,-19.00000000000235,-58.000000000002494,,42.99999999996282
2018.12.17,-204.99999999998852,82.00000000000429,-102.00000000000387,4.000000000004,-89.00000000000574,278.9999999999959,180.0000000000024,107.99999999997567,150.00000000000568,-171.0000000000207,-212.00000000001216,-125.0,-4.999999999999449,-126.99999999999933,,-233.0000000000418
2018.12.17,-218.99999999999142,69.00000000000794,-125.0,20.0000000000089,-73.99999999999629,295.0000000000008,192.99999999999872,98.99999999998954,212.99999999999653,-183.9999999999975,-157.00000000000713,-127.00000000000955,-47.00000000000814,-85.00000000000173,,-129.00000000000932
2018.12.17,-175.99999999999838,96.99999999999153,-147.99999999999613,29.000000000001247,-78.00000000000028,324.9999999999975,209.00000000000364,24.999999999977263,167.00000000000603,-241.00000000001387,-181.00000000000892,-131.00000000000023,-70.0000000000034,-82.00000000000429,,-255.00000000004835
2018.12.17,-173.99999999998528,106.00000000000608,-155.00000000000114,64.0000000000085,-58.000000000002494,343.00000000000443,213.00000000000762,9.999999999990905,253.99999999999866,-261.0000000000241,-112.000000000001,-186.00000000000705,-62.000000000006494,-107.00000000000153,,-125.00000000001289
2018.12.17,-157.99999999999147,123.00000000000644,-147.99999999999613,87.00000000000374,2.000000000002,349.99999999999477,257.0000000000072,0.9999999999763531,287.000000000015,-270.00000000001023,-85.00000000000173,-170.0000000000017,-104.00000000000409,-12.999999999996348,,159.00000000000387
2018.12.17,-197.00000000000273,99.99999999998899,-138.9999999999958,77.00000000000485,-17.000000000000348,361.0000000000002,258.0000000000027,56.99999999998795,314.99999999999864,-236.00000000001842,-78.00000000000028,-152.00000000000102,-104.00000000000409,-29.000000000001247,,215.99999999995936
2018.12.17,-192.99999999999872,112.000000000001,-108.99999999999466,31.000000000003247,-28.000000000005798,317.9999999999961,252.0000000000078,87.99999999999386,195.9999999999962,-213.00000000002228,-197.00000000000273,-127.00000000000955,-45.000000000006146,-39.999999999995595,,44.99999999996268
2018.12.17,-200.00000000000017,95.00000000000064,-155.9999999999917,11.00000000000545,-46.999999999997044,314.99999999999864,248.99999999999923,42.00000000000159,158.99999999999804,-246.00000000000932,-218.00000000000708,-153.0000000000058,-24.000000000001798,-58.000000000002494,,-231.00000000001182
2018.12.17,-209.9999999999991,75.00000000000284,-167.0000000000016,15.00000000000945,-41.9999999999976,329.00000000000153,263.0000000000021,36.000000000001364,184.00000000000637,-237.0000000000232,-178.00000000001148,-148.00000000001035,-48.000000000003595,-36.999999999998145,,-165.0000000000214
2018.12.17,-156.00000000000057,79.99999999999119,-140.00000000000057,0.0,-7.9999999999968985,290.9999999999968,275.99999999999847,10.99999999999568,72.0000000000054,-213.00000000002228,-224.000000000002,-132.000000000005,-21.00000000000435,4.000000000004,,-160.00000000004013
