date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,AUDCHF,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.04,24.999999999997247,63.000000000013046,116.00000000000499,-39.99999999999204,-131.99999999999878,102.99999999999754,-7.0000000000014495,-63.00000000000195,167.9999999999904,-205.00000000001074,-93.99999999999409,-198.99999999999363,0.999999999990564,24.999999999997247,162.0000000000066,-156.00000000000057,,-232.99999999999565
2018.06.04,-34.99999999999615,83.9999999999952,65.99999999998829,-51.00000000000193,-117.99999999999588,118.00000000000699,120.00000000000898,-114.99999999999844,123.99999999999079,-168.0000000000126,17.000000000000348,-131.99999999999878,-76.99999999999818,70.99999999999883,182.00000000000438,-163.00000000000205,,-77.00000000001017
2018.06.04,-29.999999999996696,140.0000000000068,75.00000000000284,-99.99999999999432,-182.99999999999983,92.99999999999864,140.99999999999113,-64.0000000000085,320.00000000000915,-239.00000000001143,-106.00000000000608,-227.99999999998377,-84.00000000000318,43.999999999999595,190.00000000000128,-139.00000000000023,,-169.99999999999457
2018.06.04,-70.0000000000034,182.99999999999983,66.99999999999484,-131.00000000000023,-178.99999999999582,51.000000000001044,234.00000000000088,-65.99999999999939,377.0000000000051,-224.000000000002,-153.00000000000313,-307.99999999999716,-103.9999999999992,-4.000000000004,125.00000000000844,-151.9999999999966,,-353.9999999999907
2018.06.04,-61.999999999995396,184.00000000000637,78.00000000000028,-108.00000000000409,-224.99999999998633,31.000000000003247,238.99999999998923,-72.0000000000054,456.9999999999963,-291.00000000001904,-150.99999999999002,-379.99999999998033,-61.99999999999761,52.99999999999194,139.00000000000023,-208.99999999999253,,-378.9999999999832
2018.06.04,-78.99999999999574,205.99999999999508,116.99999999998934,-182.99999999999272,-158.99999999999804,40.00000000000669,282.9999999999888,-125.00000000000844,394.9999999999898,-267.0000000000172,-123.99999999999079,-418.9999999999916,-162.9999999999967,52.99999999999194,101.00000000000664,-251.99999999998556,,-576.0000000000085
2018.06.04,-54.999999999993946,346.0000000000019,211.99999999998997,-173.00000000000182,-70.99999999999883,143.00000000000423,390.0000000000015,-257.0000000000072,459.99999999999375,-287.000000000015,59.000000000009045,-301.99999999998005,-213.00000000000807,182.99999999999983,177.00000000000495,-306.9999999999906,,305.0000000000096
2018.06.04,-120.99999999999334,347.0000000000084,201.99999999999108,-304.9999999999926,-63.99999999999739,143.9999999999997,479.99999999999153,-297.9999999999983,451.0000000000014,-267.0000000000172,58.000000000002494,-292.9999999999877,-320.0000000000074,168.99999999999693,167.00000000000603,-297.9999999999983,,52.00000000000523
2018.06.04,-100.00000000000009,336.00000000000296,211.00000000000563,-218.9999999999941,-92.00000000000318,136.99999999999824,439.99999999999596,-292.00000000000335,478.0000000000006,-309.0000000000037,95.00000000000064,-265.99999999998846,-234.99999999999943,197.99999999999818,179.00000000000693,-290.9999999999968,,270.00000000002024
2018.06.04,-46.999999999997044,422.00000000001125,337.99999999999386,-182.00000000000216,49.99999999999449,280.9999999999979,452.99999999999227,-409.99999999999926,398.00000000000944,-310.0000000000103,218.99999999999142,-153.9999999999875,-299.0000000000066,300.0000000000003,270.0000000000036,-322.00000000000006,,1006.9999999999918
