date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.03.05,-131.99999999999878,-80.00000000001339,-73.99999999999629,-176.00000000000193,-197.00000000000273,-41.9999999999976,-211.99999999998997,-198.99999999999363,-515.0000000000006,-102.00000000000209,-92.00000000000318,-299.0000000000066,-24.000000000001798,-150.00000000000568,-134.00000000001188,-766.0,-122.99999999999045,-70.99999999999883,-87.00000000000374,-273.9999999999965,,-3749.0000000000155
2018.03.05,-152.99999999999204,22.999999999995246,16.000000000016,-188.99999999999295,-117.00000000001154,7.0000000000014495,-52.99999999999194,-200.00000000000017,-414.0000000000015,12.999999999996348,48.000000000003595,-316.0000000000025,146.00000000000168,73.99999999999629,-99.00000000000463,-607.9999999999864,-206.00000000000307,33.000000000005244,117.99999999999588,-256.99999999999613,,-2133.999999999971
2018.03.05,-263.99999999999756,-139.00000000000023,-282.9999999999888,-186.9999999999976,-231.0000000000034,-146.99999999999713,-14.999999999987246,-158.99999999999804,-451.9999999999982,7.9999999999968985,68.00000000000139,-344.0000000000225,231.99999999998778,-129.00000000000134,-104.00000000001519,-607.0000000000019,-191.0000000000025,-4.999999999999449,117.99999999999588,-265.0000000000041,,-3096.000000000033
2018.03.05,-254.99999999999412,-181.00000000000892,-329.99999999998585,-73.99999999999807,-243.99999999999977,-159.9999999999935,-11.999999999989797,17.000000000000348,-251.99999999999534,-9.00000000000345,78.00000000000028,-55.00000000000682,202.9999999999976,-172.0000000000166,-185.99999999999727,-351.99999999999676,-76.99999999999818,-9.999999999998899,100.00000000000009,-279.00000000000705,,-2249.9999999999927
2018.03.05,-198.99999999999363,-22.999999999995246,-161.99999999999548,-170.99999999999227,-174.00000000000747,-52.99999999999194,58.000000000002494,-35.00000000000725,-400.99999999999625,56.0000000000005,92.00000000000318,-249.00000000002365,275.000000000003,-84.0000000000174,-192.99999999999872,-392.9999999999989,-164.00000000000148,48.99999999999905,110.99999999999443,-299.00000000000483,,-1959.0000000000216
2018.03.05,-139.00000000000023,22.999999999995246,-58.99999999998684,-185.99999999999284,-143.00000000000423,-3.999999999992898,-32.999999999994145,-60.99999999999994,-424.0000000000066,41.000000000002146,-7.9999999999968985,-289.0000000000157,319.0000000000026,24.999999999986144,-167.00000000000603,-614.0000000000034,-179.9999999999926,99.00000000000463,78.99999999999574,-397.0000000000029,,-2118.000000000009
2018.03.05,-80.99999999999774,5.999999999994898,-39.999999999995595,-1.9999999999953388,-140.99999999999113,-26.999999999999247,-58.000000000002494,15.999999999993797,-338.99999999999864,4.999999999999449,-16.0000000000049,-56.000000000011596,296.9999999999917,41.000000000002146,-97.00000000001374,-631.9999999999882,-64.99999999999773,78.00000000000028,49.99999999999449,-394.00000000000546,,-1455.000000000025
2018.03.05,-80.00000000000229,4.999999999988347,-34.99999999998504,-77.99999999998875,-136.00000000000279,-70.99999999999883,-39.999999999995595,-9.999999999998899,-394.00000000000546,-31.999999999998696,2.000000000002,-137.00000000000045,265.0000000000041,29.999999999996696,-158.99999999999804,-580.0000000000027,-123.99999999999523,26.999999999999247,66.99999999999484,-368.9999999999971,,-1848.9999999999845
2018.03.05,-97.9999999999981,-93.00000000000975,-97.9999999999981,-55.999999999997385,-185.99999999999727,-103.99999999999298,-106.99999999999044,21.999999999988695,-337.99999999999386,-72.0000000000054,-90.99999999999665,8.99999999998613,235.99999999999176,49.99999999999449,26.999999999999247,-737.9999999999942,-51.9999999999925,4.000000000004,12.999999999996348,-371.99999999999454,,-2044.0000000000002
2018.03.05,-100.99999999999554,-114.99999999999844,-125.99999999998168,-63.99999999999295,-280.9999999999979,-204.99999999999963,-133.99999999998968,75.00000000000284,-337.99999999999386,-136.00000000000279,-197.99999999999818,30.000000000001137,312.00000000000114,95.999999999985,109.00000000000354,-980.0000000000031,-4.9999999999954525,-40.99999999999105,-119.00000000000244,-446.9999999999974,,-2667.999999999946
2018.03.05,-117.00000000000044,-144.99999999999514,-161.99999999999548,-16.999999999995907,-276.00000000000955,-180.99999999999784,-119.99999999998678,65.99999999998829,-314.9999999999977,-111.00000000000554,-127.99999999999478,54.000000000002046,299.99999999998914,79.99999999999119,79.99999999999119,-814.0000000000036,24.00000000000091,-4.999999999999449,-37.00000000000925,-385.99999999999744,,-2210.0000000000264
2018.03.05,-76.99999999999375,-80.99999999999774,-106.99999999999044,-72.00000000000273,-255.00000000000523,-151.9999999999966,-130.0000000000079,62.99999999999084,-375.0,-111.00000000000554,-117.99999999999588,-39.00000000001569,330.9999999999924,92.99999999998754,82.00000000000429,-770.000000000004,-37.9999999999967,14.000000000002899,3.999999999992898,-375.9999999999986,,-2114.00000000004
2018.03.05,-97.9999999999981,-87.00000000001484,-130.99999999999224,-100.99999999999909,-229.99999999999687,-105.99999999999498,-93.99999999999409,56.99999999999594,-393.0000000000007,-64.0000000000085,-65.99999999999939,-79.00000000000773,296.0000000000074,59.99999999999339,19.999999999997797,-698.999999999983,-55.999999999997385,39.00000000000014,45.99999999999049,-334.9999999999964,,-2020.999999999998
2018.03.05,-95.00000000000064,-86.0000000000083,-129.99999999998568,-75.9999999999934,-239.99999999999577,-125.99999999999278,-92.99999999998754,62.99999999999084,-361.0000000000042,-80.00000000000229,-46.999999999997044,-11.000000000024102,303.9999999999932,55.99999999998939,-5.999999999994898,-621.9999999999892,-36.000000000001364,29.000000000001247,64.99999999999284,-334.9999999999964,,-1827.000000000006
2018.03.05,-90.0000000000012,-26.0000000000149,-120.99999999999334,-80.99999999998886,-252.0000000000078,-134.0000000000008,-58.000000000002494,69.9999999999923,-391.00000000000534,-89.00000000000574,-88.99999999999464,-114.00000000000432,397.0000000000029,80.99999999999774,17.999999999984695,-689.9999999999907,-43.99999999999693,29.000000000001247,32.999999999994145,-363.0000000000022,,-1914.0000000000362
2018.03.05,-124.00000000000189,-90.00000000001229,-198.99999999999363,-123.99999999999523,-262.00000000000665,-154.99999999999403,-102.00000000000209,86.99999999999264,-385.9999999999957,-86.0000000000083,-88.99999999999464,-87.00000000001751,323.99999999999096,17.999999999984695,-12.000000000012001,-679.9999999999917,-52.99999999999727,9.999999999998899,4.999999999999449,-378.999999999996,,-2384.0000000000523
2018.03.05,-142.99999999999312,-126.0000000000039,-239.99999999999577,-114.99999999999488,-275.000000000003,-163.00000000000205,-83.9999999999952,85.99999999998609,-391.9999999999959,-106.00000000000608,-117.99999999999588,-69.00000000001683,304.9999999999997,-29.00000000001235,-33.00000000001635,-699.9999999999895,-66.0000000000025,7.0000000000014495,-13.00000000000745,-375.9999999999986,,-2650.000000000042
