date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPAUD,EURCAD,EURNZD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2021.10.18,-14.999999999998348,-78.00000000000028,-24.000000000001798,-97.99999999999898,-187.00000000000384,-86.0000000000083,0.0,0.0,-217.0000000000005,-71.99999999999429,-48.99999999999905,-234.00000000000088,-229.99999999999687,-119.99999999998678,-182.00000000000216,-134.0000000000008,-59.000000000009045,,-1785.0000000000023
2021.10.18,-17.999999999995797,-137.00000000000932,-33.00000000001635,-126.99999999999534,-218.00000000000708,-23.00000000000635,76.0000000000094,93.00000000000352,-229.00000000000142,-31.999999999998696,-63.99999999999739,-262.00000000000665,-268.0000000000016,-222.99999999999542,-115.99999999999966,-222.99999999999542,-117.99999999999588,,-1922.0000000000095
2021.10.18,-17.000000000000348,-173.00000000000094,-70.99999999999883,-43.99999999999693,-85.00000000000173,37.99999999999359,39.00000000001125,-126.99999999999534,-32.999999999994145,11.00000000000545,-72.0000000000054,-190.00000000000128,-222.99999999999542,104.99999999999955,19.99999999999602,-246.99999999999721,65.99999999998829,,-1002.9999999999935
2021.10.18,12.999999999996348,-160.00000000000458,-29.00000000001235,45.000000000001705,-131.99999999999878,93.99999999999409,139.00000000000023,-128.99999999999068,-2.000000000002,53.999999999998494,-46.999999999997044,-175.00000000001404,-133.99999999998968,287.9999999999994,150.99999999999625,-251.99999999999667,70.99999999999883,,-205.00000000002038
2021.10.18,2.000000000002,-207.00000000000162,-34.000000000000696,40.00000000000625,-171.00000000001003,74.99999999999174,165.00000000001512,-111.99999999999477,-2.000000000002,55.000000000005045,-36.999999999998145,-238.0000000000049,-171.00000000001003,255.00000000000523,128.99999999999068,-271.9999999999945,59.99999999999339,,-463.00000000000705
2021.10.18,-12.999999999996348,-208.00000000000819,-35.00000000000725,28.000000000005798,-200.00000000000017,108.99999999999244,172.0000000000166,-101.99999999998965,-20.999999999993246,112.000000000001,-18.0000000000069,-178.99999999999582,-200.00000000000017,163.00000000000205,180.99999999999739,-309.99999999999915,12.999999999996348,,-507.99999999998545
2021.10.18,43.00000000000415,-192.99999999999872,1.999999999990898,-7.999999999995566,-296.0000000000074,-25.00000000000835,211.00000000000563,-45.99999999999227,-17.000000000000348,34.000000000000696,-26.000000000003798,-380.00000000000256,-232.00000000000998,66.00000000001049,-31.00000000000591,-268.0000000000016,8.999999999992347,,-1157.0000000000223
2021.10.18,85.99999999999719,-85.00000000000173,56.99999999999594,-36.99999999999193,-300.00000000001137,-40.00000000000669,176.00000000002058,76.00000000000762,-22.999999999995246,21.00000000000435,-36.999999999998145,-400.00000000000034,-231.0000000000034,73.00000000001194,-57.00000000000216,-203.99999999999307,79.00000000000685,,-845.9999999999596
2021.10.18,65.00000000000395,-21.00000000000435,60.99999999999994,-230.99999999999454,-300.99999999999574,-51.000000000001044,87.00000000001484,141.00000000000534,-24.000000000001798,14.999999999998348,-92.99999999999864,-324.0000000000132,-197.00000000000273,31.000000000003247,-197.00000000000273,-171.99999999999437,41.000000000002146,,-1169.9999999999814
2021.10.18,73.00000000000084,14.000000000002899,49.99999999999449,-182.00000000000216,-270.99999999999903,-46.00000000000159,64.0000000000196,186.00000000000705,-12.000000000000899,9.999999999998899,-119.99999999999788,-238.0000000000049,-182.99999999999983,-118.99999999998023,-165.99999999999682,-175.99999999999838,-35.00000000000725,,-1150.9999999999652
2021.10.18,75.9999999999983,26.999999999999247,34.99999999998504,-237.99999999999955,-268.0000000000016,-21.999999999999797,56.000000000011596,240.99999999999966,2.999999999997449,39.00000000000014,-119.00000000000244,-168.0000000000126,-184.00000000000637,-60.99999999999994,-171.99999999999704,-200.00000000000017,-21.00000000000435,,-976.0000000000325
2021.10.18,72.0000000000054,11.999999999989797,36.999999999998145,-182.99999999999272,-253.99999999999866,0.0,60.99999999999994,192.00000000000728,4.000000000004,63.99999999999739,-119.00000000000244,-157.00000000000713,-175.99999999999838,100.0000000000112,-91.99999999999875,-217.0000000000005,39.999999999995595,,-615.9999999999899
2021.10.18,101.00000000000664,18.0000000000069,58.99999999998684,-110.99999999999,-378.999999999996,-98.0000000000092,83.00000000001084,99.00000000000375,-7.0000000000014495,14.999999999998348,-126.99999999999933,-278.00000000000045,-231.0000000000034,-1.999999999990898,-97.99999999999898,-170.00000000000347,85.99999999998609,,-1039.9999999999939
2021.10.18,170.99999999999892,117.99999999999588,135.9999999999806,61.00000000000705,-378.999999999996,-140.0000000000068,107.00000000001265,-13.999999999995794,-2.000000000002,-9.999999999998899,-104.99999999999955,-357.00000000000733,-212.99999999999653,12.000000000012001,-61.99999999999761,-141.00000000000225,85.99999999998609,,-732.0000000000097
2021.10.18,173.9999999999964,100.99999999999554,147.99999999999258,73.99999999999807,-409.0000000000149,-124.00000000000189,136.00000000000279,45.000000000001705,-12.999999999996348,11.00000000000545,-84.0000000000063,-375.9999999999986,-222.99999999999542,0.0,-75.00000000000284,-151.9999999999966,72.99999999998974,,-694.0000000000306
2021.10.18,172.00000000000549,93.00000000000975,153.9999999999875,43.00000000000637,-419.9999999999982,-136.00000000000279,152.0000000000188,103.9999999999992,-19.00000000000235,-3.999999999992898,-75.00000000000284,-395.000000000012,-235.99999999999176,-34.000000000000696,-118.99999999999977,-146.00000000000168,41.99999999998649,,-823.9999999999914
2021.10.18,177.00000000000495,113.00000000000753,163.9999999999864,22.00000000000557,-424.00000000000216,-130.0000000000079,128.000000000017,115.0000000000091,-26.999999999999247,9.00000000000345,-90.99999999999665,-364.00000000000875,-221.99999999998886,-63.99999999999739,-114.00000000000432,-166.99999999999494,4.000000000004,,-870.9999999999624
2021.10.18,195.00000000000074,147.00000000000824,158.99999999999804,31.00000000000591,-459.0000000000094,-134.0000000000008,121.99999999999989,115.99999999999966,-21.999999999999797,23.00000000000635,-107.99999999999699,-320.00000000000915,-262.00000000000665,-45.99999999999049,-108.00000000000409,-195.9999999999962,4.000000000004,,-857.9999999999906
2021.10.18,192.00000000000327,148.99999999999915,173.00000000000094,-30.9999999999917,-495.000000000001,-189.00000000000583,98.0000000000203,172.00000000001125,-29.999999999996696,-27.999999999994696,-119.00000000000244,-412.9999999999967,-275.000000000003,-121.99999999999989,-225.00000000000853,-185.00000000000182,52.99999999999194,,-1274.9999999999754
2021.10.18,253.0000000000032,60.99999999999994,208.99999999999253,-15.999999999991132,-553.0000000000035,-214.00000000000307,222.00000000001108,231.00000000000875,-24.000000000001798,-2.000000000002,-75.00000000000284,-561.9999999999958,-295.0000000000008,-149.9999999999835,-219.99999999999886,-153.99999999999858,45.99999999999049,,-1242.999999999976
2021.10.18,223.00000000000654,-1.0000000000065512,146.99999999998602,28.000000000005798,-500.00000000001154,-185.00000000000182,207.00000000000162,88.00000000000807,-2.000000000002,4.000000000004,-65.99999999999939,-609.9999999999994,-285.00000000000193,-121.99999999999989,-186.00000000000705,-163.00000000000205,39.999999999995595,,-1383.0000000000239
2021.10.18,201.00000000000674,-32.0000000000098,43.999999999999595,-6.000000000000227,-453.99999999999886,-145.00000000000622,263.00000000001324,180.99999999999739,1.0000000000065512,26.999999999999247,-80.00000000000229,-510.00000000001046,-343.99999999998875,-160.99999999998892,-138.9999999999958,-173.00000000000094,31.000000000003247,,-1295.9999999999764
2021.10.18,172.00000000000549,-32.999999999994145,13.999999999980695,-24.00000000000091,-424.00000000000216,-204.00000000000418,202.00000000001327,173.00000000000182,43.00000000000415,23.00000000000635,-158.0000000000026,-479.0000000000072,-339.0000000000004,-308.9999999999815,-131.00000000000023,-148.99999999999915,41.000000000002146,,-1581.9999999999786
2021.10.18,287.9999999999994,157.99999999999147,91.99999999998099,16.000000000005343,-499.000000000005,-243.99999999999977,211.00000000000563,212.0000000000033,40.00000000000669,1.0000000000065512,-170.99999999999892,-531.9999999999991,-354.9999999999942,-389.99999999997925,-222.99999999999898,-73.99999999999629,8.999999999992347,,-1460.99999999998
2021.10.18,280.9999999999979,103.99999999999298,122.99999999998423,59.00000000001171,-489.0000000000061,-236.00000000000287,192.00000000001438,210.99999999999852,26.000000000003798,-8.999999999992347,-151.00000000000114,-595.9999999999966,-347.0000000000084,-304.9999999999997,-201.00000000000762,-64.99999999999284,43.999999999999595,,-1359.0000000000045
2021.10.18,267.00000000000614,48.000000000003595,124.99999999999733,82.00000000000784,-419.0000000000138,-253.0000000000032,289.0000000000059,207.00000000000784,63.99999999999739,-4.999999999999449,-92.99999999999864,-700.999999999996,-259.0000000000092,-305.9999999999841,-191.0000000000025,-51.000000000001044,49.99999999999449,,-1145.9999999999875
2021.10.18,333.0000000000055,110.99999999999443,137.9999999999937,112.99999999999955,-443.0000000000156,-322.00000000000006,332.00000000002115,245.00000000000455,99.00000000000463,-54.999999999993946,-97.00000000000264,-836.9999999999989,-278.00000000000045,-386.9999999999818,-266.9999999999959,17.000000000000348,83.9999999999952,,-1213.9999999999702
2021.10.18,229.99999999999687,79.99999999999119,37.99999999998249,75.00000000000284,-429.99999999999704,-302.0000000000023,193.00000000002092,150.00000000000568,53.00000000000304,-73.00000000000084,-175.00000000000293,-826.0000000000156,-337.0000000000095,-461.99999999998465,-252.00000000000955,43.00000000000415,66.99999999999484,,-1928.0000000000207
2021.10.18,180.0000000000024,76.99999999999375,45.99999999999049,35.0000000000108,-395.99999999999636,-252.0000000000078,126.0000000000039,117.00000000000443,-2.999999999997449,-59.99999999999339,-180.99999999999784,-629.0000000000128,-334.9999999999964,-436.9999999999985,-224.00000000000375,-44.99999999999504,58.99999999998684,,-1922.0000000000068
2021.10.18,128.00000000000588,53.999999999998494,0.0,49.000000000006594,-479.0000000000072,-278.00000000000045,72.0000000000054,-3.0000000000001137,-80.99999999999774,-173.9999999999964,-182.00000000000438,-781.0000000000094,-458.00000000000284,-496.99999999999187,-228.9999999999992,-63.99999999999739,62.99999999999084,,-2859.9999999999995
2021.10.18,-17.000000000000348,-8.999999999992347,-113.00000000000753,-134.00000000000034,-459.0000000000094,-348.00000000000387,-30.999999999981043,-13.999999999995794,-158.99999999999804,-281.99999999999335,-217.0000000000005,-931.9999999999995,-537.9999999999941,-587.9999999999885,-426.00000000000193,16.0000000000049,131.99999999999878,,-4118.999999999964
2021.10.18,-26.000000000003798,-18.999999999991246,-120.00000000000898,-83.99999999998897,-446.0000000000131,-323.0000000000066,-108.99999999998133,-79.9999999999983,-165.9999999999995,-229.99999999999687,-246.00000000000176,-849.9999999999952,-537.9999999999941,-597.9999999999874,-347.0000000000084,2.000000000002,113.99999999999189,,-4065.999999999982
2021.10.18,39.00000000000014,42.0000000000087,-141.00000000001333,-81.99999999999363,-453.99999999999886,-311.00000000000574,-54.99999999998284,26.00000000001046,-112.99999999999643,-229.00000000000142,-290.00000000000136,-798.0000000000098,-516.0000000000053,-533.99999999999,-328.00000000000296,13.00000000000745,157.99999999999147,,-3572.999999999984
2021.10.18,34.000000000000696,46.999999999997044,-155.00000000001623,-80.99999999998886,-276.00000000000955,-187.9999999999993,-35.999999999991594,45.000000000001705,-39.999999999995595,-137.9999999999937,-290.9999999999968,-565.9999999999999,-435.0000000000076,-384.9999999999909,-242.00000000000443,24.999999999997247,174.00000000000747,,-2507.9999999999905
2021.10.18,56.0000000000005,103.00000000000864,-87.00000000001484,-93.99999999999409,-165.9999999999995,-108.00000000000809,-56.99999999999594,93.00000000000352,87.00000000000374,-46.00000000000159,-280.9999999999979,-300.00000000001137,-195.9999999999962,-179.99999999998016,-164.00000000000148,7.0000000000014495,153.00000000000313,,-1179.99999999998
