date,USDCHF,EURUSD,EURGBP,EURJPY,EURCAD,empty,sum
2015.03.23,-337.99999999999386,-262.00000000000665,-92.99999999999864,-162.00000000000614,-178.99999999999582,,-1034.0000000000011
2015.03.23,-371.99999999999454,-339.0000000000004,-176.99999999999383,-219.0000000000225,-38.99999999998904,,-1146.0000000000005
2015.03.23,-413.99999999999216,-517.9999999999962,-219.00000000000253,-343.00000000001774,-242.99999999999324,,-1737.0000000000018
2015.03.23,-364.9999999999931,-483.99999999999557,-203.99999999999307,-354.0000000000134,-225.99999999999287,,-1632.9999999999882
2015.03.23,-351.99999999999676,-551.9999999999969,-173.00000000000094,-515.0000000000148,-261.9999999999845,,-1853.9999999999939
2015.03.23,-452.99999999999227,-661.0000000000005,-231.99999999999886,-608.0000000000041,-316.99999999998954,,-2270.9999999999854
2015.03.23,-505.99999999999534,-753.0000000000036,-268.0000000000016,-671.999999999997,-443.99999999999994,,-2642.9999999999977
2015.03.23,-422.00000000000017,-661.0000000000005,-292.9999999999988,-649.0000000000009,-450.9999999999792,,-2475.9999999999795
2015.03.23,-501.99999999999136,-832.0000000000105,-290.00000000000136,-725.9999999999991,-481.99999999998244,,-2831.9999999999845
2015.03.23,-506.9999999999908,-809.9999999999997,-281.99999999999335,-725.9999999999991,-461.0000000000003,,-2785.999999999983
2015.03.23,-514.9999999999987,-818.0000000000076,-280.9999999999979,-741.0000000000139,-476.9999999999941,,-2832.0000000000123
2015.03.23,-485.99999999999756,-687.9999999999998,-236.99999999999832,-653.00000000002,-451.99999999998573,,-2516.0000000000014
2015.03.23,-366.9999999999951,-591.0000000000082,-217.0000000000005,-594.0000000000225,-478.0000000000006,,-2247.000000000027
2015.03.23,-388.9999999999949,-551.0000000000126,-213.99999999999199,-661.0000000000014,-531.9999999999991,,-2347.0
2015.03.23,-373.00000000000114,-568.9999999999973,-212.99999999999653,-594.0000000000225,-519.9999999999872,,-2269.0000000000045
2015.03.23,-346.9999999999973,-639.9999999999961,-198.99999999999363,-699.0000000000123,-526.9999999999886,,-2411.999999999988
2015.03.23,-361.0000000000002,-611.000000000006,-200.00000000000017,-676.0000000000161,-511.99999999997914,,-2360.000000000002
2015.03.23,-395.99999999999636,-682.0000000000048,-171.99999999999437,-719.9999999999989,-512.9999999999857,,-2482.99999999998
2015.03.23,-439.0000000000005,-818.0000000000076,-210.99999999999451,-868.9999999999998,-628.9999999999907,,-2965.9999999999936
2015.03.23,-452.99999999999227,-770.000000000004,-119.99999999999788,-707.9999999999984,-451.99999999998573,,-2502.9999999999786
2015.03.23,-557.9999999999918,-1000.0000000000009,-146.99999999999713,-954.0000000000077,-594.99999999999,,-3253.9999999999873
2015.03.23,-648.9999999999995,-981.999999999994,-92.99999999999864,-854.0000000000134,-537.9999999999941,,-3115.9999999999995
2015.03.23,-639.0000000000007,-812.0000000000127,82.99999999999974,-751.0000000000048,-300.99999999999574,,-2420.000000000014
2015.03.23,-271.9999999999945,-547.999999999993,53.999999999998494,-510.0000000000193,-128.99999999997914,,-1404.9999999999873
2015.03.23,-290.9999999999968,-578.9999999999961,62.000000000006494,-534.0000000000202,-135.9999999999806,,-1477.9999999999875
2015.03.23,-13.999999999991797,-80.00000000001339,241.00000000000233,-100.99999999999909,172.0000000000166,,218.00000000001467
2015.03.23,87.99999999999919,-103.00000000000864,269.00000000000813,-74.00000000001228,196.0000000000184,,376.0000000000048
2015.03.23,168.00000000000148,86.99999999999264,402.9999999999978,51.9999999999925,144.0000000000108,,853.9999999999952
2015.03.23,225.00000000000853,123.00000000000644,458.00000000000284,117.999999999995,260.0000000000158,,1184.0000000000286
2015.03.23,145.00000000000622,79.00000000000685,445.0000000000065,76.99999999999818,222.00000000001108,,968.0000000000289
2015.03.23,475.99999999999864,316.99999999998954,568.9999999999973,364.0000000000043,280.0000000000136,,2006.0000000000034
2015.03.23,592.9999999999991,469.99999999999267,567.0000000000064,417.99999999997794,360.0000000000048,,2407.999999999981
2015.03.23,580.0000000000027,439.99999999999596,613.000000000008,430.9999999999832,447.0000000000196,,2511.0000000000095
2015.03.23,686.0000000000089,540.0000000000072,591.0000000000082,474.9999999999943,484.00000000001774,,2776.000000000036
2015.03.23,534.0000000000011,170.99999999998784,480.0000000000027,173.00000000000182,229.00000000001253,,1587.000000000006
2015.03.23,509.9999999999993,157.99999999999147,506.0000000000064,181.99999999998795,181.00000000000892,,1536.999999999994
2015.03.23,503.000000000009,248.00000000000378,455.0000000000054,228.999999999985,81.00000000001995,,1516.0000000000232
2015.03.23,662.000000000007,448.9999999999883,448.9999999999994,443.9999999999884,276.00000000000955,,2279.9999999999927
2015.03.23,599.0000000000051,439.99999999999596,502.00000000000244,495.00000000000455,318.00000000001825,,2354.0000000000264
2015.03.23,639.0000000000007,479.0000000000072,551.0000000000015,504.99999999999545,306.00000000000625,,2480.0000000000114
2015.03.23,663.0000000000025,568.9999999999973,556.0000000000009,647.9999999999961,364.00000000000875,,2800.0000000000055
2015.03.23,768.000000000002,692.9999999999881,634.0000000000013,824.9999999999886,461.0000000000003,,3380.9999999999804
2015.03.23,766.0,727.9999999999953,646.0000000000022,854.9999999999898,492.0000000000035,,3486.999999999991
2015.03.23,895.0000000000014,855.9999999999901,665.9999999999999,983.0000000000041,641.0000000000027,,4040.999999999998
2015.03.23,868.000000000002,802.9999999999982,638.0000000000052,858.0000000000041,654.0000000000213,,3821.000000000031
2015.03.23,836.9999999999989,771.9999999999949,609.000000000004,756.0000000000002,622.0000000000115,,3596.0000000000095
2015.03.23,816.0000000000056,781.9999999999939,583.0000000000002,756.0000000000002,626.0000000000155,,3563.0000000000155
2015.03.23,848.9999999999998,768.9999999999975,597.0000000000031,736.9999999999948,647.0000000000198,,3599.0000000000155
2015.03.24,850.0000000000063,774.9999999999924,606.0000000000065,756.0000000000002,639.0000000000118,,3626.0000000000173
2015.03.24,931.9999999999995,845.9999999999912,621.0000000000049,807.9999999999927,665.0000000000044,,3871.999999999993
2015.03.24,933.000000000006,838.9999999999898,618.0000000000074,772.9999999999961,677.0000000000165,,3840.0000000000155
2015.03.24,792.9999999999993,746.9999999999866,611.000000000006,753.9999999999907,649.0000000000107,,3553.9999999999936
2015.03.24,797.9999999999987,748.9999999999997,595.0000000000011,804.9999999999784,589.0000000000173,,3535.9999999999955
2015.03.24,735.0000000000078,682.9999999999892,575.9999999999987,770.9999999999866,482.00000000000466,,3246.9999999999873
2015.03.24,591.0000000000082,486.999999999993,558.9999999999984,530.9999999999775,421.0000000000047,,2588.999999999982
2015.03.24,631.0000000000038,513.9999999999923,540.0000000000072,501.9999999999811,417.0000000000007,,2603.9999999999854
2015.03.24,619.0000000000028,490.999999999997,557.0000000000075,554.000000000002,445.0000000000065,,2666.0000000000155
2015.03.24,536.0000000000032,452.00000000000796,557.0000000000075,500.0,490.0000000000126,,2535.0000000000314
2015.03.24,564.000000000009,439.99999999999596,473.0000000000012,413.99999999998727,461.0000000000003,,2351.9999999999936
2015.03.24,525.0000000000088,367.99999999999056,452.00000000000796,382.99999999998136,412.00000000001234,,2140.000000000001
2015.03.24,544.0,387.99999999998835,479.0000000000072,373.9999999999952,419.0000000000138,,2204.0000000000045
2015.03.24,542.0000000000091,428.9999999999905,489.0000000000061,367.999999999995,422.00000000001125,,2250.000000000012
2015.03.24,656.000000000001,490.999999999997,504.9999999999999,383.99999999998613,456.00000000001194,,2491.999999999996
2015.03.24,658.0000000000031,523.0000000000068,541.9999999999981,412.9999999999825,480.00000000001376,,2616.0000000000045
2015.03.24,739.0000000000008,601.000000000007,568.9999999999973,420.99999999999227,537.0000000000097,,2867.000000000007
2015.03.24,661.0000000000005,468.00000000000176,545.0000000000066,240.99999999998545,382.0000000000157,,2297.00000000001
2015.03.24,618.0000000000074,394.9999999999898,535.0000000000077,248.99999999999523,382.0000000000157,,2179.000000000016
2015.03.24,758.0000000000031,652.0000000000082,597.9999999999985,518.999999999977,568.000000000013,,3095.0
2015.03.24,1011.0000000000064,817.000000000001,697.0000000000032,713.9999999999986,731.9999999999993,,3971.000000000008
2015.03.24,1314.9999999999995,1048.0000000000045,787.9999999999998,895.9999999999866,779.0000000000185,,4826.000000000008
2015.03.24,1350.0000000000068,1062.9999999999918,852.0000000000083,894.9999999999818,814.0000000000036,,4973.999999999993
2015.03.24,1331.9999999999998,856.9999999999967,804.0000000000047,659.9999999999966,681.0000000000205,,4334.000000000018
2015.03.24,1447.0000000000093,997.9999999999878,838.0000000000055,830.9999999999889,651.0000000000016,,4764.999999999994
2015.03.24,1645.0000000000075,1127.9999999999957,978.0000000000011,837.9999999999939,743.0000000000048,,5332.000000000003
2015.03.24,1685.0000000000032,1028.0000000000066,1035.0000000000082,778.9999999999964,581.0000000000093,,5108.000000000024
2015.03.24,1677.0000000000064,1002.9999999999983,1041.9999999999984,673.0000000000018,523.0000000000068,,4918.000000000011
2015.03.24,1763.9999999999989,1136.0000000000036,945.0000000000069,848.9999999999895,684.000000000018,,5378.000000000017
2015.03.24,1682.0000000000057,693.9999999999947,846.9999999999977,643.0000000000007,292.00000000000335,,4158.000000000003
2015.03.24,1477.0000000000061,514.9999999999987,787.0000000000043,367.999999999995,43.999999999999595,,3191.0000000000036
2015.03.24,1431.0000000000045,435.0000000000076,792.9999999999993,364.0000000000043,242.00000000000887,,3265.0000000000255
2015.03.24,1555.0000000000064,229.99999999999687,750.0000000000063,106.99999999999932,139.00000000000023,,2781.000000000009
2015.03.24,1735.0000000000089,357.99999999999164,770.9999999999994,292.99999999997794,200.00000000000017,,3356.999999999978
2015.03.24,1630.0000000000093,266.999999999995,743.0000000000048,294.9999999999875,84.0000000000174,,3019.0000000000136
2015.03.24,1555.0000000000064,231.0000000000034,718.0000000000075,371.9999999999857,17.000000000000348,,2893.000000000003
2015.03.24,1553.9999999999998,370.00000000000364,768.000000000002,519.9999999999818,40.0000000000178,,3252.000000000005
2015.03.24,1672.0000000000068,421.0000000000047,792.9999999999993,477.9999999999802,120.00000000000898,,3484.0
2015.03.24,1827.000000000001,507.9999999999973,841.9999999999983,497.99999999999045,112.000000000001,,3786.9999999999877
2015.03.24,1662.000000000008,470.9999999999992,858.9999999999986,408.9999999999918,36.0000000000138,,3437.0000000000114
2015.03.24,1696.0000000000086,428.9999999999905,863.9999999999981,310.9999999999786,6.000000000017103,,3305.999999999993
