date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.08.10,-7.0000000000014495,-1.0000000000065512,-17.000000000000348,0.0,0.0,-65.00000000000395,-80.99999999999774,-350.9999999999902,-198.99999999999363,-38.000000000010914,-75.9999999999983,-98.0000000000092,-94.00000000000519,0.0,-122.0000000000141,-1.0000000000065512,-83.00000000001084,-13.999999999981583,-1.0000000000065512,-113.00000000000753,-247.00000000001944,-95.99999999998943,-80.99999999998886,-1.0000000000065512,-118.00000000001809,,-1904.0000000000673
2015.08.10,80.99999999999774,7.999999999985796,-17.000000000000348,20.000000000010232,84.0000000000174,-51.99999999999649,-95.00000000000064,-349.99999999998363,-198.99999999999363,18.000000000000682,-73.00000000000084,-47.00000000000814,-56.0000000000005,48.000000000003595,-147.00000000001978,80.99999999999774,-80.0000000000356,-12.999999999976808,83.9999999999952,-140.0000000000068,-304.9999999999997,-66.0000000000025,-101.99999999998965,-4.000000000004,-185.00000000001293,,-1507.0000000000239
2015.08.10,112.99999999999643,21.999999999988695,-53.999999999998494,67.99999999999784,116.00000000000499,-65.00000000000395,-109.99999999999899,-394.9999999999898,-269.9999999999925,-40.00000000000625,-107.00000000000153,-23.00000000000635,-63.00000000000195,68.00000000000139,-290.00000000002046,131.00000000001444,17.999999999984695,34.99999999999659,100.0000000000112,-232.99999999999432,-373.00000000000114,-31.999999999996476,-47.99999999998761,19.999999999997797,-188.00000000001037,,-1600.0000000000164
2015.08.10,151.00000000000114,62.99999999999084,-46.999999999997044,112.00000000000898,153.00000000000313,-38.0000000000047,-63.99999999999739,-383.0,-269.9999999999925,-69.00000000000261,-109.99999999999899,7.9999999999968985,4.999999999999449,72.0000000000054,-360.00000000001364,240.9999999999801,-29.00000000001235,147.99999999999613,205.99999999999508,-188.00000000001037,-309.0000000000037,32.00000000001069,-3.9999999999906777,57.99999999999139,-179.00000000001802,,-801.000000000063
2015.08.10,156.99999999999602,63.99999999999739,-24.999999999986144,123.00000000000466,172.0000000000166,-65.99999999999939,-68.99999999999685,-390.0000000000015,-242.00000000000887,-42.00000000000159,-75.9999999999983,-12.000000000000899,14.999999999998348,60.99999999999994,-322.00000000000273,317.9999999999961,68.99999999996353,126.00000000000477,191.99999999999218,-187.00000000000384,-290.00000000001245,8.000000000009777,11.00000000000989,76.99999999999375,-147.00000000000824,,-475.0000000000378
2015.08.10,168.99999999999693,8.999999999992347,-18.999999999991246,138.00000000000523,224.000000000002,-153.99999999999858,-103.99999999999298,-414.00000000000324,-236.99999999999832,-48.00000000000182,-66.99999999999484,-68.00000000000139,2.999999999997449,55.000000000005045,-328.00000000000296,342.9999999999822,204.00000000000418,112.00000000002319,239.00000000001143,-303.9999999999932,-304.9999999999997,-76.99999999999818,-12.999999999991019,18.999999999991246,-132.00000000002098,,-754.9999999999773
2015.08.10,190.99999999999673,-36.999999999998145,11.00000000000545,170.0000000000017,283.000000000011,-202.0000000000022,-126.99999999999933,-431.99999999998795,-249.00000000001032,-39.00000000000148,-73.99999999999629,-92.00000000000318,-2.999999999997449,60.00000000000449,-335.00000000000796,361.0000000000113,361.99999999997345,105.00000000001819,221.00000000000452,-353.0000000000033,-321.0000000000157,-108.99999999999466,-13.999999999995794,-36.999999999998145,-62.000000000006494,,-721.9999999999914
2015.08.10,244.99999999999523,-56.000000000011596,70.99999999999883,225.00000000000853,299.00000000000483,-216.0000000000051,-136.99999999999824,-459.99999999999375,-252.0000000000078,-35.0000000000108,-92.00000000000318,-99.00000000000463,14.999999999998348,50.0000000000056,-377.00000000000955,348.00000000001495,385.99999999999744,114.00000000000432,198.99999999999363,-363.0000000000022,-300.00000000001137,-111.99999999999477,-3.9999999999906777,-50.0000000000056,-22.0000000000109,,-623.0000000000383
2015.08.10,198.99999999999363,-36.999999999998145,-12.999999999996348,160.0000000000108,284.00000000001756,-251.00000000000122,-126.99999999999933,-466.9999999999952,-261.0000000000001,-38.000000000010914,-63.99999999999739,-129.00000000000134,33.000000000005244,34.99999999999615,-379.99999999999545,412.9999999999967,430.9999999999814,105.00000000001819,224.000000000002,-435.0000000000076,-239.00000000001143,-158.99999999999181,11.00000000000989,-65.00000000000395,37.99999999998249,,-731.9999999999964
2015.08.10,156.99999999999602,4.000000000004,-113.99999999999189,130.00000000000966,231.0000000000034,-166.99999999999494,-10.999999999994348,-417.99999999998505,-320.00000000000915,-56.000000000011596,-71.99999999999429,-80.00000000000229,114.00000000000298,79.00000000000685,-364.0000000000043,363.9999999999866,288.99999999998374,170.00000000001592,289.0000000000059,-392.9999999999989,-116.00000000000499,-92.99999999998931,115.99999999999966,-17.000000000000348,123.99999999999079,,-153.99999999997596
2015.08.10,168.00000000000148,-33.00000000001635,-106.99999999999044,155.00000000000114,260.0000000000158,-161.00000000000003,-8.999999999992347,-394.9999999999898,-313.99999999999204,-55.00000000000682,-49.99999999999449,-80.00000000000229,102.99999999999754,114.99999999999844,-346.00000000000364,300.00000000001137,179.99999999998016,211.00000000001273,347.0000000000084,-419.9999999999982,-179.00000000001802,-76.99999999999818,118.00000000000921,14.999999999998348,93.99999999999409,,-159.99999999997402
2015.08.10,153.99999999999858,-16.000000000016,-58.99999999998684,176.00000000000193,234.00000000000088,-177.00000000000495,-27.999999999994696,-390.0000000000015,-286.00000000000847,-85.99999999999852,-56.99999999999594,-112.000000000001,78.99999999999574,87.00000000000374,-358.0000000000041,333.0000000000055,360.0000000000048,157.0000000000107,246.99999999999721,-422.9999999999956,-141.00000000001333,-98.99999999998954,103.00000000000864,-26.999999999999247,128.99999999997914,,-200.00000000000307
