date,GBPCHF,GBPJPY,GBPCAD,AUDNZD,empty,sum
2017.01.18,-3258.0000000000055,-2807.9999999999927,-4428.00000000001,217.0000000000005,,-10277.000000000007
2017.01.18,-3245.000000000009,-2843.999999999994,-4447.000000000001,252.99999999999213,,-10283.000000000011
2017.01.18,-3207.9999999999886,-2662.9999999999827,-4393.000000000003,163.9999999999864,,-10099.999999999987
2017.01.18,-3082.9999999999914,-2605.9999999999945,-4279.000000000011,239.99999999999577,,-9728.0
2017.01.18,-2970.000000000006,-2629.9999999999955,-4100.999999999999,261.0000000000001,,-9440.0
2017.01.18,-2912.0000000000036,-2566.0000000000027,-4047.0000000000005,276.9999999999939,,-9248.000000000013
2017.01.18,-2905.000000000002,-2591.000000000008,-4000.0000000000036,295.99999999998516,,-9200.00000000003
2017.01.18,-2756.0000000000027,-2403.9999999999964,-3845.0000000000095,255.99999999998957,,-8749.00000000002
2017.01.18,-2753.0000000000055,-2448.9999999999836,-3808.999999999996,214.99999999998744,,-8795.999999999998
2017.01.18,-2750.000000000008,-2388.999999999982,-3786.0000000000005,262.999999999991,,-8662.0
2017.01.18,-2739.0000000000027,-2396.9999999999914,-3795.9999999999995,271.99999999998334,,-8660.000000000011
2017.01.18,-2798.999999999996,-2634.999999999991,-3828.9999999999936,200.00000000000017,,-9062.999999999982
2017.01.18,-2859.999999999996,-2685.0000000000023,-3817.0000000000036,183.99999999998417,,-9178.000000000018
2017.01.18,-2865.0000000000064,-2656.9999999999823,-3828.000000000009,173.99999999998528,,-9176.000000000013
2017.01.18,-2974.00000000001,-2832.999999999998,-3954.9999999999973,266.999999999995,,-9495.000000000011
2017.01.18,-3011.9999999999923,-2823.9999999999836,-4020.0000000000014,247.99999999998158,,-9607.999999999996
2017.01.18,-2892.0000000000055,-2745.999999999981,-3856.999999999999,163.9999999999864,,-9330.999999999998
2017.01.18,-2845.0000000000086,-2659.9999999999964,-3760.9999999999923,177.99999999998929,,-9088.00000000001
2017.01.18,-2567.9999999999927,-2474.9999999999945,-3603.0000000000005,158.99999999999804,,-8486.999999999989
2017.01.18,-2526.9999999999905,-2544.9999999999873,-3725.0000000000005,137.9999999999937,,-8658.999999999984
2017.01.18,-2634.000000000003,-2655.000000000001,-3780.99999999999,139.00000000000023,,-8930.999999999993
2017.01.18,-2482.0000000000064,-2454.0000000000077,-3770.999999999991,182.99999999999983,,-8524.000000000005
2017.01.18,-2431.9999999999895,-2480.9999999999945,-3621.999999999992,190.00000000000128,,-8344.999999999973
2017.01.18,-2483.9999999999973,-2520.9999999999864,-3760.0000000000077,146.99999999998602,,-8618.000000000005
2017.01.18,-2330.00000000001,-2443.999999999988,-3675.000000000006,106.99999999999044,,-8342.000000000013
2017.01.18,-2147.9999999999945,-2195.999999999998,-3610.0000000000023,44.99999999998394,,-7909.000000000011
2017.01.18,-2211.999999999992,-2204.999999999984,-3567.999999999993,5.999999999994898,,-7978.9999999999745
2017.01.18,-2371.9999999999964,-2353.0000000000086,-3679.00000000001,-5.000000000010552,,-8409.000000000025
2017.01.18,-2339.0000000000023,-2402.999999999992,-3672.9999999999927,4.999999999988347,,-8409.999999999998
2017.01.18,-2327.999999999997,-2282.9999999999873,-3652.000000000011,7.0000000000014495,,-8255.999999999993
2017.01.18,-2414.9999999999895,-2502.999999999986,-3743.0000000000073,13.999999999980695,,-8647.000000000002
2017.01.18,-2543.999999999991,-2698.9999999999836,-3906.9999999999936,56.99999999999594,,-9092.99999999997
2017.01.18,-2641.9999999999886,-2771.9999999999914,-4257.0,0.9999999999843467,,-9669.999999999996
2017.01.18,-2588.999999999997,-2709.000000000003,-4465.999999999992,-23.00000000001745,,-9787.000000000011
2017.01.18,-2574.999999999994,-2703.0000000000027,-4838.000000000009,-153.00000000000313,,-10269.00000000001
2017.01.18,-2493.9999999999964,-2519.999999999982,-5201.999999999995,-161.00000000001114,,-10376.999999999985
2017.01.18,-2519.999999999989,-2492.999999999995,-5479.999999999996,-126.0000000000039,,-10618.999999999984
2017.01.18,-2506.9999999999927,-2538.9999999999873,-5302.000000000006,-104.00000000001519,,-10452.0
2017.01.18,-2445.9999999999927,-2621.9999999999854,-5254.000000000003,-109.00000000000354,,-10430.999999999985
2017.01.18,-2456.999999999998,-2620.0000000000045,-5180.999999999991,-91.00000000001884,,-10349.000000000011
2017.01.18,-2380.9999999999886,-2484.9999999999854,-5186.000000000002,-92.00000000000318,,-10143.99999999998
2017.01.18,-2476.999999999996,-3055.000000000007,-5275.999999999992,-131.99999999999878,,-10939.999999999993
2017.01.18,-2498.0,-3105.9999999999945,-5261.000000000005,-205.00000000001074,,-11070.000000000011
2017.01.18,-2513.0000000000095,-3436.0000000000073,-5252.999999999996,-219.00000000001364,,-11421.000000000025
2017.01.18,-2492.0000000000055,-3527.999999999992,-5231.000000000008,-280.0000000000136,,-11531.000000000018
2017.01.19,-2492.0000000000055,-3419.9999999999873,-5244.000000000005,-282.0000000000045,,-11438.0
2017.01.19,-2476.999999999996,-3359.000000000009,-5221.000000000009,-285.00000000000193,,-11342.000000000016
2017.01.19,-2512.000000000003,-3478.0000000000086,-5242.999999999997,-300.00000000001137,,-11533.00000000002
2017.01.19,-2543.0000000000064,-3620.999999999981,-5140.999999999995,-259.0000000000092,,-11563.99999999999
2017.01.19,-2543.0000000000064,-3573.0000000000073,-5245.000000000011,-258.0000000000027,,-11619.000000000027
2017.01.19,-2536.000000000005,-3635.9999999999955,-5227.000000000004,-250.00000000001688,,-11649.00000000002
2017.01.19,-2527.999999999997,-3626.0000000000045,-5086.999999999997,-217.0000000000005,,-11458.0
2017.01.19,-2560.000000000007,-3649.000000000001,-5221.999999999994,-264.0000000000198,,-11695.00000000002
2017.01.19,-2617.0000000000027,-3641.999999999996,-5386.000000000002,-264.0000000000198,,-11909.00000000002
2017.01.19,-2669.0000000000105,-3745.0000000000045,-5431.999999999993,-260.0000000000158,,-12106.000000000024
2017.01.19,-2668.0000000000036,-3705.999999999989,-5431.999999999993,-286.00000000000847,,-12091.999999999995
2017.01.19,-2659.999999999996,-3580.999999999989,-5469.999999999997,-265.0000000000041,,-11975.999999999985
2017.01.19,-2604.0000000000064,-3573.9999999999836,-5445.000000000011,-261.0000000000001,,-11884.0
2017.01.19,-2581.9999999999955,-3480.9999999999945,-5387.000000000008,-259.0000000000092,,-11709.000000000007
2017.01.19,-2622.9999999999977,-3680.999999999983,-5380.000000000007,-265.0000000000041,,-11948.999999999993
2017.01.19,-2624.9999999999886,-3675.9999999999877,-5350.00000000001,-239.00000000001143,,-11889.999999999996
2017.01.19,-2649.999999999997,-3655.000000000001,-5366.000000000005,-307.00000000001285,,-11978.000000000016
2017.01.19,-2668.0000000000036,-3650.0000000000055,-5425.999999999997,-336.00000000000296,,-12080.000000000011
2017.01.19,-2681.0,-3704.999999999984,-5441.999999999991,-354.0000000000099,,-12181.999999999984
2017.01.19,-2607.0000000000036,-3891.999999999996,-5520.999999999998,-335.00000000001864,,-12355.000000000016
2017.01.19,-2890.999999999999,-4277.999999999992,-5952.000000000002,-325.0000000000197,,-13446.000000000013
2017.01.19,-2923.000000000009,-4147.999999999996,-5964.999999999998,-186.0000000000195,,-13222.000000000024
2017.01.19,-2912.0000000000036,-4150.0000000000055,-6123.999999999996,-172.0000000000166,,-13358.000000000022
2017.01.19,-2868.000000000004,-4049.0000000000064,-6159.000000000004,-206.00000000001728,,-13282.000000000033
2017.01.19,-2896.0000000000095,-4150.0000000000055,-6112.000000000006,-192.00000000001438,,-13350.000000000036
2017.01.19,-3079.0000000000095,-4294.999999999987,-6425.999999999998,-202.9999999999976,,-14002.999999999993
2017.01.19,-3167.0000000000086,-4429.000000000002,-6472.999999999995,-245.0000000000063,,-14314.000000000013
2017.01.19,-3018.999999999994,-4189.999999999998,-6312.999999999991,-238.0000000000049,,-13759.999999999989
2017.01.19,-3007.9999999999886,-4253.999999999991,-6322.0000000000055,-243.99999999999977,,-13827.999999999985
2017.01.19,-3095.000000000003,-4320.999999999998,-6285.000000000007,-243.00000000001543,,-13944.000000000024
2017.01.19,-2973.0000000000036,-4195.999999999998,-6258.999999999993,-212.00000000001216,,-13640.000000000007
2017.01.19,-3170.9999999999905,-4425.999999999987,-6474.000000000002,-268.0000000000016,,-14338.999999999982
2017.01.19,-3373.999999999988,-4665.999999999996,-6170.000000000009,-263.00000000001324,,-14473.000000000005
2017.01.19,-3522.0000000000027,-4936.999999999984,-6424.000000000007,-319.0000000000026,,-15201.999999999995
2017.01.19,-3447.0,-4902.999999999992,-6404.00000000001,-304.9999999999997,,-15059.000000000004
2017.01.19,-3435.0000000000105,-4808.999999999997,-6594.999999999995,-175.99999999999838,,-15015.000000000002
2017.01.19,-3401.0000000000095,-4843.9999999999945,-6749.000000000005,-190.00000000000128,,-15184.00000000001
2017.01.19,-3378.9999999999986,-4925.999999999987,-6794.999999999995,-151.00000000001222,,-15250.999999999995
2017.01.19,-3398.9999999999964,-5030.000000000001,-6833.0,-188.00000000001037,,-15450.000000000007
2017.01.19,-3232.999999999997,-4942.999999999984,-6696.999999999997,-158.99999999999804,,-15031.999999999976
2017.01.19,-3262.9999999999936,-4853.000000000009,-6658.999999999993,-179.00000000001802,,-14954.000000000015
2017.01.19,-3278.000000000003,-4787.999999999983,-6712.999999999991,-191.00000000000784,,-14969.999999999984
2017.01.19,-3245.999999999993,-4701.999999999998,-6762.000000000001,-179.00000000001802,,-14889.000000000011
2017.01.19,-3229.9999999999995,-4590.000000000004,-6844.0000000000055,-171.00000000001003,,-14835.00000000002
2017.01.19,-3237.000000000001,-4519.0000000000055,-6898.000000000005,-84.0000000000174,,-14738.00000000003
2017.01.19,-3151.999999999999,-4513.999999999982,-6807.999999999992,-112.000000000001,,-14585.999999999975
2017.01.19,-3167.999999999993,-4561.999999999984,-6844.0000000000055,-119.00000000000244,,-14692.999999999984
2017.01.19,-3177.0000000000077,-4623.999999999995,-6895.999999999991,-136.00000000000279,,-14832.999999999998
2017.01.20,-3139.0000000000027,-4747.999999999991,-6871.999999999989,-150.00000000000568,,-14908.999999999987
2017.01.20,-3115.000000000001,-4819.999999999993,-6862.999999999997,-177.00000000000495,,-14974.999999999996
2017.01.20,-3136.99999999999,-4794.999999999987,-6981.999999999999,-169.00000000001913,,-15082.999999999996
2017.01.20,-3137.9999999999964,-4760.999999999995,-6983.99999999999,-101.00000000001774,,-14984.0
2017.01.20,-3139.0000000000027,-4707.999999999998,-6896.999999999997,-87.99999999999919,,-14831.999999999998
2017.01.20,-3167.0000000000086,-4866.99999999999,-6912.999999999992,-95.00000000000064,,-15041.999999999989
2017.01.20,-3149.000000000002,-4795.999999999993,-6862.999999999997,-102.00000000000209,,-14909.999999999995
2017.01.20,-3208.999999999995,-4703.000000000003,-6891.000000000003,18.999999999991246,,-14784.00000000001
2017.01.20,-3181.999999999996,-4704.000000000007,-6827.99999999999,-18.0000000000069,,-14732.0
2017.01.20,-3184.000000000009,-4686.000000000007,-6962.000000000002,-45.000000000006146,,-14877.000000000024
2017.01.20,-3170.0000000000064,-4661.000000000002,-6928.000000000001,-95.00000000000064,,-14854.00000000001
2017.01.20,-3174.9999999999945,-4646.999999999991,-6979.000000000002,-55.000000000005045,,-14855.999999999993
2017.01.20,-3151.999999999999,-4645.999999999986,-6943.00000000001,-25.00000000000835,,-14766.000000000005
2017.01.20,-3089.000000000008,-4621.999999999985,-6875.000000000009,-60.99999999999994,,-14647.000000000004
2017.01.20,-3102.999999999989,-4638.999999999982,-6834.999999999991,-75.00000000000284,,-14651.999999999965
2017.01.20,-3109.9999999999905,-4704.999999999984,-6885.000000000008,-77.00000000001594,,-14776.999999999998
2017.01.20,-3154.999999999997,-4680.999999999984,-6909.00000000001,-15.00000000000945,,-14759.999999999998
2017.01.20,-3177.0000000000077,-4683.999999999997,-6994.999999999995,-34.000000000000696,,-14890.0
2017.01.20,-3137.9999999999964,-4591.9999999999845,-6939.000000000006,12.999999999996348,,-14655.99999999999
2017.01.20,-3088.000000000002,-4616.99999999999,-6766.99999999999,-58.000000000002494,,-14529.999999999984
2017.01.20,-3024.9999999999886,-4528.999999999996,-6723.999999999996,-114.99999999999844,,-14392.99999999998
2017.01.20,-3184.999999999993,-4806.999999999988,-7025.999999999999,-185.00000000001293,,-15202.999999999995
2017.01.20,-3258.0000000000055,-4925.999999999987,-7240.000000000002,-302.0000000000023,,-15725.999999999996
2017.01.20,-3117.9999999999986,-4566.000000000003,-6996.000000000002,-251.00000000000122,,-14931.000000000005
2017.01.20,-2953.0000000000055,-4603.999999999985,-6711.0,-240.00000000001796,,-14508.00000000001
2017.01.20,-3042.999999999996,-4655.000000000001,-6834.000000000006,-234.00000000000088,,-14766.000000000004
2017.01.20,-2844.0000000000023,-4490.999999999985,-6787.999999999994,-360.0000000000048,,-14482.999999999987
2017.01.20,-2917.999999999998,-4554.000000000002,-6797.000000000008,-391.000000000008,,-14660.000000000015
2017.01.20,-2944.9999999999977,-4585.9999999999845,-6850.000000000001,-384.00000000000654,,-14764.999999999989
2017.01.20,-2895.000000000003,-4451.999999999998,-6806.000000000001,-419.9999999999982,,-14573.000000000002
2017.01.20,-2872.9999999999923,-4356.999999999999,-6777.999999999995,-414.00000000000324,,-14421.999999999989
2017.01.20,-2780.999999999989,-4209.000000000004,-6980.999999999993,-399.00000000001603,,-14370.000000000002
2017.01.20,-2893.9999999999964,-4457.999999999998,-6915.000000000005,-417.0000000000007,,-14684.0
2017.01.20,-2959.0000000000005,-4627.999999999985,-7132.0000000000055,-435.0000000000076,,-15153.999999999998
2017.01.20,-2944.9999999999977,-4609.000000000009,-7214.999999999994,-433.0000000000167,,-15202.000000000016
2017.01.20,-2987.9999999999905,-4623.999999999995,-7138.0,-450.00000000001705,,-15200.000000000002
2017.01.20,-3028.9999999999927,-4889.999999999986,-7112.000000000007,-463.0000000000134,,-15493.999999999998
2017.01.20,-2963.999999999989,-4794.999999999987,-7055.999999999995,-447.0000000000196,,-15261.99999999999
2017.01.20,-3011.000000000008,-4913.999999999987,-7413.000000000003,-449.0000000000105,,-15787.00000000001
2017.01.20,-2964.9999999999955,-4625.0,-7339.999999999991,-417.0000000000007,,-15346.999999999985
2017.01.20,-2997.000000000005,-4741.99999999999,-7328.000000000001,-364.00000000000875,,-15431.000000000005
2017.01.20,-3018.0000000000095,-4731.999999999999,-7235.999999999998,-304.9999999999997,,-15291.000000000007
2017.01.20,-3079.0000000000095,-4650.0000000000055,-7292.999999999994,-286.00000000000847,,-15308.000000000016
2017.01.20,-3038.0000000000073,-4459.000000000004,-7335.000000000003,-287.000000000015,,-15119.00000000003
2017.01.20,-3000.0000000000027,-4508.999999999986,-7328.000000000001,-318.00000000001825,,-15155.000000000007
2017.01.20,-2959.0000000000005,-4534.999999999996,-7325.000000000004,-319.0000000000026,,-15138.000000000002
2017.01.20,-2917.999999999998,-4545.999999999993,-7345.000000000002,-341.00000000001353,,-15150.000000000005
2017.01.20,-2937.9999999999964,-4691.000000000003,-7350.999999999996,-356.00000000000074,,-15335.999999999996
