date,GBPCHF,GBPJPY,GBPCAD,AUDNZD,empty,sum
2017.01.16,-967.0000000000067,-490.99999999998545,-1231.0000000000043,-121.00000000001555,,-2810.000000000012
2017.01.16,-794.9999999999901,-284.9999999999966,-1106.9999999999914,-100.0000000000112,,-2286.9999999999895
2017.01.16,-922.0000000000006,-498.9999999999952,-1173.0000000000018,-247.00000000001944,,-2841.0000000000173
2017.01.16,-920.0000000000097,-377.9999999999859,-1107.999999999998,-246.00000000001288,,-2652.0000000000064
2017.01.16,-794.0000000000058,-264.99999999998636,-1014.0000000000038,-205.00000000001074,,-2278.000000000007
2017.01.16,-879.9999999999919,-492.999999999995,-1245.9999999999916,-192.99999999999872,,-2811.999999999977
2017.01.16,-978.9999999999966,-562.9999999999882,-1279.9999999999923,-182.0000000000155,,-3003.9999999999927
2017.01.16,-960.9999999999897,-549.0000000000066,-1184.9999999999916,-179.00000000001802,,-2874.0000000000064
2017.01.16,-914.9999999999991,-484.9999999999852,-1168.9999999999977,-169.00000000001913,,-2738.000000000001
2017.01.16,-866.9999999999956,-418.9999999999827,-1218.9999999999923,-145.00000000001734,,-2649.9999999999877
2017.01.16,-767.0000000000066,-311.9999999999834,-1153.000000000004,-148.00000000001478,,-2380.000000000009
2017.01.16,-785.9999999999978,-312.9999999999882,-1259.9999999999945,-233.00000000001654,,-2591.999999999997
2017.01.16,-754.9999999999945,-304.00000000000205,-1307.999999999998,-185.00000000001293,,-2552.0000000000073
2017.01.16,-722.0000000000005,-335.9999999999843,-1174.9999999999927,-101.00000000001774,,-2333.999999999995
2017.01.16,-740.9999999999917,-350.9999999999991,-1153.000000000004,-111.00000000001664,,-2356.000000000012
2017.01.17,-638.0000000000052,-343.9999999999941,-1224.000000000003,-137.00000000000932,,-2343.000000000012
2017.01.17,-478.0000000000006,26.00000000001046,-1005.9999999999958,-131.99999999999878,,-1589.9999999999848
2017.01.17,-678.0000000000008,-277.9999999999916,-1088.0,-168.0000000000126,,-2212.000000000005
2017.01.17,-699.9999999999895,-290.9999999999968,-1144.999999999996,-158.0000000000137,,-2293.999999999996
2017.01.17,-766.0,-174.99999999998295,-1228.9999999999911,-130.0000000000079,,-2299.999999999982
2017.01.17,-777.9999999999898,-281.99999999998226,-1337.9999999999948,-72.0000000000054,,-2469.9999999999723
2017.01.17,-808.9999999999931,-477.00000000000387,-1326.9999999999893,-157.00000000000713,,-2769.9999999999936
2017.01.17,-760.0000000000051,-414.99999999999204,-1295.0000000000018,-78.00000000000028,,-2547.9999999999995
2017.01.17,-785.9999999999978,-370.00000000000455,-1370.0000000000045,-82.00000000000429,,-2608.000000000011
2017.01.17,-870.9999999999995,-443.9999999999884,-1381.00000000001,-76.0000000000094,,-2772.0000000000077
2017.01.17,-855.9999999999901,-472.99999999998477,-1316.9999999999905,-62.000000000006494,,-2707.999999999972
2017.01.17,-876.0000000000101,-508.99999999998613,-1299.0000000000057,-103.00000000000864,,-2787.0000000000105
2017.01.17,-801.9999999999916,-436.9999999999834,-1190.0000000000023,-32.0000000000098,,-2460.9999999999873
2017.01.17,-784.9999999999912,-385.9999999999957,-1215.9999999999948,-76.0000000000094,,-2462.9999999999914
2017.01.17,-747.9999999999931,-140.99999999999113,-1137.9999999999945,-97.00000000001374,,-2123.9999999999923
2017.01.17,-892.0000000000039,-188.99999999999295,-1330.0000000000089,-128.000000000017,,-2539.0000000000223
2017.01.17,-947.000000000009,-237.99999999999955,-1421.0000000000057,-114.0000000000141,,-2720.0000000000286
2017.01.17,-997.0000000000034,-149.0000000000009,-1313.999999999993,-95.00000000000064,,-2554.9999999999977
2017.01.17,-1027.0000000000002,-362.99999999999955,-1357.9999999999925,-51.000000000001044,,-2798.999999999993
2017.01.17,-930.999999999993,-161.00000000000136,-1231.0000000000043,37.99999999998249,,-2285.0000000000164
2017.01.17,-964.0000000000093,-114.00000000000432,-1052.0000000000084,-58.000000000002494,,-2188.000000000024
2017.01.17,-804.0000000000047,-74.99999999998863,-981.0000000000097,-17.000000000000348,,-1877.0000000000034
2017.01.17,-1096.9999999999925,-431.99999999998795,-1327.999999999996,36.999999999998145,,-2819.999999999978
2017.01.17,-1080.9999999999986,-399.0000000000009,-1276.9999999999948,42.999999999993044,,-2714.0000000000014
2017.01.17,-885.0000000000025,-198.0000000000075,-941.9999999999984,9.999999999998899,,-2015.0000000000095
2017.01.17,-1001.0000000000074,-359.9999999999852,-1170.0000000000043,68.99999999998573,,-2462.0000000000114
2017.01.17,-808.9999999999931,-206.99999999999363,-1271.0,56.99999999999594,,-2229.999999999991
2017.01.17,-1124.9999999999982,-901.9999999999868,-1815.0000000000111,82.99999999998863,,-3759.0000000000077
2017.01.17,-1550.0000000000068,-1676.9999999999925,-2334.999999999998,81.9999999999821,,-5480.0000000000155
2017.01.17,-2435.9999999999936,-2706.9999999999936,-3424.000000000005,56.99999999999594,,-8509.999999999996
2017.01.17,-2512.000000000003,-2651.999999999987,-3571.9999999999973,60.99999999999994,,-8674.999999999987
2017.01.17,-2458.0000000000045,-2354.99999999999,-3478.000000000003,158.99999999999804,,-8132.0
2017.01.17,-2682.000000000007,-2661.0000000000014,-3868.999999999989,238.99999999998923,,-8973.000000000007
2017.01.17,-2824.9999999999886,-2795.9999999999923,-4083.9999999999986,246.99999999999721,,-9457.999999999984
2017.01.17,-2683.9999999999973,-2614.0000000000045,-4049.999999999998,213.99999999998087,,-9134.00000000002
2017.01.17,-3139.0000000000027,-2813.9999999999927,-4293.999999999998,166.99999999998383,,-10080.00000000001
2017.01.17,-2963.0000000000045,-2451.999999999998,-4105.000000000003,200.00000000000017,,-9320.000000000005
2017.01.17,-3140.9999999999936,-2730.9999999999945,-4248.999999999992,125.99999999998168,,-9994.999999999998
2017.01.17,-3099.999999999992,-2712.9999999999936,-4249.999999999998,191.99999999999218,,-9870.99999999999
2017.01.17,-3096.999999999994,-2692.0000000000073,-4159.000000000002,204.99999999998852,,-9743.000000000015
2017.01.17,-3224.999999999989,-2895.9999999999864,-4303.999999999996,207.00000000000162,,-10217.999999999969
2017.01.17,-3225.9999999999955,-2829.0000000000077,-4251.999999999989,170.99999999998784,,-10136.000000000005
2017.01.17,-3251.000000000004,-2572.0000000000027,-4404.000000000008,177.99999999998929,,-10049.000000000025
2017.01.17,-3184.000000000009,-2494.0,-4298.000000000002,171.99999999999437,,-9804.000000000016
2017.01.17,-3249.9999999999973,-2638.0000000000055,-4359.000000000002,140.99999999999113,,-10106.000000000013
2017.01.17,-3214.000000000006,-2501.999999999981,-4394.999999999994,132.99999999998312,,-9977.999999999998
2017.01.17,-3262.9999999999936,-2640.999999999991,-4323.9999999999945,143.99999999998857,,-10083.999999999989
2017.01.17,-3227.0000000000023,-2644.999999999982,-4397.999999999991,278.00000000000045,,-9991.999999999975
2017.01.18,-3248.999999999991,-2644.0000000000055,-4337.999999999997,299.99999999998914,,-9931.000000000004
2017.01.18,-3188.9999999999973,-2734.000000000009,-4306.00000000001,289.9999999999903,,-9939.000000000025
2017.01.18,-3214.000000000006,-2653.9999999999964,-4394.000000000009,263.99999999999756,,-9998.000000000013
2017.01.18,-3207.000000000004,-2703.0000000000027,-4337.999999999997,255.99999999998957,,-9992.000000000015
2017.01.18,-3191.999999999995,-2645.9999999999864,-4380.999999999991,326.9999999999884,,-9891.999999999984
2017.01.18,-3052.9999999999945,-2414.999999999992,-4217.000000000004,339.0000000000004,,-9345.999999999989
2017.01.18,-2936.0000000000055,-2531.000000000006,-4069.999999999996,292.9999999999877,,-9244.00000000002
2017.01.18,-2861.0000000000023,-2471.0000000000036,-4021.0000000000077,363.9999999999866,,-8989.000000000025
2017.01.18,-2858.000000000005,-2526.999999999987,-3909.9999999999914,421.99999999998903,,-8872.999999999995
2017.01.18,-2682.000000000007,-2308.9999999999973,-3723.0000000000095,335.9999999999808,,-8378.000000000033
2017.01.18,-2743.0000000000064,-2365.9999999999854,-3781.9999999999964,281.99999999998226,,-8609.000000000007
2017.01.18,-2746.999999999988,-2383.9999999999864,-3786.0000000000005,280.9999999999979,,-8635.999999999976
2017.01.18,-2686.999999999995,-2353.999999999985,-3709.000000000007,274.9999999999808,,-8475.000000000007
2017.01.18,-2705.000000000002,-2352.0000000000036,-3746.999999999989,276.9999999999939,,-8527.0
2017.01.18,-2760.000000000007,-2604.99999999999,-3774.999999999995,224.99999999998633,,-8915.000000000005
2017.01.18,-2828.000000000008,-2611.9999999999945,-3783.000000000003,184.99999999999073,,-9038.000000000015
2017.01.18,-2856.9999999999986,-2645.9999999999864,-3798.999999999997,298.9999999999826,,-9003.0
2017.01.18,-2946.000000000004,-2715.0000000000036,-3933.999999999993,312.9999999999855,,-9282.000000000015
2017.01.18,-2852.00000000001,-2679.000000000002,-3807.999999999989,257.99999999998045,,-9081.00000000002
2017.01.18,-2760.9999999999914,-2546.9999999999973,-3648.000000000007,181.9999999999933,,-8774.000000000004
2017.01.18,-2544.9999999999973,-2412.0000000000064,-3540.999999999994,188.9999999999947,,-8309.000000000004
2017.01.18,-2307.999999999999,-2364.0000000000045,-3333.9999999999927,174.99999999999181,,-7831.000000000005
2017.01.18,-2463.9999999999995,-2468.999999999994,-3603.0000000000005,156.99999999998494,,-8379.00000000001
2017.01.18,-2367.9999999999923,-2370.999999999981,-3534.999999999999,183.99999999998417,,-8089.999999999986
2017.01.18,-2394.0000000000073,-2414.999999999992,-3584.0000000000095,241.00000000000233,,-8152.000000000006
2017.01.18,-2364.999999999995,-2415.999999999997,-3593.000000000002,247.99999999998158,,-8126.000000000011
2017.01.18,-2326.99999999999,-2424.9999999999827,-3665.0000000000073,163.00000000000205,,-8253.999999999978
2017.01.18,-1997.0000000000043,-2079.999999999984,-3340.0000000000095,117.99999999999588,,-7299.000000000003
2017.01.18,-2061.000000000002,-2044.9999999999875,-3317.9999999999986,54.99999999998284,,-7369.000000000005
2017.01.18,-2160.999999999991,-2132.000000000005,-3435.9999999999945,82.99999999998863,,-7646.000000000002
2017.01.18,-2202.9999999999995,-2211.999999999989,-3473.999999999999,69.9999999999923,,-7818.999999999995
2017.01.18,-2204.9999999999905,-2240.9999999999854,-3576.0000000000014,82.99999999998863,,-7938.999999999989
2017.01.18,-2231.9999999999895,-2222.000000000008,-3544.999999999998,82.99999999998863,,-7916.000000000007
2017.01.18,-2323.9999999999927,-2367.999999999995,-3481.000000000001,91.99999999998099,,-8081.000000000007
2017.01.18,-2439.9999999999977,-2530.000000000001,-3866.999999999998,142.99999999998204,,-8694.000000000015
2017.01.18,-2584.0000000000086,-2662.0000000000064,-4176.000000000002,30.999999999981043,,-9391.000000000035
2017.01.18,-2537.999999999996,-2685.0000000000023,-4458.000000000006,19.999999999997797,,-9661.000000000005
2017.01.18,-2400.0000000000023,-2425.9999999999877,-4696.999999999995,-129.00000000000134,,-9651.999999999987
2017.01.18,-2463.9999999999995,-2433.9999999999973,-5099.999999999994,-79.00000000000685,,-10076.999999999996
2017.01.18,-2454.0000000000005,-2455.999999999989,-5244.000000000005,-85.00000000000173,,-10238.999999999995
2017.01.18,-2354.999999999996,-2431.999999999988,-4983.000000000004,-79.00000000000685,,-9848.999999999995
2017.01.18,-2417.0000000000023,-2528.9999999999964,-5081.000000000002,-60.99999999999994,,-10088.0
2017.01.18,-2322.000000000002,-2442.9999999999836,-4988.999999999999,-60.000000000015596,,-9814.000000000002
2017.01.18,-2310.9999999999964,-2444.999999999993,-5145.0,-39.00000000001125,,-9940.0
2017.01.18,-2448.99999999999,-3010.9999999999955,-5105.000000000004,-116.00000000000499,,-10680.999999999995
2017.01.18,-2462.999999999993,-3073.0000000000073,-5163.000000000006,-121.99999999999989,,-10821.000000000007
2017.01.18,-2469.00000000001,-3194.999999999993,-5167.000000000011,-103.00000000000864,,-10934.000000000024
2017.01.18,-2393.000000000001,-3367.999999999995,-5149.000000000004,-270.00000000001467,,-11180.000000000015
2017.01.19,-2465.000000000006,-3288.9999999999873,-5205.999999999999,-247.00000000001944,,-11207.000000000013
2017.01.19,-2473.9999999999986,-3312.999999999988,-5200.999999999989,-255.00000000000523,,-11242.999999999982
2017.01.19,-2468.0000000000036,-3438.9999999999927,-5041.999999999991,-249.00000000001032,,-11197.999999999998
2017.01.19,-2517.999999999998,-3490.9999999999854,-5129.99999999999,-241.00000000000233,,-11379.999999999976
2017.01.19,-2502.9999999999886,-3472.9999999999845,-5194.999999999994,-209.00000000001472,,-11379.999999999982
2017.01.19,-2479.000000000009,-3543.9999999999827,-5068.99999999999,-182.99999999999983,,-11274.999999999982
2017.01.19,-2505.000000000002,-3599.9999999999945,-5032.999999999998,-199.00000000001583,,-11337.000000000011
2017.01.19,-2530.9999999999945,-3573.9999999999836,-5160.000000000009,-248.00000000000378,,-11512.99999999999
2017.01.19,-2593.000000000001,-3569.999999999993,-5356.0000000000055,-207.00000000000162,,-11726.000000000002
2017.01.19,-2644.000000000002,-3668.0000000000064,-5384.999999999995,-253.99999999999866,,-11951.000000000002
2017.01.19,-2612.9999999999986,-3560.0000000000023,-5380.999999999991,-208.00000000000819,,-11762.0
2017.01.19,-2587.000000000006,-3575.9999999999936,-5427.000000000004,-251.00000000000122,,-11841.000000000005
2017.01.19,-2554.9999999999964,-3437.999999999988,-5316.00000000001,-207.00000000000162,,-11515.999999999996
2017.01.19,-2566.000000000002,-3424.0000000000064,-5336.000000000007,-228.00000000000597,,-11554.00000000002
2017.01.19,-2597.999999999989,-3626.999999999981,-5323.000000000011,-232.00000000000998,,-11779.99999999999
2017.01.19,-2588.999999999997,-3507.9999999999814,-5286.999999999997,-215.00000000000963,,-11598.999999999984
2017.01.19,-2611.0000000000077,-3593.999999999994,-5282.999999999994,-291.00000000001904,,-11779.000000000015
2017.01.19,-2662.999999999993,-3650.0000000000055,-5417.999999999989,-265.0000000000041,,-11995.99999999999
2017.01.19,-2513.0000000000095,-3685.0000000000023,-5292.999999999992,-270.00000000001467,,-11761.000000000018
2017.01.19,-2593.000000000001,-3871.9999999999854,-5513.999999999996,-269.00000000000813,,-12247.999999999989
2017.01.19,-2822.9999999999977,-4110.99999999999,-5878.0000000000055,-153.00000000000313,,-12964.999999999996
2017.01.19,-2820.0000000000005,-3980.9999999999945,-5854.000000000004,-144.0000000000108,,-12799.00000000001
2017.01.19,-2855.999999999992,-4024.000000000001,-6054.000000000004,-92.00000000000318,,-13026.0
2017.01.19,-2744.9999999999973,-3846.0000000000036,-6001.999999999996,-152.0000000000188,,-12745.000000000015
2017.01.19,-2855.0000000000077,-4050.9999999999877,-6044.999999999989,-139.00000000000023,,-13089.999999999985
2017.01.19,-3069.999999999995,-4280.000000000001,-6413.000000000002,-168.0000000000126,,-13931.000000000011
2017.01.19,-2991.9999999999945,-4158.999999999992,-6264.000000000003,-208.00000000000819,,-13622.999999999996
2017.01.19,-2946.000000000004,-4056.999999999988,-6244.999999999989,-195.00000000001182,,-13442.999999999993
2017.01.19,-2953.0000000000055,-4206.999999999994,-6116.00000000001,-226.99999999999943,,-13503.00000000001
2017.01.19,-2858.000000000005,-4024.000000000001,-6032.999999999999,-192.99999999999872,,-13108.000000000002
2017.01.19,-2859.999999999996,-4152.999999999992,-6118.000000000001,-141.99999999999767,,-13272.999999999987
2017.01.19,-3055.0000000000077,-4213.999999999998,-5854.000000000004,-153.00000000000313,,-13276.000000000013
2017.01.19,-3293.999999999997,-4603.999999999985,-6101.000000000001,-168.0000000000126,,-14166.999999999995
2017.01.19,-3403.0000000000005,-4901.999999999987,-6248.000000000009,-299.00000000000483,,-14852.000000000002
2017.01.19,-3357.9999999999945,-4691.000000000003,-6336.999999999993,-125.00000000001954,,-14511.00000000001
2017.01.19,-3351.9999999999995,-4728.000000000009,-6495.000000000006,-118.00000000001809,,-14693.000000000033
2017.01.19,-3255.9999999999923,-4758.999999999986,-6691.000000000003,-113.00000000000753,,-14818.999999999989
2017.01.19,-3302.000000000005,-4872.999999999991,-6685.000000000007,-127.00000000001043,,-14987.000000000015
2017.01.19,-3204.000000000007,-4842.999999999989,-6671.000000000005,-137.00000000000932,,-14855.00000000001
2017.01.19,-3173.0000000000036,-4820.999999999998,-6543.00000000001,-137.00000000000932,,-14674.00000000002
2017.01.19,-3218.0000000000095,-4710.9999999999845,-6584.999999999996,-136.00000000000279,,-14649.999999999995
2017.01.19,-3234.0000000000036,-4692.999999999984,-6675.999999999993,-161.00000000001114,,-14763.99999999999
2017.01.19,-3215.999999999997,-4590.000000000004,-6723.999999999996,-153.00000000000313,,-14683.0
2017.01.19,-3214.000000000006,-4477.000000000004,-6831.999999999994,-78.00000000000028,,-14601.000000000004
2017.01.19,-3143.9999999999914,-4502.999999999985,-6760.00000000001,-55.000000000005045,,-14461.99999999999
2017.01.19,-3058.9999999999895,-4400.0000000000055,-6677.0,-104.00000000001519,,-14240.00000000001
2017.01.19,-3123.9999999999936,-4519.0000000000055,-6796.000000000002,-97.00000000001374,,-14536.000000000015
2017.01.19,-3116.0000000000077,-4588.999999999998,-6868.999999999992,-13.000000000018552,,-14587.000000000015
2017.01.20,-3041.000000000005,-4740.999999999985,-6774.999999999997,-87.00000000001484,,-14644.000000000004
2017.01.20,-3054.0000000000014,-4747.999999999991,-6837.000000000005,-165.00000000001512,,-14804.000000000011
2017.01.20,-3123.9999999999936,-4692.999999999984,-6962.000000000002,-84.0000000000174,,-14862.999999999996
2017.01.20,-3127.9999999999973,-4656.999999999982,-6872.999999999995,-86.0000000000083,,-14743.999999999984
2017.01.20,-3107.9999999999995,-4663.999999999987,-6804.9999999999945,-58.000000000002494,,-14634.999999999984
2017.01.20,-3096.999999999994,-4772.999999999996,-6821.9999999999945,-83.00000000001084,,-14774.999999999996
2017.01.20,-3085.0000000000045,-4519.0000000000055,-6749.000000000005,66.99999999999484,,-14286.00000000002
2017.01.20,-3174.9999999999945,-4651.999999999987,-6807.999999999992,90.99999999999665,,-14543.999999999978
2017.01.20,-3109.9999999999905,-4533.999999999992,-6804.00000000001,11.999999999989797,,-14436.000000000004
2017.01.20,-3143.000000000007,-4615.000000000009,-6821.00000000001,-38.0000000000047,,-14617.000000000031
2017.01.20,-3117.9999999999986,-4548.000000000002,-6861.000000000006,31.999999999987594,,-14495.00000000002
2017.01.20,-3143.9999999999914,-4572.000000000003,-6922.000000000006,-15.00000000000945,,-14653.00000000001
2017.01.20,-3082.000000000007,-4596.000000000004,-6862.999999999997,25.999999999992696,,-14515.000000000015
2017.01.20,-3065.000000000007,-4567.999999999984,-6804.9999999999945,-42.0000000000087,,-14479.999999999995
2017.01.20,-3082.000000000007,-4597.000000000008,-6816.0,-49.00000000001015,,-14544.000000000025
2017.01.20,-3099.0000000000073,-4645.999999999986,-6833.0,41.000000000002146,,-14536.99999999999
2017.01.20,-3129.000000000004,-4623.999999999995,-6899.000000000011,8.999999999992347,,-14643.000000000018
2017.01.20,-3125.0,-4538.999999999987,-6905.0000000000055,24.999999999986144,,-14544.000000000007
2017.01.20,-3024.0000000000045,-4478.999999999985,-6688.0000000000055,125.99999999998168,,-14065.000000000015
2017.01.20,-2963.0000000000045,-4407.999999999987,-6535.000000000002,-42.0000000000087,,-13948.000000000002
2017.01.20,-3021.000000000007,-4471.000000000004,-6705.99999999999,-102.00000000000209,,-14300.000000000002
2017.01.20,-3116.999999999992,-4734.000000000009,-6929.999999999992,-146.00000000000168,,-14926.999999999995
2017.01.20,-2997.000000000005,-4399.000000000001,-6814.999999999994,-179.00000000001802,,-14390.000000000018
2017.01.20,-2777.0000000000073,-4319.999999999993,-6452.999999999997,-177.00000000000495,,-13727.000000000002
2017.01.20,-2916.0000000000073,-4528.999999999996,-6640.000000000002,-178.00000000001148,,-14263.000000000016
2017.01.20,-2828.000000000008,-4369.0,-6641.000000000008,-229.00000000001253,,-14067.00000000003
2017.01.20,-2672.9999999999923,-4336.999999999989,-6513.999999999997,-357.00000000000733,,-13880.999999999985
2017.01.20,-2916.0000000000073,-4549.000000000006,-6793.999999999989,-355.0000000000164,,-14614.00000000002
2017.01.20,-2812.9999999999986,-4381.0,-6752.000000000003,-337.0000000000095,,-14283.00000000001
2017.01.20,-2861.0000000000023,-4335.000000000008,-6667.000000000001,-394.00000000000546,,-14257.000000000016
2017.01.20,-2774.00000000001,-4162.000000000006,-6428.999999999995,-365.0000000000153,,-13730.000000000025
2017.01.20,-2736.000000000005,-4144.999999999982,-6679.999999999997,-368.00000000001273,,-13928.999999999998
2017.01.20,-2834.000000000003,-4353.999999999985,-6790.000000000007,-351.0000000000124,,-14329.00000000001
2017.01.20,-2929.0000000000036,-4593.9999999999945,-7088.0000000000055,-429.00000000001273,,-15040.000000000016
2017.01.20,-2831.000000000006,-4420.999999999993,-7038.000000000011,-402.0000000000135,,-14692.000000000022
2017.01.20,-2848.000000000006,-4596.000000000004,-6770.999999999994,-429.00000000001273,,-14644.000000000016
2017.01.20,-2907.9999999999995,-4645.999999999986,-6953.999999999994,-425.0000000000087,,-14932.999999999987
2017.01.20,-2851.0000000000036,-4664.999999999992,-6922.99999999999,-425.0000000000087,,-14863.999999999995
2017.01.20,-2866.9999999999973,-4433.999999999997,-7174.999999999998,-357.00000000000733,,-14833.0
2017.01.20,-2934.9999999999986,-4576.999999999998,-7245.999999999997,-361.0000000000113,,-15119.000000000004
2017.01.20,-2950.9999999999927,-4673.000000000002,-7054.000000000005,-277.00000000001614,,-14955.000000000016
2017.01.20,-3011.9999999999923,-4650.0000000000055,-7216.0,-268.0000000000016,,-15146.0
2017.01.20,-3003.0,-4335.000000000008,-7197.000000000009,-260.0000000000158,,-14795.000000000035
2017.01.20,-2947.999999999995,-4335.9999999999845,-7274.000000000003,-283.000000000011,,-14840.999999999993
2017.01.20,-2889.000000000008,-4436.000000000007,-7238.999999999995,-260.0000000000158,,-14824.000000000027
2017.01.20,-2848.000000000006,-4359.000000000009,-7234.000000000007,-307.00000000001285,,-14748.000000000035
2017.01.20,-2854.000000000001,-4420.999999999993,-7187.9999999999945,-314.00000000001427,,-14777.000000000004
2017.01.20,-2906.9999999999927,-4317.000000000007,-7147.999999999999,-112.000000000001,,-14484.000000000002
