date,GBPUSD,EURUSD,NZDUSD,empty,sum
2015.06.30,-375.9999999999986,-2288.0000000000014,-202.0000000000022,,-2866.0000000000023
2015.06.30,-339.0000000000004,-2197.9999999999886,-219.00000000000253,,-2755.999999999992
2015.06.30,-360.9999999999891,-2119.9999999999886,-233.00000000000543,,-2713.999999999983
2015.06.30,-358.9999999999982,-2193.999999999985,-224.9999999999974,,-2777.9999999999804
2015.06.30,-400.9999999999847,-2137.9999999999955,-282.0000000000045,,-2820.9999999999845
2015.06.30,-396.9999999999807,-2102.999999999988,-229.99999999999687,,-2729.999999999966
2015.06.30,-351.99999999999676,-1980.9999999999884,-199.00000000000472,,-2531.9999999999895
2015.06.30,-363.9999999999866,-1949.999999999985,-39.00000000000014,,-2352.999999999972
2015.06.30,-361.9999999999957,-1974.9999999999934,-21.00000000000435,,-2357.9999999999936
2015.06.30,-362.99999999998,-1910.9999999999961,104.99999999999955,,-2168.999999999977
2015.06.30,-316.99999999998954,-1879.9999999999927,63.99999999999739,,-2132.999999999985
2015.06.30,-304.9999999999997,-1895.9999999999866,-4.000000000004,,-2204.9999999999905
2015.06.30,-297.9999999999983,-1872.9999999999914,20.999999999993246,,-2149.9999999999964
2015.06.30,-351.99999999999676,-1906.999999999992,117.99999999999588,,-2140.9999999999927
2015.06.30,-346.9999999999862,-1964.9999999999945,46.00000000000159,,-2265.999999999979
2015.06.30,-297.9999999999983,-1905.0000000000011,108.99999999999244,,-2094.0000000000073
2015.06.30,-331.999999999999,-1939.9999999999861,19.00000000000235,,-2252.9999999999827
2015.06.30,-358.9999999999982,-1824.9999999999877,19.00000000000235,,-2164.9999999999836
2015.06.30,-327.99999999999494,-1958.9999999999995,68.99999999999685,,-2217.9999999999977
2015.06.30,-278.9999999999848,-1872.9999999999914,85.00000000000173,,-2066.9999999999745
2015.06.30,-341.99999999999784,-1705.9999999999852,132.99999999999423,,-1914.9999999999889
2015.06.30,-472.9999999999901,-1644.9999999999854,187.9999999999993,,-1929.9999999999761
2015.06.30,-376.9999999999829,-1723.9999999999923,415.99999999999415,,-1684.999999999981
2015.06.30,-416.9999999999785,-1883.9999999999968,502.9999999999979,,-1797.9999999999775
2015.06.30,-359.99999999998255,-2012.9999999999982,566.9999999999953,,-1805.9999999999854
2015.06.30,-286.99999999999284,-1951.9999999999982,568.9999999999973,,-1669.9999999999936
2015.06.30,-242.99999999999324,-1824.9999999999877,600.999999999996,,-1466.999999999985
2015.06.30,-287.9999999999994,-1873.999999999998,578.0000000000007,,-1583.9999999999966
2015.06.30,-407.99999999998613,-1930.9999999999939,564.9999999999933,,-1773.9999999999868
2015.06.30,-620.9999999999827,-2133.9999999999914,409.99999999999926,,-2344.999999999975
2015.06.30,-794.9999999999901,-2390.000000000003,363.0000000000022,,-2821.999999999991
2015.06.30,-664.9999999999823,-2024.999999999988,353.99999999999875,,-2335.9999999999714
2015.06.30,-727.9999999999953,-2018.999999999993,398.9999999999938,,-2347.9999999999945
2015.06.30,-750.9999999999906,-1895.9999999999866,400.00000000000034,,-2246.999999999977
2015.06.30,-328.9999999999793,-1400.9999999999857,447.99999999999284,,-1281.9999999999723
2015.06.30,-350.9999999999902,-1517.999999999997,430.9999999999925,,-1437.9999999999948
2015.06.30,-403.99999999998215,-1574.9999999999932,386.9999999999929,,-1591.9999999999825
2015.06.30,-304.9999999999997,-1478.999999999986,444.9999999999954,,-1338.9999999999902
2015.06.30,-373.99999999998545,-1472.999999999991,434.9999999999965,,-1411.99999999998
2015.06.30,-435.9999999999919,-1458.9999999999882,385.000000000002,,-1509.999999999978
2015.06.30,-481.99999999998244,-1481.9999999999834,430.9999999999925,,-1532.9999999999734
2015.06.30,-437.99999999998283,-1481.9999999999834,415.99999999999415,,-1503.9999999999723
2015.06.30,-363.9999999999866,-1444.9999999999852,434.9999999999965,,-1373.9999999999754
2015.06.30,-224.99999999998633,-1461.9999999999854,444.9999999999954,,-1241.9999999999764
2015.06.30,-190.99999999998562,-1444.000000000001,430.9999999999925,,-1203.999999999994
2015.06.30,-202.9999999999976,-1419.999999999999,498.9999999999939,,-1124.000000000003
2015.07.01,-117.99999999999588,-1346.0000000000027,510.99999999999477,,-953.0000000000039
2015.07.01,-170.99999999998784,-1385.9999999999984,407.0000000000018,,-1149.9999999999845
2015.07.01,-187.99999999998818,-1397.9999999999882,380.00000000000256,,-1205.9999999999739
2015.07.01,-84.99999999997954,-1364.999999999994,375.0000000000031,,-1074.9999999999704
2015.07.01,43.999999999999595,-1282.9999999999898,329.999999999997,,-908.9999999999932
2015.07.01,93.00000000000975,-1295.9999999999861,322.9999999999955,,-879.9999999999809
2015.07.01,29.00000000001235,-1313.999999999993,270.99999999999903,,-1013.9999999999816
2015.07.01,-39.999999999995595,-1323.9999999999918,246.99999999999721,,-1116.9999999999902
2015.07.01,-79.99999999999119,-1374.999999999993,271.9999999999945,,-1182.9999999999895
2015.07.01,-17.000000000000348,-1358.999999999999,275.99999999999847,,-1100.0000000000011
2015.07.01,-40.99999999997994,-1376.9999999999839,114.99999999999844,,-1302.9999999999654
2015.07.01,-25.999999999992696,-1310.9999999999955,144.99999999999514,,-1191.999999999993
2015.07.01,-4.999999999988347,-1336.0000000000039,153.99999999999858,,-1186.9999999999936
2015.07.01,-44.99999999998394,-1370.9999999999889,107.99999999999699,,-1307.9999999999757
2015.07.01,-45.99999999999049,-1346.999999999987,134.0000000000008,,-1258.9999999999768
2015.07.01,-64.99999999998174,-1346.999999999987,146.00000000000168,,-1265.9999999999673
2015.07.01,-71.99999999998319,-1368.999999999998,212.99999999999653,,-1227.9999999999845
2015.07.01,-65.99999999998829,-1356.0000000000016,200.00000000000017,,-1221.9999999999898
2015.07.01,-98.99999999998244,-1297.999999999999,185.00000000000182,,-1211.9999999999798
2015.07.01,-126.99999999998823,-1275.9999999999882,126.99999999999933,,-1275.999999999977
2015.07.01,-93.99999999999409,-1289.9999999999911,253.0000000000032,,-1130.999999999982
2015.07.01,-206.99999999997942,-1099.9999999999898,263.99999999999756,,-1042.9999999999716
2015.07.01,-361.9999999999957,-1107.999999999998,292.00000000000335,,-1177.9999999999902
2015.07.01,-137.9999999999937,-1464.999999999983,358.0000000000028,,-1244.9999999999739
2015.07.01,239.00000000001143,-1661.0000000000014,322.9999999999955,,-1098.9999999999945
2015.07.01,311.0000000000168,-1339.9999999999857,363.0000000000022,,-665.9999999999666
2015.07.01,354.0000000000099,-1248.0000000000045,425.99999999999307,,-468.0000000000016
2015.07.01,369.0000000000193,-1107.999999999998,397.99999999999835,,-340.9999999999803
2015.07.01,282.0000000000045,-1129.0000000000023,410.9999999999947,,-436.000000000003
2015.07.01,360.0000000000048,-1085.0000000000027,470.9999999999992,,-253.99999999999875
2015.07.01,369.0000000000193,-1021.9999999999895,536.9999999999986,,-115.99999999997158
2015.07.01,414.00000000000324,-924.9999999999981,568.0000000000018,,57.00000000000699
2015.07.01,456.00000000001194,-977.99999999999,565.9999999999999,,44.00000000002183
2015.07.01,460.000000000016,-835.9999999999923,629.0000000000018,,253.00000000002552
2015.07.01,573.0000000000013,-814.999999999988,639.9999999999961,,398.00000000000944
2015.07.01,517.0000000000119,-1054.9999999999836,634.0000000000013,,96.00000000002956
2015.07.01,553.0000000000035,-1041.9999999999873,644.0000000000001,,155.00000000001637
2015.07.01,603.0000000000202,-868.000000000002,642.9999999999936,,378.0000000000118
2015.07.01,764.0000000000091,-780.000000000003,652.9999999999925,,636.9999999999986
2015.07.01,774.000000000008,-783.9999999999848,637.9999999999941,,628.0000000000173
2015.07.01,780.000000000003,-709.9999999999884,675.0000000000034,,745.000000000018
2015.07.01,876.0000000000101,-644.0000000000001,685.9999999999977,,918.0000000000077
2015.07.01,902.0000000000028,-576.9999999999831,676.9999999999943,,1002.0000000000141
2015.07.01,927.0000000000111,-512.0000000000014,725.9999999999933,,1141.0000000000032
2015.07.01,834.0000000000014,-476.9999999999941,722.9999999999959,,1080.0000000000032
2015.07.01,761.0000000000117,-517.9999999999962,734.0000000000014,,977.0000000000168
2015.07.01,755.0000000000168,-553.0000000000035,763.0000000000026,,965.0000000000159
2015.07.01,780.000000000003,-493.99999999999443,763.9999999999981,,1050.0000000000066
2015.07.02,785.0000000000134,-497.99999999999847,861.0000000000007,,1148.0000000000157
2015.07.02,779.0000000000185,-519.9999999999872,854.9999999999947,,1114.000000000026
2015.07.02,800.0000000000007,-502.9999999999868,870.9999999999995,,1168.0000000000134
2015.07.02,821.000000000005,-485.0000000000021,913.9999999999926,,1249.9999999999955
2015.07.02,844.0000000000003,-407.0000000000018,1036.999999999999,,1473.9999999999977
2015.07.02,875.0000000000035,-392.9999999999989,1036.999999999999,,1519.0000000000036
2015.07.02,856.0000000000123,-391.9999999999924,1074.9999999999927,,1539.0000000000127
2015.07.02,881.0000000000207,-426.9999999999996,1107.999999999998,,1562.000000000019
2015.07.02,885.0000000000025,-463.9999999999977,1096.9999999999925,,1517.9999999999973
2015.07.02,875.0000000000035,-517.9999999999962,1114.9999999999993,,1472.0000000000066
2015.07.02,904.0000000000159,-561.9999999999958,1127.9999999999957,,1470.000000000016
2015.07.02,801.0000000000073,-712.0000000000015,1090.000000000002,,1179.0000000000077
2015.07.02,797.0000000000033,-722.9999999999848,1093.999999999995,,1168.0000000000136
2015.07.02,831.000000000004,-702.9999999999869,1088.9999999999955,,1217.0000000000125
2015.07.02,820.0000000000207,-696.999999999992,1107.999999999998,,1231.0000000000266
2015.07.02,795.0000000000124,-696.999999999992,1146.999999999998,,1245.0000000000182
2015.07.02,809.0000000000152,-686.9999999999932,1174.9999999999927,,1297.0000000000148
2015.07.02,809.9999999999997,-686.9999999999932,1230.9999999999932,,1353.9999999999995
2015.07.02,821.000000000005,-639.9999999999961,1253.9999999999995,,1435.0000000000084
2015.07.02,848.0000000000043,-824.9999999999868,1247.9999999999936,,1271.0000000000111
2015.07.02,898.000000000021,-763.9999999999869,1288.9999999999957,,1423.0000000000298
2015.07.02,1050.0000000000175,-595.9999999999966,1434.9999999999975,,1889.0000000000184
2015.07.02,997.0000000000034,-636.9999999999986,1429.0000000000025,,1789.0000000000073
2015.07.02,784.0000000000069,-763.0000000000026,1366.999999999996,,1388.0000000000002
2015.07.02,825.0000000000091,-733.9999999999902,1317.0000000000016,,1408.0000000000205
2015.07.02,790.0000000000018,-801.9999999999916,1322.000000000001,,1310.0000000000111
2015.07.02,723.0000000000069,-790.0000000000018,1322.000000000001,,1255.000000000006
2015.07.02,850.0000000000174,-760.9999999999894,1380.9999999999989,,1470.0000000000268
2015.07.02,906.0000000000068,-722.0000000000005,1408.9999999999936,,1593.0
2015.07.02,942.0000000000206,-788.9999999999952,1456.0000000000018,,1609.0000000000273
2015.07.02,1070.9999999999998,-726.0000000000044,1444.9999999999964,,1789.9999999999918
2015.07.02,565.9999999999999,-1161.9999999999964,1058.0000000000034,,462.00000000000693
2015.07.02,762.0000000000182,-963.999999999987,1022.9999999999961,,821.0000000000273
2015.07.02,814.0000000000036,-905.9999999999845,973.999999999997,,882.0000000000161
2015.07.02,742.0000000000205,-995.9999999999969,944.9999999999958,,691.0000000000193
2015.07.02,739.0000000000008,-1034.999999999986,864.9999999999935,,569.0000000000084
2015.07.02,805.0000000000113,-1072.9999999999907,934.9999999999969,,667.0000000000175
2015.07.02,742.0000000000205,-990.000000000002,922.999999999996,,675.0000000000144
2015.07.02,781.0000000000094,-919.9999999999875,930.999999999993,,792.0000000000149
2015.07.02,817.000000000001,-917.9999999999966,886.9999999999934,,785.9999999999978
2015.07.02,847.00000000002,-934.9999999999969,893.9999999999948,,806.0000000000178
2015.07.02,869.0000000000086,-887.9999999999999,927.0,,908.0000000000088
2015.07.02,862.0000000000072,-835.9999999999923,954.9999999999948,,981.0000000000097
2015.07.02,897.0000000000144,-814.999999999988,956.9999999999967,,1039.0000000000232
2015.07.02,977.0000000000057,-821.000000000005,1003.9999999999937,,1159.9999999999945
2015.07.02,878.000000000001,-866.9999999999956,905.9999999999957,,917.0000000000011
2015.07.02,887.9999999999999,-815.9999999999945,868.9999999999975,,941.0000000000028
2015.07.02,858.0000000000032,-814.0000000000036,909.9999999999997,,953.9999999999992
2015.07.03,872.0000000000061,-808.9999999999931,1000.9999999999964,,1064.0000000000095
2015.07.03,886.000000000009,-809.9999999999997,968.0000000000022,,1044.0000000000114
2015.07.03,860.0000000000163,-838.9999999999898,964.9999999999936,,986.0000000000201
2015.07.03,861.0000000000007,-868.9999999999865,903.9999999999937,,896.000000000008
2015.07.03,869.0000000000086,-844.0000000000003,900.9999999999962,,926.0000000000045
2015.07.03,872.0000000000061,-812.999999999997,946.9999999999978,,1006.0000000000069
2015.07.03,736.0000000000033,-936.0000000000035,907.0000000000023,,707.000000000002
2015.07.03,779.0000000000185,-926.0000000000045,892.9999999999993,,746.0000000000133
2015.07.03,812.0000000000127,-861.999999999985,931.9999999999995,,882.0000000000273
2015.07.03,834.0000000000014,-863.9999999999981,907.0000000000023,,877.0000000000056
2015.07.03,843.0000000000159,-902.9999999999872,1027.9999999999957,,968.0000000000244
2015.07.03,839.0000000000119,-885.0000000000025,995.0000000000015,,949.0000000000109
2015.07.03,830.0000000000196,-919.0000000000032,983.0000000000006,,894.0000000000169
2015.07.03,824.0000000000025,-926.999999999989,1014.9999999999992,,912.0000000000127
2015.07.03,824.0000000000025,-914.9999999999991,998.9999999999943,,907.9999999999977
2015.07.03,851.0000000000017,-912.0000000000017,952.9999999999927,,891.9999999999927
2015.07.03,832.0000000000105,-943.000000000005,961.9999999999961,,851.0000000000016
2015.07.03,821.000000000005,-885.9999999999868,1027.0000000000002,,962.0000000000184
2015.07.03,771.0000000000106,-914.9999999999991,1066.9999999999957,,923.0000000000072
2015.07.03,773.0000000000015,-1007.0000000000024,1070.9999999999998,,836.9999999999989
2015.07.03,730.0000000000084,-1085.0000000000027,1058.9999999999989,,704.0000000000045
2015.07.03,730.0000000000084,-1083.9999999999961,1107.0000000000025,,753.0000000000148
2015.07.03,736.0000000000033,-1122.0000000000007,1156.0000000000014,,770.000000000004
2015.07.03,554.00000000001,-1122.0000000000007,1224.9999999999984,,657.0000000000077
2015.07.03,628.0000000000064,-1105.9999999999848,1246.9999999999982,,769.0000000000198
2015.07.03,590.0000000000016,-1127.9999999999957,1202.9999999999984,,665.0000000000043
2015.07.03,527.0000000000108,-1116.9999999999902,1149.0,,559.0000000000206
2015.07.03,541.0000000000136,-1115.9999999999836,1134.0000000000016,,559.0000000000316
2015.07.03,621.0000000000049,-1025.9999999999936,1193.999999999995,,789.0000000000063
2015.07.03,648.0000000000041,-953.0000000000039,1137.9999999999945,,832.9999999999948
2015.07.03,671.0000000000216,-953.9999999999882,1252.999999999993,,970.0000000000264
2015.07.03,742.0000000000205,-873.999999999997,1274.9999999999927,,1143.0000000000161
2015.07.03,773.0000000000015,-949.9999999999842,1325.9999999999939,,1149.0000000000111
2015.07.03,841.0000000000028,-1002.9999999999983,1295.0000000000018,,1133.0000000000064
2015.07.03,769.0000000000197,-988.9999999999955,1361.0000000000011,,1141.0000000000255
2015.07.03,792.0000000000149,-980.9999999999875,1324.9999999999984,,1136.000000000026
2015.07.03,876.0000000000101,-1028.9999999999911,1319.0000000000034,,1166.0000000000223
2015.07.03,1168.0000000000134,-981.999999999994,1317.999999999997,,1504.0000000000164
2015.07.03,1122.0000000000007,-1031.000000000004,1236.9999999999993,,1327.999999999996
2015.07.03,1152.0000000000198,-985.999999999998,1283.000000000001,,1449.0000000000227
2015.07.03,1156.0000000000014,-963.999999999987,1252.999999999993,,1445.0000000000073
2015.07.03,1066.0000000000114,-930.999999999993,1280.9999999999989,,1416.0000000000173
2015.07.03,1139.0000000000011,-943.000000000005,1261.9999999999964,,1457.9999999999925
2015.07.03,1068.0000000000023,-956.0000000000013,1278.0000000000014,,1390.0000000000023
2015.07.03,1081.000000000021,-940.9999999999918,1344.9999999999961,,1485.0000000000252
2015.07.03,1089.0000000000066,-1044.0000000000005,1241.9999999999986,,1287.0000000000048
2015.07.03,907.0000000000133,-1071.999999999984,1244.0000000000007,,1079.00000000003
2015.07.03,1033.0000000000173,-1045.9999999999914,1263.9999999999984,,1251.0000000000243
