date,EURJPY,empty,sum
2020.06.15,-319.0000000000026,,-319.0000000000026
2020.06.15,-385.9999999999957,,-385.9999999999957
2020.06.15,-512.0000000000005,,-512.0000000000005
2020.06.15,-512.0000000000005,,-512.0000000000005
2020.06.15,-480.99999999999454,,-480.99999999999454
2020.06.15,-465.999999999994,,-465.999999999994
2020.06.15,-420.0000000000017,,-420.0000000000017
2020.06.15,-388.9999999999958,,-388.9999999999958
2020.06.15,-313.0000000000024,,-313.0000000000024
2020.06.15,-403.99999999999636,,-403.99999999999636
2020.06.15,-391.9999999999959,,-391.9999999999959
2020.06.15,-356.9999999999993,,-356.9999999999993
2020.06.15,-319.0000000000026,,-319.0000000000026
2020.06.15,-325.9999999999934,,-325.9999999999934
2020.06.15,-319.0000000000026,,-319.0000000000026
2020.06.15,-313.0000000000024,,-313.0000000000024
2020.06.15,-188.0000000000024,,-188.0000000000024
2020.06.15,-94.99999999999886,,-94.99999999999886
2020.06.15,-118.99999999999977,,-118.99999999999977
2020.06.15,-218.9999999999941,,-218.9999999999941
2020.06.15,-397.99999999999613,,-397.99999999999613
2020.06.15,-359.99999999999943,,-359.99999999999943
2020.06.15,-515.0000000000006,,-515.0000000000006
2020.06.15,-510.0000000000051,,-510.0000000000051
2020.06.15,-496.9999999999999,,-496.9999999999999
2020.06.15,-441.99999999999307,,-441.99999999999307
2020.06.15,-475.9999999999991,,-475.9999999999991
2020.06.15,-412.00000000000614,,-412.00000000000614
2020.06.15,-412.9999999999967,,-412.9999999999967
2020.06.15,-608.0000000000041,,-608.0000000000041
2020.06.15,-578.000000000003,,-578.000000000003
2020.06.15,-468.9999999999941,,-468.9999999999941
2020.06.15,-481.9999999999993,,-481.9999999999993
2020.06.15,-805.9999999999974,,-805.9999999999974
2020.06.15,-746.9999999999999,,-746.9999999999999
2020.06.15,-733.9999999999947,,-733.9999999999947
2020.06.15,-756.0000000000002,,-756.0000000000002
2020.06.15,-667.9999999999922,,-667.9999999999922
2020.06.15,-716.9999999999987,,-716.9999999999987
2020.06.15,-695.999999999998,,-695.999999999998
2020.06.15,-697.9999999999933,,-697.9999999999933
2020.06.15,-852.0000000000039,,-852.0000000000039
2020.06.15,-1236.000000000004,,-1236.000000000004
2020.06.15,-1153.000000000006,,-1153.000000000006
2020.06.15,-1167.9999999999923,,-1167.9999999999923
2020.06.15,-1093.999999999994,,-1093.999999999994
2020.06.15,-1132.000000000005,,-1132.000000000005
2020.06.15,-1165.9999999999968,,-1165.9999999999968
2020.06.16,-1218.0000000000036,,-1218.0000000000036
2020.06.16,-1230.000000000004,,-1230.000000000004
2020.06.16,-1290.9999999999968,,-1290.9999999999968
2020.06.16,-1325.9999999999934,,-1325.9999999999934
2020.06.16,-1370.0000000000045,,-1370.0000000000045
2020.06.16,-1469.9999999999989,,-1469.9999999999989
2020.06.16,-1474.0000000000036,,-1474.0000000000036
2020.06.16,-1295.9999999999923,,-1295.9999999999923
2020.06.16,-1323.9999999999982,,-1323.9999999999982
2020.06.16,-1225.999999999999,,-1225.999999999999
2020.06.16,-1301.0000000000018,,-1301.0000000000018
2020.06.16,-1718.0000000000036,,-1718.0000000000036
2020.06.16,-1706.9999999999936,,-1706.9999999999936
2020.06.16,-1599.9999999999943,,-1599.9999999999943
2020.06.16,-1503.0,,-1503.0
2020.06.16,-1490.9999999999995,,-1490.9999999999995
2020.06.16,-1581.9999999999936,,-1581.9999999999936
2020.06.16,-1575.0000000000027,,-1575.0000000000027
2020.06.16,-1548.0000000000018,,-1548.0000000000018
2020.06.16,-1569.0000000000027,,-1569.0000000000027
2020.06.16,-1518.0000000000007,,-1518.0000000000007
2020.06.16,-1317.9999999999977,,-1317.9999999999977
2020.06.16,-1320.999999999998,,-1320.999999999998
2020.06.16,-1463.9999999999986,,-1463.9999999999986
2020.06.16,-1468.0000000000036,,-1468.0000000000036
2020.06.16,-1316.0000000000025,,-1316.0000000000025
2020.06.16,-1305.9999999999973,,-1305.9999999999973
2020.06.16,-1254.000000000005,,-1254.000000000005
2020.06.16,-1063.999999999993,,-1063.999999999993
2020.06.16,-980.000000000004,,-980.000000000004
2020.06.16,-1045.9999999999923,,-1045.9999999999923
