date,EURJPY,empty,sum
2020.06.15,-304.00000000000205,,-304.00000000000205
2020.06.15,-349.00000000000375,,-349.00000000000375
2020.06.15,-496.9999999999999,,-496.9999999999999
2020.06.15,-460.9999999999985,,-460.9999999999985
2020.06.15,-287.00000000000614,,-287.00000000000614
2020.06.15,-358.99999999999466,,-358.99999999999466
2020.06.15,-325.9999999999934,,-325.9999999999934
2020.06.15,-176.00000000000193,,-176.00000000000193
2020.06.15,-260.9999999999957,,-260.9999999999957
2020.06.15,-341.99999999999875,,-341.99999999999875
2020.06.15,-356.9999999999993,,-356.9999999999993
2020.06.15,-206.00000000000307,,-206.00000000000307
2020.06.15,-308.9999999999975,,-308.9999999999975
2020.06.15,-313.0000000000024,,-313.0000000000024
2020.06.15,-286.00000000000136,,-286.00000000000136
2020.06.15,-173.99999999999238,,-173.99999999999238
2020.06.15,-72.00000000000273,,-72.00000000000273
2020.06.15,-30.000000000001137,,-30.000000000001137
2020.06.15,-63.00000000000239,,-63.00000000000239
2020.06.15,-94.99999999999886,,-94.99999999999886
2020.06.15,-281.9999999999965,,-281.9999999999965
2020.06.15,-304.9999999999926,,-304.9999999999926
2020.06.15,-412.00000000000614,,-412.00000000000614
2020.06.15,-493.9999999999998,,-493.9999999999998
2020.06.15,-426.00000000000193,,-426.00000000000193
2020.06.15,-320.99999999999795,,-320.99999999999795
2020.06.15,-341.99999999999875,,-341.99999999999875
2020.06.15,-257.99999999999557,,-257.99999999999557
2020.06.15,-359.99999999999943,,-359.99999999999943
2020.06.15,-471.00000000000364,,-471.00000000000364
2020.06.15,-381.0000000000002,,-381.0000000000002
2020.06.15,-423.0000000000018,,-423.0000000000018
2020.06.15,-465.999999999994,,-465.999999999994
2020.06.15,-710.9999999999985,,-710.9999999999985
2020.06.15,-525.9999999999962,,-525.9999999999962
2020.06.15,-680.9999999999974,,-680.9999999999974
2020.06.15,-569.0000000000026,,-569.0000000000026
2020.06.15,-566.0000000000025,,-566.0000000000025
2020.06.15,-688.0000000000024,,-688.0000000000024
2020.06.15,-625.0,,-625.0
2020.06.15,-647.0000000000056,,-647.0000000000056
2020.06.15,-829.9999999999983,,-829.9999999999983
2020.06.15,-1105.000000000004,,-1105.000000000004
2020.06.15,-1037.0000000000061,,-1037.0000000000061
2020.06.15,-1084.0000000000032,,-1084.0000000000032
2020.06.15,-1042.0000000000016,,-1042.0000000000016
2020.06.15,-1111.9999999999948,,-1111.9999999999948
2020.06.15,-1122.0,,-1122.0
2020.06.16,-1144.0000000000055,,-1144.0000000000055
2020.06.16,-1201.9999999999982,,-1201.9999999999982
2020.06.16,-1269.999999999996,,-1269.999999999996
2020.06.16,-1308.9999999999975,,-1308.9999999999975
2020.06.16,-1337.9999999999939,,-1337.9999999999939
2020.06.16,-1463.9999999999986,,-1463.9999999999986
2020.06.16,-1248.0000000000045,,-1248.0000000000045
2020.06.16,-1233.9999999999945,,-1233.9999999999945
2020.06.16,-1155.0000000000011,,-1155.0000000000011
2020.06.16,-1197.0000000000027,,-1197.0000000000027
2020.06.16,-1230.000000000004,,-1230.000000000004
2020.06.16,-1695.999999999998,,-1695.999999999998
2020.06.16,-1594.9999999999989,,-1594.9999999999989
2020.06.16,-1439.9999999999977,,-1439.9999999999977
2020.06.16,-1489.0000000000043,,-1489.0000000000043
2020.06.16,-1414.0000000000014,,-1414.0000000000014
2020.06.16,-1561.9999999999977,,-1561.9999999999977
2020.06.16,-1453.9999999999936,,-1453.9999999999936
2020.06.16,-1521.000000000001,,-1521.000000000001
2020.06.16,-1483.000000000004,,-1483.000000000004
2020.06.16,-1266.999999999996,,-1266.999999999996
2020.06.16,-1126.9999999999955,,-1126.9999999999955
2020.06.16,-1271.000000000001,,-1271.000000000001
2020.06.16,-1412.0000000000061,,-1412.0000000000061
2020.06.16,-1247.0,,-1247.0
2020.06.16,-1281.9999999999964,,-1281.9999999999964
2020.06.16,-1222.999999999999,,-1222.999999999999
2020.06.16,-1028.000000000006,,-1028.000000000006
2020.06.16,-975.9999999999991,,-975.9999999999991
2020.06.16,-917.0000000000016,,-917.0000000000016
2020.06.16,-971.9999999999942,,-971.9999999999942
2020.06.16,-986.0000000000042,,-986.0000000000042
2020.06.16,-847.999999999999,,-847.999999999999
2020.06.16,-670.9999999999923,,-670.9999999999923
2020.06.16,-664.0000000000015,,-664.0000000000015
2020.06.16,-212.99999999999386,,-212.99999999999386
2020.06.16,-406.0000000000059,,-406.0000000000059
2020.06.16,-456.00000000000307,,-456.00000000000307
2020.06.16,-451.9999999999982,,-451.9999999999982
2020.06.16,-549.9999999999972,,-549.9999999999972
