date,USDCHF,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2021.10.18,-114.99999999999844,-97.99999999999898,-14.999999999998348,-20.999999999993246,-326.0000000000041,-127.00000000001043,-490.99999999999966,-67.00000000000594,-63.99999999999739,-87.99999999999919,-48.99999999999905,0.0,0.0,-119.99999999998678,0.0,-33.00000000000125,-134.0000000000008,,-1747.9999999999936
2021.10.18,-121.00000000000443,-126.99999999999534,-106.99999999999044,-202.9999999999976,-267.0000000000172,-144.0000000000108,-332.00000000000784,-89.00000000000574,-156.00000000000057,-243.99999999999977,-63.99999999999739,-21.999999999988695,-73.99999999999629,-222.99999999999542,25.99999999999625,-70.99999999999795,-222.99999999999542,,-2441.0000000000045
2021.10.18,-87.99999999999919,-43.99999999999693,-234.99999999999633,-349.99999999999477,-215.00000000000963,-141.00000000001333,-133.00000000000978,-121.00000000000443,-195.00000000000074,-330.0000000000081,-72.0000000000054,-238.0000000000049,-213.99999999998087,104.99999999999955,-205.0000000000125,-316.0000000000025,-246.99999999999721,,-3039.0000000000373
2021.10.18,-38.0000000000047,45.000000000001705,-208.99999999999253,-304.00000000000426,-200.00000000000017,-49.99999999999449,49.99999999999716,-56.0000000000005,-158.99999999999804,-282.99999999999994,-46.999999999997044,-124.99999999999733,-182.99999999999983,287.9999999999994,-174.0000000000066,-314.9999999999977,-251.99999999999667,,-2011.9999999999916
2021.10.18,-53.00000000000304,40.00000000000625,-162.99999999999093,-282.99999999999994,-226.00000000001506,-53.999999999998494,12.999999999991019,-36.999999999998145,-136.99999999999824,-262.00000000000665,-36.999999999998145,106.00000000000608,-64.99999999998174,255.00000000000523,-103.00000000000864,-230.00000000000398,-271.9999999999945,,-1507.999999999989
2021.10.18,-60.99999999999994,28.000000000005798,-168.99999999999693,-256.0000000000007,-255.00000000000523,-59.99999999999339,36.99999999999193,-19.999999999997797,-157.00000000000713,-231.0000000000034,-18.0000000000069,62.000000000006494,-83.9999999999952,163.00000000000205,-67.00000000000728,-236.0000000000042,-309.99999999999915,,-1634.000000000011
2021.10.18,-109.00000000000354,-7.999999999995566,-121.99999999999989,-180.99999999999784,-287.000000000015,-63.000000000013046,-100.00000000000853,-34.000000000000696,-146.00000000000168,-211.00000000000563,-26.000000000003798,156.00000000000057,-42.999999999993044,66.00000000001049,-39.00000000000148,-195.99999999999795,-268.0000000000016,,-1611.0000000000282
2021.10.18,-148.99999999999915,-36.99999999999193,-17.000000000000348,-139.00000000000023,-232.00000000000998,-65.00000000000395,-150.00000000000568,-29.000000000001247,-78.00000000000028,-200.00000000000017,-36.999999999998145,260.0000000000158,66.00000000001049,73.00000000001194,68.9999999999884,-28.999999999996362,-203.99999999999307,,-897.999999999974
2021.10.18,-146.00000000000168,-230.99999999999454,-15.999999999993797,-100.99999999999554,-201.00000000000674,-55.000000000005045,-320.0000000000074,-41.000000000002146,-70.99999999999883,-175.99999999999838,-92.99999999999864,139.00000000000023,96.00000000000719,31.000000000003247,100.99999999999909,30.000000000001137,-171.99999999999437,,-1225.999999999986
2021.10.18,-109.99999999999899,-182.00000000000216,-44.99999999999504,-85.00000000000173,-119.00000000000244,-49.00000000001015,-263.00000000000523,-46.999999999997044,-87.00000000000374,-134.0000000000008,-119.99999999999788,83.9999999999952,53.999999999998494,-118.99999999998023,114.99999999999488,31.00000000000591,-175.99999999999838,,-1251.9999999999993
2021.10.18,-106.00000000000608,-237.99999999999955,-60.99999999999994,-104.00000000000409,-114.0000000000141,-60.99999999999994,-334.0000000000032,-28.000000000005798,-97.00000000000264,-151.00000000000114,-119.00000000000244,24.000000000001798,49.00000000001015,-60.99999999999994,171.99999999999704,55.999999999997385,-200.00000000000017,,-1373.000000000033
2021.10.18,-112.000000000001,-182.99999999999272,-71.99999999999429,-165.00000000000404,-125.00000000001954,-62.000000000006494,-270.00000000001023,-36.0000000000027,-109.00000000000354,-207.00000000000162,-119.00000000000244,19.00000000001345,26.0000000000149,100.0000000000112,135.99999999999568,19.99999999999602,-217.0000000000005,,-1376.0000000000077
2021.10.18,-172.00000000000549,-110.99999999999,-20.999999999993246,-158.0000000000026,-139.00000000000023,-79.00000000000685,-224.00000000000375,-41.000000000002146,-75.9999999999983,-214.99999999999852,-126.99999999999933,123.00000000000644,101.00000000001774,-1.999999999990898,87.99999999999386,21.000000000000796,-170.00000000000347,,-1201.9999999999757
2021.10.18,-190.99999999999673,61.00000000000705,74.00000000000739,-36.999999999998145,-153.00000000000313,-75.00000000000284,-132.000000000005,-23.00000000000635,-50.0000000000056,-158.99999999999804,-104.99999999999955,211.00000000000563,194.0000000000053,12.000000000012001,-12.000000000000455,-42.00000000000159,-141.00000000000225,,-567.9999999999825
2021.10.18,-190.00000000000128,73.99999999999807,79.00000000000685,-26.000000000003798,-180.0000000000024,-68.00000000000139,-125.0,-14.999999999998348,-52.000000000007596,-151.00000000000114,-84.0000000000063,242.00000000000887,191.00000000000784,0.0,39.99999999999204,-16.999999999995907,-151.9999999999966,,-434.00000000000114
2021.10.18,-221.99999999999997,43.00000000000637,93.00000000000975,-7.0000000000014495,-194.0000000000053,-79.00000000000685,-163.0000000000109,-26.999999999999247,-52.000000000007596,-138.00000000000477,-75.00000000000284,289.0000000000059,184.00000000000637,-34.000000000000696,95.99999999998943,37.00000000000614,-146.00000000000168,,-395.0000000000173
2021.10.18,-214.99999999999852,22.00000000000557,82.99999999999974,45.000000000006146,-191.00000000000784,-73.00000000001194,-192.99999999999784,-19.00000000000235,-60.00000000000449,-103.00000000000864,-90.99999999999665,197.00000000000273,162.00000000001768,-63.99999999999739,92.99999999998931,16.000000000005343,-166.99999999999494,,-557.9999999999941
2021.10.18,-226.00000000000398,31.00000000000591,70.0000000000034,21.00000000000435,-170.00000000000347,-89.00000000000574,-210.00000000000796,-19.00000000000235,-75.00000000000284,-125.00000000000844,-107.99999999999699,177.00000000000495,158.99999999999804,-45.99999999999049,90.99999999999397,0.0,-195.9999999999962,,-715.0000000000077
2021.10.18,-322.00000000000006,-30.9999999999917,91.00000000000774,24.999999999997247,-270.00000000001467,-151.9999999999966,-361.0000000000042,-90.99999999999665,-87.00000000000374,-165.9999999999995,-119.00000000000244,224.000000000002,190.00000000000128,-121.99999999999989,140.00000000000057,76.00000000000762,-185.00000000000182,,-1159.9999999999945
2021.10.18,-324.00000000000205,-15.999999999991132,152.00000000000767,40.00000000000669,-351.0000000000124,-144.0000000000108,-368.9999999999998,-55.000000000005045,-65.00000000000395,-156.00000000000057,-75.00000000000284,348.00000000001495,257.0000000000183,-149.9999999999835,158.00000000000125,106.99999999999932,-153.99999999999858,,-796.9999999999623
2021.10.18,-312.00000000000114,28.000000000005798,94.00000000000519,0.0,-421.0000000000047,-187.00000000000384,-273.00000000001035,-73.00000000000084,-84.0000000000063,-174.00000000000747,-65.99999999999939,344.99999999999534,225.00000000000853,-121.99999999999989,27.000000000001023,-7.999999999995566,-163.00000000000205,,-1164.0000000000157
2021.10.18,-285.00000000000193,-6.000000000000227,59.000000000009045,9.999999999998899,-394.00000000000546,-236.99999999999832,-299.0000000000066,-72.0000000000054,-111.00000000000554,-162.0000000000066,-80.00000000000229,400.00000000000034,197.00000000000273,-160.99999999998892,96.9999999999942,24.00000000000091,-173.00000000000094,,-1193.000000000016
2021.10.18,-319.99999999999807,-24.00000000000091,51.000000000001044,-24.999999999997247,-384.00000000000654,-249.99999999999466,-271.0000000000008,-92.99999999999864,-100.00000000000009,-155.00000000000514,-158.0000000000026,339.0000000000004,306.00000000000625,-308.9999999999815,45.99999999999227,48.00000000000182,-148.99999999999915,,-1447.9999999999834
2021.10.18,-348.9999999999993,16.000000000005343,172.00000000000549,106.00000000000608,-294.0000000000165,-256.00000000001177,-338.0000000000081,-95.99999999999609,-46.00000000000159,-126.0000000000039,-170.99999999999892,415.0000000000098,455.0000000000054,-389.99999999997925,72.99999999999329,115.0000000000091,-73.99999999999629,,-787.999999999977
2021.10.18,-351.99999999999676,59.00000000001171,182.00000000000438,101.00000000000664,-333.0000000000055,-239.99999999999577,-305.0000000000068,-112.99999999999643,-62.000000000006494,-136.99999999999824,-151.00000000000114,402.9999999999978,355.0000000000164,-304.9999999999997,72.99999999999329,112.00000000000898,-64.99999999999284,,-777.9999999999608
2021.10.18,-361.0000000000002,82.00000000000784,169.00000000000804,97.00000000000264,-416.00000000001637,-259.9999999999936,-294.00000000001114,-143.00000000000423,-60.99999999999994,-136.00000000000279,-92.99999999999864,459.0000000000094,355.0000000000164,-305.9999999999841,36.99999999999193,109.99999999999943,-51.000000000001044,,-811.9999999999765
2021.10.18,-438.00000000000506,112.99999999999955,216.0000000000051,121.00000000000443,-451.0000000000014,-310.0000000000103,-344.0000000000083,-184.00000000000637,-62.000000000006494,-155.00000000000514,-97.00000000000264,554.9999999999944,462.0000000000068,-386.9999999999818,39.00000000000148,144.00000000000546,17.000000000000348,,-761.00000000001
2021.10.18,-334.00000000000097,75.00000000000284,221.99999999999997,131.00000000000333,-385.00000000001313,-259.9999999999936,-265.00000000000057,-121.00000000000443,14.000000000002899,-87.99999999999919,-175.00000000000293,587.0000000000042,588.0000000000107,-461.99999999998465,46.999999999997044,176.00000000000193,43.00000000000415,,-206.99999999997232
2021.10.18,-267.00000000000614,35.0000000000108,168.00000000000148,85.99999999999719,-227.00000000002163,-239.99999999999577,-222.0000000000084,-90.99999999999665,30.999999999992145,-51.000000000001044,-180.99999999999784,456.00000000001194,503.000000000009,-436.9999999999985,60.99999999999284,134.00000000000034,-44.99999999999504,,-287.0000000000053
2021.10.18,-190.99999999999673,49.000000000006594,153.00000000000313,73.00000000000084,-195.00000000001182,-156.00000000000057,-121.00000000000932,-4.000000000004,39.00000000000014,-47.00000000000814,-182.00000000000438,531.9999999999991,500.00000000001154,-496.99999999999187,79.9999999999983,123.00000000000466,-63.99999999999739,,92.00000000000011
2021.10.18,-153.00000000000313,-134.00000000000034,214.00000000000307,68.99999999999685,-121.99999999999989,-154.99999999999403,-120.00000000000455,56.0000000000005,156.99999999999602,37.99999999999359,-217.0000000000005,739.0000000000008,786.00000000002,-587.9999999999885,102.99999999999443,216.00000000000819,16.0000000000049,,905.0000000000274
2021.10.18,-143.00000000000423,-83.99999999998897,165.00000000000404,48.99999999999905,-72.0000000000054,-177.00000000000495,-100.99999999999909,48.99999999999905,178.99999999999582,47.9999999999925,-246.00000000000176,597.0000000000031,743.0000000000048,-597.9999999999874,36.99999999999193,192.99999999999784,2.000000000002,,640.9999999999983
2021.10.18,-151.9999999999966,-81.99999999999363,158.0000000000026,-0.999999999995449,-108.00000000001918,-198.99999999999363,-153.0000000000058,17.000000000000348,124.99999999999733,-29.000000000001247,-290.00000000000136,520.0000000000093,748.9999999999997,-533.99999999999,103.9999999999992,207.00000000000784,13.00000000000745,,345.0000000000269
2021.10.18,-158.0000000000026,-80.99999999998886,95.00000000000064,-80.00000000000229,-102.00000000000209,-229.00000000001253,-183.9999999999975,-119.00000000000244,3.999999999992898,-157.00000000000713,-290.9999999999968,270.00000000001467,443.0000000000156,-384.9999999999909,-66.0000000000025,97.00000000000841,24.999999999997247,,-917.9999999999761
2021.10.18,-175.00000000000293,-93.99999999999409,36.0000000000027,-104.99999999999955,-114.0000000000141,-207.00000000000162,-180.00000000000682,-148.99999999999915,-24.999999999997247,-174.00000000000747,-280.9999999999979,107.99999999999699,413.00000000001893,-179.99999999998016,-74.00000000001228,79.9999999999983,7.0000000000014495,,-1113.999999999995
2021.10.18,-126.0000000000039,-114.99999999999488,-24.999999999997247,-131.00000000000333,-35.00000000000725,-177.00000000000495,-154.00000000001057,-146.99999999999713,-45.000000000006146,-170.00000000000347,-302.9999999999977,-85.99999999998609,291.00000000001904,-116.99999999998934,-94.99999999999886,10.99999999999568,-51.000000000001044,,-1474.9999999999873
2021.10.18,-178.00000000000037,-18.999999999991246,4.000000000004,-70.0000000000034,46.999999999997044,-171.00000000001003,-157.0000000000107,-134.0000000000008,-82.99999999999974,-119.99999999999788,-363.99999999999767,-163.9999999999864,230.00000000001907,-258.99999999998704,-58.000000000006935,-3.9999999999906777,-71.99999999999429,,-1571.9999999999568
2021.10.18,-90.99999999999665,-30.000000000001137,-35.999999999991594,-105.99999999999498,79.99999999999119,-147.99999999999258,-73.99999999999807,-80.00000000000229,-41.9999999999976,-109.99999999999899,-343.9999999999999,-143.99999999998857,304.9999999999997,-272.99999999998994,-47.000000000011255,-24.00000000000091,-75.9999999999983,,-1239.9999999999718
