date,USDCHF,GBPUSD,EURUSD,USDJPY,CADCHF,GBPJPY,EURAUD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.07.18,59.99999999999339,-48.000000000003595,12.999999999996348,131.00000000000023,51.99999999999649,-110.99999999999,-53.999999999998494,-106.99999999999932,-39.00000000000014,-126.99999999998823,,-229.99999999999335
2016.07.18,101.99999999999099,-181.9999999999933,4.000000000004,114.00000000000432,93.99999999999409,-239.99999999998067,-18.999999999991246,-87.0000000000033,93.00000000000975,-28.999999999990145,,-149.9999999999555
2016.07.18,178.99999999999582,-591.0000000000082,-34.000000000000696,498.9999999999952,214.99999999999852,-1165.9999999999968,-64.99999999998174,-421.99999999999704,177.00000000000495,52.000000000007596,,-1155.9999999999825
2016.07.18,175.99999999999838,-487.99999999999955,-80.99999999999774,198.0000000000075,193.99999999999417,-682.9999999999927,-153.9999999999875,-167.0000000000016,-649.999999999995,-928.9999999999799,,-2583.999999999954
2016.07.18,193.99999999999417,-645.999999999991,-69.9999999999923,174.0000000000066,146.00000000000168,-809.9999999999739,-146.99999999998602,-164.00000000000148,-653.999999999999,-1035.9999999999925,,-3012.9999999999336
2016.07.18,212.00000000000108,-455.99999999998977,-59.99999999999339,57.00000000000216,136.99999999999824,-461.9999999999891,-237.99999999998266,-6.000000000000227,-656.9999999999965,-990.9999999999864,,-2463.9999999999363
2016.07.18,221.99999999999997,-490.999999999997,-62.99999999999084,152.00000000000102,105.99999999999498,-619.9999999999761,-463.9999999999977,36.000000000001364,-637.9999999999941,-878.9999999999853,,-2638.999999999944
2016.07.18,212.00000000000108,-543.999999999989,-72.0000000000054,100.99999999999909,122.99999999999534,-601.9999999999754,-266.999999999995,-40.99999999999682,-547.999999999993,-888.9999999999842,,-2526.999999999943
2016.07.18,152.99999999999204,-767.9999999999909,-187.00000000000384,408.00000000000125,103.99999999999298,-1254.9999999999955,-412.9999999999967,-275.99999999999625,-550.9999999999903,-844.9999999999847,,-3629.9999999999723
2016.07.18,161.00000000000003,-675.9999999999877,-184.00000000000637,259.00000000000034,135.99999999999167,-953.9999999999793,-413.99999999998107,-165.99999999999682,-497.99999999999847,-757.999999999992,,-3093.99999999995
2016.07.18,174.99999999999181,-587.9999999999885,-134.99999999999625,278.99999999999636,176.99999999999383,-889.9999999999864,-261.9999999999845,-227.00000000000387,-580.9999999999982,-882.9999999999893,,-2934.9999999999645
2016.07.18,195.9999999999962,-418.9999999999916,-117.99999999999588,191.0000000000025,146.00000000000168,-593.9999999999941,-383.99999999998437,-82.00000000000784,-656.9999999999965,-924.9999999999981,,-2645.9999999999677
2016.07.18,164.99999999999292,-482.00000000000466,-161.99999999999548,210.00000000000796,156.99999999999602,-680.9999999999832,-324.9999999999975,-156.0000000000059,-538.9999999999895,-821.9999999999894,,-2634.9999999999686
2016.07.18,188.9999999999947,-381.0000000000091,-140.0000000000068,209.00000000000318,178.00000000000037,-575.9999999999934,-261.9999999999845,-177.99999999999727,-437.999999999994,-743.9999999999891,,-2142.999999999976
2016.07.18,185.99999999999727,-307.99999999999716,-120.00000000000898,132.99999999999557,171.99999999999437,-399.99999999997726,-284.9999999999797,-91.00000000000819,-454.9999999999943,-719.9999999999873,,-1887.9999999999657
2016.07.18,166.99999999999494,-580.999999999987,-154.0000000000097,159.00000000000603,180.0000000000024,-724.9999999999943,-240.9999999999801,-159.9999999999966,-444.9999999999954,-736.9999999999877,,-2536.9999999999472
2016.07.18,145.9999999999906,-411.0000000000058,-136.00000000000279,64.99999999999773,164.99999999999292,-426.9999999999925,-278.9999999999848,-60.000000000002274,-464.9999999999932,-722.0000000000005,,-2124.000000000001
2016.07.18,147.99999999999258,-534.9999999999966,-185.99999999999727,105.99999999999454,198.99999999999363,-604.9999999999898,-259.9999999999936,-135.00000000000512,-401.99999999999125,-654.9999999999834,,-2324.9999999999764
2016.07.18,236.99999999999832,-336.00000000000296,-69.00000000000794,263.00000000000523,217.99999999999596,-602.9999999999802,-262.999999999991,-165.00000000000625,-441.99999999999795,-658.9999999999874,,-1818.999999999974
2016.07.18,200.99999999999562,-375.9999999999986,-76.0000000000094,293.00000000000637,182.99999999999983,-683.9999999999975,-254.999999999983,-198.0000000000075,-300.0000000000003,-519.9999999999872,,-1731.9999999999814
2016.07.18,265.99999999999955,-625.9999999999932,-18.999999999991246,466.99999999999875,273.000000000001,-1181.999999999988,-35.999999999991594,-406.9999999999965,-308.9999999999926,-583.9999999999845,,-2156.999999999938
2016.07.18,227.99999999999488,-673.9999999999968,-17.000000000000348,221.00000000000364,281.99999999999335,-904.9999999999727,30.0000000000189,-260.9999999999957,-277.99999999998937,-543.999999999989,,-1917.9999999999332
2016.07.18,232.99999999999432,-679.9999999999917,-7.0000000000014495,292.0000000000016,248.99999999999923,-1006.9999999999766,15.00000000000945,-296.99999999999704,-261.0000000000001,-542.9999999999824,,-2005.9999999999445
2016.07.18,231.99999999999886,-866.9999999999956,-11.00000000000545,334.0000000000032,293.99999999999426,-1259.999999999991,140.0000000000068,-400.0000000000057,-231.99999999999886,-545.9999999999799,,-2315.999999999973
2016.07.18,212.00000000000108,-780.9999999999873,-18.0000000000069,281.0000000000059,209.9999999999991,-1099.9999999999943,-24.999999999986144,-271.0000000000008,-293.99999999999426,-600.0000000000006,,-2385.999999999964
2016.07.18,229.99999999999687,-408.00000000000836,72.99999999998974,257.000000000005,142.99999999999312,-675.9999999999877,-59.99999999999339,-171.00000000000648,-300.0000000000003,-608.9999999999928,,-1521.0000000000045
2016.07.18,274.9999999999919,-452.99999999999227,62.99999999999084,284.000000000006,190.99999999999673,-754.9999999999955,-86.99999999999264,-182.00000000000216,-301.9999999999912,-578.9999999999961,,-1544.9999999999843
2016.07.18,200.99999999999562,-452.00000000000796,5.000000000010552,260.9999999999957,180.0000000000024,-721.99999999998,-108.99999999998133,-195.99999999999795,-346.9999999999973,-618.9999999999918,,-1797.9999999999523
2016.07.18,207.99999999999707,-540.0000000000072,-28.000000000005798,323.99999999999807,139.00000000000023,-900.999999999982,-194.99999999998963,-219.99999999999886,-298.9999999999937,-590.0000000000016,,-2101.9999999999836
2016.07.18,151.9999999999966,-727.9999999999953,-72.99999999998974,391.9999999999959,143.9999999999997,-1186.9999999999834,-172.99999999997874,-317.0000000000073,-281.99999999999335,-567.9999999999907,,-2639.9999999999463
2016.07.18,244.99999999999523,-644.0000000000001,-4.000000000004,296.0000000000065,141.00000000000225,-974.9999999999943,-160.99999999998892,-200.00000000000284,-230.99999999999233,-527.9999999999951,,-2060.9999999999736
2016.07.18,230.99999999999233,-573.0000000000013,-12.999999999996348,210.99999999999852,86.99999999999264,-787.9999999999825,-301.99999999998005,-66.0000000000025,-172.99999999998983,-448.9999999999883,,-1834.9999999999573
2016.07.18,174.99999999999181,-519.0000000000028,-38.0000000000047,132.000000000005,-21.999999999999797,-621.9999999999857,-412.9999999999967,36.99999999999193,-190.99999999999673,-506.9999999999908,,-1967.9999999999886
2016.07.18,136.99999999999824,-625.9999999999932,-144.99999999999514,158.00000000000125,-147.00000000000824,-769.9999999999818,-434.9999999999854,-45.000000000001705,24.000000000001798,-468.9999999999861,,-2317.99999999995
2016.07.18,220.99999999999343,-466.9999999999952,-109.00000000000354,346.00000000000364,-108.00000000000809,-847.9999999999848,-429.99999999999704,-165.99999999999682,34.000000000000696,-475.99999999998755,,-2002.9999999999752
2016.07.18,262.999999999991,-991.0000000000085,-167.9999999999904,515.0000000000006,-90.0000000000012,-1631.0000000000002,-527.9999999999951,-284.000000000006,58.000000000002494,-446.9999999999974,,-3303.0000000000045
2016.07.18,63.99999999999739,-1143.0000000000052,-296.9999999999917,786.0000000000014,-147.00000000000824,-2144.999999999982,-484.9999999999799,-608.0000000000041,28.000000000005798,-500.9999999999959,,-4447.999999999962
2016.07.18,86.99999999999264,-909.0000000000042,-255.00000000000523,671.999999999997,-121.99999999999989,-1750.0,-391.9999999999924,-539.0000000000015,90.0000000000012,-442.9999999999934,,-3561.0000000000055
2016.07.18,68.99999999999685,-791.9999999999927,-232.00000000000998,772.0000000000056,-148.0000000000037,-1762.0000000000005,-423.99999999997993,-578.000000000003,20.0000000000089,-498.9999999999828,,-3573.999999999961
2016.07.18,101.99999999999099,-706.999999999991,-211.00000000000563,807.0000000000022,-51.000000000001044,-1713.9999999999986,-450.9999999999792,-578.000000000003,-123.99999999999079,-525.999999999982,,-3452.999999999958
2016.07.18,-8.000000000008,-821.000000000005,-263.99999999999756,736.0000000000042,-65.00000000000395,-1735.99999999999,-419.9999999999982,-579.0000000000077,-136.99999999999824,-509.99999999998823,,-3803.9999999999923
2016.07.18,26.999999999999247,-777.9999999999898,-249.00000000001032,730.000000000004,-58.000000000002494,-1688.999999999993,-383.99999999998437,-582.9999999999984,-126.99999999999933,-546.9999999999864,,-3657.9999999999613
