date,GBPUSD,USDCAD,GBPCHF,EURCHF,NZDCHF,EURGBP,GBPJPY,EURNZD,AUDJPY,empty,sum
2016.05.09,-143.99999999998857,-170.99999999998784,-24.000000000001798,-72.99999999998974,-20.0000000000089,-9.00000000000345,-40.99999999999682,-306.00000000000625,-57.999999999992724,,-845.9999999999761
2016.05.09,-86.99999999999264,-185.99999999999727,140.0000000000068,-80.99999999999774,0.0,14.999999999998348,88.99999999999864,-252.0000000000078,-185.99999999999284,,-547.9999999999845
2016.05.09,-124.99999999999733,-231.99999999998778,127.00000000001043,-95.00000000000064,81.9999999999932,-31.000000000003247,122.99999999999045,-140.99999999999113,-274.9999999999915,,-566.9999999999775
2016.05.09,-192.99999999999872,-268.0000000000016,182.99999999999983,-46.999999999997044,141.99999999999767,12.999999999996348,274.0000000000009,80.99999999999774,-410.99999999998715,,-225.99999999999204
2016.05.09,-222.99999999999542,-224.99999999998633,253.99999999999866,-58.000000000002494,162.99999999999093,35.999999999991594,378.0000000000143,104.99999999999955,-457.9999999999984,,-27.999999999987608
2016.05.09,-210.99999999998343,-192.99999999999872,260.0000000000158,-29.999999999996696,151.00000000000114,53.999999999998494,503.0000000000143,117.99999999999588,-439.9999999999977,,212.0000000000491
2016.05.09,-137.9999999999937,-141.99999999999767,201.00000000000674,-32.999999999994145,169.99999999999238,29.999999999996696,367.999999999995,191.99999999999218,-469.99999999999886,,177.99999999999864
2016.05.09,-59.99999999999339,-48.000000000003595,182.0000000000155,-52.99999999999194,117.99999999999588,22.999999999995246,503.9999999999907,26.999999999999247,-501.99999999999534,,191.00000000001228
2016.05.09,-115.99999999998278,-136.99999999998712,215.00000000000963,-55.000000000005045,121.99999999999989,12.000000000000899,532.0000000000107,9.999999999998899,-542.9999999999922,,40.000000000052864
2016.05.09,-133.99999999998968,-170.99999999998784,109.00000000000354,-56.99999999999594,152.99999999999204,-34.000000000000696,316.0000000000025,82.00000000000429,-482.9999999999899,,-218.9999999999617
2016.05.09,-132.99999999998312,-173.00000000000094,144.0000000000108,-45.99999999999049,131.99999999999878,-21.00000000000435,330.99999999998886,22.0000000000109,-463.99999999999864,,-207.99999999996822
2016.05.09,-91.99999999998099,-121.99999999999989,127.00000000001043,-42.0000000000087,100.99999999999554,-21.999999999999797,302.99999999999727,-35.00000000000725,-356.9999999999993,,-138.9999999999927
2016.05.09,-132.99999999998312,-160.00000000000458,155.00000000001623,-42.999999999993044,113.99999999999189,1.999999999990898,373.9999999999952,17.000000000000348,-408.00000000000125,,-81.99999999998744
2016.05.09,-170.99999999998784,-161.99999999999548,173.00000000000094,-52.000000000007596,108.99999999999244,-6.0000000000060005,318.00000000001205,-41.000000000002146,-334.99999999999375,,-166.99999999998732
2016.05.09,-208.99999999999253,-201.99999999999108,86.0000000000083,-43.999999999999595,87.99999999999919,-33.000000000005244,435.0000000000023,-39.999999999995595,-387.999999999991,,-306.9999999999653
2016.05.09,-276.9999999999939,-259.9999999999936,100.0000000000112,-29.999999999996696,85.99999999999719,-31.999999999998696,491.00000000001387,-63.99999999999739,-471.9999999999942,,-457.9999999999522
2016.05.09,-293.99999999999426,-259.9999999999936,86.0000000000083,-22.999999999995246,69.9999999999923,-39.00000000000014,683.9999999999975,-104.99999999999955,-504.99999999999545,,-385.9999999999801
2016.05.09,-170.99999999998784,-228.99999999999034,36.0000000000138,-32.0000000000098,80.99999999999774,-62.000000000006494,727.0000000000039,-96.99999999999153,-560.9999999999928,,-307.9999999999634
2016.05.09,-361.9999999999957,-363.0000000000022,56.000000000011596,4.000000000004,51.99999999999649,-31.999999999998696,681.999999999988,-62.99999999999084,-527.000000000001,,-552.9999999999885
